,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2015-07-01 00:00:00+02:00,499.0,885.0,0.0,4659.0,7996.0,371.0,0.0,0.0,0.0,0.0,728.0,1982.0,0.0,6000.0,89.0,55.0,1280.0,219.0,0.0,6210.0
2015-07-01 01:00:00+02:00,502.0,909.0,0.0,4199.0,7838.0,370.0,0.0,0.0,0.0,137.0,704.0,1483.0,0.0,5995.0,87.0,55.0,1253.0,213.0,0.0,5993.0
2015-07-01 02:00:00+02:00,491.0,905.0,0.0,4448.0,8048.0,368.0,0.0,0.0,0.0,482.0,704.0,1003.0,0.0,5997.0,87.0,55.0,1231.0,217.0,0.0,5529.0
2015-07-01 03:00:00+02:00,495.0,875.0,0.0,4157.0,7837.0,360.0,0.0,0.0,0.0,747.0,692.0,626.0,0.0,5998.0,87.0,56.0,1223.0,220.0,0.0,5127.0
2015-07-01 04:00:00+02:00,503.0,912.0,0.0,4001.0,7827.0,360.0,0.0,0.0,0.0,845.0,689.0,563.0,0.0,6003.0,87.0,55.0,1189.0,219.0,0.0,4940.0
2015-07-01 05:00:00+02:00,505.0,918.0,0.0,4219.0,7910.0,360.0,0.0,0.0,0.0,700.0,687.0,610.0,0.0,6005.0,88.0,57.0,1142.0,220.0,0.0,4735.0
2015-07-01 06:00:00+02:00,506.0,930.0,0.0,4338.0,7856.0,364.0,0.0,0.0,0.0,209.0,706.0,1363.0,0.0,6003.0,87.0,54.0,1043.0,220.0,0.0,4266.0
2015-07-01 07:00:00+02:00,505.0,938.0,0.0,4954.0,7855.0,374.0,0.0,0.0,0.0,0.0,761.0,2280.0,0.0,6000.0,87.0,55.0,979.0,217.0,0.0,3849.0
2015-07-01 08:00:00+02:00,510.0,960.0,0.0,5447.0,7982.0,378.0,0.0,0.0,0.0,0.0,780.0,3192.0,0.0,5997.0,87.0,55.0,1336.0,219.0,0.0,3369.0
2015-07-01 09:00:00+02:00,501.0,960.0,0.0,5881.0,7991.0,381.0,0.0,0.0,0.0,0.0,788.0,4420.0,0.0,5996.0,84.0,54.0,2121.0,220.0,0.0,2959.0
2015-07-01 10:00:00+02:00,494.0,955.0,0.0,6076.0,7979.0,364.0,0.0,0.0,0.0,0.0,753.0,3674.0,0.0,5989.0,88.0,51.0,2841.0,220.0,0.0,3226.0
2015-07-01 11:00:00+02:00,498.0,937.0,0.0,5726.0,7982.0,367.0,0.0,0.0,0.0,0.0,754.0,3289.0,0.0,5974.0,88.0,51.0,3556.0,219.0,0.0,4273.0
2015-07-01 12:00:00+02:00,491.0,958.0,0.0,5583.0,8005.0,362.0,0.0,0.0,0.0,0.0,762.0,3131.0,0.0,5971.0,89.0,52.0,3756.0,214.0,0.0,5914.0
2015-07-01 13:00:00+02:00,495.0,936.0,0.0,5637.0,7975.0,367.0,0.0,0.0,0.0,0.0,751.0,2709.0,0.0,5969.0,88.0,50.0,3639.0,215.0,0.0,7320.0
2015-07-01 14:00:00+02:00,501.0,940.0,0.0,5684.0,7839.0,369.0,0.0,0.0,0.0,0.0,733.0,1912.0,0.0,5964.0,87.0,53.0,4133.0,215.0,0.0,7837.0
2015-07-01 15:00:00+02:00,498.0,925.0,0.0,6098.0,7782.0,367.0,0.0,0.0,0.0,0.0,721.0,1479.0,0.0,5961.0,86.0,51.0,4896.0,214.0,0.0,7890.0
2015-07-01 16:00:00+02:00,491.0,957.0,0.0,6242.0,7807.0,367.0,0.0,0.0,0.0,0.0,713.0,1191.0,0.0,5956.0,86.0,52.0,4647.0,217.0,0.0,7996.0
2015-07-01 17:00:00+02:00,495.0,954.0,0.0,6056.0,7866.0,368.0,0.0,0.0,0.0,0.0,709.0,1458.0,0.0,5969.0,84.0,52.0,4184.0,217.0,0.0,7955.0
