,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-06-01 00:00:00+02:00,129.0,3971.0,71.0,179.0,5797.0,0.0,265.0,40.0,2077.0
2015-06-01 01:00:00+02:00,129.0,3625.0,71.0,178.0,5624.0,0.0,265.0,40.0,2307.0
2015-06-01 02:00:00+02:00,129.0,3664.0,71.0,179.0,5558.0,0.0,265.0,40.0,2279.0
2015-06-01 03:00:00+02:00,130.0,3807.0,68.0,179.0,5776.0,0.0,265.0,40.0,2260.0
2015-06-01 04:00:00+02:00,130.0,3685.0,66.0,179.0,5775.0,0.0,266.0,40.0,2270.0
2015-06-01 05:00:00+02:00,130.0,3955.0,68.0,182.0,6242.0,0.0,265.0,40.0,2175.0
2015-06-01 06:00:00+02:00,129.0,5386.0,68.0,251.0,7008.0,0.0,266.0,40.0,1699.0
2015-06-01 07:00:00+02:00,128.0,6361.0,67.0,290.0,8292.0,0.0,267.0,40.0,1183.0
2015-06-01 08:00:00+02:00,147.0,6471.0,69.0,295.0,9471.0,0.0,276.0,40.0,969.0
2015-06-01 09:00:00+02:00,166.0,6633.0,70.0,292.0,9206.0,136.0,269.0,40.0,953.0
2015-06-01 10:00:00+02:00,166.0,6694.0,69.0,291.0,9273.0,130.0,263.0,40.0,948.0
2015-06-01 11:00:00+02:00,166.0,6682.0,67.0,292.0,9505.0,211.0,264.0,40.0,959.0
2015-06-01 12:00:00+02:00,165.0,6673.0,70.0,292.0,9587.0,320.0,265.0,40.0,800.0
2015-06-01 13:00:00+02:00,157.0,6688.0,69.0,291.0,9742.0,214.0,264.0,40.0,640.0
2015-06-01 14:00:00+02:00,189.0,6706.0,68.0,293.0,9701.0,71.0,278.0,40.0,532.0
2015-06-01 15:00:00+02:00,191.0,6631.0,68.0,294.0,9638.0,70.0,282.0,40.0,472.0
2015-06-01 16:00:00+02:00,190.0,6687.0,66.0,293.0,9519.0,0.0,276.0,40.0,350.0
2015-06-01 17:00:00+02:00,190.0,6577.0,61.0,294.0,9452.0,0.0,275.0,40.0,297.0
2015-06-01 18:00:00+02:00,190.0,6542.0,65.0,296.0,9360.0,0.0,282.0,40.0,294.0
2015-06-01 19:00:00+02:00,190.0,6609.0,69.0,297.0,9799.0,0.0,285.0,40.0,323.0
2015-06-01 20:00:00+02:00,190.0,6511.0,69.0,299.0,9579.0,93.0,294.0,40.0,434.0
2015-06-01 21:00:00+02:00,190.0,6562.0,69.0,300.0,9114.0,211.0,295.0,40.0,541.0
2015-06-01 22:00:00+02:00,189.0,6304.0,68.0,280.0,8365.0,124.0,263.0,40.0,452.0
2015-06-01 23:00:00+02:00,188.0,5592.0,70.0,267.0,7717.0,34.0,252.0,40.0,449.0
2015-06-02 00:00:00+02:00,189.0,5443.0,71.0,265.0,7465.0,0.0,248.0,40.0,379.0
2015-06-02 01:00:00+02:00,189.0,5155.0,72.0,222.0,7415.0,0.0,249.0,40.0,328.0
2015-06-02 02:00:00+02:00,188.0,4916.0,71.0,222.0,7297.0,0.0,249.0,40.0,347.0
2015-06-02 03:00:00+02:00,189.0,4810.0,72.0,222.0,7330.0,0.0,249.0,40.0,362.0
2015-06-02 04:00:00+02:00,189.0,4582.0,71.0,222.0,7291.0,0.0,249.0,40.0,303.0
2015-06-02 05:00:00+02:00,189.0,5092.0,70.0,225.0,7410.0,0.0,244.0,40.0,394.0
2015-06-02 06:00:00+02:00,189.0,6052.0,72.0,266.0,8238.0,0.0,250.0,40.0,399.0
2015-06-02 07:00:00+02:00,190.0,6385.0,72.0,296.0,9384.0,0.0,266.0,40.0,317.0
2015-06-02 08:00:00+02:00,190.0,6277.0,70.0,294.0,10232.0,142.0,256.0,40.0,297.0
2015-06-02 09:00:00+02:00,190.0,6459.0,69.0,293.0,10242.0,303.0,252.0,40.0,526.0
2015-06-02 10:00:00+02:00,190.0,6478.0,70.0,290.0,10455.0,99.0,256.0,40.0,897.0
2015-06-02 11:00:00+02:00,190.0,6470.0,70.0,290.0,10491.0,149.0,268.0,40.0,1406.0
2015-06-02 12:00:00+02:00,190.0,6452.0,71.0,289.0,10120.0,278.0,265.0,40.0,1912.0
2015-06-02 13:00:00+02:00,191.0,6412.0,71.0,287.0,9654.0,288.0,262.0,40.0,2285.0
2015-06-02 14:00:00+02:00,191.0,6426.0,68.0,287.0,9317.0,196.0,265.0,40.0,2498.0
2015-06-02 15:00:00+02:00,190.0,6087.0,69.0,287.0,9161.0,195.0,273.0,40.0,2627.0
2015-06-02 16:00:00+02:00,190.0,5761.0,69.0,286.0,9169.0,194.0,273.0,40.0,2603.0
2015-06-02 17:00:00+02:00,189.0,5792.0,69.0,288.0,8848.0,132.0,278.0,40.0,2445.0
2015-06-02 18:00:00+02:00,190.0,5750.0,69.0,288.0,8940.0,66.0,280.0,40.0,2070.0
2015-06-02 19:00:00+02:00,191.0,6227.0,66.0,290.0,9022.0,0.0,280.0,40.0,1665.0
