,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2015-06-01 00:00:00+02:00,3970,11786,1445,1549,203,14,1339,1841,139,9120,3118,83,0,290,1258,15052
1,2015-06-01 00:15:00+02:00,3966,11473,824,1629,203,14,1290,1841,96,9130,3063,83,0,283,1319,15143
2,2015-06-01 00:30:00+02:00,3962,11306,1422,1784,202,14,1245,1837,72,9101,3005,83,0,280,1430,15228
3,2015-06-01 00:45:00+02:00,3966,11209,1402,1812,203,14,1196,1834,69,9107,3205,83,0,281,1470,15119
4,2015-06-01 01:00:00+02:00,3968,10991,1360,1855,202,14,988,1833,94,9149,3129,83,0,279,1509,14859
5,2015-06-01 01:15:00+02:00,3966,10889,1318,1914,202,14,986,1834,90,9129,2788,83,0,279,1533,14951
6,2015-06-01 01:30:00+02:00,3962,10861,1295,1905,203,14,951,1833,116,9128,2962,83,0,284,1486,14642
7,2015-06-01 01:45:00+02:00,3964,10817,1288,1836,203,14,870,1832,73,9131,2979,83,0,283,1491,14383
8,2015-06-01 02:00:00+02:00,3967,10414,1291,1799,203,14,1223,1829,108,9149,3239,83,0,276,1529,13925
9,2015-06-01 02:15:00+02:00,3972,10356,1299,1857,203,14,1255,1827,107,9147,3739,83,0,274,1539,13731
10,2015-06-01 02:30:00+02:00,3968,10348,1294,1923,202,14,1251,1827,131,9139,3839,83,0,269,1530,13449
11,2015-06-01 02:45:00+02:00,3967,10510,1315,1989,202,14,1111,1825,89,9165,3835,83,0,281,1503,13150
12,2015-06-01 03:00:00+02:00,3974,11089,1350,2151,203,14,566,1825,86,9214,3438,83,0,283,1489,12916
13,2015-06-01 03:15:00+02:00,3968,11290,1389,2330,203,14,584,1826,118,9231,3339,83,0,281,1495,12583
14,2015-06-01 03:30:00+02:00,3972,11286,1417,2330,202,14,591,1824,107,9236,3381,83,0,285,1481,12302
15,2015-06-01 03:45:00+02:00,3976,11314,820,2491,202,14,664,1824,80,9225,3322,83,0,283,1497,12041
16,2015-06-01 04:00:00+02:00,3974,11531,1407,3114,203,14,893,1823,82,9220,3115,83,0,278,1475,11749
17,2015-06-01 04:15:00+02:00,3976,11723,1407,3581,203,14,810,1824,102,9216,3242,83,0,283,1418,11295
18,2015-06-01 04:30:00+02:00,3979,11901,1410,3902,202,14,801,1826,119,9198,3213,83,0,279,1393,11150
19,2015-06-01 04:45:00+02:00,3977,12201,1417,4528,202,14,805,1824,78,9108,3361,83,1,286,1355,10811
20,2015-06-01 05:00:00+02:00,3980,12482,1414,4944,204,14,832,1825,85,9080,3272,83,12,285,1320,10433
21,2015-06-01 05:15:00+02:00,3987,12851,1425,5260,203,14,831,1825,68,9005,3527,83,40,279,1320,10058
