,Biomass
2015-02-01 00:00:00+01:00,257.0
2015-02-01 01:00:00+01:00,259.0
2015-02-01 02:00:00+01:00,265.0
2015-02-01 03:00:00+01:00,258.0
2015-02-01 04:00:00+01:00,262.0
2015-02-01 05:00:00+01:00,261.0
2015-02-01 06:00:00+01:00,265.0
2015-02-01 07:00:00+01:00,259.0
2015-02-01 08:00:00+01:00,259.0
2015-02-01 09:00:00+01:00,258.0
2015-02-01 10:00:00+01:00,261.0
2015-02-01 11:00:00+01:00,262.0
2015-02-01 12:00:00+01:00,262.0
2015-02-01 13:00:00+01:00,261.0
2015-02-01 14:00:00+01:00,261.0
2015-02-01 15:00:00+01:00,263.0
2015-02-01 16:00:00+01:00,262.0
2015-02-01 17:00:00+01:00,262.0
2015-02-01 18:00:00+01:00,262.0
2015-02-01 19:00:00+01:00,260.0
2015-02-01 20:00:00+01:00,262.0
2015-02-01 21:00:00+01:00,263.0
2015-02-01 22:00:00+01:00,261.0
2015-02-01 23:00:00+01:00,260.0
2015-02-04 00:00:00+01:00,263.0
2015-02-04 01:00:00+01:00,244.0
2015-02-04 02:00:00+01:00,257.0
2015-02-04 03:00:00+01:00,270.0
2015-02-04 04:00:00+01:00,272.0
2015-02-04 05:00:00+01:00,272.0
2015-02-04 06:00:00+01:00,271.0
2015-02-04 07:00:00+01:00,252.0
2015-02-04 08:00:00+01:00,245.0
2015-02-04 09:00:00+01:00,247.0
2015-02-04 10:00:00+01:00,255.0
2015-02-04 11:00:00+01:00,255.0
2015-02-04 12:00:00+01:00,255.0
2015-02-04 13:00:00+01:00,257.0
2015-02-04 14:00:00+01:00,250.0
2015-02-04 15:00:00+01:00,237.0
2015-02-04 16:00:00+01:00,252.0
2015-02-04 17:00:00+01:00,257.0
2015-02-04 18:00:00+01:00,271.0
2015-02-04 19:00:00+01:00,275.0
2015-02-04 20:00:00+01:00,273.0
2015-02-04 21:00:00+01:00,272.0
2015-02-04 22:00:00+01:00,269.0
2015-02-04 23:00:00+01:00,272.0
2015-02-05 00:00:00+01:00,285.0
2015-02-05 01:00:00+01:00,284.0
2015-02-05 02:00:00+01:00,288.0
2015-02-05 03:00:00+01:00,276.0
2015-02-05 04:00:00+01:00,281.0
2015-02-05 05:00:00+01:00,284.0
2015-02-05 06:00:00+01:00,285.0
2015-02-05 07:00:00+01:00,279.0
2015-02-05 08:00:00+01:00,279.0
2015-02-05 09:00:00+01:00,285.0
