,Fossil Gas,Solar,Wind Onshore
2015-06-01 00:00:00+02:00,0.0,0.0,0.088
2015-06-01 01:00:00+02:00,0.0,0.0,0.088
2015-06-01 02:00:00+02:00,0.0,0.0,0.066
2015-06-01 03:00:00+02:00,0.0,0.0,0.077
2015-06-01 04:00:00+02:00,0.0,0.0,0.066
2015-06-01 05:00:00+02:00,0.0,0.0,0.05499999999999999
2015-06-01 06:00:00+02:00,0.0,0.246,0.066
2015-06-01 07:00:00+02:00,0.0,0.984,0.044
2015-06-01 08:00:00+02:00,0.0,1.968,0.033
2015-06-01 09:00:00+02:00,0.0,2.9930000000000003,0.033
2015-06-01 10:00:00+02:00,0.0,3.7310000000000003,0.033
2015-06-01 11:00:00+02:00,0.0,3.895,0.05499999999999999
2015-06-01 12:00:00+02:00,0.0,3.7310000000000003,0.077
2015-06-01 13:00:00+02:00,0.0,3.4850000000000003,0.088
2015-06-01 14:00:00+02:00,0.0,3.198,0.10999999999999999
2015-06-01 15:00:00+02:00,0.0,2.87,0.121
2015-06-01 16:00:00+02:00,0.0,2.419,0.121
2015-06-01 17:00:00+02:00,0.0,2.009,0.066
2015-06-01 18:00:00+02:00,0.0,1.23,0.077
2015-06-01 19:00:00+02:00,0.0,0.615,0.066
2015-06-01 20:00:00+02:00,0.0,0.123,0.10999999999999999
2015-06-01 21:00:00+02:00,0.0,0.0,0.09899999999999999
2015-06-01 22:00:00+02:00,0.0,0.0,0.088
2015-06-01 23:00:00+02:00,0.0,0.0,0.09899999999999999
2015-06-02 00:00:00+02:00,0.0,0.0,0.10999999999999999
2015-06-02 01:00:00+02:00,0.0,0.0,0.077
2015-06-02 02:00:00+02:00,0.0,0.0,0.09899999999999999
2015-06-02 03:00:00+02:00,0.0,0.0,0.10999999999999999
2015-06-02 04:00:00+02:00,0.0,0.0,0.066
2015-06-02 05:00:00+02:00,0.0,0.0,0.077
2015-06-02 06:00:00+02:00,0.0,0.20500000000000002,0.077
2015-06-02 07:00:00+02:00,0.0,0.738,0.05499999999999999
2015-06-02 08:00:00+02:00,0.0,1.681,0.044
2015-06-02 09:00:00+02:00,0.0,2.87,0.033
2015-06-02 10:00:00+02:00,0.0,4.182,0.022
2015-06-02 11:00:00+02:00,0.0,5.043,0.022
2015-06-02 12:00:00+02:00,0.0,5.412,0.044
2015-06-02 13:00:00+02:00,0.0,5.617,0.05499999999999999
2015-06-02 14:00:00+02:00,0.0,5.5760000000000005,0.066
2015-06-02 15:00:00+02:00,0.0,5.043,0.077
2015-06-02 16:00:00+02:00,0.0,4.264,0.077
2015-06-02 17:00:00+02:00,0.0,3.2800000000000002,0.066
2015-06-02 18:00:00+02:00,0.0,2.0500000000000003,0.077
2015-06-02 19:00:00+02:00,0.0,0.902,0.066
2015-06-02 20:00:00+02:00,0.0,0.20500000000000002,0.044
2015-06-02 21:00:00+02:00,0.0,0.0,0.044
2015-06-02 22:00:00+02:00,0.0,0.0,0.044
2015-06-02 23:00:00+02:00,0.0,0.0,0.044
2015-06-03 00:00:00+02:00,0.0,0.0,0.066
2015-06-03 01:00:00+02:00,0.0,0.0,0.05499999999999999
2015-06-03 02:00:00+02:00,0.0,0.0,0.05499999999999999
2015-06-03 03:00:00+02:00,0.0,0.0,0.05499999999999999
2015-06-03 04:00:00+02:00,0.0,0.0,0.033
2015-06-03 05:00:00+02:00,0.0,0.0,0.022
2015-06-03 06:00:00+02:00,0.0,0.41000000000000003,0.022
2015-06-03 07:00:00+02:00,0.0,1.599,0.022
2015-06-03 08:00:00+02:00,0.0,3.321,0.011
2015-06-03 09:00:00+02:00,0.0,5.0840000000000005,0.011
2015-06-03 10:00:00+02:00,0.0,6.478000000000001,0.011
2015-06-03 11:00:00+02:00,0.0,7.421,0.022
2015-06-03 12:00:00+02:00,0.0,7.913,0.044
2015-06-03 13:00:00+02:00,0.0,8.036,0.077
2015-06-03 14:00:00+02:00,0.0,7.79,0.088
2015-06-03 15:00:00+02:00,0.0,7.0520000000000005,0.088
2015-06-03 16:00:00+02:00,0.0,5.904,0.09899999999999999
2015-06-03 17:00:00+02:00,0.0,4.305000000000001,0.088
2015-06-03 18:00:00+02:00,0.0,2.624,0.088
2015-06-03 19:00:00+02:00,0.0,1.23,0.077
2015-06-03 20:00:00+02:00,0.0,0.328,0.05499999999999999
2015-06-03 21:00:00+02:00,0.0,0.0,0.033
2015-06-03 22:00:00+02:00,0.0,0.0,0.022
2015-06-03 23:00:00+02:00,0.0,0.0,0.022
2015-06-04 00:00:00+02:00,0.0,0.0,0.011
2015-06-04 01:00:00+02:00,0.0,0.0,0.011
2015-06-04 02:00:00+02:00,0.0,0.0,0.0
2015-06-04 03:00:00+02:00,0.0,0.0,0.011
2015-06-04 04:00:00+02:00,0.0,0.0,0.033
2015-06-04 05:00:00+02:00,0.0,0.0,0.022
2015-06-04 06:00:00+02:00,0.0,0.041,0.011
2015-06-04 07:00:00+02:00,0.0,0.123,0.011
2015-06-04 08:00:00+02:00,0.0,0.28700000000000003,0.0
2015-06-04 09:00:00+02:00,0.0,0.451,0.011
2015-06-04 10:00:00+02:00,0.0,0.5740000000000001,0.0
2015-06-04 11:00:00+02:00,0.0,0.615,0.0
2015-06-04 12:00:00+02:00,0.0,0.656,0.022
2015-06-04 13:00:00+02:00,0.0,0.656,0.044
2015-06-04 14:00:00+02:00,0.0,0.656,0.077
2015-06-04 15:00:00+02:00,0.0,0.5740000000000001,0.09899999999999999
2015-06-04 16:00:00+02:00,0.0,0.492,0.088
2015-06-04 17:00:00+02:00,0.0,0.369,0.066
2015-06-04 18:00:00+02:00,0.0,0.20500000000000002,0.044
2015-06-04 19:00:00+02:00,0.0,0.082,0.033
2015-06-04 20:00:00+02:00,0.0,0.041,0.011
2015-06-04 21:00:00+02:00,0.0,0.0,0.011
2015-06-04 22:00:00+02:00,0.0,0.0,0.011
2015-06-04 23:00:00+02:00,0.0,0.0,0.022
2015-06-05 00:00:00+02:00,0.0,0.0,0.033
2015-06-05 01:00:00+02:00,0.0,0.0,0.033
2015-06-05 02:00:00+02:00,0.0,0.0,0.022
2015-06-05 03:00:00+02:00,0.0,0.0,0.022
2015-06-05 04:00:00+02:00,0.0,0.0,0.011
2015-06-05 05:00:00+02:00,0.0,0.0,0.011
2015-06-05 06:00:00+02:00,0.0,0.328,0.011
2015-06-05 07:00:00+02:00,0.0,1.1480000000000001,0.011
2015-06-05 08:00:00+02:00,0.0,2.419,0.011
2015-06-05 09:00:00+02:00,0.0,3.69,0.011
2015-06-05 10:00:00+02:00,0.0,4.674,0.0
2015-06-05 11:00:00+02:00,0.0,5.33,0.0
2015-06-05 12:00:00+02:00,0.0,5.658,0.011
2015-06-05 13:00:00+02:00,0.0,5.74,0.033
2015-06-05 14:00:00+02:00,0.0,5.535,0.044
2015-06-05 15:00:00+02:00,0.0,5.043,0.066
2015-06-05 16:00:00+02:00,0.0,4.141,0.05499999999999999
2015-06-05 17:00:00+02:00,0.0,2.7880000000000003,0.044
2015-06-05 18:00:00+02:00,0.0,1.6400000000000001,0.044
2015-06-05 19:00:00+02:00,0.0,0.738,0.033
2015-06-05 20:00:00+02:00,0.0,0.20500000000000002,0.033
2015-06-05 21:00:00+02:00,0.0,0.0,0.022
2015-06-05 22:00:00+02:00,0.0,0.0,0.044
