,Fossil Gas,Nuclear,Solar,Wind Onshore
2015-04-20 13:00:00+02:00,0.0,,182.0,8.0
2015-04-20 14:00:00+02:00,0.0,,169.0,9.0
2015-04-20 15:00:00+02:00,0.0,,151.0,10.0
2015-04-20 16:00:00+02:00,0.0,,129.0,11.0
2015-04-20 17:00:00+02:00,0.0,,93.0,10.0
2015-04-20 18:00:00+02:00,0.0,,48.0,9.0
2015-04-20 19:00:00+02:00,0.0,,13.0,7.0
2015-04-20 20:00:00+02:00,0.0,,0.0,7.0
2015-04-20 21:00:00+02:00,0.0,,0.0,9.0
2015-04-20 22:00:00+02:00,0.0,,0.0,6.0
2015-04-20 23:00:00+02:00,0.0,,0.0,8.0
2015-04-21 00:00:00+02:00,0.0,1372.0,0.0,13.0
2015-04-21 01:00:00+02:00,0.0,1372.0,0.0,15.0
2015-04-21 02:00:00+02:00,0.0,1373.0,0.0,17.0
2015-04-21 03:00:00+02:00,0.0,1373.0,0.0,17.0
2015-04-21 04:00:00+02:00,0.0,1374.0,0.0,15.0
2015-04-21 05:00:00+02:00,0.0,1375.0,0.0,14.0
2015-04-21 06:00:00+02:00,0.0,1375.0,1.0,14.0
2015-04-21 07:00:00+02:00,0.0,1375.0,15.0,14.0
2015-04-21 08:00:00+02:00,0.0,1372.0,48.0,11.0
2015-04-21 09:00:00+02:00,0.0,1371.0,85.0,7.0
2015-04-21 10:00:00+02:00,0.0,1366.0,116.0,6.0
2015-04-21 11:00:00+02:00,0.0,1366.0,138.0,5.0
2015-04-21 12:00:00+02:00,0.0,1365.0,149.0,6.0
2015-04-21 13:00:00+02:00,0.0,1364.0,152.0,6.0
2015-04-21 14:00:00+02:00,0.0,1359.0,146.0,8.0
2015-04-21 15:00:00+02:00,0.0,1361.0,132.0,9.0
2015-04-21 16:00:00+02:00,0.0,1361.0,108.0,8.0
2015-04-21 17:00:00+02:00,0.0,1361.0,76.0,8.0
2015-04-21 18:00:00+02:00,0.0,1362.0,39.0,6.0
2015-04-21 19:00:00+02:00,0.0,1360.0,11.0,6.0
2015-04-21 20:00:00+02:00,0.0,1362.0,0.0,8.0
2015-04-21 21:00:00+02:00,0.0,1364.0,0.0,8.0
2015-04-21 22:00:00+02:00,0.0,1365.0,0.0,7.0
2015-04-21 23:00:00+02:00,0.0,1369.0,0.0,8.0
2015-04-22 00:00:00+02:00,,1372.0,0.0,8.0
2015-04-22 01:00:00+02:00,,1373.0,0.0,10.0
2015-04-22 02:00:00+02:00,,1374.0,0.0,10.0
2015-04-22 03:00:00+02:00,,1373.0,0.0,10.0
2015-04-22 04:00:00+02:00,,1375.0,0.0,12.0
2015-04-22 05:00:00+02:00,,1376.0,0.0,12.0
2015-04-22 06:00:00+02:00,,1377.0,1.0,11.0
2015-04-22 07:00:00+02:00,,1376.0,19.0,9.0
2015-04-22 08:00:00+02:00,,1375.0,61.0,9.0
2015-04-22 09:00:00+02:00,,1371.0,106.0,5.0
2015-04-22 10:00:00+02:00,,1367.0,143.0,2.0
2015-04-22 11:00:00+02:00,,1364.0,167.0,1.0
2015-04-22 12:00:00+02:00,,1363.0,180.0,1.0
2015-04-22 13:00:00+02:00,,1361.0,183.0,3.0
2015-04-22 14:00:00+02:00,,1365.0,177.0,5.0
2015-04-22 15:00:00+02:00,,1366.0,160.0,5.0
2015-04-22 16:00:00+02:00,,1361.0,131.0,5.0
2015-04-22 17:00:00+02:00,,1360.0,92.0,5.0
2015-04-22 18:00:00+02:00,,1361.0,48.0,4.0
2015-04-22 19:00:00+02:00,,1361.0,14.0,3.0
2015-04-22 20:00:00+02:00,,1363.0,1.0,3.0
2015-04-22 21:00:00+02:00,,1364.0,0.0,2.0
2015-04-22 22:00:00+02:00,,1365.0,0.0,3.0
2015-04-22 23:00:00+02:00,,1368.0,0.0,4.0
2015-04-23 00:00:00+02:00,,1371.0,0.0,2.0
2015-04-23 01:00:00+02:00,,1372.0,0.0,2.0
2015-04-23 02:00:00+02:00,,1373.0,0.0,1.0
2015-04-23 03:00:00+02:00,,1373.0,0.0,1.0
2015-04-23 04:00:00+02:00,,1373.0,0.0,4.0
2015-04-23 05:00:00+02:00,,1374.0,0.0,4.0
2015-04-23 06:00:00+02:00,,1371.0,1.0,2.0
2015-04-23 07:00:00+02:00,,1378.0,19.0,2.0
2015-04-23 08:00:00+02:00,,1379.0,59.0,1.0
2015-04-23 09:00:00+02:00,,1373.0,104.0,1.0
2015-04-23 10:00:00+02:00,,1373.0,141.0,0.0
2015-04-23 11:00:00+02:00,,1376.0,166.0,1.0
2015-04-23 12:00:00+02:00,,1372.0,179.0,3.0
2015-04-23 13:00:00+02:00,,1372.0,182.0,5.0
2015-04-23 14:00:00+02:00,,1370.0,175.0,6.0
2015-04-23 15:00:00+02:00,,1365.0,158.0,5.0
2015-04-23 16:00:00+02:00,,1364.0,128.0,4.0
2015-04-23 17:00:00+02:00,,1368.0,89.0,3.0
2015-04-23 18:00:00+02:00,,1367.0,47.0,3.0
2015-04-23 19:00:00+02:00,,1369.0,14.0,3.0
2015-04-23 20:00:00+02:00,,1369.0,1.0,4.0
2015-04-23 21:00:00+02:00,,1369.0,0.0,2.0
2015-04-23 22:00:00+02:00,,1371.0,0.0,2.0
2015-04-23 23:00:00+02:00,,1373.0,0.0,2.0
2015-04-24 00:00:00+02:00,0.0,,0.0,2.0
2015-04-24 01:00:00+02:00,0.0,,0.0,3.0
2015-04-24 02:00:00+02:00,0.0,,0.0,4.0
2015-04-24 03:00:00+02:00,0.0,,0.0,5.0
2015-04-24 04:00:00+02:00,0.0,,0.0,4.0
2015-04-24 05:00:00+02:00,0.0,,0.0,3.0
2015-04-24 06:00:00+02:00,0.0,,1.0,2.0
2015-04-24 07:00:00+02:00,0.0,,15.0,2.0
2015-04-24 08:00:00+02:00,0.0,,45.0,1.0
2015-04-24 09:00:00+02:00,0.0,,78.0,1.0
2015-04-24 10:00:00+02:00,0.0,,105.0,1.0
2015-04-24 11:00:00+02:00,0.0,,123.0,1.0
2015-04-24 12:00:00+02:00,0.0,,133.0,1.0
2015-04-24 13:00:00+02:00,0.0,,135.0,3.0
2015-04-24 14:00:00+02:00,0.0,,129.0,5.0
2015-04-24 15:00:00+02:00,0.0,,116.0,5.0
2015-04-24 16:00:00+02:00,0.0,,95.0,5.0
2015-04-24 17:00:00+02:00,0.0,,64.0,5.0
2015-04-24 18:00:00+02:00,0.0,,35.0,4.0
2015-04-24 19:00:00+02:00,0.0,,11.0,4.0
2015-04-24 20:00:00+02:00,0.0,,1.0,3.0
2015-04-24 21:00:00+02:00,0.0,,0.0,1.0
2015-04-24 22:00:00+02:00,0.0,,0.0,1.0
2015-04-24 23:00:00+02:00,0.0,,0.0,1.0
2015-04-25 00:00:00+02:00,0.0,,0.0,2.0
2015-04-25 01:00:00+02:00,0.0,,0.0,4.0
2015-04-25 02:00:00+02:00,0.0,,0.0,7.0
2015-04-25 03:00:00+02:00,0.0,,0.0,7.0
2015-04-25 04:00:00+02:00,0.0,,0.0,6.0
2015-04-25 05:00:00+02:00,0.0,,0.0,9.0
2015-04-25 06:00:00+02:00,0.0,,1.0,13.0
2015-04-25 07:00:00+02:00,0.0,,8.0,15.0
2015-04-25 08:00:00+02:00,0.0,,19.0,14.0
2015-04-25 09:00:00+02:00,0.0,,35.0,12.0
2015-04-25 10:00:00+02:00,0.0,,53.0,6.0
2015-04-25 11:00:00+02:00,0.0,,63.0,5.0
2015-04-25 12:00:00+02:00,0.0,,61.0,4.0
2015-04-25 13:00:00+02:00,0.0,,48.0,8.0
2015-04-25 14:00:00+02:00,0.0,,42.0,10.0
2015-04-25 15:00:00+02:00,0.0,,41.0,8.0
2015-04-25 16:00:00+02:00,0.0,,29.0,4.0
2015-04-25 17:00:00+02:00,0.0,,22.0,4.0
2015-04-25 18:00:00+02:00,0.0,,11.0,6.0
2015-04-25 19:00:00+02:00,0.0,,3.0,8.0
2015-04-25 20:00:00+02:00,0.0,,0.0,9.0
2015-04-25 21:00:00+02:00,0.0,,0.0,9.0
2015-04-25 22:00:00+02:00,0.0,,0.0,9.0
2015-04-25 23:00:00+02:00,0.0,,0.0,9.0
2015-04-26 00:00:00+02:00,0.0,,0.0,8.0
2015-04-26 01:00:00+02:00,0.0,,0.0,7.0
2015-04-26 02:00:00+02:00,0.0,,0.0,9.0
2015-04-26 03:00:00+02:00,0.0,,0.0,8.0
2015-04-26 04:00:00+02:00,0.0,,0.0,8.0
2015-04-26 05:00:00+02:00,0.0,,0.0,5.0
2015-04-26 06:00:00+02:00,0.0,,0.0,5.0
2015-04-26 07:00:00+02:00,0.0,,5.0,5.0
2015-04-26 08:00:00+02:00,0.0,,14.0,3.0
2015-04-26 09:00:00+02:00,0.0,,22.0,3.0
2015-04-26 10:00:00+02:00,0.0,,33.0,2.0
2015-04-26 11:00:00+02:00,0.0,,44.0,3.0
2015-04-26 12:00:00+02:00,0.0,,46.0,4.0
2015-04-26 13:00:00+02:00,0.0,,46.0,5.0
2015-04-26 14:00:00+02:00,0.0,,41.0,4.0
2015-04-26 15:00:00+02:00,0.0,,30.0,4.0
2015-04-26 16:00:00+02:00,0.0,,26.0,6.0
2015-04-26 17:00:00+02:00,0.0,,21.0,5.0
2015-04-26 18:00:00+02:00,0.0,,10.0,4.0
2015-04-26 19:00:00+02:00,0.0,,4.0,3.0
2015-04-26 20:00:00+02:00,0.0,,0.0,4.0
2015-04-26 21:00:00+02:00,0.0,,0.0,3.0
2015-04-26 22:00:00+02:00,0.0,,0.0,3.0
2015-04-26 23:00:00+02:00,0.0,,0.0,2.0
2015-04-27 00:00:00+02:00,0.0,,0.0,3.0
2015-04-27 01:00:00+02:00,0.0,,0.0,1.0
2015-04-27 02:00:00+02:00,0.0,,0.0,3.0
2015-04-27 03:00:00+02:00,0.0,,0.0,2.0
2015-04-27 04:00:00+02:00,0.0,,0.0,2.0
2015-04-27 05:00:00+02:00,0.0,,0.0,2.0
2015-04-27 06:00:00+02:00,0.0,,1.0,1.0
2015-04-27 07:00:00+02:00,0.0,,10.0,0.0
2015-04-27 08:00:00+02:00,0.0,,29.0,0.0
2015-04-27 09:00:00+02:00,0.0,,55.0,2.0
2015-04-27 10:00:00+02:00,0.0,,76.0,5.0
2015-04-27 11:00:00+02:00,0.0,,93.0,6.0
2015-04-27 12:00:00+02:00,0.0,,101.0,7.0
2015-04-27 13:00:00+02:00,0.0,,98.0,9.0
2015-04-27 14:00:00+02:00,0.0,,99.0,7.0
2015-04-27 15:00:00+02:00,0.0,,90.0,9.0
2015-04-27 16:00:00+02:00,0.0,,69.0,8.0
2015-04-27 17:00:00+02:00,0.0,,40.0,9.0
2015-04-27 18:00:00+02:00,0.0,,18.0,9.0
2015-04-27 19:00:00+02:00,0.0,,5.0,7.0
2015-04-27 20:00:00+02:00,0.0,,0.0,5.0
2015-04-27 21:00:00+02:00,0.0,,0.0,5.0
2015-04-27 22:00:00+02:00,0.0,,0.0,4.0
2015-04-27 23:00:00+02:00,0.0,,0.0,8.0
2015-04-28 00:00:00+02:00,0.0,,0.0,14.0
2015-04-28 01:00:00+02:00,0.0,,0.0,16.0
2015-04-28 02:00:00+02:00,0.0,,0.0,15.0
2015-04-28 03:00:00+02:00,0.0,,0.0,14.0
2015-04-28 04:00:00+02:00,0.0,,0.0,15.0
2015-04-28 05:00:00+02:00,0.0,,0.0,17.0
2015-04-28 06:00:00+02:00,0.0,,0.0,19.0
2015-04-28 07:00:00+02:00,0.0,,4.0,19.0
2015-04-28 08:00:00+02:00,0.0,,11.0,18.0
2015-04-28 09:00:00+02:00,0.0,,20.0,13.0
2015-04-28 10:00:00+02:00,0.0,,31.0,10.0
2015-04-28 11:00:00+02:00,0.0,,36.0,8.0
2015-04-28 12:00:00+02:00,0.0,,40.0,7.0
2015-04-28 13:00:00+02:00,0.0,,40.0,7.0
2015-04-28 14:00:00+02:00,0.0,,43.0,7.0
2015-04-28 15:00:00+02:00,0.0,,41.0,7.0
2015-04-28 16:00:00+02:00,0.0,,43.0,8.0
2015-04-28 17:00:00+02:00,0.0,,37.0,8.0
2015-04-28 18:00:00+02:00,0.0,,25.0,8.0
2015-04-28 19:00:00+02:00,0.0,,10.0,8.0
2015-04-28 20:00:00+02:00,0.0,,1.0,5.0
2015-04-28 21:00:00+02:00,0.0,,0.0,3.0
2015-04-28 22:00:00+02:00,0.0,,0.0,2.0
2015-04-28 23:00:00+02:00,0.0,,0.0,1.0
2015-04-29 00:00:00+02:00,0.0,,0.0,1.0
2015-04-29 01:00:00+02:00,0.0,,0.0,0.0
2015-04-29 02:00:00+02:00,0.0,,0.0,1.0
2015-04-29 03:00:00+02:00,0.0,,0.0,1.0
2015-04-29 04:00:00+02:00,0.0,,0.0,1.0
2015-04-29 05:00:00+02:00,0.0,,0.0,1.0
2015-04-29 06:00:00+02:00,0.0,,2.0,1.0
2015-04-29 07:00:00+02:00,0.0,,15.0,1.0
2015-04-29 08:00:00+02:00,0.0,,39.0,1.0
2015-04-29 09:00:00+02:00,0.0,,67.0,1.0
2015-04-29 10:00:00+02:00,0.0,,96.0,1.0
2015-04-29 11:00:00+02:00,0.0,,115.0,1.0
2015-04-29 12:00:00+02:00,0.0,,125.0,0.0
2015-04-29 13:00:00+02:00,0.0,,126.0,1.0
2015-04-29 14:00:00+02:00,0.0,,114.0,3.0
2015-04-29 15:00:00+02:00,0.0,,92.0,5.0
2015-04-29 16:00:00+02:00,0.0,,71.0,5.0
2015-04-29 17:00:00+02:00,0.0,,46.0,5.0
2015-04-29 18:00:00+02:00,0.0,,23.0,5.0
2015-04-29 19:00:00+02:00,0.0,,8.0,5.0
2015-04-29 20:00:00+02:00,0.0,,1.0,2.0
2015-04-29 21:00:00+02:00,0.0,,0.0,1.0
2015-04-29 22:00:00+02:00,0.0,,0.0,1.0
2015-04-29 23:00:00+02:00,0.0,,0.0,1.0
