,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2015-02-01 00:00:00+01:00,4092.0,17256.0,1553.0,8257.0,219.0,19.0,1141.0,1445.0,12.0,11371.0,5872.0,126.0,0.0,357.0,76.0,5685.0
1,2015-02-01 00:15:00+01:00,4092.0,17518.0,1558.0,8004.0,217.0,19.0,1147.0,1442.0,8.0,11375.0,5879.0,126.0,0.0,364.0,74.0,5676.0
2,2015-02-01 00:30:00+01:00,4086.0,17496.0,1554.0,7875.0,217.0,19.0,1219.0,1436.0,8.0,11361.0,5839.0,126.0,0.0,366.0,67.0,5507.0
3,2015-02-01 00:45:00+01:00,4084.0,17555.0,1552.0,7742.0,222.0,19.0,1153.0,1421.0,11.0,11326.0,5645.0,126.0,0.0,360.0,61.0,5270.0
4,2015-02-01 01:00:00+01:00,4085.0,17689.0,1543.0,7698.0,226.0,19.0,667.0,1420.0,12.0,11359.0,5341.0,126.0,0.0,358.0,60.0,5186.0
5,2015-02-01 01:15:00+01:00,4079.0,17736.0,1542.0,7524.0,227.0,18.0,644.0,1416.0,9.0,11325.0,5289.0,126.0,0.0,350.0,62.0,5148.0
6,2015-02-01 01:30:00+01:00,4079.0,17689.0,1527.0,7156.0,226.0,19.0,648.0,1416.0,9.0,11323.0,5104.0,126.0,0.0,353.0,61.0,5129.0
7,2015-02-01 01:45:00+01:00,4082.0,17685.0,1527.0,7113.0,225.0,19.0,642.0,1414.0,12.0,11318.0,5320.0,126.0,0.0,360.0,62.0,5079.0
8,2015-02-01 02:00:00+01:00,4077.0,17748.0,1540.0,7141.0,226.0,19.0,131.0,1415.0,33.0,11369.0,5279.0,126.0,0.0,346.0,59.0,4992.0
9,2015-02-01 02:15:00+01:00,4078.0,17705.0,1540.0,7206.0,225.0,19.0,130.0,1411.0,16.0,11347.0,5105.0,126.0,0.0,347.0,58.0,4828.0
10,2015-02-01 02:30:00+01:00,4085.0,17724.0,1537.0,7212.0,226.0,19.0,131.0,1405.0,15.0,11349.0,5043.0,126.0,0.0,355.0,59.0,4730.0
11,2015-02-01 02:45:00+01:00,4091.0,17694.0,1538.0,7156.0,226.0,19.0,130.0,1400.0,13.0,11360.0,5088.0,126.0,0.0,359.0,59.0,4631.0
12,2015-02-01 03:00:00+01:00,4098.0,17701.0,1549.0,7274.0,226.0,19.0,803.0,1393.0,11.0,11381.0,5299.0,126.0,0.0,355.0,61.0,4406.0
13,2015-02-01 03:15:00+01:00,4094.0,17685.0,1543.0,7212.0,225.0,19.0,623.0,1388.0,12.0,11357.0,5208.0,126.0,0.0,348.0,61.0,4292.0
14,2015-02-01 03:30:00+01:00,4093.0,17696.0,1534.0,7117.0,225.0,19.0,609.0,1386.0,11.0,11369.0,5197.0,126.0,0.0,349.0,64.0,4123.0
15,2015-02-01 03:45:00+01:00,4086.0,17706.0,1537.0,7043.0,226.0,19.0,621.0,1388.0,14.0,11315.0,5176.0,126.0,0.0,348.0,66.0,4072.0
16,2015-02-01 04:00:00+01:00,4070.0,17703.0,1541.0,7047.0,225.0,19.0,267.0,1384.0,12.0,11292.0,5167.0,126.0,0.0,345.0,69.0,3964.0
17,2015-02-01 04:15:00+01:00,4074.0,17700.0,1540.0,6411.0,225.0,18.0,30.0,1380.0,14.0,11278.0,4932.0,126.0,0.0,338.0,70.0,3915.0
18,2015-02-01 04:30:00+01:00,4071.0,17705.0,1542.0,6330.0,225.0,18.0,159.0,1375.0,16.0,11281.0,5012.0,126.0,0.0,343.0,70.0,3951.0
19,2015-02-01 04:45:00+01:00,4070.0,17660.0,1547.0,6377.0,225.0,18.0,171.0,1370.0,13.0,11287.0,5127.0,126.0,0.0,349.0,65.0,3917.0
20,2015-02-01 05:00:00+01:00,4066.0,17682.0,1591.0,6857.0,225.0,18.0,165.0,1365.0,13.0,11311.0,5449.0,126.0,0.0,350.0,61.0,3869.0
21,2015-02-01 05:15:00+01:00,4076.0,17667.0,1597.0,7070.0,224.0,18.0,12.0,1363.0,10.0,11304.0,5320.0,126.0,0.0,349.0,58.0,3858.0
22,2015-02-01 05:30:00+01:00,4076.0,17610.0,1603.0,7075.0,224.0,18.0,127.0,1357.0,13.0,11311.0,5217.0,126.0,0.0,348.0,55.0,3786.0
23,2015-02-01 05:45:00+01:00,4066.0,17482.0,1612.0,6997.0,224.0,18.0,113.0,1353.0,15.0,11320.0,5136.0,126.0,0.0,347.0,53.0,3777.0
24,2015-02-01 06:00:00+01:00,4054.0,17384.0,1644.0,6862.0,224.0,18.0,155.0,1350.0,11.0,11316.0,5462.0,126.0,0.0,348.0,55.0,3752.0
25,2015-02-01 06:15:00+01:00,4051.0,17376.0,1649.0,6890.0,224.0,18.0,135.0,1346.0,8.0,11267.0,5112.0,126.0,0.0,348.0,53.0,3781.0
