,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
2015-07-01 00:00:00+02:00,6347.0,6305.0,243.0,625.0
2015-07-01 01:00:00+02:00,6113.0,6306.0,243.0,589.0
2015-07-01 02:00:00+02:00,6009.0,6308.0,242.0,598.0
2015-07-01 03:00:00+02:00,5957.0,6308.0,244.0,608.0
2015-07-01 04:00:00+02:00,5907.0,6311.0,243.0,498.0
2015-07-01 05:00:00+02:00,6235.0,6310.0,244.0,355.0
2015-07-01 06:00:00+02:00,7793.0,6312.0,249.0,239.0
2015-07-01 07:00:00+02:00,9385.0,6310.0,251.0,149.0
2015-07-01 08:00:00+02:00,9848.0,6312.0,255.0,84.0
2015-07-01 09:00:00+02:00,10131.0,6305.0,251.0,75.0
2015-07-01 10:00:00+02:00,10120.0,6301.0,251.0,110.0
2015-07-01 11:00:00+02:00,10142.0,6295.0,251.0,172.0
2015-07-01 12:00:00+02:00,10092.0,6340.0,253.0,229.0
2015-07-01 13:00:00+02:00,10015.0,6433.0,251.0,291.0
2015-07-01 14:00:00+02:00,9922.0,6542.0,251.0,327.0
2015-07-01 15:00:00+02:00,9652.0,6564.0,249.0,335.0
2015-07-01 16:00:00+02:00,9347.0,6556.0,249.0,324.0
2015-07-01 17:00:00+02:00,9271.0,6574.0,248.0,334.0
2015-07-01 18:00:00+02:00,9070.0,6584.0,246.0,352.0
2015-07-01 19:00:00+02:00,8627.0,6574.0,246.0,361.0
2015-07-01 20:00:00+02:00,8148.0,6589.0,240.0,365.0
2015-07-01 21:00:00+02:00,7791.0,6636.0,242.0,437.0
2015-07-01 22:00:00+02:00,7274.0,6615.0,234.0,496.0
2015-07-01 23:00:00+02:00,6960.0,6619.0,231.0,620.0
2015-07-02 00:00:00+02:00,5412.0,6684.0,246.0,704.0
2015-07-02 01:00:00+02:00,5011.0,6685.0,246.0,740.0
2015-07-02 02:00:00+02:00,4782.0,6769.0,244.0,817.0
2015-07-02 03:00:00+02:00,4385.0,6761.0,247.0,913.0
