,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2015-01-01 00:00:00+01:00,,,,,,0.0,0.176
2015-01-01 01:00:00+01:00,,,,,,0.0,0.154
2015-01-01 02:00:00+01:00,,,,,,0.0,0.154
2015-01-01 03:00:00+01:00,,,,,,0.0,0.143
2015-01-01 04:00:00+01:00,,,,,,0.0,0.154
2015-01-01 05:00:00+01:00,,,,,,0.0,0.10999999999999999
2015-01-01 06:00:00+01:00,,,,,,0.0,0.132
2015-01-01 07:00:00+01:00,,,,,,0.0,0.187
2015-01-01 08:00:00+01:00,,,,,,0.0,0.154
2015-01-01 09:00:00+01:00,,,,,,0.082,0.10999999999999999
2015-01-01 10:00:00+01:00,,,,,,0.20500000000000002,0.05499999999999999
2015-01-01 11:00:00+01:00,,,,,,0.328,0.044
2015-01-01 12:00:00+01:00,,,,,,0.41000000000000003,0.033
2015-01-01 13:00:00+01:00,,,,,,0.41000000000000003,0.10999999999999999
2015-01-01 14:00:00+01:00,,,,,,0.328,0.077
2015-01-01 15:00:00+01:00,,,,,,0.164,0.033
2015-01-01 16:00:00+01:00,,,,,,0.041,0.044
2015-01-01 17:00:00+01:00,,,,,,0.0,0.044
2015-01-01 18:00:00+01:00,,,,,,0.0,0.044
2015-01-01 19:00:00+01:00,,,,,,0.0,0.022
2015-01-01 20:00:00+01:00,,,,,,0.0,0.022
2015-01-01 21:00:00+01:00,,,,,,0.0,0.022
2015-01-01 22:00:00+01:00,,,,,,0.0,0.011
2015-01-01 23:00:00+01:00,,,,,,0.0,0.0
2015-01-02 00:00:00+01:00,,,,,,0.0,0.0
2015-01-02 01:00:00+01:00,,,,,,0.0,0.022
2015-01-02 02:00:00+01:00,,,,,,0.0,0.033
2015-01-02 03:00:00+01:00,,,,,,0.0,0.077
2015-01-02 04:00:00+01:00,,,,,,0.0,0.088
2015-01-02 05:00:00+01:00,,,,,,0.0,0.121
2015-01-02 06:00:00+01:00,,,,,,0.0,0.132
2015-01-02 07:00:00+01:00,,,,,,0.0,0.16499999999999998
2015-01-02 08:00:00+01:00,,,,,,0.0,0.19799999999999998
2015-01-02 09:00:00+01:00,,,,,,0.123,0.16499999999999998
2015-01-02 10:00:00+01:00,,,,,,0.246,0.187
2015-01-02 11:00:00+01:00,,,,,,0.369,0.19799999999999998
2015-01-02 12:00:00+01:00,,,,,,0.28700000000000003,0.209
2015-01-02 13:00:00+01:00,,,,,,0.164,0.209
2015-01-02 14:00:00+01:00,,,,,,0.082,0.209
2015-01-02 15:00:00+01:00,,,,,,0.041,0.19799999999999998
2015-01-02 16:00:00+01:00,,,,,,0.0,0.19799999999999998
2015-01-02 17:00:00+01:00,,,,,,0.0,0.187
2015-01-02 18:00:00+01:00,,,,,,0.0,0.154
2015-01-02 19:00:00+01:00,,,,,,0.0,0.154
2015-01-02 20:00:00+01:00,,,,,,0.0,0.09899999999999999
2015-01-02 21:00:00+01:00,,,,,,0.0,0.066
2015-01-02 22:00:00+01:00,,,,,,0.0,0.05499999999999999
2015-01-02 23:00:00+01:00,,,,,,0.0,0.011
2015-01-03 00:00:00+01:00,,,,,,0.0,0.033
2015-01-03 01:00:00+01:00,,,,,,0.0,0.033
2015-01-03 02:00:00+01:00,,,,,,0.0,0.066
2015-01-03 03:00:00+01:00,,,,,,0.0,0.10999999999999999
2015-01-03 04:00:00+01:00,,,,,,0.0,0.143
2015-01-03 05:00:00+01:00,,,,,,0.0,0.154
2015-01-03 06:00:00+01:00,,,,,,0.0,0.16499999999999998
2015-01-03 07:00:00+01:00,,,,,,0.0,0.19799999999999998
2015-01-03 08:00:00+01:00,,,,,,0.0,0.209
2015-01-03 09:00:00+01:00,,,,,,0.082,0.187
2015-01-03 10:00:00+01:00,,,,,,0.246,0.19799999999999998
2015-01-03 11:00:00+01:00,,,,,,0.28700000000000003,0.19799999999999998
2015-01-03 12:00:00+01:00,,,,,,0.246,0.21999999999999997
2015-01-03 13:00:00+01:00,,,,,,0.20500000000000002,0.21999999999999997
2015-01-03 14:00:00+01:00,,,,,,0.164,0.21999999999999997
2015-01-03 15:00:00+01:00,,,,,,0.082,0.21999999999999997
2015-01-03 16:00:00+01:00,,,,,,0.0,0.21999999999999997
2015-01-03 17:00:00+01:00,,,,,,0.0,0.21999999999999997
2015-01-03 18:00:00+01:00,,,,,,0.0,0.21999999999999997
2015-01-03 19:00:00+01:00,,,,,,0.0,0.23099999999999998
2015-01-03 20:00:00+01:00,,,,,,0.0,0.23099999999999998
2015-01-03 21:00:00+01:00,,,,,,0.0,0.23099999999999998
2015-01-03 22:00:00+01:00,,,,,,0.0,0.242
2015-01-03 23:00:00+01:00,,,,,,0.0,0.253
2015-01-04 00:00:00+01:00,,,,,,0.0,0.264
2015-01-04 01:00:00+01:00,,,,,,0.0,0.27499999999999997
2015-01-04 02:00:00+01:00,,,,,,0.0,0.21999999999999997
2015-01-04 03:00:00+01:00,,,,,,0.0,0.21999999999999997
2015-01-04 04:00:00+01:00,,,,,,0.0,0.19799999999999998
2015-01-04 05:00:00+01:00,,,,,,0.0,0.132
2015-01-04 06:00:00+01:00,,,,,,0.0,0.121
2015-01-04 07:00:00+01:00,,,,,,0.0,0.09899999999999999
2015-01-04 08:00:00+01:00,,,,,,0.041,0.09899999999999999
2015-01-04 09:00:00+01:00,,,,,,0.369,0.09899999999999999
2015-01-04 10:00:00+01:00,,,,,,1.066,0.066
2015-01-04 11:00:00+01:00,,,,,,1.722,0.05499999999999999
2015-01-04 12:00:00+01:00,,,,,,2.173,0.05499999999999999
2015-01-04 13:00:00+01:00,,,,,,2.009,0.066
2015-01-04 14:00:00+01:00,,,,,,1.476,0.077
2015-01-04 15:00:00+01:00,,,,,,0.6970000000000001,0.077
2015-01-04 16:00:00+01:00,,,,,,0.082,0.066
2015-01-04 17:00:00+01:00,,,,,,0.0,0.05499999999999999
2015-01-04 18:00:00+01:00,,,,,,0.0,0.05499999999999999
2015-01-04 19:00:00+01:00,,,,,,0.0,0.044
2015-01-04 20:00:00+01:00,,,,,,0.0,0.044
2015-01-04 21:00:00+01:00,,,,,,0.0,0.033
2015-01-04 22:00:00+01:00,,,,,,0.0,0.022
2015-01-04 23:00:00+01:00,,,,,,0.0,0.011
2015-01-05 00:00:00+01:00,,,,,,0.0,0.011
2015-01-05 01:00:00+01:00,,,,,,0.0,0.0
2015-01-05 02:00:00+01:00,,,,,,0.0,0.0
2015-01-05 03:00:00+01:00,,,,,,0.0,0.0
2015-01-05 04:00:00+01:00,,,,,,0.0,0.011
2015-01-05 05:00:00+01:00,,,,,,0.0,0.011
2015-01-05 06:00:00+01:00,,,,,,0.0,0.011
2015-01-05 07:00:00+01:00,,,,,,0.0,0.022
2015-01-05 08:00:00+01:00,,,,,,0.082,0.022
2015-01-05 09:00:00+01:00,,,,,,0.779,0.022
2015-01-05 10:00:00+01:00,,,,,,1.8860000000000001,0.022
2015-01-05 11:00:00+01:00,,,,,,2.7470000000000003,0.022
2015-01-05 12:00:00+01:00,,,,,,3.0340000000000003,0.022
2015-01-05 13:00:00+01:00,,,,,,2.7880000000000003,0.011
2015-01-05 14:00:00+01:00,,,,,,2.091,0.011
2015-01-05 15:00:00+01:00,,,,,,1.0250000000000001,0.0
2015-01-05 16:00:00+01:00,,,,,,0.164,0.0
2015-01-05 17:00:00+01:00,,,,,,0.0,0.011
2015-01-05 18:00:00+01:00,,,,,,0.0,0.011
2015-01-05 19:00:00+01:00,,,,,,0.0,0.011
2015-01-05 20:00:00+01:00,,,,,,0.0,0.011
2015-01-05 21:00:00+01:00,,,,,,0.0,0.011
2015-01-05 22:00:00+01:00,,,,,,0.0,0.011
2015-01-05 23:00:00+01:00,,,,,,0.0,0.011
2015-01-06 00:00:00+01:00,,,,,,0.0,0.022
2015-01-06 01:00:00+01:00,,,,,,0.0,0.022
2015-01-06 02:00:00+01:00,,,,,,0.0,0.022
2015-01-06 03:00:00+01:00,,,,,,0.0,0.022
2015-01-06 04:00:00+01:00,,,,,,0.0,0.022
2015-01-06 05:00:00+01:00,,,,,,0.0,0.022
2015-01-06 06:00:00+01:00,,,,,,0.0,0.022
2015-01-06 07:00:00+01:00,,,,,,0.0,0.022
2015-01-06 08:00:00+01:00,,,,,,0.041,0.022
2015-01-06 09:00:00+01:00,,,,,,0.533,0.022
2015-01-06 10:00:00+01:00,,,,,,1.2710000000000001,0.022
2015-01-06 11:00:00+01:00,,,,,,1.804,0.022
2015-01-06 12:00:00+01:00,,,,,,2.009,0.011
2015-01-06 13:00:00+01:00,,,,,,1.8860000000000001,0.011
2015-01-06 14:00:00+01:00,,,,,,1.435,0.0
2015-01-06 15:00:00+01:00,,,,,,0.6970000000000001,0.011
2015-01-06 16:00:00+01:00,,,,,,0.123,0.011
2015-01-06 17:00:00+01:00,,,,,,0.0,0.022
2015-01-06 18:00:00+01:00,,,,,,0.0,0.044
2015-01-06 19:00:00+01:00,,,,,,0.0,0.066
2015-01-06 20:00:00+01:00,,,,,,0.0,0.05499999999999999
2015-01-06 21:00:00+01:00,,,,,,0.0,0.066
2015-01-06 22:00:00+01:00,,,,,,0.0,0.066
2015-01-06 23:00:00+01:00,,,,,,0.0,0.066
2015-01-07 00:00:00+01:00,,,,,,0.0,0.0
2015-01-07 01:00:00+01:00,,,,,,0.0,0.011
2015-01-07 02:00:00+01:00,,,,,,0.0,0.011
2015-01-07 03:00:00+01:00,,,,,,0.0,0.0
2015-01-07 04:00:00+01:00,,,,,,0.0,0.011
2015-01-07 05:00:00+01:00,,,,,,0.0,0.0
2015-01-07 06:00:00+01:00,,,,,,0.0,0.0
2015-01-07 07:00:00+01:00,,,,,,0.0,0.0
2015-01-07 08:00:00+01:00,,,,,,0.041,0.0
2015-01-07 09:00:00+01:00,,,,,,0.20500000000000002,0.0
2015-01-07 10:00:00+01:00,,,,,,0.492,0.0
2015-01-07 11:00:00+01:00,,,,,,0.738,0.0
2015-01-07 12:00:00+01:00,,,,,,0.984,0.0
2015-01-07 13:00:00+01:00,,,,,,1.0250000000000001,0.0
2015-01-07 14:00:00+01:00,,,,,,0.779,0.0
2015-01-07 15:00:00+01:00,,,,,,0.41000000000000003,0.0
2015-01-07 16:00:00+01:00,,,,,,0.082,0.0
2015-01-07 17:00:00+01:00,,,,,,0.0,0.0
2015-01-07 18:00:00+01:00,,,,,,0.0,0.0
2015-01-07 19:00:00+01:00,,,,,,0.0,0.011
2015-01-07 20:00:00+01:00,,,,,,0.0,0.011
2015-01-07 21:00:00+01:00,,,,,,0.0,0.011
2015-01-07 22:00:00+01:00,,,,,,0.0,0.011
2015-01-07 23:00:00+01:00,,,,,,0.0,0.011
2015-01-08 00:00:00+01:00,,,,,,0.0,0.09899999999999999
2015-01-08 01:00:00+01:00,,,,,,0.0,0.10999999999999999
2015-01-08 02:00:00+01:00,,,,,,0.0,0.121
2015-01-08 03:00:00+01:00,,,,,,0.0,0.132
2015-01-08 04:00:00+01:00,,,,,,0.0,0.132
