,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2015-06-01 00:00:00+02:00,260.0,2173.0,221.0,103.0,163.0,3.0,1.0,98.0,28.0,2869.0,0.0,298.0,0.0,9.0,82.0
2015-06-01 01:00:00+02:00,256.0,2219.0,225.0,95.0,156.0,3.0,0.0,98.0,28.0,2872.0,0.0,298.0,0.0,9.0,67.0
2015-06-01 02:00:00+02:00,257.0,2385.0,230.0,95.0,151.0,4.0,0.0,98.0,28.0,2874.0,0.0,299.0,0.0,9.0,68.0
2015-06-01 03:00:00+02:00,257.0,2428.0,224.0,95.0,155.0,4.0,0.0,98.0,28.0,2874.0,0.0,298.0,0.0,9.0,71.0
2015-06-01 04:00:00+02:00,257.0,2478.0,212.0,96.0,144.0,4.0,0.0,98.0,28.0,2870.0,0.0,297.0,0.0,9.0,67.0
2015-06-01 05:00:00+02:00,257.0,2655.0,226.0,96.0,165.0,4.0,0.0,94.0,40.0,2874.0,0.0,298.0,26.0,9.0,75.0
2015-06-01 06:00:00+02:00,259.0,3257.0,243.0,104.0,200.0,4.0,11.0,99.0,59.0,2877.0,0.0,303.0,120.0,9.0,63.0
2015-06-01 07:00:00+02:00,259.0,3643.0,239.0,109.0,252.0,4.0,1.0,77.0,384.0,2874.0,0.0,306.0,329.0,9.0,51.0
2015-06-01 08:00:00+02:00,260.0,3779.0,240.0,114.0,308.0,4.0,343.0,76.0,397.0,2870.0,0.0,309.0,590.0,9.0,42.0
2015-06-01 09:00:00+02:00,259.0,3826.0,246.0,111.0,340.0,4.0,466.0,76.0,381.0,2751.0,0.0,307.0,823.0,9.0,47.0
2015-06-01 10:00:00+02:00,259.0,3871.0,246.0,111.0,336.0,4.0,341.0,95.0,52.0,2734.0,0.0,304.0,981.0,9.0,43.0
2015-06-01 11:00:00+02:00,258.0,3929.0,258.0,107.0,335.0,4.0,337.0,99.0,34.0,2732.0,0.0,302.0,1077.0,9.0,34.0
2015-06-01 12:00:00+02:00,258.0,3785.0,249.0,106.0,325.0,4.0,77.0,100.0,28.0,2803.0,0.0,300.0,1117.0,9.0,34.0
2015-06-01 13:00:00+02:00,258.0,3743.0,251.0,106.0,342.0,4.0,0.0,98.0,32.0,2836.0,0.0,297.0,1132.0,9.0,27.0
2015-06-01 14:00:00+02:00,257.0,3689.0,242.0,103.0,341.0,4.0,0.0,99.0,27.0,2844.0,0.0,296.0,1071.0,9.0,29.0
2015-06-01 15:00:00+02:00,257.0,3688.0,241.0,103.0,340.0,4.0,0.0,101.0,27.0,2842.0,0.0,296.0,985.0,9.0,45.0
2015-06-01 16:00:00+02:00,258.0,3643.0,241.0,97.0,339.0,4.0,0.0,95.0,49.0,2839.0,0.0,297.0,739.0,9.0,35.0
2015-06-01 17:00:00+02:00,257.0,3774.0,241.0,99.0,341.0,4.0,147.0,93.0,48.0,2838.0,0.0,299.0,522.0,9.0,44.0
2015-06-01 18:00:00+02:00,257.0,3824.0,242.0,105.0,342.0,4.0,479.0,94.0,41.0,2840.0,0.0,303.0,246.0,9.0,42.0
2015-06-01 19:00:00+02:00,259.0,3846.0,242.0,107.0,340.0,4.0,605.0,82.0,123.0,2838.0,0.0,307.0,86.0,9.0,43.0
2015-06-01 20:00:00+02:00,256.0,3862.0,243.0,106.0,337.0,4.0,518.0,81.0,128.0,2843.0,0.0,306.0,20.0,9.0,35.0
2015-06-01 21:00:00+02:00,259.0,3827.0,246.0,103.0,340.0,4.0,459.0,82.0,121.0,2847.0,0.0,305.0,7.0,9.0,28.0
2015-06-01 22:00:00+02:00,259.0,3880.0,256.0,97.0,322.0,4.0,182.0,94.0,42.0,2846.0,0.0,299.0,0.0,9.0,36.0
2015-06-01 23:00:00+02:00,257.0,3599.0,245.0,92.0,275.0,4.0,0.0,96.0,34.0,2851.0,0.0,296.0,0.0,9.0,37.0
2015-06-02 00:00:00+02:00,257.0,3572.0,233.0,94.0,180.0,4.0,0.0,100.0,28.0,2855.0,0.0,298.0,0.0,9.0,47.0
2015-06-02 01:00:00+02:00,258.0,3438.0,233.0,95.0,162.0,4.0,0.0,100.0,27.0,2856.0,0.0,299.0,0.0,9.0,55.0
2015-06-02 02:00:00+02:00,258.0,3481.0,231.0,95.0,161.0,4.0,0.0,100.0,27.0,2858.0,0.0,298.0,0.0,9.0,66.0
2015-06-02 03:00:00+02:00,258.0,3221.0,226.0,94.0,161.0,4.0,0.0,100.0,27.0,2864.0,0.0,297.0,0.0,9.0,72.0
2015-06-02 04:00:00+02:00,257.0,2910.0,230.0,94.0,155.0,4.0,0.0,100.0,27.0,2866.0,0.0,294.0,6.0,9.0,98.0
2015-06-02 05:00:00+02:00,255.0,3067.0,223.0,95.0,141.0,4.0,0.0,97.0,40.0,2867.0,0.0,295.0,24.0,9.0,89.0
2015-06-02 06:00:00+02:00,258.0,3407.0,220.0,104.0,133.0,4.0,0.0,105.0,58.0,2873.0,0.0,300.0,115.0,9.0,55.0
2015-06-02 07:00:00+02:00,259.0,3502.0,233.0,110.0,130.0,4.0,323.0,81.0,459.0,2876.0,0.0,307.0,344.0,9.0,51.0
2015-06-02 08:00:00+02:00,258.0,3547.0,242.0,113.0,127.0,4.0,462.0,79.0,477.0,2866.0,0.0,305.0,677.0,9.0,82.0
2015-06-02 09:00:00+02:00,259.0,3361.0,243.0,111.0,138.0,4.0,288.0,75.0,460.0,2855.0,0.0,304.0,1036.0,9.0,98.0
2015-06-02 10:00:00+02:00,259.0,3336.0,248.0,109.0,142.0,4.0,196.0,87.0,131.0,2854.0,0.0,303.0,1222.0,9.0,77.0
2015-06-02 11:00:00+02:00,256.0,3370.0,255.0,104.0,145.0,4.0,227.0,93.0,75.0,2851.0,0.0,296.0,1277.0,9.0,72.0
2015-06-02 12:00:00+02:00,257.0,3372.0,266.0,104.0,145.0,4.0,4.0,93.0,77.0,2846.0,0.0,294.0,1270.0,9.0,82.0
2015-06-02 13:00:00+02:00,256.0,3256.0,253.0,103.0,143.0,4.0,43.0,91.0,79.0,2842.0,0.0,294.0,1288.0,9.0,85.0
2015-06-02 14:00:00+02:00,257.0,3196.0,242.0,101.0,142.0,4.0,60.0,91.0,80.0,2842.0,0.0,297.0,1240.0,9.0,97.0
2015-06-02 15:00:00+02:00,258.0,3236.0,239.0,100.0,143.0,4.0,317.0,91.0,90.0,2838.0,0.0,297.0,1116.0,19.0,96.0
2015-06-02 16:00:00+02:00,258.0,3185.0,243.0,95.0,143.0,4.0,6.0,92.0,82.0,2832.0,0.0,297.0,899.0,19.0,91.0
2015-06-02 17:00:00+02:00,258.0,3242.0,251.0,98.0,150.0,4.0,0.0,88.0,93.0,2832.0,0.0,297.0,616.0,19.0,89.0
2015-06-02 18:00:00+02:00,301.0,3416.0,255.0,109.0,159.0,4.0,206.0,94.0,55.0,2833.0,0.0,302.0,300.0,19.0,84.0
2015-06-02 19:00:00+02:00,302.0,3375.0,250.0,110.0,159.0,4.0,301.0,83.0,140.0,2831.0,0.0,306.0,87.0,19.0,66.0
2015-06-02 20:00:00+02:00,302.0,3325.0,244.0,110.0,155.0,4.0,178.0,83.0,143.0,2833.0,0.0,304.0,22.0,19.0,57.0
2015-06-02 21:00:00+02:00,299.0,3270.0,249.0,107.0,149.0,4.0,349.0,96.0,44.0,2839.0,0.0,302.0,7.0,19.0,64.0
2015-06-02 22:00:00+02:00,299.0,3295.0,265.0,104.0,150.0,4.0,416.0,97.0,43.0,2844.0,0.0,300.0,0.0,19.0,66.0
2015-06-02 23:00:00+02:00,298.0,3146.0,261.0,94.0,150.0,4.0,14.0,99.0,32.0,2846.0,0.0,298.0,0.0,19.0,88.0
2015-06-03 00:00:00+02:00,299.0,3205.0,248.0,93.0,150.0,4.0,0.0,92.0,40.0,2849.0,0.0,297.0,0.0,19.0,94.0
2015-06-03 01:00:00+02:00,299.0,2915.0,252.0,93.0,156.0,4.0,0.0,91.0,41.0,2853.0,0.0,296.0,0.0,19.0,106.0
2015-06-03 02:00:00+02:00,299.0,2872.0,245.0,93.0,155.0,4.0,0.0,93.0,41.0,2853.0,0.0,296.0,0.0,19.0,74.0
2015-06-03 03:00:00+02:00,298.0,2852.0,244.0,92.0,147.0,4.0,0.0,92.0,42.0,2856.0,0.0,294.0,0.0,19.0,60.0
