,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-03-01 00:00:00+01:00,234.0,4554.0,66.0,525.0,7419.0,0.0,237.0,0.0,689.0
2015-03-01 01:00:00+01:00,234.0,4081.0,67.0,524.0,7225.0,0.0,241.0,0.0,810.0
2015-03-01 02:00:00+01:00,234.0,3896.0,67.0,524.0,7276.0,0.0,241.0,0.0,919.0
2015-03-01 03:00:00+01:00,233.0,3691.0,67.0,523.0,7274.0,0.0,241.0,0.0,1055.0
2015-03-01 04:00:00+01:00,234.0,3711.0,67.0,523.0,7278.0,0.0,241.0,0.0,1314.0
2015-03-01 05:00:00+01:00,234.0,3833.0,67.0,524.0,7391.0,0.0,241.0,0.0,1536.0
2015-03-01 06:00:00+01:00,234.0,3908.0,67.0,524.0,7129.0,0.0,241.0,0.0,1735.0
2015-03-01 07:00:00+01:00,234.0,4254.0,67.0,523.0,7152.0,0.0,241.0,0.0,1723.0
2015-03-01 08:00:00+01:00,235.0,4774.0,68.0,524.0,7077.0,0.0,250.0,0.0,1686.0
2015-03-01 09:00:00+01:00,234.0,5373.0,68.0,525.0,7096.0,0.0,262.0,0.0,1567.0
2015-03-01 10:00:00+01:00,234.0,5447.0,66.0,530.0,6884.0,20.0,265.0,43.0,1870.0
2015-03-01 11:00:00+01:00,234.0,5402.0,64.0,529.0,6828.0,80.0,264.0,43.0,2211.0
2015-03-01 12:00:00+01:00,235.0,5240.0,64.0,527.0,6848.0,0.0,244.0,43.0,2402.0
2015-03-01 13:00:00+01:00,234.0,5224.0,68.0,527.0,6822.0,0.0,237.0,43.0,2418.0
2015-03-01 14:00:00+01:00,234.0,4873.0,68.0,519.0,6682.0,0.0,235.0,43.0,2356.0
2015-03-01 15:00:00+01:00,234.0,4567.0,67.0,517.0,6735.0,0.0,228.0,0.0,2276.0
2015-03-01 16:00:00+01:00,234.0,4766.0,67.0,517.0,6919.0,0.0,225.0,0.0,2062.0
2015-03-01 17:00:00+01:00,234.0,5617.0,67.0,528.0,7234.0,0.0,242.0,43.0,2145.0
2015-03-01 18:00:00+01:00,234.0,5823.0,66.0,544.0,7968.0,130.0,244.0,43.0,2057.0
2015-03-01 19:00:00+01:00,234.0,5790.0,66.0,544.0,8397.0,40.0,247.0,43.0,1949.0
2015-03-01 20:00:00+01:00,234.0,5693.0,64.0,527.0,7990.0,0.0,234.0,43.0,1922.0
2015-03-01 21:00:00+01:00,234.0,5536.0,65.0,519.0,7226.0,0.0,218.0,43.0,1745.0
2015-03-01 22:00:00+01:00,234.0,5316.0,64.0,519.0,6954.0,0.0,211.0,0.0,1514.0
2015-03-01 23:00:00+01:00,234.0,4734.0,64.0,519.0,6882.0,0.0,208.0,0.0,1360.0
