,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2015-12-01 00:00:00+01:00,69.69,3556.34,111.72,97.51,683.88,7.33,0.0,2.664,0.96,30.36,0.0,,0.0,15.67774,2.431
2015-12-01 01:00:00+01:00,69.69,3581.76,117.11,95.55,576.46,7.33,0.0,2.664,0.96,30.348,0.0,,0.0,15.67774,2.431
2015-12-01 02:00:00+01:00,69.69,3502.2200000000003,120.53999999999999,96.03999999999999,501.84000000000003,7.33,0.0,2.664,0.96,30.324,0.0,,0.0,15.67774,2.4749999999999996
2015-12-01 03:00:00+01:00,69.69,3471.88,121.03,97.02,496.1,7.33,0.0,2.664,0.96,30.312,0.0,,0.0,14.75552,2.5189999999999997
2015-12-01 04:00:00+01:00,69.69,3415.3,119.56,96.53,505.94000000000005,7.33,0.0,2.664,0.96,30.312,0.0,,0.0,14.75552,2.53
2015-12-01 05:00:00+01:00,70.38000000000001,3613.7400000000002,117.6,97.51,559.24,7.33,0.0,2.616,1.224,30.312,0.0,,0.0,13.833300000000001,2.5189999999999997
2015-12-01 06:00:00+01:00,72.68,3887.6200000000003,124.95,110.74,683.0600000000001,9.529,6.072,2.688,1.488,30.3,0.0,,0.0,12.91108,2.376
2015-12-01 07:00:00+01:00,71.3,4083.6000000000004,122.99,108.78,707.6600000000001,9.529,0.864,2.7600000000000002,1.272,30.324,0.0,,0.123,12.91108,2.255
2015-12-01 08:00:00+01:00,70.38000000000001,4098.360000000001,122.00999999999999,112.21,706.0200000000001,9.529,0.384,2.664,1.6320000000000001,30.264,0.0,,1.845,12.91108,2.013
2015-12-01 09:00:00+01:00,70.61,3993.4,123.97,112.21,710.12,9.529,1.728,2.736,1.248,30.276,0.0,,5.699,12.91108,1.8259999999999998
