,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2015-12-01 00:00:00+01:00,320.0,813.0,196.0,0.0,0.0,334.0,1614.0,140.0,478.0,0.0,0.0,0.0,1613.0
2015-12-01 00:15:00+01:00,320.0,822.0,200.0,0.0,0.0,0.0,1609.0,127.0,839.0,0.0,0.0,0.0,1732.0
2015-12-01 00:30:00+01:00,320.0,818.0,206.0,0.0,0.0,0.0,1614.0,115.0,932.0,0.0,0.0,0.0,1783.0
2015-12-01 00:45:00+01:00,320.0,825.0,216.0,0.0,0.0,0.0,1614.0,117.0,836.0,0.0,0.0,0.0,1859.0
2015-12-01 01:00:00+01:00,320.0,907.0,214.0,0.0,0.0,0.0,1616.0,114.0,528.0,0.0,0.0,0.0,1956.0
2015-12-01 01:15:00+01:00,320.0,1058.0,212.0,0.0,0.0,0.0,1616.0,114.0,413.0,0.0,0.0,0.0,2064.0
2015-12-01 01:30:00+01:00,320.0,1053.0,212.0,0.0,0.0,0.0,1626.0,112.0,496.0,0.0,0.0,0.0,2082.0
2015-12-01 01:45:00+01:00,320.0,1038.0,198.0,0.0,0.0,0.0,1631.0,108.0,524.0,0.0,0.0,0.0,2103.0
2015-12-01 02:00:00+01:00,320.0,989.0,194.0,0.0,0.0,0.0,1622.0,107.0,586.0,0.0,0.0,0.0,2134.0
2015-12-01 02:15:00+01:00,320.0,958.0,192.0,0.0,0.0,0.0,1610.0,114.0,568.0,0.0,0.0,0.0,2149.0
2015-12-01 02:30:00+01:00,320.0,934.0,193.0,0.0,0.0,0.0,1618.0,123.0,565.0,0.0,0.0,0.0,2156.0
2015-12-01 02:45:00+01:00,320.0,933.0,194.0,0.0,0.0,0.0,1629.0,122.0,650.0,0.0,0.0,0.0,2170.0
2015-12-01 03:00:00+01:00,320.0,969.0,194.0,0.0,0.0,0.0,1636.0,211.0,346.0,0.0,0.0,0.0,2171.0
2015-12-01 03:15:00+01:00,320.0,1000.0,192.0,0.0,0.0,0.0,1646.0,212.0,548.0,0.0,0.0,0.0,2176.0
2015-12-01 03:30:00+01:00,320.0,978.0,193.0,0.0,0.0,0.0,1655.0,132.0,675.0,0.0,0.0,0.0,2181.0
2015-12-01 03:45:00+01:00,320.0,1090.0,195.0,0.0,0.0,0.0,1670.0,124.0,653.0,0.0,0.0,0.0,2174.0
2015-12-01 04:00:00+01:00,320.0,1092.0,195.0,0.0,0.0,0.0,1666.0,135.0,758.0,0.0,0.0,0.0,2167.0
2015-12-01 04:15:00+01:00,320.0,1198.0,200.0,0.0,0.0,0.0,1657.0,141.0,701.0,0.0,0.0,0.0,2165.0
2015-12-01 04:30:00+01:00,320.0,1325.0,216.0,0.0,0.0,0.0,1675.0,153.0,605.0,0.0,0.0,0.0,2168.0
2015-12-01 04:45:00+01:00,320.0,1414.0,216.0,0.0,0.0,0.0,1689.0,144.0,668.0,0.0,0.0,0.0,2160.0
