,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-02-01 00:00:00+01:00,45.0,3753.0,61.0,537.0,7872.0,0.0,232.0,0.0,2354.0
2015-02-01 01:00:00+01:00,45.0,3485.0,59.0,535.0,7723.0,0.0,224.0,0.0,2332.0
2015-02-01 02:00:00+01:00,45.0,3407.0,58.0,535.0,7683.0,0.0,224.0,0.0,2348.0
2015-02-01 03:00:00+01:00,45.0,3414.0,58.0,536.0,7678.0,0.0,224.0,0.0,2234.0
2015-02-01 04:00:00+01:00,45.0,3409.0,58.0,535.0,7665.0,0.0,224.0,0.0,2182.0
2015-02-01 05:00:00+01:00,45.0,3412.0,58.0,535.0,7677.0,0.0,224.0,0.0,2137.0
2015-02-01 06:00:00+01:00,45.0,3531.0,59.0,539.0,7723.0,0.0,224.0,0.0,2235.0
2015-02-01 07:00:00+01:00,45.0,3647.0,59.0,553.0,7720.0,0.0,225.0,0.0,2235.0
2015-02-01 08:00:00+01:00,45.0,4050.0,60.0,553.0,7751.0,0.0,250.0,0.0,2125.0
2015-02-01 09:00:00+01:00,45.0,5007.0,59.0,555.0,7736.0,0.0,258.0,0.0,1983.0
2015-02-01 10:00:00+01:00,45.0,5627.0,60.0,564.0,7818.0,20.0,257.0,0.0,1847.0
2015-02-01 11:00:00+01:00,45.0,5828.0,59.0,555.0,8053.0,50.0,257.0,0.0,1657.0
2015-02-01 12:00:00+01:00,45.0,5841.0,58.0,556.0,8084.0,20.0,258.0,0.0,1455.0
2015-02-01 13:00:00+01:00,45.0,5967.0,59.0,556.0,8073.0,20.0,250.0,43.0,1417.0
2015-02-01 14:00:00+01:00,45.0,5886.0,59.0,556.0,7942.0,0.0,236.0,0.0,1302.0
2015-02-01 15:00:00+01:00,45.0,5969.0,60.0,556.0,7766.0,0.0,257.0,0.0,1256.0
2015-02-01 16:00:00+01:00,45.0,6022.0,59.0,564.0,8253.0,21.0,260.0,43.0,1203.0
2015-02-01 17:00:00+01:00,45.0,6504.0,61.0,582.0,8967.0,349.0,266.0,43.0,1373.0
2015-02-01 18:00:00+01:00,45.0,6457.0,60.0,590.0,8830.0,658.0,274.0,43.0,1494.0
2015-02-01 19:00:00+01:00,45.0,6358.0,59.0,590.0,8128.0,435.0,277.0,43.0,1408.0
2015-02-01 20:00:00+01:00,45.0,6205.0,59.0,579.0,7922.0,308.0,256.0,43.0,1445.0
2015-02-01 21:00:00+01:00,45.0,5719.0,58.0,576.0,7826.0,0.0,256.0,0.0,1474.0
2015-02-01 22:00:00+01:00,45.0,5355.0,58.0,554.0,7964.0,0.0,230.0,0.0,1418.0
2015-02-01 23:00:00+01:00,45.0,4550.0,59.0,552.0,7803.0,0.0,223.0,0.0,1404.0
2015-02-02 00:00:00+01:00,45.0,4157.0,59.0,548.0,7652.0,0.0,233.0,0.0,1418.0
2015-02-02 01:00:00+01:00,45.0,4105.0,57.0,547.0,7659.0,0.0,233.0,0.0,1397.0
2015-02-02 02:00:00+01:00,45.0,4024.0,55.0,547.0,7616.0,0.0,233.0,0.0,1380.0
2015-02-02 03:00:00+01:00,45.0,3983.0,55.0,546.0,7741.0,0.0,233.0,0.0,1473.0
2015-02-02 04:00:00+01:00,45.0,4001.0,57.0,546.0,7951.0,0.0,233.0,0.0,1410.0
2015-02-02 05:00:00+01:00,45.0,4776.0,58.0,548.0,8275.0,0.0,233.0,0.0,1390.0
2015-02-02 06:00:00+01:00,47.0,6587.0,58.0,604.0,9228.0,0.0,232.0,0.0,1407.0
2015-02-02 07:00:00+01:00,50.0,6981.0,59.0,639.0,10638.0,0.0,231.0,0.0,1351.0
2015-02-02 08:00:00+01:00,50.0,6904.0,62.0,642.0,11230.0,0.0,245.0,0.0,1344.0
2015-02-02 09:00:00+01:00,50.0,7155.0,64.0,657.0,11305.0,0.0,248.0,0.0,1246.0
2015-02-02 10:00:00+01:00,50.0,7141.0,60.0,648.0,11056.0,80.0,249.0,43.0,1198.0
2015-02-02 11:00:00+01:00,50.0,7132.0,59.0,638.0,11077.0,80.0,248.0,43.0,1183.0
2015-02-02 12:00:00+01:00,50.0,7150.0,55.0,636.0,11129.0,20.0,249.0,43.0,1091.0
2015-02-02 13:00:00+01:00,50.0,7172.0,57.0,636.0,11181.0,20.0,249.0,43.0,1080.0
2015-02-02 14:00:00+01:00,50.0,7207.0,57.0,641.0,10984.0,0.0,255.0,0.0,1035.0
2015-02-02 15:00:00+01:00,50.0,7161.0,56.0,643.0,10829.0,0.0,255.0,0.0,1050.0
2015-02-02 16:00:00+01:00,50.0,7067.0,55.0,642.0,11163.0,69.0,263.0,43.0,1196.0
2015-02-02 17:00:00+01:00,50.0,7124.0,56.0,648.0,11706.0,420.0,265.0,43.0,1290.0
2015-02-02 18:00:00+01:00,50.0,7173.0,55.0,652.0,11499.0,363.0,267.0,43.0,1315.0
2015-02-02 19:00:00+01:00,50.0,7295.0,54.0,652.0,11236.0,187.0,267.0,43.0,1302.0
2015-02-02 20:00:00+01:00,50.0,7314.0,54.0,653.0,10558.0,134.0,258.0,0.0,1233.0
2015-02-02 21:00:00+01:00,50.0,7145.0,58.0,449.0,10017.0,0.0,233.0,0.0,1166.0
2015-02-02 22:00:00+01:00,45.0,6248.0,59.0,466.0,9529.0,0.0,220.0,0.0,1172.0
2015-02-02 23:00:00+01:00,44.0,4867.0,60.0,564.0,9301.0,0.0,220.0,0.0,1204.0
2015-02-03 00:00:00+01:00,45.0,4646.0,60.0,629.0,9229.0,0.0,222.0,0.0,1230.0
2015-02-03 01:00:00+01:00,44.0,4467.0,59.0,614.0,9199.0,0.0,230.0,0.0,1160.0
2015-02-03 02:00:00+01:00,44.0,4368.0,59.0,608.0,9203.0,0.0,231.0,0.0,1139.0
2015-02-03 03:00:00+01:00,45.0,4377.0,57.0,608.0,9316.0,0.0,230.0,0.0,1109.0
2015-02-03 04:00:00+01:00,44.0,4394.0,58.0,617.0,9334.0,0.0,228.0,0.0,1048.0
2015-02-03 05:00:00+01:00,44.0,5230.0,58.0,619.0,9455.0,0.0,220.0,0.0,940.0
2015-02-03 06:00:00+01:00,46.0,6580.0,60.0,624.0,10428.0,131.0,218.0,0.0,876.0
2015-02-03 07:00:00+01:00,50.0,6706.0,61.0,654.0,12041.0,0.0,216.0,0.0,861.0
2015-02-03 08:00:00+01:00,50.0,6779.0,59.0,654.0,12572.0,0.0,246.0,0.0,798.0
2015-02-03 09:00:00+01:00,50.0,6949.0,59.0,654.0,12609.0,20.0,250.0,0.0,673.0
2015-02-03 10:00:00+01:00,50.0,6928.0,60.0,654.0,12511.0,120.0,251.0,0.0,538.0
2015-02-03 11:00:00+01:00,50.0,6911.0,59.0,653.0,12651.0,118.0,251.0,0.0,455.0
