,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-06-01 00:00:00+02:00,29.67,3256.2200000000003,34.79,87.71,4753.54,0.0,6.36,0.96,22.846999999999998
2015-06-01 01:00:00+02:00,29.67,2972.5,34.79,87.22,4611.68,0.0,6.36,0.96,25.377
2015-06-01 02:00:00+02:00,29.67,3004.48,34.79,87.71,4557.56,0.0,6.36,0.96,25.069
2015-06-01 03:00:00+02:00,29.900000000000002,3121.7400000000002,33.32,87.71,4736.320000000001,0.0,6.36,0.96,24.86
2015-06-01 04:00:00+02:00,29.900000000000002,3021.7000000000003,32.339999999999996,87.71,4735.5,0.0,6.384,0.96,24.97
2015-06-01 05:00:00+02:00,29.900000000000002,3243.1000000000004,33.32,89.17999999999999,5118.4400000000005,0.0,6.36,0.96,23.924999999999997
2015-06-01 06:00:00+02:00,29.67,4416.52,33.32,122.99,5746.56,0.0,6.384,0.96,18.689
2015-06-01 07:00:00+02:00,29.44,5216.02,32.83,142.1,6799.4400000000005,0.0,6.408,0.96,13.013
2015-06-01 08:00:00+02:00,33.81,5306.22,33.81,144.55,7766.22,0.0,6.6240000000000006,0.96,10.658999999999999
2015-06-01 09:00:00+02:00,38.18,5439.06,34.3,143.07999999999998,7548.920000000001,3.2640000000000002,6.456,0.96,10.482999999999999
2015-06-01 10:00:00+02:00,38.18,5489.080000000001,33.81,142.59,7603.860000000001,3.12,6.312,0.96,10.427999999999999
2015-06-01 11:00:00+02:00,38.18,5479.240000000001,32.83,143.07999999999998,7794.1,5.064,6.336,0.96,10.549
2015-06-01 12:00:00+02:00,37.95,5471.860000000001,34.3,143.07999999999998,7861.34,7.68,6.36,0.96,8.799999999999999
2015-06-01 13:00:00+02:00,36.11,5484.160000000001,33.81,142.59,7988.4400000000005,5.136,6.336,0.96,7.039999999999999
2015-06-01 14:00:00+02:00,43.47,5498.92,33.32,143.57,7954.820000000001,1.704,6.672,0.96,5.851999999999999
2015-06-01 15:00:00+02:00,43.93,5437.42,33.32,144.06,7903.160000000001,1.68,6.768,0.96,5.191999999999999
2015-06-01 16:00:00+02:00,43.7,5483.34,32.339999999999996,143.57,7805.580000000001,0.0,6.6240000000000006,0.96,3.8499999999999996
2015-06-01 17:00:00+02:00,43.7,5393.14,29.89,144.06,7750.64,0.0,6.6000000000000005,0.96,3.267
2015-06-01 18:00:00+02:00,43.7,5364.4400000000005,31.849999999999998,145.04,7675.200000000001,0.0,6.768,0.96,3.234
2015-06-01 19:00:00+02:00,43.7,5419.38,33.81,145.53,8035.18,0.0,6.84,0.96,3.553
2015-06-01 20:00:00+02:00,43.7,5339.02,33.81,146.51,7854.780000000001,2.232,7.056,0.96,4.774
2015-06-01 21:00:00+02:00,43.7,5380.84,33.81,147.0,7473.4800000000005,5.064,7.08,0.96,5.951
2015-06-01 22:00:00+02:00,43.47,5169.280000000001,33.32,137.2,6859.3,2.976,6.312,0.96,4.9719999999999995
2015-06-01 23:00:00+02:00,43.24,4585.4400000000005,34.3,130.82999999999998,6327.9400000000005,0.8160000000000001,6.048,0.96,4.939
2015-06-02 00:00:00+02:00,43.47,4463.26,34.79,129.85,6121.3,0.0,5.952,0.96,4.169
2015-06-02 01:00:00+02:00,43.47,4227.1,35.28,108.78,6080.3,0.0,5.976,0.96,3.6079999999999997
2015-06-02 02:00:00+02:00,43.24,4031.1200000000003,34.79,108.78,5983.540000000001,0.0,5.976,0.96,3.8169999999999997
2015-06-02 03:00:00+02:00,43.47,3944.2000000000003,35.28,108.78,6010.6,0.0,5.976,0.96,3.9819999999999998
2015-06-02 04:00:00+02:00,43.47,3757.2400000000002,34.79,108.78,5978.620000000001,0.0,5.976,0.96,3.3329999999999997
2015-06-02 05:00:00+02:00,43.47,4175.4400000000005,34.3,110.25,6076.200000000001,0.0,5.856,0.96,4.334
2015-06-02 06:00:00+02:00,43.47,4962.64,35.28,130.34,6755.160000000001,0.0,6.0,0.96,4.388999999999999
2015-06-02 07:00:00+02:00,43.7,5235.700000000001,35.28,145.04,7694.880000000001,0.0,6.384,0.96,3.4869999999999997
