,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2015-08-01 00:00:00+02:00,75.21000000000001,2472.3,113.67999999999999,33.32,199.26000000000002,1.466,0.912,1.68,3.336,31.536,0.0,,0.0,11.98886,0.737
2015-08-01 01:00:00+02:00,74.52000000000001,2414.9,114.17,33.32,161.54000000000002,1.466,1.6560000000000001,1.6560000000000001,3.864,31.608,0.0,,0.0,11.98886,0.814
2015-08-01 02:00:00+02:00,75.21000000000001,2437.86,115.64,32.83,163.18,1.466,0.0,2.088,0.552,31.704,0.0,,0.0,11.98886,0.858
2015-08-01 03:00:00+02:00,75.21000000000001,2438.6800000000003,114.66,33.32,164.0,1.466,0.0,2.112,0.48,31.728,0.0,,0.0,11.98886,0.9349999999999999
2015-08-01 04:00:00+02:00,73.14,2482.96,113.67999999999999,33.81,165.64000000000001,1.466,0.0,2.112,0.48,31.764,0.0,,0.041,11.98886,0.8909999999999999
2015-08-01 05:00:00+02:00,71.53,2375.54,110.74,33.32,162.36,1.466,0.0,1.8,2.16,31.776,0.0,,0.246,11.98886,0.748
2015-08-01 06:00:00+02:00,71.76,2394.4,110.25,34.79,157.44,1.466,0.0,1.752,2.88,31.788,0.0,,2.9930000000000003,11.98886,0.6709999999999999
2015-08-01 07:00:00+02:00,71.76,2382.1000000000004,109.27,34.79,156.62,1.466,0.0,1.8,3.84,31.812,0.0,,11.726,11.98886,0.594
2015-08-01 08:00:00+02:00,71.99000000000001,2514.1200000000003,118.58,40.18,165.64000000000001,1.466,0.0,1.776,2.736,31.764,0.0,,25.830000000000002,11.98886,0.45099999999999996
2015-08-01 09:00:00+02:00,71.99000000000001,2473.1200000000003,109.75999999999999,41.65,159.08,1.466,0.0,1.848,2.04,31.704,0.0,,40.59,11.98886,0.34099999999999997
2015-08-01 10:00:00+02:00,71.99000000000001,2390.3,110.74,40.18,160.72,1.466,0.0,1.8960000000000001,1.872,31.596,0.0,,52.275000000000006,11.98886,0.352
2015-08-01 11:00:00+02:00,71.99000000000001,2396.04,115.14999999999999,39.69,162.36,1.466,0.0,2.136,0.624,31.584,0.0,,55.965,11.98886,0.418
2015-08-01 12:00:00+02:00,71.76,2471.48,115.64,41.65,163.18,1.466,0.0,2.136,0.624,31.608,0.0,,55.719,11.98886,0.517
2015-08-01 13:00:00+02:00,71.76,2423.92,117.6,45.08,164.82000000000002,1.466,0.0,2.112,0.624,31.632,0.0,,51.209,11.98886,0.506
2015-08-01 14:00:00+02:00,71.76,2423.92,118.58,44.589999999999996,169.74,1.466,0.0,2.112,0.624,31.68,0.0,,46.658,11.98886,0.38499999999999995
2015-08-01 15:00:00+02:00,71.76,2592.02,119.07,44.589999999999996,172.20000000000002,1.466,0.0,2.136,0.6,31.692,0.0,,39.975,11.98886,0.297
2015-08-01 16:00:00+02:00,71.76,2630.5600000000004,119.07,42.14,172.20000000000002,1.466,0.0,2.112,0.744,31.716,0.0,,27.716,11.98886,0.23099999999999998
2015-08-01 17:00:00+02:00,71.99000000000001,2713.38,119.56,41.65,173.02,1.466,5.016,2.04,0.744,31.8,0.0,,16.236,11.98886,0.154
2015-08-01 18:00:00+02:00,72.91,2765.86,120.53999999999999,43.61,173.84,1.466,6.936,1.776,2.3040000000000003,31.872,0.0,,7.421,11.98886,0.121
2015-08-01 19:00:00+02:00,72.45,2768.32,121.52,44.589999999999996,173.84,1.466,8.064,1.752,2.52,31.944,0.0,,2.009,11.98886,0.09899999999999999
2015-08-01 20:00:00+02:00,72.22,2765.0400000000004,120.05,44.1,177.12,1.466,7.992,1.728,2.7600000000000002,32.064,0.0,,0.246,11.98886,0.088
2015-08-01 21:00:00+02:00,73.83,2783.9,119.56,43.61,174.66000000000003,1.466,7.776,1.6560000000000001,3.84,32.22,0.0,,0.123,11.98886,0.121
2015-08-01 22:00:00+02:00,72.68,2772.42,121.03,44.1,167.28,1.466,6.936,1.6320000000000001,4.2,32.352000000000004,0.0,,0.0,11.98886,0.154
2015-08-01 23:00:00+02:00,71.76,2767.5,120.05,42.63,166.46,1.466,3.624,2.04,0.744,32.496,0.0,,0.0,11.98886,0.16499999999999998
2015-08-02 00:00:00+02:00,71.76,2540.36,87.22,42.14,168.92000000000002,1.466,0.0,2.04,0.504,32.652,0.0,,0.0,11.98886,0.143
2015-08-02 01:00:00+02:00,71.76,2571.52,86.24,42.14,171.38000000000002,1.466,0.0,2.04,0.48,32.784,0.0,,0.0,11.98886,0.132
2015-08-02 02:00:00+02:00,71.76,2475.5800000000004,86.24,41.65,173.84,1.466,0.0,2.04,0.48,32.916000000000004,0.0,,0.0,11.98886,0.121
2015-08-02 03:00:00+02:00,71.76,2394.4,86.24,42.14,173.84,1.466,0.0,2.04,0.48,32.988,0.0,,0.0,11.98886,0.132
2015-08-02 04:00:00+02:00,71.76,2344.38,86.24,42.14,170.56,1.466,0.0,2.04,0.48,33.144,0.0,,0.0,11.98886,0.176
2015-08-02 05:00:00+02:00,71.76,2356.6800000000003,84.77,42.14,172.20000000000002,1.466,0.0,1.944,0.864,33.252,0.0,,0.123,11.98886,0.253
2015-08-02 06:00:00+02:00,71.76,2350.94,82.81,43.12,172.20000000000002,1.466,0.0,1.944,1.008,33.384,0.0,,1.23,11.98886,0.264
2015-08-02 07:00:00+02:00,71.76,2387.84,82.81,42.63,158.26000000000002,1.466,0.0,2.088,0.768,33.456,0.0,,4.346,11.98886,0.187
2015-08-02 08:00:00+02:00,71.99000000000001,2486.2400000000002,82.81,45.57,157.44,1.466,0.0,1.992,0.768,33.54,0.0,,8.282,11.98886,0.10999999999999999
2015-08-02 09:00:00+02:00,71.99000000000001,2497.7200000000003,85.26,45.57,155.8,1.466,0.0,1.992,0.768,33.672000000000004,0.0,,14.473,11.98886,0.05499999999999999
2015-08-02 10:00:00+02:00,71.76,2496.0800000000004,119.56,45.57,173.84,1.466,0.0,2.04,0.768,33.756,0.0,,20.5,11.98886,0.077
2015-08-02 11:00:00+02:00,71.76,2496.9,116.13,45.08,178.76000000000002,1.466,0.0,2.088,0.5760000000000001,33.804,0.0,,28.167,11.98886,0.077
2015-08-02 12:00:00+02:00,71.76,2402.6000000000004,116.62,45.08,179.58,1.466,0.0,2.088,0.552,33.864,0.0,,32.226,11.98886,0.05499999999999999
2015-08-02 13:00:00+02:00,71.76,2336.1800000000003,118.09,44.589999999999996,180.4,1.466,0.0,2.064,0.552,33.9,0.0,,32.923,11.98886,0.044
2015-08-02 14:00:00+02:00,71.76,2434.5800000000004,121.52,44.1,179.58,1.466,0.0,2.016,0.6960000000000001,33.888,0.0,,27.880000000000003,11.98886,0.033
2015-08-02 15:00:00+02:00,71.76,2463.28,121.52,44.589999999999996,179.58,1.466,0.0,2.04,0.744,33.888,0.0,,22.919,11.98886,0.044
2015-08-02 16:00:00+02:00,71.76,2397.6800000000003,119.56,41.65,178.76000000000002,1.466,0.0,1.992,0.912,33.984,0.0,,18.983,11.98886,0.066
2015-08-02 17:00:00+02:00,71.99000000000001,2363.2400000000002,114.17,41.65,171.38000000000002,1.466,0.0,1.968,0.768,34.068,0.0,,13.284,11.98886,0.088
