,Fossil Gas,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2015-08-01 00:00:00+02:00,0.0,6.864,15.408,16.2,0.0,0.011
2015-08-01 01:00:00+02:00,0.0,3.024,13.44,16.212,0.0,0.033
2015-08-01 02:00:00+02:00,0.0,1.992,13.752,16.236,0.0,0.066
2015-08-01 03:00:00+02:00,0.0,0.0,13.752,16.248,0.0,0.05499999999999999
2015-08-01 04:00:00+02:00,0.0,0.0,13.392,16.26,0.0,0.05499999999999999
2015-08-01 05:00:00+02:00,0.0,0.0,13.224,16.26,0.0,0.121
2015-08-01 06:00:00+02:00,0.0,0.0,14.16,16.26,0.041,0.143
2015-08-01 07:00:00+02:00,0.0,3.024,15.72,16.236,0.123,0.066
2015-08-01 08:00:00+02:00,0.0,6.0,15.288,16.236,0.451,0.033
2015-08-01 09:00:00+02:00,0.0,4.104,14.448,16.236,0.9430000000000001,0.022
2015-08-01 10:00:00+02:00,0.0,3.576,14.352,16.236,1.435,0.022
2015-08-01 11:00:00+02:00,0.0,3.696,14.304,16.224,2.7470000000000003,0.011
2015-08-01 12:00:00+02:00,0.0,4.776,15.96,16.212,3.198,0.011
2015-08-01 13:00:00+02:00,0.0,0.0,15.984,16.2,3.2390000000000003,0.011
2015-08-01 14:00:00+02:00,0.0,0.0,14.952,16.176000000000002,3.0340000000000003,0.022
2015-08-01 15:00:00+02:00,0.0,0.048,16.224,16.164,2.337,0.022
2015-08-01 16:00:00+02:00,0.0,0.048,15.288,16.164,1.476,0.0
2015-08-01 17:00:00+02:00,0.0,5.448,14.88,16.176000000000002,0.861,0.011
2015-08-01 18:00:00+02:00,0.0,11.592,16.248,16.152,0.492,0.0
2015-08-01 19:00:00+02:00,0.0,12.36,19.608,16.14,0.246,0.0
2015-08-01 20:00:00+02:00,0.0,11.304,18.240000000000002,16.152,0.041,0.011
2015-08-01 21:00:00+02:00,0.0,8.928,17.976,16.176000000000002,0.0,0.011
2015-08-01 22:00:00+02:00,0.0,7.656000000000001,14.88,16.212,0.0,0.011
2015-08-01 23:00:00+02:00,0.0,5.808,15.24,16.248,0.0,0.0
2015-08-02 00:00:00+02:00,0.0,3.024,13.8,16.236,0.0,0.0
2015-08-02 01:00:00+02:00,0.0,0.0,13.536,16.2,0.0,0.0
2015-08-02 02:00:00+02:00,0.0,0.0,12.264000000000001,16.212,0.0,0.0
2015-08-02 03:00:00+02:00,0.0,0.0,11.76,16.212,0.0,0.0
2015-08-02 04:00:00+02:00,0.0,0.0,11.904,16.236,0.0,0.0
2015-08-02 05:00:00+02:00,0.0,0.0,11.808,16.26,0.0,0.011
2015-08-02 06:00:00+02:00,0.0,0.0,11.952,16.248,0.041,0.011
2015-08-02 07:00:00+02:00,0.0,0.0,13.44,16.272000000000002,0.533,0.011
2015-08-02 08:00:00+02:00,0.0,0.0,13.968,16.26,1.476,0.022
2015-08-02 09:00:00+02:00,0.0,0.0,13.848,16.26,3.116,0.011
2015-08-02 10:00:00+02:00,0.0,0.0,11.928,16.212,5.289000000000001,0.011
2015-08-02 11:00:00+02:00,0.0,0.0,12.216000000000001,16.176000000000002,6.765000000000001,0.022
2015-08-02 12:00:00+02:00,0.0,0.0,11.784,16.152,7.667000000000001,0.033
2015-08-02 13:00:00+02:00,0.0,0.0,12.120000000000001,15.948,7.995,0.022
2015-08-02 14:00:00+02:00,0.0,0.0,10.488,15.096,7.913,0.022
2015-08-02 15:00:00+02:00,0.0,0.0,10.656,14.028,7.38,0.033
2015-08-02 16:00:00+02:00,0.0,0.0,12.024000000000001,13.584,6.314,0.05499999999999999
2015-08-02 17:00:00+02:00,0.0,0.0,14.424,13.872,4.8790000000000004,0.077
2015-08-02 18:00:00+02:00,0.0,0.0,15.816,13.872,2.9930000000000003,0.088
2015-08-02 19:00:00+02:00,0.0,12.072000000000001,17.976,13.872,1.189,0.09899999999999999
2015-08-02 20:00:00+02:00,0.0,6.84,17.28,13.884,0.20500000000000002,0.077
2015-08-02 21:00:00+02:00,0.0,7.08,18.984,13.884,0.0,0.088
2015-08-02 22:00:00+02:00,0.0,10.632,15.84,13.452,0.0,0.077
2015-08-02 23:00:00+02:00,0.0,3.024,13.68,12.612,0.0,0.044
2015-08-03 00:00:00+02:00,0.0,0.792,11.592,12.024000000000001,0.0,0.022
2015-08-03 01:00:00+02:00,0.0,0.0,12.576,11.82,0.0,0.011
2015-08-03 02:00:00+02:00,0.0,0.0,11.736,11.844,0.0,0.022
2015-08-03 03:00:00+02:00,0.0,0.0,11.184000000000001,11.892,0.0,0.044
2015-08-03 04:00:00+02:00,0.0,0.0,12.048,11.88,0.0,0.05499999999999999
2015-08-03 05:00:00+02:00,0.0,0.0,12.408,11.88,0.0,0.044
2015-08-03 06:00:00+02:00,0.0,6.36,14.76,11.88,0.123,0.044
2015-08-03 07:00:00+02:00,0.0,11.064,22.392,11.868,1.107,0.05499999999999999
2015-08-03 08:00:00+02:00,0.0,11.496,29.616,11.856,2.952,0.022
2015-08-03 09:00:00+02:00,0.0,10.128,24.792,11.808,4.961,0.011
2015-08-03 10:00:00+02:00,0.0,9.168000000000001,23.928,11.748000000000001,6.5600000000000005,0.011
2015-08-03 11:00:00+02:00,0.0,9.072000000000001,24.576,11.700000000000001,7.667000000000001,0.0
2015-08-03 12:00:00+02:00,0.0,7.296,24.072,11.664,8.323,0.011
2015-08-03 13:00:00+02:00,0.0,10.104000000000001,23.16,11.628,8.487,0.033
2015-08-03 14:00:00+02:00,0.0,8.592,23.352,11.652000000000001,8.241,0.066
2015-08-03 15:00:00+02:00,0.0,8.568,23.52,11.592,7.585,0.077
2015-08-03 16:00:00+02:00,0.0,11.544,22.68,11.604000000000001,6.478000000000001,0.077
2015-08-03 17:00:00+02:00,0.0,12.36,26.064,11.58,4.8790000000000004,0.066
2015-08-03 18:00:00+02:00,0.0,13.056000000000001,37.368,11.568,2.911,0.05499999999999999
2015-08-03 19:00:00+02:00,0.0,15.312000000000001,46.992000000000004,11.568,1.1480000000000001,0.044
2015-08-03 20:00:00+02:00,0.0,15.072000000000001,45.768,11.58,0.164,0.033
2015-08-03 21:00:00+02:00,0.0,15.072000000000001,41.904,11.628,0.0,0.011
2015-08-03 22:00:00+02:00,0.0,14.88,32.04,11.676,0.0,0.011
2015-08-03 23:00:00+02:00,0.0,11.76,24.48,11.712,0.0,0.011
2015-08-04 00:00:00+02:00,0.0,7.464,13.752,11.736,0.0,0.011
2015-08-04 01:00:00+02:00,0.0,5.4,12.888,11.736,0.0,0.022
2015-08-04 02:00:00+02:00,0.0,4.368,13.368,11.772,0.0,0.033
2015-08-04 03:00:00+02:00,0.0,0.96,12.864,11.784,0.0,0.066
2015-08-04 04:00:00+02:00,0.0,0.0,12.672,11.784,0.0,0.088
2015-08-04 05:00:00+02:00,0.0,5.136,12.984,11.784,0.0,0.10999999999999999
2015-08-04 06:00:00+02:00,0.0,6.5280000000000005,14.784,11.82,0.164,0.10999999999999999
2015-08-04 07:00:00+02:00,0.0,11.52,25.344,11.82,0.9430000000000001,0.121
2015-08-04 08:00:00+02:00,0.0,12.384,23.664,11.784,1.968,0.16499999999999998
2015-08-04 09:00:00+02:00,0.0,12.312,27.936,11.76,3.2800000000000002,0.121
2015-08-04 10:00:00+02:00,0.0,13.176,30.744,11.712,4.264,0.05499999999999999
2015-08-04 11:00:00+02:00,0.0,13.968,30.648,11.712,4.182,0.066
2015-08-04 12:00:00+02:00,0.0,13.944,24.096,10.272,3.813,0.09899999999999999
2015-08-04 13:00:00+02:00,0.0,16.032,21.528,11.712,3.4850000000000003,0.10999999999999999
2015-08-04 14:00:00+02:00,0.0,15.072000000000001,28.128,11.736,3.2390000000000003,0.05499999999999999
2015-08-04 15:00:00+02:00,0.0,17.232,38.64,11.76,3.5260000000000002,0.05499999999999999
2015-08-04 16:00:00+02:00,0.0,16.032,38.808,11.748000000000001,4.141,0.077
2015-08-04 17:00:00+02:00,0.0,14.448,29.664,11.712,3.321,0.088
2015-08-04 18:00:00+02:00,0.0,13.752,25.176000000000002,11.688,2.009,0.077
2015-08-04 19:00:00+02:00,0.0,14.208,30.192,11.700000000000001,0.779,0.077
2015-08-04 20:00:00+02:00,0.0,13.104000000000001,28.728,11.688,0.123,0.05499999999999999
2015-08-04 21:00:00+02:00,0.0,13.704,28.104,11.712,0.0,0.05499999999999999
2015-08-04 22:00:00+02:00,0.0,13.056000000000001,26.832,11.736,0.0,0.044
2015-08-04 23:00:00+02:00,0.0,9.072000000000001,19.344,11.736,0.0,0.033
2015-08-05 00:00:00+02:00,0.0,8.592,17.112000000000002,11.748000000000001,0.0,0.022
2015-08-05 01:00:00+02:00,0.0,9.864,15.312000000000001,11.772,0.0,0.0
2015-08-05 02:00:00+02:00,0.0,9.672,14.472,11.796,0.0,0.011
2015-08-05 03:00:00+02:00,0.0,6.5520000000000005,14.808,11.808,0.0,0.011
2015-08-05 04:00:00+02:00,0.0,5.88,14.352,11.808,0.0,0.011
2015-08-05 05:00:00+02:00,0.0,9.432,11.688,11.832,0.0,0.011
2015-08-05 06:00:00+02:00,0.0,9.624,15.168000000000001,11.832,0.123,0.011
2015-08-05 07:00:00+02:00,0.0,11.76,25.128,11.82,0.9430000000000001,0.011
2015-08-05 08:00:00+02:00,0.0,13.968,42.36,11.796,2.501,0.011
2015-08-05 09:00:00+02:00,0.0,13.104000000000001,30.264,11.748000000000001,4.428,0.011
2015-08-05 10:00:00+02:00,0.0,12.504,24.744,11.736,6.314,0.011
2015-08-05 11:00:00+02:00,0.0,14.304,26.28,11.724,7.626,0.011
2015-08-05 12:00:00+02:00,0.0,11.976,26.76,11.676,8.241,0.011
2015-08-05 13:00:00+02:00,0.0,11.064,26.688,11.724,8.405000000000001,0.033
2015-08-05 14:00:00+02:00,0.0,11.76,26.976,11.652000000000001,8.159,0.066
2015-08-05 15:00:00+02:00,0.0,11.544,29.04,11.592,7.503,0.077
