,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2015-01-01 02:45:00+01:00,4027.0,14539.0,,793.0,2271.0,172.0,10.0,504.0,1115.0,11.0,10957.0,4669.0,76.0,0.0,234.0,511.0,8572.0
2015-01-01 03:00:00+01:00,4032.0,14259.0,,836.0,2330.0,172.0,10.0,130.0,1116.0,21.0,11037.0,4845.0,76.0,0.0,244.0,514.0,8598.0
2015-01-01 03:15:00+01:00,4042.0,14069.0,,824.0,2348.0,173.0,11.0,114.0,1117.0,4.0,11021.0,4722.0,76.0,0.0,252.0,519.0,8501.0
2015-01-01 03:30:00+01:00,4047.0,13984.0,,823.0,2345.0,174.0,11.0,115.0,1116.0,1.0,11043.0,4627.0,76.0,0.0,256.0,519.0,8486.0
2015-01-01 03:45:00+01:00,4042.0,13988.0,,801.0,2336.0,174.0,10.0,112.0,1114.0,1.0,11010.0,4443.0,76.0,0.0,254.0,519.0,8623.0
2015-01-01 04:00:00+01:00,4035.0,14128.0,,837.0,2317.0,174.0,10.0,230.0,1114.0,3.0,11066.0,4550.0,76.0,0.0,253.0,519.0,8736.0
2015-01-01 04:15:00+01:00,4039.0,14159.0,,832.0,2530.0,174.0,10.0,221.0,1112.0,1.0,11004.0,4566.0,76.0,0.0,255.0,519.0,8724.0
2015-01-01 04:30:00+01:00,4042.0,14111.0,,827.0,2521.0,175.0,11.0,221.0,1109.0,1.0,10945.0,4698.0,76.0,0.0,247.0,521.0,8599.0
2015-01-01 04:45:00+01:00,4035.0,14062.0,,829.0,2478.0,174.0,11.0,221.0,1108.0,0.0,10834.0,4768.0,76.0,0.0,249.0,520.0,8515.0
2015-01-01 05:00:00+01:00,4027.0,13839.0,,848.0,2208.0,175.0,10.0,837.0,1107.0,6.0,10815.0,4676.0,76.0,0.0,253.0,516.0,8804.0
2015-01-01 05:15:00+01:00,4037.0,13597.0,,850.0,2209.0,175.0,11.0,827.0,1106.0,0.0,10735.0,4649.0,76.0,0.0,242.0,521.0,8746.0
2015-01-01 05:30:00+01:00,4030.0,13375.0,,850.0,2209.0,175.0,11.0,82.0,1105.0,0.0,10670.0,4703.0,76.0,0.0,248.0,521.0,8682.0
2015-01-01 05:45:00+01:00,4019.0,13086.0,,856.0,2245.0,175.0,11.0,821.0,1107.0,0.0,10564.0,4676.0,76.0,0.0,240.0,522.0,8615.0
2015-01-01 06:00:00+01:00,4014.0,12621.0,,857.0,2306.0,174.0,11.0,75.0,1105.0,0.0,10525.0,4690.0,76.0,0.0,230.0,522.0,8730.0
2015-01-01 06:15:00+01:00,4011.0,12471.0,,870.0,2394.0,175.0,11.0,735.0,1104.0,9.0,10421.0,4695.0,76.0,0.0,244.0,522.0,8944.0
2015-01-01 06:30:00+01:00,4015.0,12307.0,,873.0,2394.0,175.0,11.0,73.0,1106.0,10.0,10247.0,4730.0,76.0,0.0,241.0,521.0,9383.0
2015-01-01 06:45:00+01:00,4013.0,12216.0,,873.0,2399.0,175.0,11.0,727.0,1105.0,8.0,10005.0,4832.0,76.0,0.0,251.0,521.0,9612.0
2015-01-01 07:00:00+01:00,4018.0,12100.0,,861.0,2504.0,175.0,11.0,757.0,1104.0,11.0,9879.0,4734.0,76.0,0.0,245.0,520.0,9623.0
2015-01-01 07:15:00+01:00,4019.0,12039.0,,873.0,2501.0,175.0,11.0,75.0,1101.0,15.0,9948.0,4731.0,76.0,0.0,252.0,520.0,9748.0
2015-01-01 07:30:00+01:00,4006.0,12051.0,,885.0,2499.0,174.0,11.0,741.0,1100.0,12.0,10091.0,4733.0,76.0,0.0,252.0,520.0,9916.0
2015-01-01 07:45:00+01:00,4008.0,12060.0,,885.0,2460.0,175.0,11.0,747.0,1099.0,13.0,10223.0,4759.0,76.0,0.0,239.0,521.0,9957.0
2015-01-01 08:00:00+01:00,4007.0,12333.0,,876.0,2391.0,175.0,11.0,753.0,1095.0,9.0,10261.0,4822.0,76.0,0.0,240.0,524.0,9861.0
2015-01-01 08:15:00+01:00,3995.0,12411.0,,882.0,2583.0,175.0,11.0,741.0,1098.0,7.0,10294.0,5083.0,76.0,14.0,236.0,524.0,9909.0
2015-01-01 08:30:00+01:00,4000.0,12404.0,,893.0,2568.0,174.0,11.0,735.0,1105.0,6.0,10275.0,4912.0,76.0,49.0,233.0,526.0,9527.0
2015-01-01 08:45:00+01:00,3997.0,12472.0,,902.0,2579.0,174.0,11.0,765.0,1103.0,7.0,10153.0,5116.0,76.0,149.0,234.0,527.0,9435.0
2015-01-01 09:00:00+01:00,4002.0,12802.0,,874.0,2380.0,174.0,11.0,70.0,1104.0,9.0,10042.0,5132.0,76.0,341.0,237.0,527.0,9340.0
2015-01-01 09:15:00+01:00,4023.0,12781.0,,889.0,2382.0,174.0,10.0,699.0,1108.0,8.0,9996.0,5314.0,76.0,573.0,234.0,527.0,9540.0
2015-01-01 09:30:00+01:00,4019.0,12782.0,,898.0,2380.0,174.0,10.0,70.0,1111.0,17.0,10046.0,5701.0,76.0,866.0,245.0,527.0,9607.0
2015-01-01 09:45:00+01:00,4021.0,12830.0,,905.0,2403.0,174.0,8.0,697.0,1113.0,14.0,10157.0,5737.0,76.0,1313.0,240.0,527.0,9520.0
2015-01-01 10:00:00+01:00,4024.0,12781.0,,872.0,2537.0,175.0,6.0,172.0,1115.0,5.0,10179.0,5760.0,76.0,1623.0,241.0,527.0,9681.0
2015-01-01 10:15:00+01:00,4022.0,12747.0,,882.0,2581.0,175.0,6.0,172.0,1115.0,4.0,10093.0,5510.0,76.0,1890.0,241.0,525.0,9875.0
2015-01-01 10:30:00+01:00,4000.0,12704.0,,894.0,2557.0,175.0,6.0,172.0,1114.0,7.0,10047.0,5639.0,76.0,2229.0,224.0,522.0,10160.0
2015-01-01 10:45:00+01:00,3985.0,12682.0,,905.0,2553.0,174.0,6.0,178.0,1118.0,10.0,10010.0,5693.0,76.0,2725.0,249.0,526.0,10384.0
2015-01-01 11:00:00+01:00,3998.0,12666.0,,872.0,2648.0,175.0,6.0,715.0,1121.0,15.0,9938.0,5618.0,76.0,3017.0,250.0,527.0,10569.0
2015-01-01 11:15:00+01:00,4024.0,12314.0,,873.0,2673.0,175.0,6.0,719.0,1124.0,33.0,9937.0,5511.0,76.0,3196.0,252.0,527.0,10783.0
2015-01-01 11:30:00+01:00,4015.0,12251.0,,877.0,2631.0,174.0,6.0,864.0,1126.0,34.0,9961.0,5364.0,76.0,3485.0,255.0,527.0,10912.0
2015-01-01 11:45:00+01:00,4010.0,12573.0,,884.0,2679.0,175.0,6.0,834.0,1127.0,5.0,9960.0,5429.0,76.0,3759.0,237.0,528.0,11186.0
2015-01-01 12:00:00+01:00,4013.0,12508.0,,874.0,2753.0,174.0,6.0,543.0,1129.0,19.0,10045.0,5259.0,76.0,4123.0,261.0,528.0,11239.0
2015-01-01 12:15:00+01:00,4011.0,12450.0,,874.0,2994.0,174.0,6.0,560.0,1128.0,13.0,10102.0,5169.0,76.0,4256.0,252.0,528.0,11603.0
2015-01-01 12:30:00+01:00,4010.0,12455.0,,875.0,3007.0,175.0,6.0,561.0,1125.0,12.0,10109.0,5297.0,76.0,4286.0,251.0,528.0,11710.0
2015-01-01 12:45:00+01:00,4022.0,12445.0,,874.0,2997.0,175.0,6.0,568.0,1126.0,7.0,10220.0,5600.0,76.0,4128.0,239.0,527.0,11749.0
2015-01-01 13:00:00+01:00,4011.0,12467.0,,888.0,2810.0,176.0,6.0,835.0,1125.0,8.0,10373.0,5213.0,76.0,3904.0,244.0,527.0,11854.0
2015-01-01 13:15:00+01:00,3992.0,12364.0,,884.0,2827.0,175.0,9.0,735.0,1121.0,4.0,10403.0,5258.0,76.0,3655.0,249.0,528.0,12129.0
2015-01-01 13:30:00+01:00,4007.0,12400.0,,879.0,2814.0,177.0,9.0,729.0,1122.0,6.0,10500.0,5493.0,76.0,3332.0,238.0,528.0,12058.0
2015-01-01 13:45:00+01:00,4012.0,12440.0,,883.0,2790.0,177.0,10.0,885.0,1118.0,8.0,10538.0,5485.0,76.0,3111.0,250.0,528.0,11868.0
2015-01-01 14:00:00+01:00,4019.0,12602.0,,892.0,2698.0,177.0,10.0,1156.0,1117.0,54.0,10686.0,5395.0,76.0,2814.0,243.0,524.0,11558.0
2015-01-01 14:15:00+01:00,4025.0,12568.0,,886.0,2665.0,178.0,11.0,1099.0,1117.0,31.0,10796.0,5384.0,76.0,2465.0,242.0,525.0,11491.0
2015-01-01 14:30:00+01:00,4026.0,12614.0,,884.0,2651.0,179.0,11.0,1213.0,1119.0,22.0,10888.0,5414.0,76.0,2102.0,254.0,525.0,11323.0
2015-01-01 14:45:00+01:00,4027.0,12702.0,,899.0,2642.0,181.0,12.0,490.0,1121.0,38.0,10943.0,5388.0,76.0,1734.0,244.0,525.0,11212.0
2015-01-01 15:00:00+01:00,4029.0,12758.0,,916.0,2510.0,181.0,12.0,1709.0,1119.0,60.0,11021.0,5485.0,76.0,1300.0,251.0,525.0,11109.0
2015-01-01 15:15:00+01:00,4034.0,13175.0,,960.0,2463.0,182.0,11.0,1866.0,1117.0,50.0,11081.0,5560.0,76.0,874.0,253.0,524.0,11139.0
2015-01-01 15:30:00+01:00,4029.0,13630.0,,964.0,2487.0,183.0,11.0,1696.0,1113.0,41.0,11094.0,5566.0,76.0,534.0,252.0,525.0,11329.0
2015-01-01 15:45:00+01:00,4023.0,13986.0,,1037.0,2481.0,184.0,6.0,816.0,1114.0,26.0,11083.0,5811.0,76.0,274.0,256.0,524.0,11729.0
2015-01-01 16:00:00+01:00,4033.0,14233.0,,1067.0,2472.0,184.0,6.0,885.0,1115.0,9.0,10972.0,5603.0,76.0,120.0,241.0,524.0,12178.0
2015-01-01 16:15:00+01:00,4038.0,14519.0,,1071.0,2670.0,183.0,6.0,734.0,1114.0,14.0,11005.0,5535.0,76.0,52.0,240.0,524.0,12804.0
2015-01-01 16:30:00+01:00,4033.0,14869.0,,1092.0,2726.0,183.0,6.0,614.0,1110.0,43.0,10987.0,5577.0,76.0,24.0,242.0,525.0,13367.0
2015-01-01 16:45:00+01:00,4019.0,15095.0,,1111.0,2807.0,183.0,6.0,1750.0,1112.0,66.0,11062.0,5368.0,76.0,4.0,245.0,525.0,13883.0
2015-01-01 17:00:00+01:00,4025.0,14925.0,,1138.0,2781.0,183.0,6.0,1110.0,1113.0,57.0,10990.0,5307.0,76.0,0.0,254.0,525.0,14226.0
2015-01-01 17:15:00+01:00,4025.0,15091.0,,1202.0,2823.0,182.0,6.0,882.0,1111.0,64.0,11078.0,5042.0,76.0,0.0,247.0,524.0,14667.0
2015-01-01 17:30:00+01:00,4035.0,15058.0,,1218.0,2815.0,183.0,6.0,1598.0,1113.0,66.0,11113.0,4945.0,76.0,0.0,245.0,525.0,15231.0
2015-01-01 17:45:00+01:00,4032.0,14783.0,,1217.0,2816.0,182.0,7.0,1868.0,1114.0,48.0,11049.0,4817.0,76.0,0.0,250.0,524.0,15522.0
2015-01-01 18:00:00+01:00,4029.0,14270.0,,1162.0,2702.0,183.0,9.0,1329.0,1113.0,60.0,10961.0,5182.0,76.0,0.0,254.0,524.0,15887.0
2015-01-01 18:15:00+01:00,4034.0,14334.0,,1125.0,2695.0,182.0,10.0,1094.0,1113.0,57.0,10936.0,5152.0,76.0,0.0,256.0,524.0,16240.0
2015-01-01 18:30:00+01:00,4028.0,14354.0,,1128.0,2679.0,182.0,10.0,828.0,1111.0,54.0,10913.0,5101.0,76.0,0.0,258.0,524.0,16486.0
2015-01-01 18:45:00+01:00,4019.0,14186.0,,1127.0,2685.0,183.0,11.0,907.0,1110.0,56.0,10911.0,5126.0,76.0,0.0,260.0,524.0,16763.0
2015-01-01 19:00:00+01:00,4017.0,13966.0,,1136.0,2531.0,182.0,11.0,1589.0,1099.0,83.0,10934.0,5321.0,76.0,0.0,260.0,524.0,17157.0
2015-01-01 19:15:00+01:00,4013.0,13705.0,,1140.0,2473.0,182.0,12.0,1300.0,1088.0,58.0,10899.0,5460.0,76.0,0.0,262.0,524.0,17352.0
2015-01-01 19:30:00+01:00,3980.0,13413.0,,1131.0,2473.0,182.0,12.0,1365.0,1086.0,69.0,10833.0,5452.0,76.0,0.0,254.0,523.0,17608.0
2015-01-01 19:45:00+01:00,4001.0,12908.0,,1088.0,2486.0,183.0,12.0,875.0,1089.0,59.0,10781.0,5355.0,76.0,0.0,257.0,523.0,17821.0
2015-01-01 20:00:00+01:00,3993.0,12614.0,,1114.0,2483.0,183.0,12.0,1524.0,1091.0,78.0,10789.0,5362.0,76.0,0.0,253.0,523.0,18189.0
2015-01-01 20:15:00+01:00,3988.0,12493.0,,1242.0,2422.0,182.0,12.0,1249.0,1092.0,81.0,10564.0,5329.0,76.0,0.0,261.0,522.0,18471.0
2015-01-01 20:30:00+01:00,3997.0,12421.0,,1244.0,2418.0,182.0,12.0,632.0,1090.0,75.0,10108.0,5495.0,76.0,0.0,266.0,522.0,18765.0
2015-01-01 20:45:00+01:00,3988.0,11936.0,,1237.0,2437.0,183.0,12.0,123.0,1093.0,73.0,9911.0,5357.0,76.0,0.0,260.0,522.0,19211.0
2015-01-01 21:00:00+01:00,3990.0,11536.0,,1225.0,2354.0,182.0,12.0,1177.0,1089.0,93.0,9906.0,5623.0,76.0,0.0,252.0,522.0,19480.0
2015-01-01 21:15:00+01:00,3995.0,11427.0,,1215.0,2388.0,182.0,12.0,295.0,1089.0,94.0,9798.0,5779.0,76.0,0.0,248.0,522.0,19702.0
2015-01-01 21:30:00+01:00,3988.0,11208.0,,1193.0,2450.0,182.0,12.0,893.0,1089.0,110.0,9810.0,5646.0,76.0,0.0,251.0,522.0,19898.0
2015-01-01 21:45:00+01:00,3988.0,10968.0,,1190.0,2444.0,182.0,12.0,415.0,1088.0,94.0,9846.0,5450.0,76.0,0.0,253.0,518.0,20246.0
2015-01-01 22:00:00+01:00,3997.0,10496.0,,1282.0,2311.0,182.0,12.0,2502.0,1096.0,78.0,9875.0,5706.0,76.0,0.0,255.0,521.0,20531.0
2015-01-01 22:15:00+01:00,3997.0,10411.0,,1330.0,2308.0,182.0,12.0,2166.0,1096.0,74.0,9805.0,5481.0,76.0,0.0,253.0,522.0,20689.0
2015-01-01 22:30:00+01:00,4000.0,10456.0,,1335.0,2302.0,182.0,12.0,1503.0,1095.0,72.0,9769.0,5665.0,76.0,0.0,254.0,520.0,20658.0
2015-01-01 22:45:00+01:00,4006.0,10351.0,,1350.0,2274.0,182.0,12.0,1494.0,1095.0,75.0,9547.0,5652.0,76.0,0.0,241.0,515.0,20986.0
2015-01-01 23:00:00+01:00,4004.0,10054.0,,1251.0,2238.0,183.0,12.0,1350.0,1097.0,59.0,9405.0,5840.0,76.0,0.0,237.0,505.0,21076.0
2015-01-01 23:15:00+01:00,3996.0,10003.0,,1216.0,2198.0,183.0,12.0,1348.0,1092.0,79.0,9190.0,5539.0,76.0,0.0,245.0,500.0,21421.0
2015-01-01 23:30:00+01:00,3998.0,9907.0,,1206.0,2199.0,183.0,12.0,1334.0,1090.0,85.0,8875.0,5402.0,76.0,0.0,238.0,499.0,21859.0
2015-01-01 23:45:00+01:00,4010.0,9481.0,,1178.0,2202.0,183.0,12.0,1335.0,1092.0,54.0,8713.0,5451.0,76.0,0.0,232.0,472.0,22000.0
2015-01-02 00:00:00+01:00,4007.0,9210.0,,1251.0,2309.0,182.0,12.0,1459.0,1089.0,55.0,8706.0,5368.0,76.0,0.0,288.0,391.0,22117.0
2015-01-02 00:15:00+01:00,4003.0,9077.0,,1171.0,2247.0,181.0,12.0,1216.0,1086.0,25.0,8245.0,5249.0,76.0,0.0,290.0,292.0,21867.0
2015-01-02 00:30:00+01:00,3986.0,8967.0,,1135.0,2199.0,182.0,12.0,1181.0,1085.0,21.0,7963.0,5336.0,76.0,0.0,286.0,271.0,22129.0
2015-01-02 00:45:00+01:00,4003.0,8888.0,,1131.0,2147.0,182.0,12.0,1185.0,1085.0,42.0,7745.0,5446.0,76.0,0.0,286.0,266.0,22554.0
2015-01-02 01:00:00+01:00,4006.0,9040.0,,1127.0,2173.0,182.0,12.0,852.0,1084.0,77.0,7646.0,5896.0,76.0,0.0,283.0,268.0,22844.0
2015-01-02 01:15:00+01:00,4004.0,9060.0,,1133.0,2205.0,181.0,12.0,862.0,1083.0,31.0,7239.0,5971.0,76.0,0.0,283.0,277.0,22903.0
2015-01-02 01:30:00+01:00,4005.0,9027.0,,1126.0,2193.0,182.0,12.0,792.0,1081.0,48.0,7002.0,5893.0,76.0,0.0,276.0,276.0,23275.0
2015-01-02 01:45:00+01:00,3998.0,8927.0,,1125.0,2184.0,181.0,11.0,857.0,1079.0,34.0,6704.0,5239.0,76.0,0.0,280.0,285.0,23610.0
2015-01-02 02:00:00+01:00,4000.0,9034.0,,1123.0,2058.0,181.0,11.0,551.0,1077.0,100.0,6762.0,5352.0,76.0,0.0,275.0,283.0,23877.0
2015-01-02 02:15:00+01:00,3996.0,9095.0,,1128.0,1990.0,182.0,12.0,541.0,1077.0,10.0,6776.0,5312.0,76.0,0.0,279.0,280.0,23794.0
2015-01-02 02:30:00+01:00,3996.0,9071.0,,1118.0,1934.0,182.0,12.0,686.0,1076.0,30.0,6663.0,5286.0,76.0,0.0,274.0,279.0,23945.0
2015-01-02 02:45:00+01:00,3997.0,8874.0,,1124.0,1916.0,182.0,12.0,442.0,1077.0,50.0,6502.0,5071.0,76.0,0.0,283.0,286.0,24248.0
2015-01-02 03:00:00+01:00,3998.0,8791.0,,1120.0,1912.0,183.0,12.0,235.0,1078.0,65.0,6520.0,5130.0,76.0,0.0,291.0,299.0,24447.0
2015-01-02 03:15:00+01:00,3996.0,8779.0,,1125.0,1900.0,184.0,12.0,188.0,1080.0,69.0,6494.0,5194.0,76.0,0.0,291.0,308.0,24532.0
2015-01-02 03:30:00+01:00,4000.0,8778.0,,1117.0,1901.0,184.0,11.0,126.0,1079.0,24.0,6444.0,5297.0,76.0,0.0,293.0,333.0,24715.0
2015-01-02 03:45:00+01:00,4006.0,8712.0,,1119.0,1915.0,184.0,12.0,121.0,1077.0,61.0,6409.0,5267.0,76.0,0.0,298.0,359.0,25141.0
2015-01-02 04:00:00+01:00,3998.0,8386.0,,1137.0,2014.0,184.0,12.0,896.0,1074.0,40.0,6406.0,5458.0,76.0,0.0,291.0,340.0,25174.0
2015-01-02 04:15:00+01:00,3997.0,8364.0,,1132.0,2091.0,184.0,12.0,84.0,1075.0,39.0,6303.0,5470.0,76.0,0.0,297.0,333.0,25305.0
2015-01-02 04:30:00+01:00,3997.0,8355.0,,1129.0,2130.0,183.0,12.0,790.0,1073.0,76.0,6259.0,5320.0,76.0,0.0,291.0,325.0,25527.0
2015-01-02 04:45:00+01:00,3976.0,8488.0,,1121.0,2160.0,183.0,12.0,859.0,1074.0,38.0,6248.0,5266.0,76.0,0.0,288.0,342.0,25538.0
2015-01-02 05:00:00+01:00,3981.0,8550.0,,1149.0,2229.0,183.0,12.0,101.0,1074.0,13.0,6392.0,5337.0,76.0,0.0,286.0,362.0,25790.0
2015-01-02 05:15:00+01:00,3992.0,8515.0,,1154.0,2429.0,183.0,12.0,751.0,1075.0,21.0,6627.0,5452.0,76.0,0.0,288.0,403.0,25883.0
2015-01-02 05:30:00+01:00,3988.0,8576.0,,1158.0,2458.0,184.0,12.0,901.0,1076.0,40.0,6928.0,5860.0,76.0,0.0,272.0,378.0,25891.0
2015-01-02 05:45:00+01:00,3965.0,8731.0,,1169.0,2508.0,184.0,12.0,981.0,1078.0,26.0,7093.0,5736.0,76.0,0.0,284.0,410.0,25571.0
2015-01-02 06:00:00+01:00,3971.0,8668.0,,1173.0,2674.0,183.0,12.0,817.0,1093.0,10.0,7149.0,5535.0,76.0,0.0,283.0,484.0,25914.0
2015-01-02 06:15:00+01:00,3959.0,8716.0,,1183.0,2727.0,184.0,12.0,130.0,1102.0,8.0,7348.0,5243.0,76.0,0.0,289.0,496.0,25971.0
2015-01-02 06:30:00+01:00,3976.0,8830.0,,1202.0,2781.0,184.0,12.0,780.0,1101.0,20.0,7531.0,5406.0,80.0,0.0,294.0,505.0,26059.0
2015-01-02 06:45:00+01:00,3979.0,8859.0,,1195.0,2816.0,184.0,12.0,129.0,1100.0,32.0,7740.0,5665.0,95.0,0.0,291.0,508.0,25485.0
2015-01-02 07:00:00+01:00,3977.0,8801.0,,1232.0,3027.0,184.0,12.0,739.0,1099.0,27.0,7842.0,6282.0,100.0,0.0,289.0,501.0,25644.0
2015-01-02 07:15:00+01:00,3997.0,8844.0,,1237.0,3189.0,184.0,12.0,73.0,1099.0,35.0,7955.0,6090.0,114.0,0.0,278.0,496.0,25740.0
2015-01-02 07:30:00+01:00,4010.0,8913.0,,1260.0,3313.0,184.0,12.0,335.0,1097.0,37.0,8144.0,5845.0,123.0,0.0,286.0,500.0,25710.0
2015-01-02 07:45:00+01:00,4022.0,9123.0,,1285.0,3519.0,184.0,12.0,1028.0,1093.0,29.0,8362.0,6152.0,123.0,0.0,295.0,496.0,25684.0
2015-01-02 08:00:00+01:00,4019.0,9627.0,,1277.0,3733.0,184.0,12.0,727.0,1093.0,19.0,8764.0,6241.0,123.0,1.0,291.0,500.0,25864.0
2015-01-02 08:15:00+01:00,4023.0,9992.0,,1274.0,3947.0,184.0,12.0,72.0,1094.0,9.0,9143.0,6266.0,123.0,22.0,287.0,496.0,26193.0
2015-01-02 08:30:00+01:00,4022.0,10199.0,,1284.0,4009.0,184.0,11.0,1204.0,1093.0,46.0,9258.0,5931.0,123.0,46.0,290.0,472.0,26403.0
2015-01-02 08:45:00+01:00,4019.0,10135.0,,1272.0,4018.0,183.0,11.0,1416.0,1086.0,80.0,9556.0,5994.0,123.0,83.0,288.0,452.0,25979.0
2015-01-02 09:00:00+01:00,4017.0,10334.0,,1262.0,4091.0,184.0,11.0,1438.0,1083.0,19.0,9668.0,5972.0,123.0,139.0,273.0,424.0,25943.0
2015-01-02 09:15:00+01:00,4016.0,10755.0,,1289.0,4158.0,183.0,11.0,1658.0,1084.0,8.0,9673.0,6015.0,123.0,212.0,274.0,346.0,25892.0
2015-01-02 09:30:00+01:00,3997.0,11282.0,,1291.0,4167.0,184.0,11.0,1406.0,1079.0,5.0,9805.0,6208.0,123.0,278.0,270.0,331.0,25266.0
2015-01-02 09:45:00+01:00,3994.0,11508.0,,1294.0,4158.0,184.0,11.0,1291.0,1080.0,7.0,10093.0,6303.0,123.0,381.0,280.0,369.0,25166.0
2015-01-02 10:00:00+01:00,3996.0,11637.0,,1293.0,4174.0,184.0,10.0,1004.0,1081.0,6.0,10099.0,6140.0,123.0,484.0,291.0,403.0,25291.0
2015-01-02 10:15:00+01:00,4007.0,11822.0,,1295.0,4222.0,183.0,10.0,889.0,1082.0,8.0,10099.0,6156.0,123.0,604.0,290.0,387.0,25105.0
2015-01-02 10:30:00+01:00,3993.0,11986.0,,1297.0,4259.0,183.0,10.0,972.0,1079.0,12.0,10094.0,6250.0,123.0,724.0,273.0,396.0,25207.0
2015-01-02 10:45:00+01:00,3988.0,12072.0,,1300.0,4248.0,183.0,10.0,879.0,1080.0,12.0,10099.0,6030.0,125.0,855.0,288.0,438.0,25339.0
2015-01-02 11:00:00+01:00,3980.0,12181.0,,1310.0,4252.0,183.0,10.0,678.0,1087.0,14.0,10236.0,6069.0,126.0,987.0,290.0,443.0,25358.0
2015-01-02 11:15:00+01:00,3979.0,12276.0,,1324.0,4266.0,183.0,10.0,827.0,1088.0,26.0,10222.0,5990.0,126.0,1170.0,290.0,409.0,25356.0
2015-01-02 11:30:00+01:00,3977.0,12420.0,,1325.0,4259.0,183.0,10.0,719.0,1089.0,26.0,10230.0,5948.0,126.0,1346.0,289.0,399.0,25467.0
2015-01-02 11:45:00+01:00,3982.0,12560.0,,1315.0,4272.0,183.0,10.0,776.0,1077.0,31.0,10240.0,5968.0,126.0,1547.0,289.0,427.0,25382.0
2015-01-02 12:00:00+01:00,4004.0,12699.0,,1311.0,4279.0,183.0,10.0,1307.0,1078.0,32.0,10239.0,5962.0,126.0,1655.0,281.0,432.0,25300.0
2015-01-02 12:15:00+01:00,4013.0,12716.0,,1303.0,4284.0,185.0,10.0,1188.0,1078.0,27.0,10224.0,5697.0,126.0,1687.0,273.0,419.0,25202.0
2015-01-02 12:30:00+01:00,4018.0,12679.0,,1303.0,4282.0,185.0,10.0,957.0,1077.0,25.0,10249.0,5984.0,126.0,1755.0,282.0,401.0,25214.0
2015-01-02 12:45:00+01:00,4023.0,12392.0,,1302.0,4283.0,184.0,10.0,951.0,1076.0,25.0,10238.0,5597.0,126.0,1807.0,274.0,405.0,25195.0
2015-01-02 13:00:00+01:00,4015.0,12151.0,,1298.0,4275.0,184.0,10.0,1027.0,1073.0,26.0,10266.0,5461.0,126.0,1897.0,274.0,425.0,25209.0
2015-01-02 13:15:00+01:00,4005.0,12021.0,,1291.0,4209.0,184.0,10.0,804.0,1069.0,25.0,10264.0,5337.0,126.0,1949.0,278.0,427.0,25439.0
2015-01-02 13:30:00+01:00,4008.0,11770.0,,1286.0,3959.0,185.0,10.0,1176.0,1071.0,27.0,10248.0,5394.0,126.0,1938.0,284.0,425.0,25353.0
2015-01-02 13:45:00+01:00,4010.0,11626.0,,1279.0,3885.0,185.0,7.0,924.0,1074.0,27.0,10275.0,5501.0,126.0,1813.0,292.0,447.0,25452.0
