,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2015-10-02 17:00:00+02:00,0.0,20.0,,607.0,1355.0,22.0,0.0
2015-10-02 18:00:00+02:00,0.0,220.0,,1370.0,1355.0,5.0,0.0
2015-10-02 19:00:00+02:00,0.0,465.0,,2330.0,1356.0,0.0,1.0
2015-10-02 20:00:00+02:00,0.0,565.0,,1738.0,1359.0,0.0,1.0
2015-10-02 21:00:00+02:00,0.0,638.0,,1140.0,1359.0,0.0,2.0
2015-10-02 22:00:00+02:00,0.0,716.0,,1221.0,1361.0,0.0,1.0
2015-10-02 23:00:00+02:00,0.0,269.0,,656.0,1362.0,0.0,1.0
2015-10-03 00:00:00+02:00,0.0,170.0,,710.0,1362.0,0.0,3.0
2015-10-03 01:00:00+02:00,0.0,86.0,,569.0,1361.0,0.0,4.0
2015-10-03 02:00:00+02:00,0.0,49.0,,508.0,1363.0,0.0,4.0
2015-10-03 03:00:00+02:00,0.0,0.0,,468.0,1364.0,0.0,6.0
2015-10-03 04:00:00+02:00,0.0,0.0,,310.0,1364.0,0.0,6.0
2015-10-03 05:00:00+02:00,0.0,0.0,,328.0,1366.0,0.0,5.0
2015-10-03 06:00:00+02:00,0.0,0.0,,375.0,1366.0,0.0,8.0
2015-10-03 07:00:00+02:00,0.0,197.0,,540.0,1364.0,1.0,12.0
2015-10-03 08:00:00+02:00,0.0,189.0,,685.0,1364.0,16.0,8.0
2015-10-03 09:00:00+02:00,0.0,191.0,,861.0,1363.0,52.0,3.0
2015-10-03 10:00:00+02:00,0.0,212.0,,817.0,1362.0,85.0,3.0
2015-10-03 11:00:00+02:00,0.0,216.0,,749.0,1361.0,113.0,2.0
2015-10-03 12:00:00+02:00,0.0,348.0,,926.0,1359.0,124.0,2.0
2015-10-03 13:00:00+02:00,0.0,315.0,,851.0,1357.0,121.0,4.0
2015-10-03 14:00:00+02:00,0.0,276.0,,787.0,1357.0,106.0,3.0
2015-10-03 15:00:00+02:00,0.0,119.0,,942.0,1355.0,88.0,3.0
2015-10-03 16:00:00+02:00,0.0,0.0,,620.0,1353.0,60.0,3.0
2015-10-03 17:00:00+02:00,0.0,81.0,,731.0,1353.0,23.0,3.0
2015-10-03 18:00:00+02:00,0.0,496.0,,1065.0,1355.0,3.0,2.0
2015-10-03 19:00:00+02:00,0.0,722.0,,2356.0,1358.0,0.0,2.0
2015-10-03 20:00:00+02:00,0.0,553.0,,1224.0,1358.0,0.0,2.0
2015-10-03 21:00:00+02:00,0.0,232.0,,765.0,1356.0,0.0,0.0
2015-10-03 22:00:00+02:00,0.0,248.0,,848.0,1358.0,0.0,4.0
2015-10-03 23:00:00+02:00,0.0,190.0,,688.0,1359.0,0.0,9.0
2015-10-04 00:00:00+02:00,0.0,0.0,,725.0,1361.0,0.0,6.0
2015-10-04 01:00:00+02:00,0.0,0.0,,550.0,1360.0,0.0,11.0
2015-10-04 02:00:00+02:00,0.0,0.0,,539.0,1362.0,0.0,3.0
2015-10-04 03:00:00+02:00,0.0,0.0,,562.0,1361.0,0.0,2.0
2015-10-04 04:00:00+02:00,0.0,0.0,,579.0,1361.0,0.0,6.0
2015-10-04 05:00:00+02:00,0.0,0.0,,568.0,1362.0,0.0,4.0
2015-10-04 06:00:00+02:00,0.0,0.0,,573.0,1362.0,0.0,5.0
2015-10-04 07:00:00+02:00,0.0,0.0,,685.0,1363.0,0.0,6.0
2015-10-04 08:00:00+02:00,0.0,0.0,,891.0,1363.0,5.0,7.0
2015-10-04 09:00:00+02:00,0.0,0.0,,888.0,1363.0,24.0,4.0
2015-10-04 10:00:00+02:00,0.0,0.0,,611.0,1362.0,48.0,3.0
2015-10-04 11:00:00+02:00,0.0,0.0,,701.0,1362.0,80.0,3.0
2015-10-04 12:00:00+02:00,0.0,131.0,,1030.0,1361.0,100.0,1.0
2015-10-04 13:00:00+02:00,0.0,1.0,,636.0,1361.0,106.0,1.0
2015-10-04 14:00:00+02:00,0.0,0.0,,509.0,1360.0,104.0,1.0
2015-10-04 15:00:00+02:00,0.0,0.0,,498.0,1360.0,88.0,2.0
2015-10-04 16:00:00+02:00,0.0,0.0,,579.0,1359.0,62.0,1.0
2015-10-04 17:00:00+02:00,0.0,2.0,,823.0,1358.0,29.0,2.0
2015-10-04 18:00:00+02:00,0.0,233.0,,1047.0,1357.0,4.0,4.0
2015-10-04 19:00:00+02:00,0.0,603.0,,1593.0,1358.0,0.0,6.0
2015-10-04 20:00:00+02:00,0.0,370.0,,1153.0,1361.0,0.0,6.0
2015-10-04 21:00:00+02:00,0.0,316.0,,896.0,1362.0,0.0,6.0
2015-10-04 22:00:00+02:00,0.0,161.0,,743.0,1364.0,0.0,8.0
2015-10-04 23:00:00+02:00,0.0,6.0,,711.0,1364.0,0.0,11.0
2015-10-05 00:00:00+02:00,0.0,0.0,,604.0,1365.0,0.0,15.0
2015-10-05 01:00:00+02:00,0.0,0.0,,566.0,1365.0,0.0,14.0
2015-10-05 02:00:00+02:00,0.0,0.0,,590.0,1365.0,0.0,12.0
2015-10-05 03:00:00+02:00,0.0,0.0,,583.0,1365.0,0.0,16.0
2015-10-05 04:00:00+02:00,0.0,0.0,,571.0,1366.0,0.0,20.0
2015-10-05 05:00:00+02:00,0.0,0.0,,597.0,1366.0,0.0,20.0
2015-10-05 06:00:00+02:00,0.0,155.0,,729.0,1371.0,0.0,17.0
2015-10-05 07:00:00+02:00,0.0,679.0,,1623.0,1366.0,0.0,15.0
2015-10-05 08:00:00+02:00,0.0,581.0,,1975.0,1362.0,9.0,14.0
2015-10-05 09:00:00+02:00,0.0,556.0,,2131.0,1362.0,31.0,10.0
2015-10-05 10:00:00+02:00,0.0,662.0,,1922.0,1362.0,62.0,11.0
2015-10-05 11:00:00+02:00,0.0,606.0,,1872.0,1363.0,89.0,7.0
2015-10-05 12:00:00+02:00,0.0,559.0,,1507.0,1358.0,102.0,7.0
2015-10-05 13:00:00+02:00,0.0,562.0,,1340.0,1363.0,99.0,4.0
2015-10-05 14:00:00+02:00,0.0,597.0,,1528.0,1361.0,81.0,5.0
2015-10-05 15:00:00+02:00,0.0,595.0,,1190.0,1359.0,49.0,10.0
2015-10-05 16:00:00+02:00,0.0,361.0,,940.0,1357.0,27.0,18.0
2015-10-05 17:00:00+02:00,0.0,656.0,,950.0,1355.0,12.0,21.0
2015-10-05 18:00:00+02:00,0.0,516.0,,1772.0,1355.0,2.0,21.0
2015-10-05 19:00:00+02:00,0.0,696.0,,2441.0,1355.0,0.0,22.0
2015-10-05 20:00:00+02:00,0.0,681.0,,2264.0,1356.0,0.0,20.0
2015-10-05 21:00:00+02:00,0.0,415.0,,1134.0,1356.0,0.0,14.0
2015-10-05 22:00:00+02:00,0.0,332.0,,660.0,1356.0,0.0,15.0
2015-10-05 23:00:00+02:00,0.0,128.0,,612.0,1356.0,0.0,18.0
2015-10-06 00:00:00+02:00,0.0,0.0,,629.0,1356.0,0.0,17.0
2015-10-06 01:00:00+02:00,0.0,0.0,,575.0,1356.0,0.0,16.0
2015-10-06 02:00:00+02:00,0.0,0.0,,558.0,1356.0,0.0,10.0
2015-10-06 03:00:00+02:00,0.0,0.0,,522.0,1356.0,0.0,12.0
2015-10-06 04:00:00+02:00,0.0,0.0,,484.0,1357.0,0.0,8.0
2015-10-06 05:00:00+02:00,0.0,0.0,,547.0,1356.0,0.0,6.0
2015-10-06 06:00:00+02:00,0.0,115.0,,806.0,1356.0,0.0,13.0
2015-10-06 07:00:00+02:00,0.0,541.0,,1705.0,1355.0,0.0,14.0
2015-10-06 08:00:00+02:00,0.0,637.0,,1892.0,1355.0,7.0,15.0
2015-10-06 09:00:00+02:00,0.0,681.0,,2109.0,1354.0,24.0,17.0
2015-10-06 10:00:00+02:00,0.0,621.0,,2011.0,1352.0,37.0,7.0
2015-10-06 11:00:00+02:00,0.0,712.0,,2176.0,1351.0,43.0,5.0
2015-10-06 12:00:00+02:00,0.0,704.0,,1860.0,1352.0,32.0,15.0
2015-10-06 13:00:00+02:00,0.0,430.0,,1462.0,1354.0,21.0,21.0
2015-10-06 14:00:00+02:00,0.0,584.0,,999.0,1354.0,16.0,20.0
2015-10-06 15:00:00+02:00,0.0,556.0,,1014.0,1354.0,11.0,14.0
2015-10-06 16:00:00+02:00,0.0,635.0,,1290.0,1357.0,7.0,9.0
2015-10-06 17:00:00+02:00,0.0,600.0,,1809.0,1355.0,5.0,9.0
2015-10-06 18:00:00+02:00,0.0,678.0,,2467.0,1356.0,1.0,8.0
2015-10-06 19:00:00+02:00,0.0,704.0,,2575.0,1356.0,0.0,10.0
2015-10-06 20:00:00+02:00,0.0,436.0,,1466.0,1356.0,0.0,11.0
2015-10-06 21:00:00+02:00,0.0,212.0,,696.0,1356.0,0.0,12.0
2015-10-06 22:00:00+02:00,0.0,207.0,,607.0,1357.0,0.0,8.0
2015-10-06 23:00:00+02:00,0.0,46.0,,644.0,1357.0,0.0,9.0
2015-10-07 00:00:00+02:00,0.0,0.0,,725.0,2609.0,0.0,13.0
2015-10-07 01:00:00+02:00,0.0,0.0,,682.0,2606.0,0.0,12.0
2015-10-07 02:00:00+02:00,0.0,0.0,,719.0,2607.0,0.0,10.0
2015-10-07 03:00:00+02:00,0.0,0.0,,699.0,2606.0,0.0,14.0
2015-10-07 04:00:00+02:00,0.0,0.0,,651.0,2607.0,0.0,16.0
2015-10-07 05:00:00+02:00,0.0,0.0,,676.0,2602.0,0.0,18.0
2015-10-07 06:00:00+02:00,0.0,154.0,,956.0,2600.0,0.0,18.0
2015-10-07 07:00:00+02:00,0.0,949.0,,2127.0,2600.0,0.0,15.0
2015-10-07 08:00:00+02:00,0.0,1418.0,,2608.0,2601.0,5.0,15.0
2015-10-07 09:00:00+02:00,0.0,1402.0,,2216.0,2600.0,18.0,15.0
2015-10-07 10:00:00+02:00,0.0,1328.0,,1981.0,2603.0,33.0,17.0
2015-10-07 11:00:00+02:00,0.0,1190.0,,1993.0,2599.0,49.0,14.0
2015-10-07 12:00:00+02:00,0.0,760.0,,1639.0,2600.0,57.0,15.0
2015-10-07 13:00:00+02:00,0.0,628.0,,1723.0,2603.0,58.0,12.0
2015-10-07 14:00:00+02:00,0.0,681.0,,1737.0,2603.0,49.0,13.0
2015-10-07 15:00:00+02:00,0.0,349.0,,1202.0,2604.0,36.0,12.0
2015-10-07 16:00:00+02:00,0.0,567.0,,1030.0,2603.0,23.0,12.0
2015-10-07 17:00:00+02:00,0.0,431.0,,1007.0,2605.0,11.0,9.0
2015-10-07 18:00:00+02:00,0.0,1075.0,,2292.0,2610.0,2.0,6.0
2015-10-07 19:00:00+02:00,0.0,1606.0,,3125.0,2610.0,0.0,6.0
2015-10-07 20:00:00+02:00,0.0,1170.0,,1975.0,2615.0,0.0,7.0
2015-10-07 21:00:00+02:00,0.0,257.0,,1452.0,2616.0,0.0,9.0
2015-10-07 22:00:00+02:00,0.0,151.0,,1123.0,2618.0,0.0,7.0
2015-10-07 23:00:00+02:00,0.0,220.0,,1213.0,2620.0,0.0,9.0
2015-10-08 00:00:00+02:00,,63.0,,675.0,2622.0,0.0,7.0
2015-10-08 01:00:00+02:00,,10.0,,638.0,2622.0,0.0,4.0
2015-10-08 02:00:00+02:00,,8.0,,559.0,2621.0,0.0,3.0
2015-10-08 03:00:00+02:00,,12.0,,594.0,2623.0,0.0,2.0
2015-10-08 04:00:00+02:00,,10.0,,631.0,2624.0,0.0,1.0
2015-10-08 05:00:00+02:00,,33.0,,644.0,2624.0,0.0,1.0
2015-10-08 06:00:00+02:00,,608.0,,824.0,2622.0,0.0,0.0
2015-10-08 07:00:00+02:00,,1368.0,,1953.0,2623.0,0.0,0.0
2015-10-08 08:00:00+02:00,,1340.0,,2781.0,2629.0,9.0,0.0
2015-10-08 09:00:00+02:00,,1332.0,,2501.0,2628.0,30.0,0.0
2015-10-08 10:00:00+02:00,,1084.0,,2035.0,2620.0,56.0,0.0
2015-10-08 11:00:00+02:00,,1039.0,,1924.0,2606.0,74.0,0.0
2015-10-08 12:00:00+02:00,,890.0,,1759.0,2615.0,81.0,1.0
2015-10-08 13:00:00+02:00,,601.0,,1503.0,2610.0,75.0,2.0
2015-10-08 14:00:00+02:00,,550.0,,1595.0,2611.0,68.0,4.0
2015-10-08 15:00:00+02:00,,576.0,,1572.0,2610.0,58.0,6.0
2015-10-08 16:00:00+02:00,,532.0,,1598.0,2611.0,37.0,6.0
2015-10-08 17:00:00+02:00,,545.0,,1523.0,2610.0,19.0,5.0
2015-10-08 18:00:00+02:00,,1440.0,,2523.0,2610.0,4.0,4.0
2015-10-08 19:00:00+02:00,,1653.0,,3156.0,2612.0,0.0,4.0
2015-10-08 20:00:00+02:00,,1554.0,,2464.0,2612.0,0.0,4.0
2015-10-08 21:00:00+02:00,,358.0,,1386.0,2617.0,0.0,2.0
2015-10-08 22:00:00+02:00,,236.0,,1054.0,2618.0,0.0,2.0
2015-10-08 23:00:00+02:00,,169.0,,847.0,2619.0,0.0,3.0
2015-10-09 00:00:00+02:00,,19.0,,769.0,2622.0,0.0,3.0
2015-10-09 01:00:00+02:00,,4.0,,696.0,2623.0,0.0,3.0
2015-10-09 02:00:00+02:00,,0.0,,646.0,2624.0,0.0,3.0
2015-10-09 03:00:00+02:00,,0.0,,573.0,2624.0,0.0,3.0
2015-10-09 04:00:00+02:00,,0.0,,624.0,2625.0,0.0,4.0
2015-10-09 05:00:00+02:00,,295.0,,855.0,2626.0,0.0,4.0
2015-10-09 06:00:00+02:00,,977.0,,1456.0,2627.0,0.0,5.0
2015-10-09 07:00:00+02:00,,1679.0,,3088.0,2628.0,0.0,7.0
2015-10-09 08:00:00+02:00,,1800.0,,3333.0,2622.0,8.0,10.0
2015-10-09 09:00:00+02:00,,1706.0,,3381.0,2620.0,26.0,8.0
2015-10-09 10:00:00+02:00,,1499.0,,3344.0,2618.0,51.0,6.0
2015-10-09 11:00:00+02:00,,1190.0,,2946.0,2615.0,75.0,3.0
2015-10-09 12:00:00+02:00,,741.0,,1861.0,2610.0,89.0,1.0
2015-10-09 13:00:00+02:00,,654.0,,1404.0,2609.0,90.0,3.0
2015-10-09 14:00:00+02:00,,479.0,,1196.0,2607.0,84.0,4.0
2015-10-09 15:00:00+02:00,,364.0,,986.0,2605.0,73.0,6.0
2015-10-09 16:00:00+02:00,,340.0,,879.0,2603.0,49.0,6.0
2015-10-09 17:00:00+02:00,,500.0,,1433.0,2604.0,23.0,6.0
2015-10-09 18:00:00+02:00,,1216.0,,2615.0,2606.0,3.0,7.0
2015-10-09 19:00:00+02:00,,1570.0,,3148.0,2607.0,0.0,7.0
2015-10-09 20:00:00+02:00,,737.0,,2041.0,2611.0,0.0,6.0
2015-10-09 21:00:00+02:00,,330.0,,1082.0,2612.0,0.0,10.0
2015-10-09 22:00:00+02:00,,308.0,,1790.0,2614.0,0.0,13.0
2015-10-09 23:00:00+02:00,,212.0,,1050.0,2615.0,0.0,13.0
2015-10-10 00:00:00+02:00,,128.0,,719.0,2617.0,0.0,10.0
2015-10-10 01:00:00+02:00,,27.0,,676.0,2619.0,0.0,8.0
2015-10-10 02:00:00+02:00,,20.0,,638.0,2620.0,0.0,5.0
2015-10-10 03:00:00+02:00,,0.0,,618.0,2622.0,0.0,4.0
2015-10-10 04:00:00+02:00,,0.0,,631.0,2623.0,0.0,3.0
2015-10-10 05:00:00+02:00,,0.0,,618.0,2626.0,0.0,2.0
2015-10-10 06:00:00+02:00,,0.0,,583.0,2624.0,0.0,3.0
2015-10-10 07:00:00+02:00,,127.0,,703.0,2623.0,0.0,5.0
2015-10-10 08:00:00+02:00,,424.0,,975.0,2622.0,3.0,5.0
2015-10-10 09:00:00+02:00,,517.0,,1108.0,2620.0,11.0,4.0
2015-10-10 10:00:00+02:00,,550.0,,1006.0,2618.0,21.0,4.0
2015-10-10 11:00:00+02:00,,520.0,,837.0,2613.0,28.0,3.0
2015-10-10 12:00:00+02:00,,358.0,,817.0,2610.0,31.0,4.0
2015-10-10 13:00:00+02:00,,208.0,,832.0,2612.0,32.0,6.0
2015-10-10 14:00:00+02:00,,93.0,,753.0,2611.0,27.0,8.0
2015-10-10 15:00:00+02:00,,6.0,,731.0,2609.0,20.0,10.0
2015-10-10 16:00:00+02:00,,6.0,,710.0,2607.0,11.0,12.0
2015-10-10 17:00:00+02:00,,108.0,,722.0,2608.0,4.0,13.0
2015-10-10 18:00:00+02:00,,802.0,,1089.0,2609.0,0.0,16.0
2015-10-10 19:00:00+02:00,,898.0,,1101.0,2610.0,0.0,15.0
2015-10-10 20:00:00+02:00,,600.0,,976.0,2611.0,0.0,17.0
2015-10-10 21:00:00+02:00,,168.0,,813.0,2616.0,0.0,17.0
2015-10-10 22:00:00+02:00,,295.0,,725.0,2613.0,0.0,14.0
2015-10-10 23:00:00+02:00,,177.0,,605.0,2613.0,0.0,16.0
2015-10-11 00:00:00+02:00,,75.0,,578.0,2615.0,0.0,16.0
2015-10-11 01:00:00+02:00,,67.0,,583.0,2615.0,0.0,15.0
2015-10-11 02:00:00+02:00,,0.0,,544.0,2616.0,0.0,14.0
2015-10-11 03:00:00+02:00,,0.0,,514.0,2618.0,0.0,13.0
2015-10-11 04:00:00+02:00,,0.0,,573.0,2617.0,0.0,12.0
2015-10-11 05:00:00+02:00,,0.0,,576.0,2618.0,0.0,8.0
2015-10-11 06:00:00+02:00,,0.0,,531.0,2615.0,0.0,8.0
2015-10-11 07:00:00+02:00,,33.0,,584.0,2617.0,0.0,8.0
2015-10-11 08:00:00+02:00,,108.0,,574.0,2617.0,3.0,9.0
2015-10-11 09:00:00+02:00,,86.0,,537.0,2618.0,14.0,8.0
2015-10-11 10:00:00+02:00,,37.0,,519.0,2618.0,30.0,13.0
2015-10-11 11:00:00+02:00,,40.0,,557.0,2618.0,47.0,16.0
2015-10-11 12:00:00+02:00,,104.0,,533.0,2618.0,58.0,14.0
2015-10-11 13:00:00+02:00,,32.0,,502.0,2617.0,59.0,13.0
2015-10-11 14:00:00+02:00,,40.0,,536.0,2618.0,55.0,12.0
2015-10-11 15:00:00+02:00,,41.0,,562.0,2620.0,45.0,9.0
2015-10-11 16:00:00+02:00,,65.0,,525.0,2620.0,28.0,8.0
2015-10-11 17:00:00+02:00,,81.0,,586.0,2618.0,11.0,9.0
2015-10-11 18:00:00+02:00,,115.0,,719.0,2618.0,1.0,8.0
2015-10-11 19:00:00+02:00,,848.0,,1199.0,2619.0,0.0,14.0
2015-10-11 20:00:00+02:00,,467.0,,897.0,2619.0,0.0,15.0
2015-10-11 21:00:00+02:00,,241.0,,672.0,2621.0,0.0,16.0
2015-10-11 22:00:00+02:00,,318.0,,734.0,2621.0,0.0,16.0
2015-10-11 23:00:00+02:00,,201.0,,599.0,2621.0,0.0,13.0
2015-10-12 00:00:00+02:00,,169.0,,585.0,2622.0,0.0,8.0
2015-10-12 01:00:00+02:00,,138.0,,517.0,2623.0,0.0,6.0
2015-10-12 02:00:00+02:00,,112.0,,503.0,2626.0,0.0,4.0
2015-10-12 03:00:00+02:00,,108.0,,514.0,2627.0,0.0,3.0
2015-10-12 04:00:00+02:00,,128.0,,564.0,2627.0,0.0,3.0
2015-10-12 05:00:00+02:00,,183.0,,550.0,2628.0,0.0,2.0
2015-10-12 06:00:00+02:00,,419.0,,1184.0,2629.0,0.0,2.0
2015-10-12 07:00:00+02:00,,794.0,,1869.0,2628.0,0.0,2.0
2015-10-12 08:00:00+02:00,,1162.0,,2374.0,2628.0,8.0,2.0
2015-10-12 09:00:00+02:00,,1126.0,,2439.0,2628.0,33.0,1.0
2015-10-12 10:00:00+02:00,,883.0,,2068.0,2629.0,71.0,1.0
2015-10-12 11:00:00+02:00,,786.0,,1824.0,2626.0,111.0,1.0
2015-10-12 12:00:00+02:00,,558.0,,1357.0,2630.0,137.0,1.0
2015-10-12 13:00:00+02:00,,356.0,,1313.0,2618.0,139.0,2.0
2015-10-12 14:00:00+02:00,,281.0,,1436.0,2615.0,127.0,3.0
2015-10-12 15:00:00+02:00,,237.0,,1055.0,2616.0,95.0,4.0
2015-10-12 16:00:00+02:00,,310.0,,1104.0,2613.0,51.0,4.0
2015-10-12 17:00:00+02:00,,318.0,,1266.0,2613.0,19.0,4.0
2015-10-12 18:00:00+02:00,,774.0,,2101.0,2615.0,2.0,3.0
2015-10-12 19:00:00+02:00,,1577.0,,2979.0,2617.0,0.0,1.0
2015-10-12 20:00:00+02:00,,965.0,,1752.0,2619.0,0.0,1.0
2015-10-12 21:00:00+02:00,,350.0,,1103.0,2622.0,0.0,1.0
2015-10-12 22:00:00+02:00,,208.0,,914.0,2626.0,0.0,1.0
2015-10-12 23:00:00+02:00,,100.0,,819.0,2624.0,0.0,1.0
2015-10-13 00:00:00+02:00,,133.0,61.0,686.0,2626.0,0.0,1.0
2015-10-13 01:00:00+02:00,,116.0,61.0,603.0,2628.0,0.0,2.0
2015-10-13 02:00:00+02:00,,137.0,61.0,528.0,2628.0,0.0,3.0
2015-10-13 03:00:00+02:00,,142.0,61.0,544.0,2631.0,0.0,2.0
2015-10-13 04:00:00+02:00,,159.0,62.0,572.0,2629.0,0.0,2.0
2015-10-13 05:00:00+02:00,,199.0,61.0,639.0,2630.0,0.0,4.0
2015-10-13 06:00:00+02:00,,527.0,61.0,840.0,2627.0,0.0,2.0
2015-10-13 07:00:00+02:00,,1516.0,61.0,2300.0,2628.0,0.0,2.0
2015-10-13 08:00:00+02:00,,1982.0,62.0,2786.0,2629.0,3.0,1.0
2015-10-13 09:00:00+02:00,,1957.0,62.0,2846.0,2625.0,11.0,2.0
2015-10-13 10:00:00+02:00,,1942.0,62.0,2774.0,2632.0,19.0,2.0
2015-10-13 11:00:00+02:00,,1970.0,62.0,2793.0,2631.0,25.0,3.0
2015-10-13 12:00:00+02:00,,1932.0,62.0,2880.0,2629.0,27.0,5.0
2015-10-13 13:00:00+02:00,,2049.0,62.0,2907.0,2622.0,20.0,5.0
2015-10-13 14:00:00+02:00,,1775.0,63.0,2647.0,2618.0,16.0,6.0
2015-10-13 15:00:00+02:00,,1437.0,63.0,2042.0,2616.0,14.0,10.0
2015-10-13 16:00:00+02:00,,1165.0,62.0,1607.0,2617.0,9.0,12.0
2015-10-13 17:00:00+02:00,,1374.0,63.0,1768.0,2618.0,4.0,13.0
2015-10-13 18:00:00+02:00,,1842.0,63.0,2827.0,2622.0,1.0,12.0
2015-10-13 19:00:00+02:00,,1948.0,63.0,3123.0,2626.0,0.0,10.0
2015-10-13 20:00:00+02:00,,1858.0,63.0,2784.0,2631.0,0.0,8.0
2015-10-13 21:00:00+02:00,,1034.0,65.0,2089.0,2632.0,0.0,8.0
2015-10-13 22:00:00+02:00,,708.0,64.0,1516.0,2633.0,0.0,4.0
2015-10-13 23:00:00+02:00,,296.0,64.0,815.0,2634.0,0.0,4.0
2015-10-14 00:00:00+02:00,,135.0,65.0,877.0,2636.0,0.0,7.0
2015-10-14 01:00:00+02:00,,111.0,66.0,786.0,2636.0,0.0,6.0
2015-10-14 02:00:00+02:00,,108.0,67.0,839.0,2636.0,0.0,6.0
2015-10-14 03:00:00+02:00,,81.0,67.0,829.0,2636.0,0.0,5.0
2015-10-14 04:00:00+02:00,,92.0,66.0,833.0,2634.0,0.0,4.0
2015-10-14 05:00:00+02:00,,101.0,64.0,882.0,2636.0,0.0,2.0
2015-10-14 06:00:00+02:00,,672.0,65.0,1020.0,2634.0,0.0,1.0
2015-10-14 07:00:00+02:00,,1759.0,66.0,2361.0,2636.0,0.0,0.0
2015-10-14 08:00:00+02:00,,1925.0,66.0,2834.0,2640.0,9.0,0.0
2015-10-14 09:00:00+02:00,,1919.0,67.0,2780.0,2639.0,32.0,0.0
2015-10-14 10:00:00+02:00,,1968.0,68.0,2620.0,2638.0,56.0,0.0
2015-10-14 11:00:00+02:00,,1945.0,68.0,2908.0,2637.0,72.0,0.0
2015-10-14 12:00:00+02:00,,1836.0,69.0,2712.0,2634.0,77.0,1.0
2015-10-14 13:00:00+02:00,,1505.0,69.0,1969.0,2634.0,77.0,1.0
