,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2015-10-31 23:00:00+00:00,9674.0,6467.0,0.0,101.0,237.0,7115.0,2081.0,0.0,64.0,1053.0
2015-10-31 23:30:00+00:00,8708.0,6352.0,0.0,41.0,224.0,7221.0,2076.0,0.0,86.0,1065.0
2015-11-01 00:00:00+00:00,8065.0,6402.0,0.0,0.0,209.0,7254.0,2085.0,0.0,41.0,1051.0
2015-11-01 00:30:00+00:00,7999.0,6481.0,0.0,0.0,204.0,7255.0,2086.0,0.0,37.0,1000.0
2015-11-01 01:00:00+00:00,7486.0,6423.0,0.0,0.0,179.0,7251.0,2085.0,0.0,42.0,1071.0
2015-11-01 01:30:00+00:00,6895.0,5965.0,0.0,0.0,178.0,7326.0,2085.0,0.0,49.0,1218.0
2015-11-01 02:00:00+00:00,7071.0,5784.0,0.0,0.0,178.0,7316.0,2049.0,0.0,35.0,1253.0
2015-11-01 02:30:00+00:00,6755.0,5827.0,0.0,0.0,177.0,7323.0,2083.0,0.0,30.0,1278.0
2015-11-01 03:00:00+00:00,6387.0,5838.0,0.0,0.0,176.0,7314.0,2086.0,0.0,48.0,1186.0
2015-11-01 03:30:00+00:00,6045.0,5499.0,0.0,0.0,176.0,7324.0,2084.0,0.0,39.0,1173.0
2015-11-01 04:00:00+00:00,5970.0,5523.0,0.0,0.0,175.0,7210.0,2085.0,0.0,58.0,1170.0
2015-11-01 04:30:00+00:00,6038.0,5497.0,0.0,0.0,175.0,7141.0,2085.0,0.0,86.0,1159.0
2015-11-01 05:00:00+00:00,6021.0,5520.0,0.0,0.0,175.0,7140.0,2086.0,0.0,80.0,1249.0
2015-11-01 05:30:00+00:00,6027.0,5403.0,0.0,0.0,174.0,7133.0,2086.0,0.0,89.0,1227.0
2015-11-01 06:00:00+00:00,6641.0,5753.0,0.0,0.0,173.0,7160.0,2078.0,0.0,75.0,1327.0
2015-11-01 06:30:00+00:00,6910.0,5876.0,0.0,0.0,174.0,7272.0,2076.0,1.0,53.0,1396.0
2015-11-01 07:00:00+00:00,6763.0,6107.0,0.0,0.0,240.0,7280.0,2086.0,1.0,72.0,1396.0
2015-11-01 07:30:00+00:00,6691.0,5870.0,0.0,0.0,252.0,7292.0,2085.0,85.0,72.0,1413.0
2015-11-01 08:00:00+00:00,7195.0,6306.0,0.0,41.0,250.0,7294.0,2095.0,168.0,89.0,1444.0
2015-11-01 08:30:00+00:00,8266.0,6570.0,0.0,191.0,250.0,7283.0,2096.0,475.0,76.0,1485.0
2015-11-01 09:00:00+00:00,8868.0,7077.0,0.0,342.0,275.0,7312.0,2095.0,781.0,50.0,1502.0
2015-11-01 09:30:00+00:00,9975.0,6899.0,0.0,353.0,329.0,7315.0,2094.0,1148.0,49.0,1538.0
2015-11-01 10:00:00+00:00,10524.0,7255.0,0.0,359.0,340.0,7304.0,2095.0,1514.0,54.0,1546.0
2015-11-01 10:30:00+00:00,10895.0,7396.0,0.0,346.0,339.0,7315.0,2093.0,1836.0,78.0,1530.0
2015-11-01 11:00:00+00:00,10965.0,7562.0,0.0,475.0,295.0,7309.0,2091.0,2157.0,72.0,1556.0
2015-11-01 11:30:00+00:00,11357.0,7491.0,0.0,342.0,284.0,7316.0,2097.0,2391.0,84.0,1561.0
2015-11-01 12:00:00+00:00,11506.0,7587.0,0.0,359.0,292.0,7314.0,2094.0,2625.0,121.0,1605.0
2015-11-01 12:30:00+00:00,11503.0,7606.0,0.0,466.0,281.0,7358.0,2025.0,2577.0,110.0,1567.0
