,Fossil Gas,Solar,Wind Onshore
2015-06-01 00:00:00+02:00,0.0,0.0,8.0
2015-06-01 01:00:00+02:00,0.0,0.0,8.0
2015-06-01 02:00:00+02:00,0.0,0.0,6.0
2015-06-01 03:00:00+02:00,0.0,0.0,7.0
2015-06-01 04:00:00+02:00,0.0,0.0,6.0
2015-06-01 05:00:00+02:00,0.0,0.0,5.0
2015-06-01 06:00:00+02:00,0.0,6.0,6.0
2015-06-01 07:00:00+02:00,0.0,24.0,4.0
2015-06-01 08:00:00+02:00,0.0,48.0,3.0
2015-06-01 09:00:00+02:00,0.0,73.0,3.0
2015-06-01 10:00:00+02:00,0.0,91.0,3.0
2015-06-01 11:00:00+02:00,0.0,95.0,5.0
2015-06-01 12:00:00+02:00,0.0,91.0,7.0
2015-06-01 13:00:00+02:00,0.0,85.0,8.0
2015-06-01 14:00:00+02:00,0.0,78.0,10.0
2015-06-01 15:00:00+02:00,0.0,70.0,11.0
2015-06-01 16:00:00+02:00,0.0,59.0,11.0
2015-06-01 17:00:00+02:00,0.0,49.0,6.0
2015-06-01 18:00:00+02:00,0.0,30.0,7.0
2015-06-01 19:00:00+02:00,0.0,15.0,6.0
2015-06-01 20:00:00+02:00,0.0,3.0,10.0
2015-06-01 21:00:00+02:00,0.0,0.0,9.0
2015-06-01 22:00:00+02:00,0.0,0.0,8.0
2015-06-01 23:00:00+02:00,0.0,0.0,9.0
2015-06-02 00:00:00+02:00,0.0,0.0,10.0
2015-06-02 01:00:00+02:00,0.0,0.0,7.0
2015-06-02 02:00:00+02:00,0.0,0.0,9.0
2015-06-02 03:00:00+02:00,0.0,0.0,10.0
2015-06-02 04:00:00+02:00,0.0,0.0,6.0
2015-06-02 05:00:00+02:00,0.0,0.0,7.0
2015-06-02 06:00:00+02:00,0.0,5.0,7.0
2015-06-02 07:00:00+02:00,0.0,18.0,5.0
2015-06-02 08:00:00+02:00,0.0,41.0,4.0
2015-06-02 09:00:00+02:00,0.0,70.0,3.0
2015-06-02 10:00:00+02:00,0.0,102.0,2.0
2015-06-02 11:00:00+02:00,0.0,123.0,2.0
2015-06-02 12:00:00+02:00,0.0,132.0,4.0
2015-06-02 13:00:00+02:00,0.0,137.0,5.0
2015-06-02 14:00:00+02:00,0.0,136.0,6.0
2015-06-02 15:00:00+02:00,0.0,123.0,7.0
2015-06-02 16:00:00+02:00,0.0,104.0,7.0
2015-06-02 17:00:00+02:00,0.0,80.0,6.0
2015-06-02 18:00:00+02:00,0.0,50.0,7.0
2015-06-02 19:00:00+02:00,0.0,22.0,6.0
2015-06-02 20:00:00+02:00,0.0,5.0,4.0
2015-06-02 21:00:00+02:00,0.0,0.0,4.0
2015-06-02 22:00:00+02:00,0.0,0.0,4.0
2015-06-02 23:00:00+02:00,0.0,0.0,4.0
2015-06-03 00:00:00+02:00,0.0,0.0,6.0
