,Biomass,Fossil Brown coal/Lignite,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2016-01-01 01:00:00+02:00,5.0600000000000005,2560.86,0.0,1.488,24.732,0.0,2.3649999999999998
2016-01-01 02:00:00+02:00,4.83,2542.0,0.0,1.44,24.72,0.0,2.6839999999999997
2016-01-01 03:00:00+02:00,4.83,2448.52,0.0,1.44,24.744,0.0,2.772
2016-01-01 04:00:00+02:00,4.6000000000000005,2468.2000000000003,0.0,1.3920000000000001,24.732,0.0,2.673
2016-01-01 05:00:00+02:00,5.0600000000000005,2482.96,0.0,1.3920000000000001,24.732,0.0,2.5189999999999997
2016-01-01 06:00:00+02:00,4.83,2471.48,0.0,1.512,24.732,0.0,2.3649999999999998
2016-01-01 07:00:00+02:00,5.0600000000000005,2478.04,0.0,1.848,24.72,0.041,2.3979999999999997
2016-01-01 08:00:00+02:00,4.83,2449.34,0.0,2.712,24.744,3.075,2.189
2016-01-01 09:00:00+02:00,4.83,2445.2400000000002,0.0,2.736,24.744,11.849,1.7599999999999998
2016-01-01 10:00:00+02:00,5.29,2360.78,0.0,2.8080000000000003,24.72,20.336000000000002,1.5619999999999998
2016-01-01 11:00:00+02:00,4.83,2330.44,0.0,2.736,24.744,25.42,1.001
2016-01-01 12:00:00+02:00,5.75,2337.0,0.0,2.136,24.744,26.445,0.715
2016-01-01 13:00:00+02:00,5.29,2330.44,0.0,1.6560000000000001,24.72,24.436,0.46199999999999997
2016-01-01 14:00:00+02:00,4.83,2391.1200000000003,0.0,2.208,24.696,19.024,0.319
2016-01-01 15:00:00+02:00,5.0600000000000005,2519.86,0.216,2.232,24.72,10.004,0.16499999999999998
2016-01-01 16:00:00+02:00,4.6000000000000005,2461.6400000000003,9.0,3.912,24.732,1.8860000000000001,0.253
2016-01-01 17:00:00+02:00,4.6000000000000005,2751.92,15.216000000000001,4.128,24.72,0.0,0.418
2016-01-01 18:00:00+02:00,5.0600000000000005,2902.8,16.128,3.456,24.732,0.0,0.715
2016-01-01 19:00:00+02:00,5.29,2878.2000000000003,14.976,3.408,24.756,0.0,0.957
2016-01-01 20:00:00+02:00,5.5200000000000005,2888.86,11.040000000000001,2.088,24.756,0.0,1.21
2016-01-01 21:00:00+02:00,5.0600000000000005,2861.8,6.36,1.752,24.744,0.0,1.628
2016-01-01 22:00:00+02:00,4.83,2870.82,3.552,1.704,24.732,0.0,1.793
2016-01-01 23:00:00+02:00,4.6000000000000005,2791.28,0.456,1.704,24.72,0.0,1.914
2016-01-02 00:00:00+02:00,5.0600000000000005,2560.0400000000004,0.0,1.6560000000000001,24.72,0.0,3.718
2016-01-02 01:00:00+02:00,5.29,2565.78,0.0,1.512,24.732,0.0,4.169
2016-01-02 02:00:00+02:00,5.0600000000000005,2464.1000000000004,0.0,1.512,24.732,0.0,4.433
2016-01-02 03:00:00+02:00,5.0600000000000005,2555.94,0.0,1.512,24.744,0.0,4.499
2016-01-02 04:00:00+02:00,5.29,2554.3,0.0,1.536,24.744,0.0,4.465999999999999
2016-01-02 05:00:00+02:00,4.37,2536.26,0.0,1.56,24.744,0.0,5.0489999999999995
2016-01-02 06:00:00+02:00,5.0600000000000005,2439.5,0.0,1.584,24.72,0.0,5.17
2016-01-02 07:00:00+02:00,5.0600000000000005,2389.48,0.0,1.848,24.72,0.0,4.851
2016-01-02 08:00:00+02:00,5.0600000000000005,2566.6000000000004,0.0,1.968,24.732,1.8860000000000001,4.5649999999999995
2016-01-02 09:00:00+02:00,5.0600000000000005,2777.34,0.0,2.184,24.756,8.036,4.103
