,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2016-01-01 00:00:00+01:00,4.5840000000000005,0.768,8.832,36.204,0.0,0.033
2016-01-01 01:00:00+01:00,6.096,0.768,7.632000000000001,36.204,0.0,0.05499999999999999
2016-01-01 02:00:00+01:00,2.928,0.768,7.392,36.204,0.0,0.044
2016-01-01 03:00:00+01:00,2.7840000000000003,0.744,7.176,36.204,0.0,0.022
2016-01-01 04:00:00+01:00,2.328,0.744,7.08,36.192,0.0,0.011
2016-01-01 05:00:00+01:00,2.2560000000000002,0.744,7.416,36.192,0.0,0.0
2016-01-01 06:00:00+01:00,1.776,0.744,8.112,36.192,0.0,0.0
2016-01-01 07:00:00+01:00,1.44,0.744,7.8,36.192,0.0,0.0
2016-01-01 08:00:00+01:00,1.368,0.744,7.44,35.52,0.041,0.011
2016-01-01 09:00:00+01:00,1.8960000000000001,0.744,7.032,35.484,0.492,0.033
2016-01-01 10:00:00+01:00,2.16,0.744,7.224,35.46,1.107,0.044
2016-01-01 11:00:00+01:00,2.2800000000000002,0.744,7.2,35.448,1.558,0.05499999999999999
2016-01-01 12:00:00+01:00,3.216,0.744,7.392,35.748,1.681,0.022
2016-01-01 13:00:00+01:00,2.832,0.744,7.368,36.024,1.476,0.011
2016-01-01 14:00:00+01:00,3.192,0.744,7.824,36.084,0.9430000000000001,0.011
2016-01-01 15:00:00+01:00,3.048,0.744,8.232,35.568,0.328,0.033
2016-01-01 16:00:00+01:00,2.544,0.744,8.184000000000001,35.796,0.041,0.044
2016-01-01 17:00:00+01:00,10.44,0.744,10.008000000000001,36.156,0.0,0.05499999999999999
2016-01-01 18:00:00+01:00,9.504,0.744,9.84,36.18,0.0,0.05499999999999999
2016-01-01 19:00:00+01:00,9.024000000000001,0.744,8.52,36.156,0.0,0.066
2016-01-01 20:00:00+01:00,2.856,0.744,7.08,36.168,0.0,0.066
2016-01-01 21:00:00+01:00,2.8080000000000003,0.744,7.344,36.18,0.0,0.143
2016-01-01 22:00:00+01:00,2.4,0.744,7.68,36.18,0.0,0.176
2016-01-01 23:00:00+01:00,3.2880000000000003,0.744,7.824,36.204,0.0,0.21999999999999997
2016-01-02 00:00:00+01:00,2.136,0.744,7.152,35.94,0.0,0.27499999999999997
2016-01-02 01:00:00+01:00,2.976,0.744,7.2,35.508,0.0,0.23099999999999998
2016-01-02 02:00:00+01:00,1.6560000000000001,0.744,7.92,35.532000000000004,0.0,0.242
2016-01-02 03:00:00+01:00,1.872,0.768,7.464,35.508,0.0,0.242
2016-01-02 04:00:00+01:00,1.752,0.768,7.44,35.844,0.0,0.209
2016-01-02 05:00:00+01:00,1.848,0.768,6.648000000000001,35.988,0.0,0.176
2016-01-02 06:00:00+01:00,1.68,0.744,7.2,36.072,0.0,0.154
2016-01-02 07:00:00+01:00,2.592,0.72,7.368,36.168,0.0,0.143
2016-01-02 08:00:00+01:00,2.7840000000000003,0.744,7.68,36.204,0.041,0.16499999999999998
2016-01-02 09:00:00+01:00,3.072,0.72,7.248,36.18,0.246,0.121
2016-01-02 10:00:00+01:00,3.888,0.72,7.5840000000000005,36.168,0.656,0.132
2016-01-02 11:00:00+01:00,3.8160000000000003,0.744,7.656000000000001,36.204,0.984,0.154
2016-01-02 12:00:00+01:00,5.112,0.744,7.5600000000000005,36.18,0.8200000000000001,0.121
2016-01-02 13:00:00+01:00,4.32,0.744,7.92,36.18,0.5740000000000001,0.066
2016-01-02 14:00:00+01:00,4.392,0.744,8.328,36.168,0.369,0.088
2016-01-02 15:00:00+01:00,4.464,0.744,9.528,36.156,0.123,0.09899999999999999
2016-01-02 16:00:00+01:00,6.144,0.744,9.984,36.168,0.0,0.088
2016-01-02 17:00:00+01:00,11.664,0.768,11.496,36.132,0.0,0.121
2016-01-02 18:00:00+01:00,12.168000000000001,0.768,11.112,36.144,0.0,0.16499999999999998
2016-01-02 19:00:00+01:00,6.168,0.792,7.632000000000001,36.156,0.0,0.187
2016-01-02 20:00:00+01:00,3.024,0.792,7.704,36.168,0.0,0.176
2016-01-02 21:00:00+01:00,3.168,0.792,7.872,36.18,0.0,0.176
2016-01-02 22:00:00+01:00,3.0,0.8160000000000001,7.92,36.18,0.0,0.154
2016-01-02 23:00:00+01:00,3.48,0.864,7.6080000000000005,36.168,0.0,0.176
2016-01-03 00:00:00+01:00,3.192,0.912,7.704,36.18,0.0,0.143
2016-01-03 01:00:00+01:00,2.736,0.912,7.32,36.192,0.0,0.132
2016-01-03 02:00:00+01:00,2.184,0.912,7.176,36.168,0.0,0.10999999999999999
2016-01-03 03:00:00+01:00,2.616,0.888,7.176,36.192,0.0,0.088
2016-01-03 04:00:00+01:00,3.12,0.888,7.152,36.192,0.0,0.077
2016-01-03 05:00:00+01:00,2.856,0.888,7.176,36.18,0.0,0.143
2016-01-03 06:00:00+01:00,2.3040000000000003,0.864,7.656000000000001,36.156,0.0,0.09899999999999999
2016-01-03 07:00:00+01:00,2.472,0.864,7.68,36.156,0.0,0.09899999999999999
2016-01-03 08:00:00+01:00,2.088,0.864,7.656000000000001,36.18,0.082,0.066
2016-01-03 09:00:00+01:00,2.112,0.864,6.912,36.204,0.738,0.044
2016-01-03 10:00:00+01:00,2.976,0.864,7.056,36.192,1.804,0.044
2016-01-03 11:00:00+01:00,2.856,0.864,7.392,36.18,2.665,0.044
2016-01-03 12:00:00+01:00,2.736,0.864,7.464,36.168,2.7880000000000003,0.022
2016-01-03 13:00:00+01:00,2.856,0.864,7.704,36.168,2.378,0.044
2016-01-03 14:00:00+01:00,2.688,0.864,7.6080000000000005,36.18,1.5170000000000001,0.066
2016-01-03 15:00:00+01:00,2.2560000000000002,0.864,7.824,36.144,0.656,0.143
2016-01-03 16:00:00+01:00,4.152,0.864,8.544,36.156,0.082,0.209
2016-01-03 17:00:00+01:00,11.136000000000001,0.888,8.28,36.18,0.0,0.21999999999999997
2016-01-03 18:00:00+01:00,14.784,0.864,13.752,36.156,0.0,0.187
2016-01-03 19:00:00+01:00,13.704,0.888,8.52,36.204,0.0,0.286
2016-01-03 20:00:00+01:00,11.352,0.888,10.032,36.192,0.0,0.308
2016-01-03 21:00:00+01:00,4.896,0.888,10.344,36.228,0.0,0.319
2016-01-03 22:00:00+01:00,2.88,0.888,8.016,36.216,0.0,0.308
2016-01-03 23:00:00+01:00,2.496,0.888,8.424,36.216,0.0,0.286
2016-01-04 00:00:00+01:00,2.184,0.888,9.552,36.204,0.0,0.286
2016-01-04 01:00:00+01:00,1.872,0.888,8.928,36.252,0.0,0.286
2016-01-04 02:00:00+01:00,2.112,0.888,9.288,36.276,0.0,0.264
2016-01-04 03:00:00+01:00,2.016,0.912,9.168000000000001,36.300000000000004,0.0,0.286
2016-01-04 04:00:00+01:00,1.728,0.912,8.856,36.264,0.0,0.27499999999999997
2016-01-04 05:00:00+01:00,1.584,0.936,8.64,36.228,0.0,0.297
2016-01-04 06:00:00+01:00,1.92,0.912,8.736,36.216,0.0,0.286
2016-01-04 07:00:00+01:00,4.056,0.864,10.968,36.18,0.0,0.23099999999999998
2016-01-04 08:00:00+01:00,13.752,0.912,13.608,36.132,0.041,0.154
2016-01-04 09:00:00+01:00,14.424,0.936,17.088,36.132,0.28700000000000003,0.187
2016-01-04 10:00:00+01:00,10.536,1.032,15.528,36.132,0.779,0.209
2016-01-04 11:00:00+01:00,9.408,1.2,18.528,36.132,1.312,0.19799999999999998
2016-01-04 12:00:00+01:00,6.48,1.464,12.24,36.132,1.353,0.209
2016-01-04 13:00:00+01:00,3.096,1.512,11.76,36.156,1.3940000000000001,0.23099999999999998
2016-01-04 14:00:00+01:00,5.328,1.368,12.096,36.12,1.1480000000000001,0.21999999999999997
2016-01-04 15:00:00+01:00,5.784,1.368,12.72,36.12,0.6970000000000001,0.187
2016-01-04 16:00:00+01:00,15.0,1.32,21.576,36.168,0.123,0.16499999999999998
2016-01-04 17:00:00+01:00,21.072,1.296,37.488,36.144,0.0,0.209
2016-01-04 18:00:00+01:00,17.304000000000002,1.272,34.992,36.144,0.0,0.187
2016-01-04 19:00:00+01:00,13.032,1.272,25.632,36.144,0.0,0.19799999999999998
2016-01-04 20:00:00+01:00,11.904,1.248,14.496,36.156,0.0,0.19799999999999998
2016-01-04 21:00:00+01:00,3.12,1.248,9.624,36.156,0.0,0.187
2016-01-04 22:00:00+01:00,3.912,1.2,9.816,36.204,0.0,0.154
2016-01-04 23:00:00+01:00,2.736,1.176,10.392,36.192,0.0,0.176
2016-01-05 00:00:00+01:00,4.5840000000000005,1.176,8.112,36.228,0.0,0.176
2016-01-05 01:00:00+01:00,4.776,1.176,7.776,36.216,0.0,0.176
2016-01-05 02:00:00+01:00,3.936,1.176,7.5600000000000005,36.216,0.0,0.154
2016-01-05 03:00:00+01:00,3.84,1.176,7.44,36.18,0.0,0.121
2016-01-05 04:00:00+01:00,3.36,1.176,7.152,36.192,0.0,0.176
2016-01-05 05:00:00+01:00,4.152,1.176,7.464,36.168,0.0,0.209
2016-01-05 06:00:00+01:00,8.040000000000001,1.1280000000000001,9.144,36.12,0.0,0.21999999999999997
2016-01-05 07:00:00+01:00,8.616,1.056,13.488,36.108000000000004,0.0,0.21999999999999997
2016-01-05 08:00:00+01:00,18.936,1.032,23.64,36.132,0.041,0.154
2016-01-05 09:00:00+01:00,20.448,1.08,35.016,36.168,0.656,0.143
2016-01-05 10:00:00+01:00,21.36,1.104,36.144,36.144,1.5170000000000001,0.209
2016-01-05 11:00:00+01:00,19.752,1.104,26.088,36.108000000000004,2.173,0.176
2016-01-05 12:00:00+01:00,13.056000000000001,1.104,17.304000000000002,36.096000000000004,2.87,0.187
2016-01-05 13:00:00+01:00,11.928,1.104,12.528,36.084,2.87,0.187
2016-01-05 14:00:00+01:00,12.624,1.104,15.576,36.084,2.2960000000000003,0.132
2016-01-05 15:00:00+01:00,12.648,1.104,18.072,36.084,1.2710000000000001,0.154
2016-01-05 16:00:00+01:00,18.408,1.104,36.048,36.096000000000004,0.20500000000000002,0.154
2016-01-05 17:00:00+01:00,26.136,1.104,52.704,36.144,0.0,0.23099999999999998
2016-01-05 18:00:00+01:00,27.528000000000002,1.104,45.984,36.168,0.0,0.209
2016-01-05 19:00:00+01:00,17.688,1.104,28.752,36.144,0.0,0.143
2016-01-05 20:00:00+01:00,11.232000000000001,1.104,25.272000000000002,36.132,0.0,0.19799999999999998
2016-01-05 21:00:00+01:00,7.968,1.104,13.56,36.156,0.0,0.176
2016-01-05 22:00:00+01:00,5.472,1.104,9.84,36.18,0.0,0.121
2016-01-05 23:00:00+01:00,4.824,1.08,8.64,36.216,0.0,0.05499999999999999
2016-01-06 00:00:00+01:00,3.6,1.08,9.192,36.216,0.0,0.088
2016-01-06 01:00:00+01:00,2.928,1.08,8.784,36.204,0.0,0.10999999999999999
2016-01-06 02:00:00+01:00,2.544,1.08,8.592,36.24,0.0,0.077
2016-01-06 03:00:00+01:00,3.12,1.08,9.408,36.216,0.0,0.066
2016-01-06 04:00:00+01:00,2.7840000000000003,1.056,9.048,36.192,0.0,0.088
2016-01-06 05:00:00+01:00,3.12,1.056,9.408,36.192,0.0,0.10999999999999999
2016-01-06 06:00:00+01:00,5.5440000000000005,1.032,10.608,36.18,0.0,0.132
2016-01-06 07:00:00+01:00,8.688,0.984,13.776,36.192,0.0,0.121
2016-01-06 08:00:00+01:00,13.68,0.888,17.52,36.18,0.164,0.143
2016-01-06 09:00:00+01:00,14.496,0.888,15.24,36.18,1.0250000000000001,0.154
2016-01-06 10:00:00+01:00,13.488,0.888,16.56,36.156,2.132,0.09899999999999999
2016-01-06 11:00:00+01:00,12.768,0.888,11.040000000000001,36.168,2.829,0.05499999999999999
2016-01-06 12:00:00+01:00,8.976,1.056,10.176,36.18,2.501,0.033
2016-01-06 13:00:00+01:00,4.368,1.2,10.248,36.144,2.009,0.022
2016-01-06 14:00:00+01:00,3.024,1.2,10.968,36.108000000000004,1.435,0.022
