,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2015-12-01 00:00:00+01:00,9.43,262.15,640.4200000000001,13.927,0.0,181.67734000000002,9.564,18.194
2015-12-01 01:00:00+01:00,9.43,250.88,545.3000000000001,13.193999999999999,0.0,181.67734000000002,10.092,20.558999999999997
2015-12-01 02:00:00+01:00,9.200000000000001,250.88,537.1,13.927,0.0,181.67734000000002,10.704,22.572
2015-12-01 03:00:00+01:00,9.43,255.29,552.6800000000001,14.66,0.0,178.91068,10.932,22.781
2015-12-01 04:00:00+01:00,9.43,261.17,572.36,13.193999999999999,0.0,177.06624,10.956,23.54
2015-12-01 05:00:00+01:00,9.66,264.6,706.0200000000001,16.858999999999998,0.0,182.59956,10.908,23.462999999999997
2015-12-01 06:00:00+01:00,9.43,251.85999999999999,760.96,16.126,0.0,157.69962,9.816,21.648
2015-12-01 07:00:00+01:00,9.43,287.63,857.72,15.392999999999999,0.0,158.62184000000002,9.792,20.823
2015-12-01 08:00:00+01:00,9.43,275.87,930.7,13.927,0.123,175.2218,10.728,20.493
2015-12-01 09:00:00+01:00,9.66,253.82,964.32,15.392999999999999,1.6400000000000001,172.45514,9.816,18.557
2015-12-01 10:00:00+01:00,9.43,267.05,997.94,19.058,3.7310000000000003,177.98846,9.78,18.172
2015-12-01 11:00:00+01:00,9.89,285.18,1012.7,21.256999999999998,4.92,190.89954,9.72,15.84
2015-12-01 12:00:00+01:00,9.66,292.53,1047.96,21.256999999999998,5.166,174.29958000000002,9.78,14.157
2015-12-01 13:00:00+01:00,9.66,298.40999999999997,1066.0,19.791,3.9770000000000003,176.14402,9.672,12.87
2015-12-01 14:00:00+01:00,9.66,288.61,1038.1200000000001,18.325,1.8860000000000001,174.29958000000002,9.636000000000001,11.176
2015-12-01 15:00:00+01:00,9.89,299.88,1149.64,19.791,0.246,177.98846,9.204,8.437
2015-12-01 16:00:00+01:00,9.66,332.21999999999997,1327.5800000000002,16.858999999999998,0.0,187.21066000000002,8.1,6.27
2015-12-01 17:00:00+01:00,9.43,422.38,1422.7,13.927,0.0,185.36622,7.008,5.005
2015-12-01 18:00:00+01:00,8.280000000000001,434.14,1447.3000000000002,13.927,0.0,182.59956,5.304,4.234999999999999
