,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2015-08-31 23:00:00+01:00,75.67,707.0699999999999,1439.1000000000001,6.864,15.624,0.0,37.720000000000006,0.0,6.358
2015-09-01 00:00:00+01:00,76.82000000000001,518.91,1439.92,0.024,10.176,0.0,39.36,0.0,5.7749999999999995
2015-09-01 01:00:00+01:00,75.9,490.0,1439.1000000000001,0.0,3.336,0.0,37.720000000000006,0.0,5.401
2015-09-01 02:00:00+01:00,74.75,456.68,1440.74,0.0,0.28800000000000003,0.0,37.720000000000006,0.0,5.577
2015-09-01 03:00:00+01:00,75.44,450.8,1441.5600000000002,0.0,2.736,0.12,38.540000000000006,0.0,4.653
2015-09-01 04:00:00+01:00,74.98,441.49,1441.5600000000002,0.0,3.504,0.024,37.720000000000006,0.0,3.311
2015-09-01 05:00:00+01:00,74.98,514.01,1440.74,0.07200000000000001,5.376,0.6,38.540000000000006,0.0,2.6399999999999997
2015-09-01 06:00:00+01:00,75.21000000000001,626.71,1440.74,3.648,14.040000000000001,1.224,38.540000000000006,0.0,2.9589999999999996
2015-09-01 07:00:00+01:00,73.60000000000001,1065.26,1441.5600000000002,0.0,12.192,0.0,31.160000000000004,0.28700000000000003,3.3329999999999997
2015-09-01 08:00:00+01:00,73.60000000000001,1260.77,1441.5600000000002,6.216,16.2,0.624,30.340000000000003,1.968,3.377
2015-09-01 09:00:00+01:00,73.14,1283.31,1441.5600000000002,7.032,16.584,1.08,30.340000000000003,4.018,2.904
2015-09-01 10:00:00+01:00,71.99000000000001,1289.68,1440.74,9.36,20.568,4.656,29.520000000000003,6.765000000000001,1.936
2015-09-01 11:00:00+01:00,73.37,1310.26,1441.5600000000002,15.816,20.328,8.208,30.340000000000003,9.389000000000001,1.738
2015-09-01 12:00:00+01:00,73.37,1295.56,1440.74,15.048,18.984,8.040000000000001,31.160000000000004,11.316,1.9029999999999998
2015-09-01 13:00:00+01:00,73.60000000000001,1279.8799999999999,1440.74,11.088000000000001,18.048000000000002,1.176,31.160000000000004,12.3,2.629
2015-09-01 14:00:00+01:00,72.68,1239.7,1440.74,7.272,17.184,0.744,31.160000000000004,12.423,4.311999999999999
2015-09-01 15:00:00+01:00,72.22,1216.18,1440.74,7.224,18.12,0.744,31.160000000000004,11.89,6.072
2015-09-01 16:00:00+01:00,71.76,1209.32,1439.92,7.128,18.168,0.936,31.160000000000004,10.865,7.832
2015-09-01 17:00:00+01:00,71.99000000000001,1184.82,1440.74,7.128,16.536,2.112,30.340000000000003,8.528,9.878
2015-09-01 18:00:00+01:00,73.14,1219.12,1441.5600000000002,7.2,16.008,2.2560000000000002,30.340000000000003,4.551,11.286
2015-09-01 19:00:00+01:00,73.37,1291.1499999999999,1442.38,13.200000000000001,18.72,3.0,31.160000000000004,0.738,11.505999999999998
2015-09-01 20:00:00+01:00,73.60000000000001,1418.06,1440.74,20.184,21.432000000000002,9.192,31.160000000000004,0.0,10.978
2015-09-01 21:00:00+01:00,74.06,1353.87,1442.38,12.816,20.688,1.608,34.440000000000005,0.0,10.032
2015-09-01 22:00:00+01:00,75.21000000000001,1041.74,1442.38,7.248,19.704,2.664,37.720000000000006,0.0,9.394
2015-09-01 23:00:00+01:00,75.21000000000001,829.08,1442.38,1.272,13.296000000000001,0.024,37.720000000000006,0.0,8.448
2015-09-02 00:00:00+01:00,75.44,497.84,1441.5600000000002,0.168,11.496,0.0,37.720000000000006,0.0,7.26
2015-09-02 01:00:00+01:00,74.98,444.43,1439.92,0.0,5.5680000000000005,0.0,38.540000000000006,0.0,6.885999999999999
2015-09-02 02:00:00+01:00,72.91,465.01,1440.74,0.0,1.008,0.0,38.540000000000006,0.0,6.919
2015-09-02 03:00:00+01:00,74.29,466.96999999999997,1440.74,0.0,0.28800000000000003,0.0,39.36,0.0,7.271
2015-09-02 04:00:00+01:00,73.83,464.03,1439.92,0.0,0.24,0.0,37.720000000000006,0.0,7.2379999999999995
2015-09-02 05:00:00+01:00,74.52000000000001,531.65,1439.92,0.07200000000000001,4.5360000000000005,0.048,37.720000000000006,0.0,7.678
2015-09-02 06:00:00+01:00,76.36,769.79,1439.92,4.728,9.36,0.984,38.540000000000006,0.0,7.281999999999999
2015-09-02 07:00:00+01:00,74.75,1115.73,1440.74,5.256,10.968,1.608,37.720000000000006,0.533,6.545
2015-09-02 08:00:00+01:00,73.83,1421.0,1440.74,8.112,14.64,1.944,36.900000000000006,3.7720000000000002,5.654
2015-09-02 09:00:00+01:00,71.76,1412.18,1439.92,9.648,20.64,2.928,37.720000000000006,6.806,5.071
2015-09-02 10:00:00+01:00,65.09,1460.2,1439.92,12.6,17.808,1.3920000000000001,37.720000000000006,9.266,4.532
2015-09-02 11:00:00+01:00,63.480000000000004,1449.91,1440.74,12.384,22.632,1.536,38.540000000000006,11.521,4.367
