,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2016-06-01 00:00:00+02:00,53.82,115.14999999999999,2152.08,527.26,0.733,25.498,9.672,129.696,14.904,6636.26,0.0,47.03322,15.18
2016-06-01 01:00:00+02:00,55.660000000000004,124.95,1894.34,478.06000000000006,0.0,25.308,15.264000000000001,123.432,10.536,6419.780000000001,0.0,46.111000000000004,14.113
2016-06-01 02:00:00+02:00,57.96,115.14999999999999,1884.05,600.24,0.0,25.308,5.928,117.696,10.224,6312.360000000001,0.0,47.03322,13.596
2016-06-01 03:00:00+02:00,57.96,121.52,1881.6,602.7,0.0,25.346,10.248,116.49600000000001,10.536,6257.42,0.0,47.03322,11.033
2016-06-01 04:00:00+02:00,58.190000000000005,136.71,2006.55,601.88,0.0,25.346,10.368,114.696,10.488,6455.040000000001,0.0,47.03322,8.151
2016-06-01 05:00:00+02:00,57.96,123.97,2136.4,588.76,0.0,25.346,10.512,117.768,12.192,6650.200000000001,0.123,47.95544,8.426
2016-06-01 06:00:00+02:00,58.42,127.39999999999999,2464.21,584.6600000000001,0.0,25.346,12.0,131.016,18.384,7059.38,15.416,47.95544,8.866
2016-06-01 07:00:00+02:00,58.190000000000005,137.2,2933.63,624.84,0.0,25.346,22.632,144.576,24.096,8136.040000000001,59.286,46.111000000000004,9.559
2016-06-01 08:00:00+02:00,58.42,154.35,3461.36,682.24,0.0,25.65,35.448,159.336,29.064,9076.58,123.697,47.95544,8.315999999999999
2016-06-01 09:00:00+02:00,58.650000000000006,160.23,3538.29,812.6200000000001,2.932,25.954,37.896,163.416,33.072,9145.460000000001,167.44400000000002,42.42212,8.921
2016-06-01 10:00:00+02:00,59.11,165.13,3550.0499999999997,804.4200000000001,11.728,25.916,43.752,163.20000000000002,32.112,9114.300000000001,196.67700000000002,46.111000000000004,14.168
2016-06-01 11:00:00+02:00,59.11,150.43,3395.7,927.4200000000001,19.058,25.84,42.072,157.584,29.472,8997.86,222.466,47.03322,15.004
2016-06-01 12:00:00+02:00,58.190000000000005,156.31,3130.61,1052.0600000000002,38.116,25.992,31.056,151.17600000000002,24.12,8541.12,238.21,46.111000000000004,10.615
2016-06-01 13:00:00+02:00,58.42,140.63,3299.17,1107.0,43.247,25.954,29.784,149.304,21.84,8512.42,233.61800000000002,47.03322,8.382
2016-06-01 14:00:00+02:00,57.96,149.45,3423.14,1107.0,43.247,26.029999999999998,37.224000000000004,151.536,25.464000000000002,8707.58,219.514,46.111000000000004,10.593
2016-06-01 15:00:00+02:00,57.730000000000004,121.03,3563.2799999999997,1103.72,43.247,25.954,27.216,153.768,28.728,8920.78,203.36,47.03322,13.441999999999998
2016-06-01 16:00:00+02:00,57.27,114.66,3773.98,1097.98,43.247,25.878,26.52,156.096,35.616,8908.480000000001,185.115,47.03322,16.192
