,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2015-06-01 00:00:00+02:00,151.41,43.272,190.92000000000002,80.36,2.9589999999999996
2015-06-01 01:00:00+02:00,151.41,43.272,169.296,85.28,3.4869999999999997
2015-06-01 02:00:00+02:00,148.96,43.2,163.12800000000001,81.18,3.586
2015-06-01 03:00:00+02:00,150.43,43.368,161.592,72.16000000000001,3.432
2015-06-01 04:00:00+02:00,151.41,43.416000000000004,176.112,85.28,3.5199999999999996
2015-06-01 05:00:00+02:00,151.41,43.272,210.912,84.46000000000001,3.388
2015-06-01 06:00:00+02:00,151.9,43.944,283.224,84.46000000000001,3.146
2015-06-01 07:00:00+02:00,153.85999999999999,43.824,354.624,83.64,3.5199999999999996
2015-06-01 08:00:00+02:00,152.88,43.2,359.904,83.64,3.6409999999999996
2015-06-01 09:00:00+02:00,151.9,43.488,351.576,97.58000000000001,3.7289999999999996
2015-06-01 10:00:00+02:00,151.41,43.848,350.232,84.46000000000001,4.125
2015-06-01 11:00:00+02:00,153.37,43.848,349.752,85.28,4.004
2015-06-01 12:00:00+02:00,152.88,43.800000000000004,351.48,88.56,3.9709999999999996
2015-06-01 13:00:00+02:00,152.88,43.704,346.344,87.74000000000001,3.9269999999999996
2015-06-01 14:00:00+02:00,152.88,43.872,355.752,100.04,4.7299999999999995
2015-06-01 15:00:00+02:00,153.37,43.752,358.32,100.04,4.718999999999999
2015-06-01 16:00:00+02:00,153.37,43.584,346.176,93.48,4.872999999999999
2015-06-01 17:00:00+02:00,152.88,43.824,348.264,80.36,4.598
2015-06-01 18:00:00+02:00,153.85999999999999,43.848,354.12,75.44000000000001,4.543
2015-06-01 19:00:00+02:00,153.85999999999999,43.824,354.6,69.7,4.5649999999999995
2015-06-01 20:00:00+02:00,153.85999999999999,43.896,357.168,69.7,4.795999999999999
2015-06-01 21:00:00+02:00,154.35,43.92,358.848,65.60000000000001,5.148
2015-06-01 22:00:00+02:00,155.82,43.992000000000004,351.36,70.52000000000001,5.1259999999999994
2015-06-01 23:00:00+02:00,155.82,43.872,304.488,76.26,5.598999999999999
2015-06-02 00:00:00+02:00,155.32999999999998,43.896,254.616,74.62,6.116
2015-06-02 01:00:00+02:00,154.84,43.848,224.808,74.62,6.116
2015-06-02 02:00:00+02:00,155.82,43.608000000000004,209.208,71.34,6.3469999999999995
2015-06-02 03:00:00+02:00,155.82,43.704,196.728,63.96000000000001,6.236999999999999
2015-06-02 04:00:00+02:00,154.84,43.704,196.44,63.14000000000001,5.994999999999999
2015-06-02 05:00:00+02:00,154.84,43.776,218.784,63.14000000000001,5.093
2015-06-02 06:00:00+02:00,154.35,44.256,296.16,68.88000000000001,4.422
2015-06-02 07:00:00+02:00,153.85999999999999,44.136,363.0,92.66000000000001,4.092
2015-06-02 08:00:00+02:00,152.88,43.968,371.232,76.26,3.8609999999999998
2015-06-02 09:00:00+02:00,151.9,44.232,354.384,95.94000000000001,3.6519999999999997
2015-06-02 10:00:00+02:00,154.35,42.36,336.936,97.58000000000001,3.1239999999999997
2015-06-02 11:00:00+02:00,153.37,42.6,329.32800000000003,92.66000000000001,2.9259999999999997
2015-06-02 12:00:00+02:00,154.35,42.84,310.656,84.46000000000001,3.2449999999999997
2015-06-02 13:00:00+02:00,154.35,43.056,298.8,94.30000000000001,3.586
2015-06-02 14:00:00+02:00,154.35,43.08,289.56,95.12,4.356
2015-06-02 15:00:00+02:00,153.85999999999999,43.08,286.68,91.02000000000001,4.465999999999999
2015-06-02 16:00:00+02:00,152.39,43.008,286.176,99.22000000000001,4.917
2015-06-02 17:00:00+02:00,152.88,43.2,304.08,99.22000000000001,4.862
2015-06-02 18:00:00+02:00,153.85999999999999,43.224000000000004,317.712,99.22000000000001,4.653
2015-06-02 19:00:00+02:00,154.35,43.224000000000004,313.656,104.96000000000001,4.6419999999999995
2015-06-02 20:00:00+02:00,154.84,43.128,300.6,103.32000000000001,4.136
2015-06-02 21:00:00+02:00,154.84,43.2,281.688,97.58000000000001,4.059
2015-06-02 22:00:00+02:00,155.32999999999998,43.152,262.848,104.96000000000001,3.6519999999999997
2015-06-02 23:00:00+02:00,155.32999999999998,43.056,227.68800000000002,104.96000000000001,4.069999999999999
