,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2015-09-01 00:00:00+02:00,63.02,1254.4,332.92,0.0,1.3920000000000001,0.12,17.268,256.66,0.0,208.42172000000002,3.96,1.6609999999999998
2015-09-01 01:00:00+02:00,62.790000000000006,1201.97,333.74,0.0,13.368,0.24,17.28,315.70000000000005,0.0,206.57728,4.356,1.133
2015-09-01 02:00:00+02:00,62.1,1196.58,331.28000000000003,0.0,22.392,0.432,17.316,319.8,0.0,195.51064,3.684,1.21
2015-09-01 03:00:00+02:00,61.410000000000004,1204.42,343.58000000000004,0.0,23.328,0.48,17.34,316.52000000000004,0.0,201.04396,3.624,1.1769999999999998
2015-09-01 04:00:00+02:00,61.410000000000004,1202.95,345.22,0.0,21.528,0.264,17.34,318.16,0.0,210.26616,3.06,0.968
2015-09-01 05:00:00+02:00,61.870000000000005,1221.08,343.58000000000004,0.0,15.552,0.048,17.424,298.48,0.0,210.26616,2.448,0.858
2015-09-01 06:00:00+02:00,62.1,1480.78,343.58000000000004,0.0,5.184,0.048,17.472,323.90000000000003,0.0,201.04396,2.112,0.957
2015-09-01 07:00:00+02:00,61.870000000000005,1717.45,337.02000000000004,0.0,1.824,0.048,17.46,445.26000000000005,0.5740000000000001,184.44400000000002,2.2920000000000003,1.716
2015-09-01 08:00:00+02:00,61.870000000000005,1818.3899999999999,333.74,0.0,1.2,0.07200000000000001,17.376,511.68000000000006,4.469,196.43286,2.904,2.101
2015-09-01 09:00:00+02:00,62.790000000000006,1833.58,343.58000000000004,0.0,6.864,0.12,17.304000000000002,537.9200000000001,11.193,201.96618,2.868,1.98
2015-09-01 10:00:00+02:00,63.02,1855.1399999999999,351.78000000000003,0.0,7.176,0.168,17.316,542.0200000000001,15.006,205.65506000000002,4.26,1.793
2015-09-01 11:00:00+02:00,62.1,1826.23,355.06,22.723,13.776,0.216,17.412,538.74,20.295,206.57728,4.572,1.628
2015-09-01 12:00:00+02:00,62.56,1802.22,363.26000000000005,63.038,5.928,0.168,17.424,526.44,29.315,210.26616,4.0200000000000005,1.65
2015-09-01 13:00:00+02:00,62.330000000000005,1786.54,350.96000000000004,21.99,1.608,0.07200000000000001,17.424,511.68000000000006,34.686,210.26616,3.648,1.672
2015-09-01 14:00:00+02:00,62.56,1778.21,352.6,0.0,0.0,0.07200000000000001,17.436,514.96,35.834,202.88840000000002,2.88,1.738
2015-09-01 15:00:00+02:00,62.790000000000006,1733.1299999999999,355.88000000000005,0.0,1.272,0.14400000000000002,17.424,489.54,37.679,202.88840000000002,1.968,1.7489999999999999
2015-09-01 16:00:00+02:00,62.1,1720.8799999999999,348.5,0.0,0.744,0.192,17.448,430.50000000000006,36.121,211.18838,1.368,1.397
2015-09-01 17:00:00+02:00,62.1,1714.51,344.40000000000003,0.0,0.12,0.264,17.448,415.74,31.201,222.25502,1.26,1.1769999999999998
2015-09-01 18:00:00+02:00,61.870000000000005,1752.73,338.66,0.0,1.944,0.192,17.448,395.24,17.835,224.09946000000002,1.092,0.814
2015-09-01 19:00:00+02:00,63.02,1764.0,342.76000000000005,0.0,4.128,0.096,17.424,375.56,5.207,227.78834,0.84,0.594
2015-09-01 20:00:00+02:00,64.4,1782.62,341.12,0.0,3.96,0.07200000000000001,17.424,332.1,0.246,227.78834,0.336,0.517
2015-09-01 21:00:00+02:00,63.940000000000005,1711.57,345.22,0.0,6.5520000000000005,0.07200000000000001,17.448,315.70000000000005,0.0,226.86612000000002,0.096,0.429
2015-09-01 22:00:00+02:00,63.25,1656.69,341.94,0.0,6.72,0.096,17.472,326.36,0.0,225.9439,0.0,0.407
2015-09-01 23:00:00+02:00,63.71,1596.42,341.12,0.0,3.552,0.12,17.484,355.06,0.0,225.9439,0.084,0.363
2015-09-02 00:00:00+02:00,63.71,1565.06,329.64000000000004,0.0,9.672,0.14400000000000002,17.484,268.96000000000004,0.0,225.9439,0.084,0.264
2015-09-02 01:00:00+02:00,63.25,1394.05,277.98,0.0,11.208,0.168,17.496,260.76000000000005,0.0,227.78834,0.06,0.19799999999999998
