,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2015-08-31 23:00:00+01:00,2279.48,1767.1000000000001,0.0,0.048,2.2920000000000003,42.036,572.36,0.0,9.576,5.433999999999999
2015-08-31 23:30:00+01:00,2000.425,1504.2900000000002,0.0,0.0,2.3040000000000003,42.012,571.95,0.0,8.922,5.714499999999999
2015-09-01 00:00:00+01:00,1774.78,1376.7800000000002,0.0,0.0,2.2920000000000003,41.97,572.36,0.0,7.68,5.686999999999999
2015-09-01 00:30:00+01:00,1679.72,1314.0500000000002,0.0,0.0,2.208,42.036,572.36,0.0,7.26,5.7805
2015-09-01 01:00:00+01:00,1632.19,1463.2900000000002,0.0,0.0,2.124,41.52,572.36,0.0,6.936,5.962
2015-09-01 01:30:00+01:00,1644.93,1485.8400000000001,0.0,0.0,1.9080000000000001,41.514,572.36,0.0,6.51,5.8134999999999994
2015-09-01 02:00:00+01:00,1582.455,1487.0700000000002,0.0,0.0,1.92,41.538000000000004,571.95,0.0,6.582,5.7805
2015-09-01 02:30:00+01:00,1576.82,1401.38,0.0,0.0,1.8960000000000001,41.586,573.1800000000001,0.0,6.408,5.7749999999999995
2015-09-01 03:00:00+01:00,1610.1399999999999,1402.2,0.0,0.0,1.86,41.514,572.36,0.0,6.168,5.851999999999999
2015-09-01 03:30:00+01:00,1613.325,1396.0500000000002,0.0,0.0,1.848,41.49,572.36,0.0,6.432,5.83
2015-09-01 04:00:00+01:00,1622.145,1379.65,0.0,0.0,1.86,41.538000000000004,572.36,0.0,6.15,5.917999999999999
2015-09-01 04:30:00+01:00,1615.7749999999999,1391.95,0.0,0.0,1.848,41.478,572.36,0.0,6.048,6.0169999999999995
2015-09-01 05:00:00+01:00,1600.095,1385.8000000000002,0.0,0.0,2.064,41.412,572.36,0.0,6.51,6.072
2015-09-01 05:30:00+01:00,1715.49,1467.39,0.0,0.0,2.064,40.53,572.36,0.0,6.594,6.2315
2015-09-01 06:00:00+01:00,1933.295,1551.0300000000002,0.0,0.744,2.2680000000000002,40.056,572.7700000000001,0.0,6.588,6.236999999999999
2015-09-01 06:30:00+01:00,2415.455,1708.88,0.0,1.728,2.2560000000000002,40.032000000000004,572.36,1.0865,6.9,6.358
2015-09-01 07:00:00+01:00,2814.56,1947.0900000000001,0.0,3.876,2.412,40.044000000000004,572.7700000000001,2.1115,6.948,6.4185
2015-09-01 07:30:00+01:00,3150.945,2336.1800000000003,0.0,4.632,2.448,40.008,573.1800000000001,6.355,7.176,6.374499999999999
2015-09-01 08:00:00+01:00,3357.97,2609.65,0.0,4.104,4.032,40.014,572.36,13.325000000000001,7.626,6.314
2015-09-01 08:30:00+01:00,3443.965,2740.44,0.0,4.224,4.548,39.228,571.95,20.91,8.196,6.061
2015-09-01 09:00:00+01:00,3584.595,2758.48,0.0,7.776,4.98,39.12,572.36,29.315,8.124,6.093999999999999
2015-09-01 09:30:00+01:00,3670.59,2835.9700000000003,0.0,4.104,4.908,38.436,571.95,38.745000000000005,7.776,6.1765
2015-09-01 10:00:00+01:00,3668.63,2784.7200000000003,0.0,4.86,4.908,38.382,571.5400000000001,50.02,7.464,6.401999999999999
2015-09-01 10:30:00+01:00,3623.305,2845.4,0.0,4.104,3.696,38.49,572.36,61.5,7.032,6.517499999999999
2015-09-01 11:00:00+01:00,3616.69,2851.55,0.0,4.824,3.48,38.406,571.95,69.29,6.0840000000000005,6.556
2015-09-01 11:30:00+01:00,3628.6949999999997,2895.42,0.0,4.728,2.964,38.364000000000004,571.95,75.64500000000001,5.682,6.539499999999999
2015-09-01 12:00:00+01:00,3626.98,2918.7900000000004,0.0,4.248,3.048,38.466,571.5400000000001,81.59,5.172,6.885999999999999
2015-09-01 12:30:00+01:00,3615.71,2875.7400000000002,0.0,6.768,3.0,38.652,571.5400000000001,80.36,4.47,6.858499999999999
2015-09-01 13:00:00+01:00,3617.18,2872.8700000000003,0.0,4.104,2.748,38.412,571.95,79.745,3.7800000000000002,7.523999999999999
2015-09-01 13:30:00+01:00,3594.64,2833.51,0.0,4.104,2.532,38.4,571.5400000000001,79.33500000000001,3.39,7.688999999999999
2015-09-01 14:00:00+01:00,3573.5699999999997,2728.1400000000003,0.0,4.104,2.52,38.376,572.36,80.97500000000001,3.24,8.602
2015-09-01 14:30:00+01:00,3581.9,2691.2400000000002,0.0,4.344,2.544,38.4,571.5400000000001,78.105,2.694,8.7395
2015-09-01 15:00:00+01:00,3599.785,2703.5400000000004,0.0,5.5680000000000005,2.328,38.358000000000004,571.5400000000001,77.08,2.7600000000000002,8.657
2015-09-01 15:30:00+01:00,3662.2599999999998,2685.5,0.0,4.104,2.532,38.304,571.95,71.34,2.31,8.365499999999999
2015-09-01 16:00:00+01:00,3801.42,2701.0800000000004,0.0,4.104,2.676,38.598,572.36,63.345000000000006,1.674,8.849499999999999
2015-09-01 16:30:00+01:00,3860.955,2777.75,0.0,5.88,3.696,39.012,571.95,57.195,1.524,8.965
