,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2016-01-01 00:00:00+01:00,53.36,3125.84,33.81,287.63,6141.8,181.051,0.0,2.688,0.0,14.718
2016-01-01 01:00:00+01:00,53.59,2719.1200000000003,34.3,285.67,6126.22,181.784,0.0,2.688,0.0,13.75
2016-01-01 02:00:00+01:00,53.59,2562.5,32.83,285.18,5902.360000000001,182.517,0.0,2.688,0.0,12.991
2016-01-01 03:00:00+01:00,53.59,2491.1600000000003,32.339999999999996,285.67,5797.400000000001,182.517,0.0,2.688,0.0,11.120999999999999
2016-01-01 04:00:00+01:00,53.59,2514.94,31.849999999999998,285.67,5829.38,182.517,0.0,2.688,0.0,9.459999999999999
2016-01-01 05:00:00+01:00,53.59,2600.2200000000003,32.83,286.15999999999997,5941.72,183.25,0.0,2.664,0.0,9.514999999999999
2016-01-01 06:00:00+01:00,53.59,2724.0400000000004,33.81,294.98,6046.68,183.983,0.0,2.664,0.0,8.305
2016-01-01 07:00:00+01:00,53.59,2716.6600000000003,33.81,294.98,6038.4800000000005,183.983,0.0,2.664,0.0,7.864999999999999
2016-01-01 08:00:00+01:00,53.59,2773.2400000000002,34.79,295.46999999999997,6105.72,182.517,0.0,2.904,0.0,8.084999999999999
2016-01-01 09:00:00+01:00,53.59,3026.6200000000003,35.28,295.46999999999997,6131.14,181.784,0.0,3.3120000000000003,0.0,7.667
2016-01-01 10:00:00+01:00,53.59,3097.96,34.79,294.98,6086.860000000001,181.784,0.0,3.36,0.0,6.765
2016-01-01 11:00:00+01:00,53.59,3562.0800000000004,33.32,294.98,6099.9800000000005,181.051,0.0,3.336,0.0,6.127
2016-01-01 12:00:00+01:00,53.59,3682.6200000000003,30.38,297.92,6213.14,180.31799999999998,0.0,3.2880000000000003,0.0,6.412999999999999
