,Biomass,Fossil Brown coal/Lignite,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2015-12-01 01:00:00+02:00,4.83,2162.34,0.0,6.6240000000000006,24.576,0.0,3.5199999999999996
2015-12-01 02:00:00+02:00,5.0600000000000005,2326.34,0.0,6.5520000000000005,24.564,0.0,3.1679999999999997
2015-12-01 03:00:00+02:00,5.29,2265.6600000000003,0.0,6.048,24.564,0.0,4.169
2015-12-01 04:00:00+02:00,5.29,2215.6400000000003,0.0,6.024,24.552,0.0,4.3229999999999995
2015-12-01 05:00:00+02:00,5.5200000000000005,2211.54,0.0,6.0,24.564,0.0,3.872
2015-12-01 06:00:00+02:00,5.5200000000000005,2308.3,0.0,6.048,24.588,0.0,3.663
2015-12-01 07:00:00+02:00,5.75,2673.2000000000003,0.0,9.984,24.576,0.041,4.334
2015-12-01 08:00:00+02:00,4.83,2784.7200000000003,0.0,10.992,24.588,1.7630000000000001,4.851
2015-12-01 09:00:00+02:00,4.83,2804.4,0.0,11.088000000000001,24.588,4.92,3.707
2015-12-01 10:00:00+02:00,5.29,2733.88,0.0,9.864,24.576,10.578000000000001,3.795
2015-12-01 11:00:00+02:00,5.0600000000000005,2585.46,0.0,6.5520000000000005,24.564,16.154,3.4429999999999996
2015-12-01 12:00:00+02:00,5.5200000000000005,2434.5800000000004,0.0,5.16,24.6,21.238,3.784
2015-12-01 13:00:00+02:00,5.5200000000000005,2408.34,0.0,4.752,24.6,19.311,4.125
2015-12-01 14:00:00+02:00,5.5200000000000005,2444.42,0.0,4.728,24.564,13.161000000000001,4.851
2015-12-01 15:00:00+02:00,5.5200000000000005,2546.1000000000004,0.0,4.776,24.564,5.5760000000000005,5.346
2015-12-01 16:00:00+02:00,5.75,2728.96,0.024,8.64,24.564,0.369,4.5649999999999995
2015-12-01 17:00:00+02:00,5.5200000000000005,2816.7000000000003,4.272,14.496,24.552,0.0,5.037999999999999
2015-12-01 18:00:00+02:00,5.5200000000000005,2792.92,9.432,14.496,24.54,0.0,5.423
2015-12-01 19:00:00+02:00,5.5200000000000005,2788.0,9.96,13.728,24.552,0.0,5.148
2015-12-01 20:00:00+02:00,5.75,2739.6200000000003,8.352,11.544,24.588,0.0,5.5329999999999995
2015-12-01 21:00:00+02:00,5.5200000000000005,2755.2000000000003,4.5600000000000005,10.752,24.576,0.0,5.1259999999999994
2015-12-01 22:00:00+02:00,5.29,2708.46,1.752,9.936,24.54,0.0,4.763
2015-12-01 23:00:00+02:00,5.5200000000000005,2527.2400000000002,0.0,6.5040000000000004,24.54,0.0,4.356
2015-12-02 00:00:00+02:00,5.29,2332.9,0.0,6.12,24.54,0.0,1.672
2015-12-02 01:00:00+02:00,5.0600000000000005,2378.82,0.0,6.48,24.576,0.0,1.155
2015-12-02 02:00:00+02:00,5.0600000000000005,2296.0,0.0,6.24,24.576,0.0,1.023
2015-12-02 03:00:00+02:00,5.29,2391.1200000000003,0.0,5.808,24.588,0.0,0.759
2015-12-02 04:00:00+02:00,5.0600000000000005,2446.88,0.0,5.808,24.576,0.0,1.012
2015-12-02 05:00:00+02:00,5.0600000000000005,2535.44,0.0,5.736,24.552,0.0,0.99
2015-12-02 06:00:00+02:00,5.5200000000000005,2486.2400000000002,0.0,5.808,24.552,0.0,2.0789999999999997
2015-12-02 07:00:00+02:00,5.29,2568.2400000000002,0.0,11.712,24.552,0.123,2.893
2015-12-02 08:00:00+02:00,5.29,2722.4,0.0,13.944,24.552,2.173,2.585
2015-12-02 09:00:00+02:00,5.29,2808.5,0.312,8.472,24.552,8.036,2.2439999999999998
2015-12-02 10:00:00+02:00,5.0600000000000005,2749.46,0.0,4.92,24.564,13.612,2.2769999999999997
2015-12-02 11:00:00+02:00,5.0600000000000005,2663.36,0.0,4.6080000000000005,24.552,16.441,2.0789999999999997
2015-12-02 12:00:00+02:00,5.29,2678.1200000000003,0.0,4.5120000000000005,24.552,14.883000000000001,1.8479999999999999
