,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2015-07-01 00:00:00+02:00,74.29,2712.5600000000004,109.27,47.04,424.76000000000005,2.199,0.0,2.376,0.72,33.516,0.0,,0.0,16.59996,0.154
2015-07-01 01:00:00+02:00,74.29,2753.5600000000004,110.74,46.55,409.18,2.199,0.0,2.376,0.744,33.54,0.0,,0.0,16.59996,0.132
2015-07-01 02:00:00+02:00,74.29,2613.34,108.28999999999999,46.55,405.08000000000004,2.199,0.0,2.376,0.72,33.612,0.0,,0.0,16.59996,0.121
2015-07-01 03:00:00+02:00,74.29,2623.1800000000003,108.78,46.55,386.22,2.199,0.0,2.376,0.6960000000000001,33.612,0.0,,0.0,16.59996,0.132
2015-07-01 04:00:00+02:00,74.29,2569.0600000000004,106.82,46.55,383.76000000000005,2.199,0.0,2.376,0.6960000000000001,33.636,0.0,,0.328,16.59996,0.154
2015-07-01 05:00:00+02:00,74.29,2624.0,104.37,45.57,412.46000000000004,2.199,0.0,2.3040000000000003,0.984,33.684,0.0,,1.0250000000000001,16.59996,0.143
2015-07-01 06:00:00+02:00,74.52000000000001,2837.2000000000003,112.7,49.98,441.16,2.199,6.408,2.3040000000000003,1.1520000000000001,33.672000000000004,0.0,,4.838,16.59996,0.132
2015-07-01 07:00:00+02:00,74.75,2847.86,114.66,51.94,484.62000000000006,2.199,14.112,1.968,6.96,33.6,0.0,,15.088000000000001,16.59996,0.088
2015-07-01 08:00:00+02:00,74.75,2883.94,118.58,54.39,478.88000000000005,2.199,11.568,1.776,10.488,33.528,0.0,,30.217000000000002,16.59996,0.033
2015-07-01 09:00:00+02:00,74.98,2880.6600000000003,125.44,54.39,431.32000000000005,2.199,7.8,1.824,7.5600000000000005,33.480000000000004,0.0,,43.624,16.59996,0.022
2015-07-01 10:00:00+02:00,74.75,2865.9,125.92999999999999,52.92,506.76000000000005,2.199,5.376,2.112,2.616,33.408,0.0,,53.259,16.59996,0.044
2015-07-01 11:00:00+02:00,74.52000000000001,2827.36,126.42,51.449999999999996,528.9000000000001,2.199,5.4,2.184,2.088,33.336,0.0,,56.662,16.59996,0.088
2015-07-01 12:00:00+02:00,74.52000000000001,2686.32,115.14999999999999,50.96,532.1800000000001,2.199,1.848,2.448,0.744,33.324,0.0,,58.835,16.59996,0.077
2015-07-01 13:00:00+02:00,74.29,2514.1200000000003,115.14999999999999,50.47,521.5200000000001,2.199,4.368,2.424,0.72,33.24,0.0,,59.245000000000005,16.59996,0.077
2015-07-01 14:00:00+02:00,73.83,2537.0800000000004,119.07,48.019999999999996,495.28000000000003,2.199,2.7840000000000003,2.424,0.6960000000000001,33.168,0.0,,57.113,16.59996,0.077
2015-07-01 15:00:00+02:00,73.83,2613.34,115.64,48.019999999999996,501.02000000000004,2.199,4.224,2.448,0.72,33.132,0.0,,51.086000000000006,16.59996,0.05499999999999999
2015-07-01 16:00:00+02:00,73.83,2670.7400000000002,115.14999999999999,45.57,487.08000000000004,2.199,0.048,2.4,0.864,33.144,0.0,,41.533,16.59996,0.05499999999999999
2015-07-01 17:00:00+02:00,74.06,2650.2400000000002,111.72,47.04,519.0600000000001,2.199,0.0,2.2800000000000002,1.1520000000000001,33.108000000000004,0.0,,28.782,16.59996,0.044
2015-07-01 18:00:00+02:00,74.29,2696.1600000000003,113.67999999999999,49.98,533.0,2.199,0.0,2.2800000000000002,1.176,33.108000000000004,0.0,,14.022,16.59996,0.088
2015-07-01 19:00:00+02:00,74.06,2755.2000000000003,115.14999999999999,50.47,542.0200000000001,2.199,8.304,2.064,2.376,33.108000000000004,0.0,,4.182,16.59996,0.16499999999999998
2015-07-01 20:00:00+02:00,73.83,2747.82,117.11,49.49,537.1,2.199,12.912,1.92,4.032,33.096000000000004,0.0,,1.189,16.59996,0.264
2015-07-01 21:00:00+02:00,74.06,2723.2200000000003,116.62,48.019999999999996,533.82,2.199,0.12,1.92,3.912,33.144,0.0,,0.369,16.59996,0.45099999999999996
2015-07-01 22:00:00+02:00,74.06,2747.82,112.21,47.04,550.22,2.199,0.0,2.136,1.968,33.192,0.0,,0.0,16.59996,0.638
2015-07-01 23:00:00+02:00,74.06,2700.26,109.75999999999999,46.55,542.0200000000001,2.199,0.0,2.136,1.92,33.264,0.0,,0.0,16.59996,0.759
2015-07-02 00:00:00+02:00,73.83,2393.5800000000004,82.81,46.06,510.04,2.199,0.0,2.496,0.744,33.348,0.0,,0.0,16.59996,0.704
2015-07-02 01:00:00+02:00,73.83,2395.2200000000003,75.46,45.57,500.20000000000005,2.199,0.0,2.52,0.72,33.42,0.0,,0.0,16.59996,0.726
2015-07-02 02:00:00+02:00,73.83,2419.82,74.48,45.57,432.14000000000004,2.199,0.0,2.52,0.72,33.432,0.0,,0.0,16.59996,0.6489999999999999
2015-07-02 03:00:00+02:00,74.06,2475.5800000000004,74.97,45.57,396.88000000000005,2.199,0.0,2.52,0.72,33.456,0.0,,0.0,16.59996,0.5499999999999999
2015-07-02 04:00:00+02:00,74.06,2569.0600000000004,74.48,45.57,490.36,2.199,0.0,2.52,0.72,33.492,0.0,,0.328,16.59996,0.528
2015-07-02 05:00:00+02:00,74.06,2598.5800000000004,72.52,45.57,523.98,2.199,0.0,2.424,1.032,33.528,0.0,,0.9430000000000001,16.59996,0.46199999999999997
2015-07-02 06:00:00+02:00,74.29,2863.44,74.48,49.0,521.5200000000001,2.199,0.792,2.448,1.1520000000000001,33.516,0.0,,4.428,16.59996,0.38499999999999995
2015-07-02 07:00:00+02:00,74.75,2912.6400000000003,72.03,50.96,530.5400000000001,2.199,13.632,2.4,2.232,33.504,0.0,,15.088000000000001,16.59996,0.242
2015-07-02 08:00:00+02:00,74.75,2888.86,72.52,53.9,530.5400000000001,2.199,16.824,1.968,7.392,33.42,0.0,,30.996000000000002,16.59996,0.132
2015-07-02 09:00:00+02:00,74.75,2906.9,73.99,52.92,531.36,2.199,8.184000000000001,1.968,7.344,33.3,0.0,,45.141000000000005,16.59996,0.16499999999999998
2015-07-02 10:00:00+02:00,74.75,2927.4,73.5,51.94,528.9000000000001,2.199,3.8160000000000003,1.992,7.344,33.252,0.0,,55.473,16.59996,0.19799999999999998
2015-07-02 11:00:00+02:00,74.52000000000001,2742.0800000000004,71.05,49.98,519.88,2.199,3.576,2.2560000000000002,2.472,33.192,0.0,,61.705000000000005,16.59996,0.19799999999999998
2015-07-02 12:00:00+02:00,74.52000000000001,2865.0800000000004,71.05,49.98,526.44,2.199,0.07200000000000001,2.376,0.744,33.132,0.0,,64.616,16.59996,0.23099999999999998
2015-07-02 13:00:00+02:00,74.52000000000001,2808.5,71.53999999999999,49.98,528.9000000000001,2.199,0.0,2.352,0.72,33.06,0.0,,64.575,16.59996,0.21999999999999997
2015-07-02 14:00:00+02:00,74.29,2735.52,72.03,49.0,532.1800000000001,2.199,0.0,2.352,0.6960000000000001,33.036,0.0,,61.131,16.59996,0.21999999999999997
2015-07-02 15:00:00+02:00,74.29,2719.1200000000003,71.53999999999999,48.51,548.58,2.199,0.0,2.376,0.6960000000000001,32.988,0.0,,54.53,16.59996,0.242
