,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2015-12-31 23:00:00+00:00,1439.865,1236.97,0.0,0.66,11.82,49.728,836.4000000000001,0.0,19.182000000000002,21.526999999999997
2015-12-31 23:30:00+00:00,1363.425,1444.43,0.0,0.54,11.82,49.746,836.8100000000001,0.0,19.044,21.846
2016-01-01 00:00:00+00:00,1273.7549999999999,1440.74,0.0,0.0,10.212,49.734,834.7600000000001,0.0,19.512,20.503999999999998
2016-01-01 00:30:00+00:00,1599.85,1397.69,0.0,0.0,7.944,49.752,837.6300000000001,0.0,16.902,19.9485
2016-01-01 01:00:00+00:00,1686.58,1583.0100000000002,0.0,0.0,7.752,49.794000000000004,795.4000000000001,0.0,15.006,18.381
2016-01-01 01:30:00+00:00,1721.86,1569.48,0.0,0.18,7.716,49.716,797.86,0.0,12.93,17.842
2016-01-01 02:00:00+00:00,1673.595,1489.94,0.0,0.0,7.704,49.692,839.2700000000001,0.0,9.63,16.357
2016-01-01 02:30:00+00:00,1669.92,1427.21,0.0,0.0,7.716,49.626,837.6300000000001,0.0,7.248,15.279
2016-01-01 03:00:00+00:00,1786.295,1273.8700000000001,0.0,1.776,7.728,49.602000000000004,835.1700000000001,0.0,5.598,14.734499999999999
2016-01-01 03:30:00+00:00,1785.56,1281.66,0.0,0.492,9.36,49.614000000000004,834.35,0.0,4.89,14.508999999999999
2016-01-01 04:00:00+00:00,1633.66,1355.8700000000001,0.0,0.0,10.728,49.410000000000004,835.99,0.0,3.726,14.058
2016-01-01 04:30:00+00:00,1525.125,1355.8700000000001,0.0,0.0,11.52,49.386,837.6300000000001,0.0,3.0300000000000002,13.942499999999999
2016-01-01 05:00:00+00:00,1503.075,1346.8500000000001,0.0,0.0,11.532,49.326,837.6300000000001,0.0,2.778,13.260499999999999
2016-01-01 05:30:00+00:00,1452.605,1330.45,0.0,0.0,11.508000000000001,49.29,838.0400000000001,0.0,3.294,13.0955
2016-01-01 06:00:00+00:00,1424.675,1416.14,0.0,0.372,11.52,49.332,835.99,0.0,4.26,13.793999999999999
2016-01-01 06:30:00+00:00,1460.445,1446.89,0.0,0.0,10.692,49.344,822.46,0.0,4.89,13.552
2016-01-01 07:00:00+00:00,1552.075,1464.93,0.0,0.0,12.132,49.35,824.9200000000001,0.0,5.46,13.8875
2016-01-01 07:30:00+00:00,1556.73,1534.22,0.0,1.788,12.252,49.278,833.1200000000001,0.0,5.682,14.289
2016-01-01 08:00:00+00:00,1387.19,1450.99,0.0,0.6,10.716000000000001,49.35,807.7,0.0,6.282,15.1085
2016-01-01 08:30:00+00:00,1494.2549999999999,1405.0700000000002,0.0,2.568,12.3,49.344,835.99,0.5740000000000001,6.5760000000000005,15.674999999999999
2016-01-01 09:00:00+00:00,1422.96,1465.3400000000001,0.0,4.896,10.692,49.338,836.8100000000001,1.1480000000000001,6.738,16.7695
2016-01-01 09:30:00+00:00,1660.12,1519.46,0.0,4.104,11.676,49.344,835.58,4.223,7.572,17.259
2016-01-01 10:00:00+00:00,1866.165,1492.8100000000002,0.0,5.88,8.268,49.296,822.46,7.298,8.508000000000001,18.634
2016-01-01 10:30:00+00:00,2030.315,1602.2800000000002,0.0,5.892,8.232,49.386,836.4000000000001,10.352500000000001,10.542,19.0795
2016-01-01 11:00:00+00:00,2117.045,1719.95,0.0,5.88,10.872,49.398,835.58,13.3865,12.162,20.339
2016-01-01 11:30:00+00:00,2230.235,1780.22,0.0,5.484,10.824,49.38,837.6300000000001,14.6165,13.554,20.4435
2016-01-01 12:00:00+00:00,2344.65,1923.7200000000003,0.0,5.868,11.964,49.410000000000004,831.07,15.8465,14.64,20.4105
2016-01-01 12:30:00+00:00,2369.64,2110.27,0.0,6.828,11.832,49.398,837.22,15.149500000000002,15.132,20.647
2016-01-01 13:00:00+00:00,2335.585,2091.82,0.0,7.668,12.252,49.452,836.8100000000001,14.432,16.854,22.022
2016-01-01 13:30:00+00:00,2280.215,1936.8400000000001,0.0,7.764,12.42,49.404,836.4000000000001,12.6075,18.096,23.226499999999998
2016-01-01 14:00:00+00:00,2319.17,1719.95,0.0,7.824,12.444,49.416000000000004,833.94,10.783000000000001,19.116,24.881999999999998
2016-01-01 14:30:00+00:00,2286.095,1728.97,0.0,7.656000000000001,10.536,49.416000000000004,836.8100000000001,8.528,19.782,25.481499999999997
2016-01-01 15:00:00+00:00,2277.765,1820.8100000000002,0.0,7.224,9.504,49.374,838.0400000000001,6.273000000000001,20.88,26.235
