,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2015-07-01 00:00:00+02:00,62.1,914.8299999999999,0.0,0.0,1.3920000000000001,0.168,29.556,279.62,0.0,209.34394,5.0520000000000005,3.9709999999999996
2015-07-01 01:00:00+02:00,62.330000000000005,854.56,0.0,0.0,6.888,0.168,29.544,270.6,0.0,208.42172000000002,3.96,4.301
2015-07-01 02:00:00+02:00,62.1,883.96,0.0,0.0,22.416,0.12,29.604,277.16,0.0,210.26616,3.564,3.8499999999999996
2015-07-01 03:00:00+02:00,61.64,906.5,0.0,0.0,27.768,0.096,29.628,277.16,0.0,207.4995,3.936,3.344
2015-07-01 04:00:00+02:00,61.64,909.93,0.0,0.0,26.64,0.096,29.64,241.08,0.0,210.26616,3.8160000000000003,2.9589999999999996
2015-07-01 05:00:00+02:00,61.870000000000005,881.02,0.0,0.0,22.272000000000002,0.096,29.664,250.92000000000002,0.164,210.26616,2.988,3.0799999999999996
2015-07-01 06:00:00+02:00,62.56,963.34,0.0,0.0,9.192,0.096,29.664,287.82000000000005,3.9770000000000003,212.1106,3.048,3.4429999999999996
2015-07-01 07:00:00+02:00,62.56,1136.8,0.0,0.0,0.40800000000000003,0.12,29.616,333.74,15.334000000000001,213.95504,2.22,2.948
2015-07-01 08:00:00+02:00,61.410000000000004,1306.83,0.0,3.665,0.14400000000000002,0.14400000000000002,29.544,411.64000000000004,33.620000000000005,209.34394,1.932,1.496
2015-07-01 09:00:00+02:00,61.410000000000004,1416.1,0.0,0.0,4.68,0.192,29.232,429.68,52.152,204.73284,1.428,0.6489999999999999
2015-07-01 10:00:00+02:00,61.64,1452.85,0.0,0.0,2.2800000000000002,0.24,29.328,432.14000000000004,67.117,206.57728,1.6560000000000001,0.38499999999999995
2015-07-01 11:00:00+02:00,61.410000000000004,1544.97,0.0,0.0,0.0,0.28800000000000003,29.376,378.84000000000003,78.39200000000001,207.4995,1.704,0.43999999999999995
2015-07-01 12:00:00+02:00,60.95,1508.71,0.0,0.0,1.056,0.24,29.364,387.04,85.936,206.57728,1.98,0.5609999999999999
2015-07-01 13:00:00+02:00,60.720000000000006,1494.5,0.0,0.0,2.952,0.12,29.328,369.82000000000005,88.724,203.81062,2.904,0.8799999999999999
2015-07-01 14:00:00+02:00,60.720000000000006,1507.24,0.0,0.0,7.6080000000000005,0.048,29.268,336.20000000000005,86.797,196.43286,3.516,1.111
2015-07-01 15:00:00+02:00,61.410000000000004,1550.85,0.0,0.0,10.992,0.048,29.256,337.02000000000004,80.319,192.74398000000002,2.472,1.133
2015-07-01 16:00:00+02:00,60.49,1571.92,0.0,0.0,1.1520000000000001,0.048,29.208000000000002,328.0,69.946,187.21066000000002,1.848,1.001
2015-07-01 17:00:00+02:00,60.49,1506.75,0.0,0.0,13.584,0.07200000000000001,29.136,335.38000000000005,55.719,186.28844,2.1,1.023
2015-07-01 18:00:00+02:00,59.11,1524.3899999999999,0.0,0.0,9.36,0.07200000000000001,29.1,359.98,37.679,187.21066000000002,2.004,1.067
2015-07-01 19:00:00+02:00,57.04,1556.24,0.0,0.0,7.728,0.096,29.04,337.02000000000004,19.68,197.35508000000002,1.26,1.0779999999999998
