,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2015-09-01 00:00:00+02:00,156.8,41.016,277.584,57.400000000000006,1.452
2015-09-01 01:00:00+02:00,156.8,40.92,263.736,57.400000000000006,1.4189999999999998
2015-09-01 02:00:00+02:00,156.8,40.848,263.184,53.300000000000004,1.628
2015-09-01 03:00:00+02:00,157.29,40.848,264.408,55.760000000000005,1.5399999999999998
2015-09-01 04:00:00+02:00,157.29,40.848,265.944,54.940000000000005,1.5619999999999998
2015-09-01 05:00:00+02:00,157.78,40.848,265.512,57.400000000000006,1.716
2015-09-01 06:00:00+02:00,157.29,40.968,306.672,47.56,1.7049999999999998
2015-09-01 07:00:00+02:00,157.78,41.184,339.048,43.46,1.815
2015-09-01 08:00:00+02:00,157.29,41.04,345.456,35.260000000000005,1.837
2015-09-01 09:00:00+02:00,156.8,40.872,340.632,49.2,1.914
2015-09-01 10:00:00+02:00,157.78,41.088,337.176,51.660000000000004,2.002
2015-09-01 11:00:00+02:00,157.78,41.160000000000004,344.37600000000003,51.660000000000004,2.1229999999999998
2015-09-01 12:00:00+02:00,157.29,41.376,343.968,39.36,2.101
2015-09-01 13:00:00+02:00,157.29,41.016,343.824,35.260000000000005,2.2329999999999997
2015-09-01 14:00:00+02:00,157.78,40.944,340.8,40.18,2.3209999999999997
2015-09-01 15:00:00+02:00,156.8,41.112,347.30400000000003,41.0,2.376
2015-09-01 16:00:00+02:00,156.8,41.112,350.064,51.660000000000004,2.431
2015-09-01 17:00:00+02:00,156.8,41.112,344.856,50.84,2.5189999999999997
2015-09-01 18:00:00+02:00,156.31,40.776,339.76800000000003,51.660000000000004,2.3209999999999997
2015-09-01 19:00:00+02:00,155.82,40.752,323.544,53.300000000000004,2.2439999999999998
2015-09-01 20:00:00+02:00,156.8,40.728,330.168,50.84,2.2769999999999997
2015-09-01 21:00:00+02:00,156.8,40.632,316.056,51.660000000000004,2.288
2015-09-01 22:00:00+02:00,157.29,40.464,293.32800000000003,48.38,2.332
2015-09-01 23:00:00+02:00,156.8,40.464,254.928,45.92,2.431
2015-09-02 00:00:00+02:00,157.78,40.056,236.208,45.1,2.222
2015-09-02 01:00:00+02:00,158.76,39.384,226.704,47.56,2.1229999999999998
2015-09-02 02:00:00+02:00,159.25,39.6,226.32,45.1,1.9909999999999999
2015-09-02 03:00:00+02:00,159.25,39.672000000000004,229.848,44.28,1.9909999999999999
2015-09-02 04:00:00+02:00,159.74,39.504,231.45600000000002,45.1,2.046
2015-09-02 05:00:00+02:00,159.25,39.504,234.38400000000001,45.1,2.068
2015-09-02 06:00:00+02:00,159.25,39.768,282.0,40.18,2.013
2015-09-02 07:00:00+02:00,158.76,40.032000000000004,333.6,40.18,1.98
2015-09-02 08:00:00+02:00,158.76,39.744,350.32800000000003,42.64,1.9249999999999998
2015-09-02 09:00:00+02:00,158.76,39.672000000000004,337.92,42.64,1.815
2015-09-02 10:00:00+02:00,159.25,39.696,338.832,32.800000000000004,1.694
2015-09-02 11:00:00+02:00,159.25,39.888,334.2,31.980000000000004,1.7269999999999999
2015-09-02 12:00:00+02:00,159.25,39.96,329.736,33.620000000000005,1.9029999999999998
2015-09-02 13:00:00+02:00,159.25,39.936,331.056,32.800000000000004,2.046
2015-09-02 14:00:00+02:00,159.25,40.104,326.952,34.440000000000005,2.376
2015-09-02 15:00:00+02:00,159.25,40.224000000000004,319.392,37.720000000000006,2.376
2015-09-02 16:00:00+02:00,158.76,40.128,315.24,37.720000000000006,2.0789999999999997
2015-09-02 17:00:00+02:00,158.27,40.176,328.056,36.080000000000005,2.013
2015-09-02 18:00:00+02:00,157.78,40.104,324.024,33.620000000000005,1.9249999999999998
2015-09-02 19:00:00+02:00,157.78,40.152,333.432,38.540000000000006,1.7269999999999999
2015-09-02 20:00:00+02:00,158.27,40.152,338.808,38.540000000000006,1.7049999999999998
