,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2015-11-01 00:00:00+01:00,3.744,1.008,12.456,16.38,0.0,0.022
2015-11-01 01:00:00+01:00,2.952,1.008,11.592,16.404,0.0,0.033
2015-11-01 02:00:00+01:00,2.736,1.008,11.52,16.404,0.0,0.022
2015-11-01 03:00:00+01:00,2.712,0.984,11.424,16.428,0.0,0.022
2015-11-01 04:00:00+01:00,3.096,0.96,12.816,16.404,0.0,0.033
2015-11-01 05:00:00+01:00,2.904,0.96,12.0,16.416,0.0,0.022
2015-11-01 06:00:00+01:00,2.904,0.96,11.736,16.404,0.0,0.022
2015-11-01 07:00:00+01:00,3.168,0.96,11.976,16.404,0.082,0.011
2015-11-01 08:00:00+01:00,3.72,0.96,12.936,16.404,0.656,0.011
2015-11-01 09:00:00+01:00,3.6,0.936,11.856,16.416,1.599,0.011
2015-11-01 10:00:00+01:00,3.2880000000000003,0.936,13.8,16.404,2.583,0.011
2015-11-01 11:00:00+01:00,3.0,0.96,12.624,16.404,3.444,0.011
2015-11-01 12:00:00+01:00,2.904,0.96,13.368,16.392,4.141,0.011
2015-11-01 13:00:00+01:00,2.4,0.96,12.984,16.392,4.3870000000000005,0.011
2015-11-01 14:00:00+01:00,2.232,0.936,10.512,16.392,3.813,0.011
2015-11-01 15:00:00+01:00,2.544,0.96,11.424,16.344,2.255,0.022
2015-11-01 16:00:00+01:00,2.736,0.936,11.52,16.368000000000002,0.5740000000000001,0.022
2015-11-01 17:00:00+01:00,9.624,0.96,25.416,16.368000000000002,0.0,0.05499999999999999
2015-11-01 18:00:00+01:00,12.288,0.96,45.504,16.38,0.0,0.088
2015-11-01 19:00:00+01:00,9.936,0.96,36.84,16.404,0.0,0.09899999999999999
2015-11-01 20:00:00+01:00,6.408,0.96,21.384,16.404,0.0,0.05499999999999999
2015-11-01 21:00:00+01:00,5.808,0.96,15.336,16.416,0.0,0.044
2015-11-01 22:00:00+01:00,5.352,0.96,14.76,16.416,0.0,0.05499999999999999
2015-11-01 23:00:00+01:00,3.552,0.96,11.784,16.44,0.0,0.05499999999999999
2015-11-02 00:00:00+01:00,2.4,0.96,12.36,16.428,0.0,0.05499999999999999
2015-11-02 01:00:00+01:00,2.16,0.96,12.576,16.416,0.0,0.033
2015-11-02 02:00:00+01:00,0.744,0.96,13.896,16.416,0.0,0.033
2015-11-02 03:00:00+01:00,0.6960000000000001,0.96,14.472,16.428,0.0,0.044
2015-11-02 04:00:00+01:00,0.48,1.008,14.424,16.416,0.0,0.033
2015-11-02 05:00:00+01:00,1.56,1.056,15.768,16.416,0.0,0.033
2015-11-02 06:00:00+01:00,8.256,1.032,21.6,16.416,0.0,0.044
2015-11-02 07:00:00+01:00,16.008,0.984,39.432,16.404,0.082,0.044
2015-11-02 08:00:00+01:00,19.104,0.96,43.104,16.404,0.656,0.05499999999999999
2015-11-02 09:00:00+01:00,12.624,0.96,35.328,16.416,1.558,0.05499999999999999
2015-11-02 10:00:00+01:00,9.384,0.96,23.376,16.428,2.378,0.044
2015-11-02 11:00:00+01:00,10.104000000000001,0.936,24.528000000000002,16.404,2.9930000000000003,0.044
2015-11-02 12:00:00+01:00,9.36,0.912,19.584,16.428,3.362,0.044
2015-11-02 13:00:00+01:00,9.648,0.912,22.056,16.62,3.403,0.05499999999999999
2015-11-02 14:00:00+01:00,13.464,0.912,27.912,19.056,2.829,0.044
2015-11-02 15:00:00+01:00,11.952,0.936,25.704,20.22,1.599,0.033
2015-11-02 16:00:00+01:00,20.904,0.936,42.192,21.528,0.369,0.033
2015-11-02 17:00:00+01:00,31.344,0.936,64.56,23.124,0.0,0.033
2015-11-02 18:00:00+01:00,40.728,0.936,66.336,23.316,0.0,0.077
2015-11-02 19:00:00+01:00,28.584,0.936,56.112,26.064,0.0,0.088
2015-11-02 20:00:00+01:00,17.472,0.96,36.216,27.552,0.0,0.044
2015-11-02 21:00:00+01:00,7.992,1.008,23.976,28.728,0.0,0.044
2015-11-02 22:00:00+01:00,4.6080000000000005,0.984,15.48,29.064,0.0,0.044
2015-11-02 23:00:00+01:00,1.824,0.984,13.392,25.896,0.0,0.05499999999999999
2015-11-03 00:00:00+01:00,3.024,0.984,15.48,28.884,0.0,0.05499999999999999
2015-11-03 01:00:00+01:00,3.0,0.984,14.568,29.484,0.0,0.077
2015-11-03 02:00:00+01:00,1.776,0.96,14.376,30.036,0.0,0.05499999999999999
2015-11-03 03:00:00+01:00,0.888,0.936,15.672,30.12,0.0,0.05499999999999999
2015-11-03 04:00:00+01:00,0.624,0.936,13.632,30.108,0.0,0.033
2015-11-03 05:00:00+01:00,3.048,0.936,14.328000000000001,30.156000000000002,0.0,0.05499999999999999
2015-11-03 06:00:00+01:00,8.040000000000001,0.912,22.992,30.156000000000002,0.0,0.05499999999999999
2015-11-03 07:00:00+01:00,17.184,0.912,42.216,30.204,0.082,0.077
2015-11-03 08:00:00+01:00,20.832,0.912,43.08,30.216,0.615,0.077
2015-11-03 09:00:00+01:00,16.344,0.912,34.968,30.192,1.2710000000000001,0.05499999999999999
2015-11-03 10:00:00+01:00,12.48,0.912,28.296,30.216,1.681,0.066
2015-11-03 11:00:00+01:00,13.296000000000001,0.912,26.712,30.168,2.214,0.066
2015-11-03 12:00:00+01:00,12.576,0.912,29.88,30.168,2.132,0.09899999999999999
2015-11-03 13:00:00+01:00,12.48,0.912,32.976,30.108,2.009,0.09899999999999999
2015-11-03 14:00:00+01:00,15.696,0.912,37.008,30.084,1.558,0.09899999999999999
2015-11-03 15:00:00+01:00,20.04,0.936,46.2,30.072,0.902,0.05499999999999999
2015-11-03 16:00:00+01:00,20.376,0.936,50.856,30.024,0.328,0.05499999999999999
2015-11-03 17:00:00+01:00,35.952,0.912,70.896,30.024,0.0,0.05499999999999999
2015-11-03 18:00:00+01:00,36.72,0.912,76.128,30.012,0.0,0.066
2015-11-03 19:00:00+01:00,36.504,0.912,66.57600000000001,28.8,0.0,0.088
2015-11-03 20:00:00+01:00,21.936,0.936,45.12,28.5,0.0,0.077
2015-11-03 21:00:00+01:00,18.456,0.936,39.216,28.368000000000002,0.0,0.044
2015-11-03 22:00:00+01:00,13.632,0.936,33.864,28.404,0.0,0.033
2015-11-03 23:00:00+01:00,7.248,0.936,21.336000000000002,28.512,0.0,0.044
2015-11-04 00:00:00+01:00,5.04,0.936,15.36,29.076,0.0,0.033
2015-11-04 01:00:00+01:00,4.008,0.936,17.16,29.772000000000002,0.0,0.022
2015-11-04 02:00:00+01:00,3.7680000000000002,0.96,14.328000000000001,30.42,0.0,0.033
2015-11-04 03:00:00+01:00,1.584,0.96,14.472,31.128,0.0,0.066
2015-11-04 04:00:00+01:00,1.08,0.936,13.44,31.68,0.0,0.077
2015-11-04 05:00:00+01:00,4.248,0.936,21.264,31.752,0.0,0.088
2015-11-04 06:00:00+01:00,14.328000000000001,0.936,25.392,31.752,0.0,0.121
2015-11-04 07:00:00+01:00,29.088,0.936,47.016,31.752,0.123,0.132
2015-11-04 08:00:00+01:00,31.176000000000002,0.936,48.96,31.728,1.0250000000000001,0.10999999999999999
2015-11-04 09:00:00+01:00,41.832,0.912,63.144,31.740000000000002,2.46,0.077
2015-11-04 10:00:00+01:00,40.824,0.912,63.696,31.668,3.936,0.077
2015-11-04 11:00:00+01:00,29.976,0.912,51.624,31.596,4.5920000000000005,0.066
2015-11-04 12:00:00+01:00,19.992,0.912,33.048,31.548000000000002,4.715,0.066
2015-11-04 13:00:00+01:00,20.736,0.912,31.656000000000002,31.428,4.182,0.077
2015-11-04 14:00:00+01:00,24.264,0.912,34.44,31.392,3.075,0.077
2015-11-04 15:00:00+01:00,25.056,0.936,47.376,31.32,1.5170000000000001,0.066
2015-11-04 16:00:00+01:00,30.624000000000002,0.936,56.856,31.32,0.328,0.066
2015-11-04 17:00:00+01:00,46.848,0.912,71.664,31.356,0.0,0.05499999999999999
2015-11-04 18:00:00+01:00,49.968,0.936,73.68,31.404,0.0,0.022
2015-11-04 19:00:00+01:00,44.208,0.936,72.504,31.464000000000002,0.0,0.011
2015-11-04 20:00:00+01:00,31.68,0.96,61.92,31.464000000000002,0.0,0.0
2015-11-04 21:00:00+01:00,16.752,0.984,31.872,31.512,0.0,0.0
2015-11-04 22:00:00+01:00,12.144,0.984,23.472,31.572,0.0,0.011
2015-11-04 23:00:00+01:00,8.832,0.96,14.52,31.584,0.0,0.011
2015-11-05 00:00:00+01:00,2.856,0.96,14.568,31.632,0.0,0.0
2015-11-05 01:00:00+01:00,2.544,0.936,12.72,31.62,0.0,0.0
2015-11-05 02:00:00+01:00,2.3040000000000003,0.936,13.272,31.632,0.0,0.0
2015-11-05 03:00:00+01:00,1.344,0.936,13.272,31.080000000000002,0.0,0.0
2015-11-05 04:00:00+01:00,1.416,0.936,14.256,30.96,0.0,0.0
2015-11-05 05:00:00+01:00,3.168,0.912,15.456,30.852,0.0,0.011
2015-11-05 06:00:00+01:00,13.728,0.912,27.168,31.104,0.0,0.011
2015-11-05 07:00:00+01:00,18.72,0.912,38.376,31.368000000000002,0.082,0.011
2015-11-05 08:00:00+01:00,18.96,1.008,43.32,31.512,0.9430000000000001,0.011
2015-11-05 09:00:00+01:00,18.864,1.008,42.936,31.596,2.2960000000000003,0.011
2015-11-05 10:00:00+01:00,18.192,1.032,39.552,31.632,3.444,0.011
2015-11-05 11:00:00+01:00,15.288,1.032,31.992,31.548000000000002,4.141,0.011
2015-11-05 12:00:00+01:00,10.968,1.032,24.0,31.452,4.3870000000000005,0.0
2015-11-05 13:00:00+01:00,12.144,1.032,30.384,31.392,3.9770000000000003,0.0
2015-11-05 14:00:00+01:00,18.384,1.056,34.632,31.32,2.9930000000000003,0.011
2015-11-05 15:00:00+01:00,20.328,1.08,34.152,31.26,1.599,0.022
2015-11-05 16:00:00+01:00,20.544,1.08,37.368,31.248,0.28700000000000003,0.011
2015-11-05 17:00:00+01:00,34.848,1.056,61.44,31.308,0.0,0.0
2015-11-05 18:00:00+01:00,34.512,1.104,61.848,31.368000000000002,0.0,0.0
2015-11-05 19:00:00+01:00,27.984,1.104,30.888,31.428,0.0,0.0
2015-11-05 20:00:00+01:00,19.032,1.08,30.96,31.452,0.0,0.011
2015-11-05 21:00:00+01:00,17.400000000000002,1.08,28.296,31.5,0.0,0.022
2015-11-05 22:00:00+01:00,15.888,1.08,25.104,31.512,0.0,0.044
2015-11-05 23:00:00+01:00,6.192,1.104,18.912,31.560000000000002,0.0,0.066
2015-11-06 00:00:00+01:00,3.72,1.08,12.816,31.572,0.0,0.077
2015-11-06 01:00:00+01:00,3.7920000000000003,1.08,12.120000000000001,31.572,0.0,0.088
2015-11-06 02:00:00+01:00,2.736,1.08,11.304,31.656000000000002,0.0,0.077
2015-11-06 03:00:00+01:00,2.952,1.08,12.624,31.608,0.0,0.088
2015-11-06 04:00:00+01:00,2.856,1.08,11.904,31.608,0.0,0.088
2015-11-06 05:00:00+01:00,3.336,1.056,11.976,31.608,0.0,0.066
2015-11-06 06:00:00+01:00,10.32,1.056,20.328,31.608,0.0,0.05499999999999999
