,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-09-30 23:00:00+01:00,401.0,2847.0,147.0,877.0,601.0,471.0,34.0,0.0,25.0,587.0
2021-10-01 00:00:00+01:00,397.0,2732.0,130.0,861.0,370.0,721.0,36.0,0.0,20.0,490.0
2021-10-01 01:00:00+01:00,399.0,2713.0,141.0,848.0,270.0,770.0,36.0,0.0,19.0,502.0
2021-10-01 02:00:00+01:00,398.0,2721.0,100.0,712.0,177.0,421.0,35.0,0.0,15.0,574.0
2021-10-01 03:00:00+01:00,398.0,2700.0,99.0,366.0,100.0,281.0,34.0,0.0,14.0,613.0
2021-10-01 04:00:00+01:00,405.0,2690.0,100.0,217.0,98.0,312.0,35.0,0.0,8.0,591.0
2021-10-01 05:00:00+01:00,407.0,2684.0,177.0,1032.0,691.0,623.0,35.0,0.0,9.0,722.0
2021-10-01 06:00:00+01:00,405.0,2719.0,201.0,483.0,756.0,540.0,34.0,0.0,6.0,775.0
2021-10-01 07:00:00+01:00,405.0,2837.0,201.0,733.0,887.0,605.0,34.0,9.0,2.0,754.0
2021-10-01 08:00:00+01:00,400.0,2827.0,201.0,896.0,861.0,491.0,34.0,175.0,0.0,681.0
2021-10-01 09:00:00+01:00,397.0,2820.0,198.0,603.0,504.0,487.0,34.0,401.0,0.0,512.0
2021-10-01 10:00:00+01:00,397.0,2721.0,141.0,495.0,155.0,487.0,35.0,526.0,0.0,462.0
2021-10-01 11:00:00+01:00,385.0,2743.0,100.0,380.0,91.0,538.0,35.0,679.0,0.0,365.0
2021-10-01 12:00:00+01:00,395.0,2743.0,130.0,306.0,46.0,271.0,35.0,779.0,0.0,390.0
2021-10-01 13:00:00+01:00,401.0,2509.0,110.0,65.0,47.0,180.0,36.0,829.0,0.0,477.0
2021-10-01 14:00:00+01:00,404.0,2388.0,107.0,64.0,41.0,54.0,35.0,807.0,0.0,578.0
2021-10-01 15:00:00+01:00,402.0,2306.0,107.0,60.0,45.0,35.0,36.0,736.0,0.0,712.0
2021-10-01 16:00:00+01:00,398.0,2785.0,144.0,64.0,51.0,51.0,36.0,591.0,0.0,780.0
2021-10-01 17:00:00+01:00,397.0,3034.0,233.0,66.0,70.0,111.0,36.0,356.0,0.0,717.0
2021-10-01 18:00:00+01:00,401.0,3206.0,213.0,548.0,822.0,678.0,36.0,88.0,0.0,700.0
2021-10-01 19:00:00+01:00,406.0,3168.0,241.0,788.0,1283.0,802.0,36.0,1.0,0.0,786.0
2021-10-01 20:00:00+01:00,403.0,3147.0,241.0,779.0,1186.0,793.0,36.0,0.0,0.0,949.0
2021-10-01 21:00:00+01:00,399.0,3175.0,218.0,220.0,853.0,472.0,36.0,0.0,0.0,944.0
2021-10-01 22:00:00+01:00,399.0,3033.0,200.0,182.0,359.0,181.0,36.0,0.0,0.0,843.0
2021-10-01 23:00:00+01:00,401.0,2620.0,98.0,734.0,265.0,625.0,36.0,0.0,0.0,649.0
2021-10-02 00:00:00+01:00,401.0,2265.0,0.0,885.0,235.0,710.0,36.0,0.0,0.0,631.0
2021-10-02 01:00:00+01:00,404.0,2267.0,0.0,634.0,246.0,466.0,35.0,0.0,0.0,614.0
2021-10-02 02:00:00+01:00,403.0,2236.0,0.0,249.0,282.0,461.0,35.0,0.0,2.0,588.0
2021-10-02 03:00:00+01:00,400.0,2345.0,0.0,262.0,190.0,433.0,33.0,0.0,4.0,599.0
2021-10-02 04:00:00+01:00,400.0,2285.0,0.0,123.0,9.0,301.0,33.0,0.0,4.0,579.0
2021-10-02 05:00:00+01:00,403.0,2283.0,0.0,119.0,229.0,132.0,33.0,0.0,6.0,681.0
2021-10-02 06:00:00+01:00,398.0,2190.0,0.0,64.0,300.0,89.0,31.0,0.0,10.0,783.0
2021-10-02 07:00:00+01:00,397.0,2226.0,0.0,106.0,332.0,72.0,32.0,6.0,11.0,949.0
2021-10-02 08:00:00+01:00,392.0,2203.0,0.0,64.0,341.0,35.0,33.0,61.0,17.0,991.0
2021-10-02 09:00:00+01:00,394.0,1737.0,0.0,64.0,159.0,1.0,33.0,130.0,17.0,914.0
2021-10-02 10:00:00+01:00,391.0,1171.0,0.0,64.0,146.0,4.0,33.0,234.0,23.0,993.0
