,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-08-31 23:00:00+01:00,90.85000000000001,1347.01,123.82000000000001,2.112,8.328,3.48,27.060000000000002,0.0,0.0,5.324
2021-09-01 00:00:00+01:00,92.23,1068.2,123.00000000000001,0.0,2.328,1.1520000000000001,28.700000000000003,0.0,0.0,5.598999999999999
2021-09-01 01:00:00+01:00,92.23,991.27,123.00000000000001,0.0,0.432,1.008,28.700000000000003,0.0,0.0,5.346
2021-09-01 02:00:00+01:00,89.7,983.43,123.00000000000001,0.0,0.384,0.84,28.700000000000003,0.0,0.0,4.433
2021-09-01 03:00:00+01:00,86.94,945.21,123.00000000000001,0.0,0.40800000000000003,0.84,28.700000000000003,0.0,0.012,5.137
2021-09-01 04:00:00+01:00,84.87,1075.55,90.2,0.0,0.384,0.84,27.880000000000003,0.0,0.0,8.272
2021-09-01 05:00:00+01:00,85.79,1293.6,82.0,1.536,3.864,0.84,23.78,0.0,0.0,10.208
2021-09-01 06:00:00+01:00,89.93,1500.3799999999999,182.86,1.608,15.864,5.88,28.700000000000003,0.0,0.0,10.593
2021-09-01 07:00:00+01:00,87.17,1570.45,181.22000000000003,5.064,17.400000000000002,2.544,27.880000000000003,0.9430000000000001,0.0,13.596
2021-09-01 08:00:00+01:00,87.4,1590.54,181.22000000000003,6.0,17.976,2.952,27.880000000000003,4.715,0.0,14.245
2021-09-01 09:00:00+01:00,90.62,1586.62,181.22000000000003,2.928,21.072,6.36,27.880000000000003,8.856,0.0,13.167
2021-09-01 10:00:00+01:00,92.46000000000001,1510.18,181.22000000000003,1.56,15.36,5.64,28.700000000000003,11.316,0.0,12.485
2021-09-01 11:00:00+01:00,92.92,1580.74,181.22000000000003,1.584,15.864,1.32,27.880000000000003,15.99,0.0,9.042
2021-09-01 12:00:00+01:00,92.0,1550.36,181.22000000000003,1.584,2.7840000000000003,1.104,27.880000000000003,18.778000000000002,0.0,4.795999999999999
2021-09-01 13:00:00+01:00,91.77000000000001,1515.08,180.4,1.584,3.696,2.3040000000000003,27.880000000000003,22.181,0.0,4.741
2021-09-01 14:00:00+01:00,92.23,1526.35,149.24,1.584,2.688,1.488,27.880000000000003,25.051000000000002,0.0,4.433
2021-09-01 15:00:00+01:00,89.93,1505.28,149.24,1.584,2.232,1.032,28.700000000000003,22.96,0.012,4.037
2021-09-01 16:00:00+01:00,89.24000000000001,1542.03,148.42000000000002,2.04,4.032,1.176,28.700000000000003,19.721,0.0,3.9269999999999996
2021-09-01 17:00:00+01:00,89.01,1543.99,148.42000000000002,12.96,15.936,8.088000000000001,27.880000000000003,15.416,0.024,4.960999999999999
2021-09-01 18:00:00+01:00,89.93,1560.6499999999999,180.4,9.24,17.136,7.464,28.700000000000003,7.134,0.024,7.688999999999999
2021-09-01 19:00:00+01:00,89.47,1575.35,180.4,11.016,23.976,8.448,28.700000000000003,1.2710000000000001,0.024,6.885999999999999
2021-09-01 20:00:00+01:00,90.62,1573.8799999999999,181.22000000000003,29.904,26.976,5.088,28.700000000000003,0.0,0.012,4.378
2021-09-01 21:00:00+01:00,90.39,1571.92,180.4,9.192,24.744,6.6240000000000006,28.700000000000003,0.0,0.0,3.1679999999999997
2021-09-01 22:00:00+01:00,91.08,1579.76,142.68,2.7840000000000003,23.856,2.64,27.880000000000003,0.0,0.012,2.31
2021-09-01 23:00:00+01:00,92.23,1572.8999999999999,123.82000000000001,13.728,15.744,4.752,27.880000000000003,0.0,0.0,1.7049999999999998
2021-09-02 00:00:00+01:00,92.23,1401.3999999999999,123.00000000000001,11.856,12.48,5.664,27.880000000000003,0.0,0.0,1.2979999999999998
2021-09-02 01:00:00+01:00,92.92,1341.62,123.00000000000001,1.584,1.992,4.416,28.700000000000003,0.0,0.0,0.858
2021-09-02 02:00:00+01:00,92.92,1281.84,123.00000000000001,1.584,0.40800000000000003,3.096,28.700000000000003,0.0,0.0,0.8909999999999999
2021-09-02 03:00:00+01:00,92.46000000000001,1282.33,123.82000000000001,1.584,0.456,4.344,28.700000000000003,0.0,0.0,1.056
2021-09-02 04:00:00+01:00,92.23,1331.33,147.60000000000002,1.584,3.648,7.104,28.700000000000003,0.0,0.0,1.287
2021-09-02 05:00:00+01:00,92.23,1489.11,181.22000000000003,1.824,8.904,11.664,28.700000000000003,0.0,0.0,1.2429999999999999
2021-09-02 06:00:00+01:00,92.46000000000001,1466.57,181.22000000000003,14.52,17.088,15.0,27.880000000000003,0.0,0.0,1.2979999999999998
2021-09-02 07:00:00+01:00,90.39,1585.1499999999999,181.22000000000003,18.936,17.64,16.128,27.880000000000003,1.0250000000000001,0.0,1.012
2021-09-02 08:00:00+01:00,89.7,1600.34,181.22000000000003,19.080000000000002,17.544,15.336,28.700000000000003,7.462000000000001,0.0,0.8029999999999999
2021-09-02 09:00:00+01:00,88.09,1553.79,181.22000000000003,6.216,14.976,15.816,27.880000000000003,16.072,0.0,0.46199999999999997
2021-09-02 10:00:00+01:00,86.94,1533.21,180.4,1.968,9.144,5.5680000000000005,27.060000000000002,25.051000000000002,0.0,0.319
2021-09-02 11:00:00+01:00,87.17,1524.3899999999999,180.4,1.584,7.728,4.08,27.880000000000003,30.381,0.0,0.38499999999999995
2021-09-02 12:00:00+01:00,86.94,1519.98,180.4,1.584,2.472,3.6,27.880000000000003,31.201,0.0,0.9239999999999999
2021-09-02 13:00:00+01:00,86.02000000000001,1477.84,179.58,2.04,3.192,3.72,27.880000000000003,30.873,0.0,2.387
2021-09-02 14:00:00+01:00,86.71000000000001,1461.67,146.78,1.584,1.224,2.088,27.880000000000003,31.037000000000003,0.0,4.004
2021-09-02 15:00:00+01:00,86.25,1415.12,146.78,1.584,0.552,1.1520000000000001,27.880000000000003,28.905,0.0,6.039
2021-09-02 16:00:00+01:00,86.02000000000001,1377.3899999999999,149.24,1.584,0.528,0.864,27.880000000000003,25.256,0.0,7.853999999999999
2021-09-02 17:00:00+01:00,86.02000000000001,1483.23,148.42000000000002,2.4,3.072,5.088,27.880000000000003,18.942,0.0,9.415999999999999
2021-09-02 18:00:00+01:00,85.56,1523.8999999999999,181.22000000000003,15.792,23.112000000000002,8.304,27.880000000000003,10.783000000000001,0.0,10.373
2021-09-02 19:00:00+01:00,86.71000000000001,1538.11,182.86,29.544,21.312,10.824,27.880000000000003,1.7630000000000001,0.0,11.219999999999999
2021-09-02 20:00:00+01:00,86.71000000000001,1519.0,182.86,38.856,25.488,15.288,27.880000000000003,0.0,0.0,10.879
2021-09-02 21:00:00+01:00,85.79,1513.61,182.86,29.016000000000002,22.464000000000002,14.64,27.060000000000002,0.0,0.0,9.206999999999999
2021-09-02 22:00:00+01:00,86.25,1511.16,151.70000000000002,15.0,13.368,8.712,27.060000000000002,0.0,0.0,8.173
2021-09-02 23:00:00+01:00,86.02000000000001,1513.61,124.64000000000001,8.16,16.968,7.128,26.240000000000002,0.0,0.0,7.194
2021-09-03 00:00:00+01:00,86.94,1323.49,124.64000000000001,1.584,8.16,5.88,27.880000000000003,0.0,0.0,6.457
2021-09-03 01:00:00+01:00,87.17,1333.78,123.82000000000001,1.56,5.16,4.464,27.060000000000002,0.0,0.0,5.06
2021-09-03 02:00:00+01:00,87.4,1329.37,123.82000000000001,1.56,1.104,4.464,27.060000000000002,0.0,0.0,3.9819999999999998
2021-09-03 03:00:00+01:00,88.09,1348.48,123.82000000000001,1.56,5.808,5.688,27.060000000000002,0.0,0.0,3.058
2021-09-03 04:00:00+01:00,89.47,1333.29,149.24,1.752,5.76,4.992,28.700000000000003,0.0,0.0,2.376
2021-09-03 05:00:00+01:00,88.78,1473.92,180.4,8.304,14.424,12.84,23.78,0.0,0.0,2.508
2021-09-03 06:00:00+01:00,87.63000000000001,1541.54,207.46,20.928,20.28,15.312000000000001,19.68,0.0,0.0,2.497
2021-09-03 07:00:00+01:00,89.47,1594.46,235.34000000000003,19.056,19.224,15.384,24.6,1.0250000000000001,0.012,2.1559999999999997
2021-09-03 08:00:00+01:00,90.85000000000001,1544.48,181.22000000000003,13.152000000000001,14.472,13.296000000000001,27.060000000000002,7.462000000000001,0.0,1.529
2021-09-03 09:00:00+01:00,91.08,1530.27,181.22000000000003,1.56,9.936,5.304,27.060000000000002,17.097,0.0,1.21
