,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Waste,Wind Onshore
2021-06-01 01:00:00+03:00,33.292500000000004,39.935,27.470000000000002,0.18325,48.585,11.226,5.64,10.455,,8.29998,3.3935
2021-06-01 02:00:00+03:00,33.235,40.7925,27.265,0.18325,49.2,10.746,5.64,11.07,,8.29998,3.2202499999999996
2021-06-01 03:00:00+03:00,32.89,40.3025,27.265,0.18325,49.815000000000005,10.596,5.64,11.48,,8.29998,2.80775
2021-06-01 04:00:00+03:00,32.3725,40.0575,26.855,0.18325,49.815000000000005,10.59,5.64,11.48,,8.29998,2.27975
2021-06-01 05:00:00+03:00,32.2,38.832499999999996,27.060000000000002,0.18325,51.455000000000005,10.716000000000001,5.64,9.84,,8.29998,1.6555
2021-06-01 06:00:00+03:00,32.487500000000004,38.71,28.290000000000003,0.18325,67.24000000000001,11.778,5.6370000000000005,8.815000000000001,,8.29998,0.9652499999999999
2021-06-01 07:00:00+03:00,32.8325,43.4875,33.21,0.18325,77.69500000000001,13.554,5.634,8.405000000000001,,8.29998,0.286
2021-06-01 08:00:00+03:00,32.2575,44.7125,35.465,0.18325,78.31,13.962,5.631,7.995000000000001,,8.29998,0.1485
2021-06-01 09:00:00+03:00,32.1425,46.4275,36.695,0.18325,79.33500000000001,14.142,5.631,7.380000000000001,,8.530535,0.20625
2021-06-01 10:00:00+03:00,32.0275,45.57,35.055,2.01575,74.21000000000001,13.746,5.631,6.765000000000001,,8.29998,0.3465
2021-06-01 11:00:00+03:00,31.4525,45.2025,34.235,0.0,74.415,13.416,5.634,6.5600000000000005,,8.069425,0.49224999999999997
2021-06-01 12:00:00+03:00,31.797500000000003,42.7525,33.825,0.0,72.775,13.524000000000001,5.634,5.945,,8.530535,0.6297499999999999
2021-06-01 13:00:00+03:00,32.1425,40.67,32.595000000000006,0.0,70.11,13.5,5.631,5.945,,8.530535,0.7012499999999999
2021-06-01 14:00:00+03:00,32.085,36.6275,33.005,0.18325,67.65,13.638,5.628,5.33,,8.29998,0.69575
2021-06-01 15:00:00+03:00,31.6825,37.485,33.825,0.18325,66.01,14.154,5.628,5.74,,8.29998,0.7424999999999999
2021-06-01 16:00:00+03:00,31.4525,37.8525,30.340000000000003,0.18325,56.785000000000004,13.914,5.625,5.535,,8.29998,0.68475
2021-06-01 17:00:00+03:00,31.4525,36.1375,28.495,0.18325,48.38,13.632,5.628,5.33,,8.29998,0.638
2021-06-01 18:00:00+03:00,31.165000000000003,36.995,28.495,0.18325,58.220000000000006,13.950000000000001,5.625,5.33,,8.29998,0.638
2021-06-01 19:00:00+03:00,31.740000000000002,37.6075,29.725,0.18325,65.60000000000001,14.22,5.625,5.945,,8.29998,0.56375
2021-06-01 20:00:00+03:00,32.085,37.485,32.185,0.18325,66.01,14.25,5.625,6.15,,8.069425,0.46199999999999997
2021-06-01 21:00:00+03:00,31.625,36.8725,28.085,0.18325,59.86000000000001,13.488,5.625,6.355,,8.29998,0.40975
2021-06-01 22:00:00+03:00,31.797500000000003,36.1375,25.625000000000004,0.18325,45.30500000000001,13.512,5.628,7.585000000000001,,8.29998,0.45925
2021-06-01 23:00:00+03:00,31.9125,36.75,25.625000000000004,0.18325,43.050000000000004,12.318,5.628,8.405000000000001,,8.29998,0.5389999999999999
2021-06-02 00:00:00+03:00,31.28,35.28,27.060000000000002,0.18325,43.050000000000004,11.322000000000001,5.628,9.020000000000001,,8.29998,0.528
2021-06-02 01:00:00+03:00,31.6825,34.4225,26.445,0.18325,42.025000000000006,10.59,5.625,9.635000000000002,,8.29998,0.484
2021-06-02 02:00:00+03:00,32.1425,34.545,26.035000000000004,0.18325,42.025000000000006,10.53,5.631,10.045,,8.29998,0.49224999999999997
2021-06-02 03:00:00+03:00,32.660000000000004,34.545,24.6,0.18325,41.82,10.518,5.634,11.07,,8.29998,0.3795
2021-06-02 04:00:00+03:00,32.775,35.1575,25.625000000000004,0.18325,42.025000000000006,10.464,5.631,10.66,,8.29998,0.297
2021-06-02 05:00:00+03:00,32.89,35.035,27.470000000000002,0.18325,43.050000000000004,10.518,5.634,9.430000000000001,,8.29998,0.27499999999999997
2021-06-02 06:00:00+03:00,33.005,34.9125,30.955000000000002,0.18325,46.330000000000005,11.526,5.634,7.790000000000001,,8.29998,0.18975
2021-06-02 07:00:00+03:00,33.695,35.6475,33.005,0.18325,62.32000000000001,13.362,5.631,7.175000000000001,,8.29998,0.11549999999999999
2021-06-02 08:00:00+03:00,32.315000000000005,35.769999999999996,35.67,0.18325,70.72500000000001,13.926,5.631,5.74,,8.069425,0.049499999999999995
2021-06-02 09:00:00+03:00,32.2575,35.402499999999996,35.67,0.18325,70.11,13.578,5.634,4.715000000000001,,8.29998,0.0385
2021-06-02 10:00:00+03:00,32.43,35.035,33.620000000000005,0.18325,71.545,13.836,5.634,4.715000000000001,,8.29998,0.057749999999999996
2021-06-02 11:00:00+03:00,32.89,35.1575,33.620000000000005,0.18325,73.185,13.92,5.631,4.1000000000000005,,8.069425,0.09624999999999999
2021-06-02 12:00:00+03:00,33.1775,35.402499999999996,33.21,0.18325,72.16000000000001,13.548,5.634,4.1000000000000005,,8.29998,0.21175
2021-06-02 13:00:00+03:00,33.8675,35.035,33.620000000000005,0.18325,71.75,13.176,5.628,4.1000000000000005,,8.29998,0.34099999999999997
2021-06-02 14:00:00+03:00,34.3275,34.3,31.980000000000004,0.18325,70.11,12.99,5.625,4.1000000000000005,,8.069425,0.44549999999999995
2021-06-02 15:00:00+03:00,34.3275,32.83,30.750000000000004,0.733,69.905,13.59,5.622,4.1000000000000005,,8.29998,0.528
2021-06-02 16:00:00+03:00,33.752500000000005,32.83,28.290000000000003,0.18325,61.295,13.278,5.622,4.1000000000000005,,8.29998,0.5884999999999999
2021-06-02 17:00:00+03:00,33.6375,32.83,24.805000000000003,0.18325,51.865,12.984,5.6160000000000005,4.1000000000000005,,8.29998,0.5555
2021-06-02 18:00:00+03:00,33.465,34.1775,24.6,0.18325,61.705000000000005,12.936,5.6160000000000005,4.1000000000000005,,8.29998,0.4785
2021-06-02 19:00:00+03:00,33.292500000000004,34.1775,27.675,0.18325,68.47,13.446,5.622,4.1000000000000005,,8.29998,0.46475
2021-06-02 20:00:00+03:00,33.695,35.402499999999996,25.830000000000002,0.18325,69.08500000000001,13.836,5.625,4.1000000000000005,,8.069425,0.43174999999999997
2021-06-02 21:00:00+03:00,33.4075,34.545,19.885,0.18325,64.165,12.918000000000001,5.622,4.715000000000001,,7.1472050000000005,0.484
2021-06-02 22:00:00+03:00,33.005,33.1975,18.040000000000003,0.18325,47.150000000000006,12.684000000000001,5.622,6.15,,7.37776,0.594
2021-06-02 23:00:00+03:00,33.235,33.4425,17.835,0.18325,43.050000000000004,11.958,5.625,6.970000000000001,,7.608315,0.78375
2021-06-03 00:00:00+03:00,33.5225,33.6875,17.015,0.18325,43.46,10.38,5.625,7.790000000000001,,8.069425,0.86625
2021-06-03 01:00:00+03:00,33.58,33.075,15.375000000000002,0.18325,43.050000000000004,10.326,5.625,8.405000000000001,,8.069425,0.8937499999999999
2021-06-03 02:00:00+03:00,33.005,32.83,15.580000000000002,0.18325,43.46,10.116,5.625,8.610000000000001,,8.069425,0.8799999999999999
2021-06-03 03:00:00+03:00,33.005,33.075,15.580000000000002,0.18325,44.075,10.002,5.622,8.815000000000001,,8.29998,0.7699999999999999
2021-06-03 04:00:00+03:00,32.89,32.9525,15.580000000000002,0.18325,44.075,10.212,5.628,9.225000000000001,,8.29998,0.6655
2021-06-03 05:00:00+03:00,32.545,33.075,15.785000000000002,0.18325,44.075,10.68,5.325,8.815000000000001,,8.069425,0.5582499999999999
2021-06-03 06:00:00+03:00,32.487500000000004,32.339999999999996,18.860000000000003,0.18325,47.150000000000006,11.034,4.5120000000000005,7.585000000000001,,8.530535,0.5499999999999999
2021-06-03 07:00:00+03:00,32.775,25.48,21.115000000000002,0.18325,63.550000000000004,12.786,4.425,6.5600000000000005,,8.530535,0.39875
2021-06-03 08:00:00+03:00,32.487500000000004,22.9075,28.085,0.18325,70.72500000000001,13.548,4.428,5.33,,7.83887,0.2475
2021-06-03 09:00:00+03:00,32.1425,25.235,30.340000000000003,0.18325,69.7,13.05,4.425,4.715000000000001,,8.069425,0.24475
2021-06-03 10:00:00+03:00,32.0275,24.6225,30.340000000000003,4.58125,69.08500000000001,13.290000000000001,4.428,4.715000000000001,,8.069425,0.286
2021-06-03 11:00:00+03:00,31.28,25.6025,29.725,0.18325,68.67500000000001,13.344,4.431,4.715000000000001,,8.29998,0.31625
2021-06-03 12:00:00+03:00,31.165000000000003,25.357499999999998,28.495,0.18325,35.055,13.632,4.4670000000000005,4.305000000000001,,8.530535,0.3795
2021-06-03 13:00:00+03:00,31.28,24.745,26.855,0.18325,24.6,13.554,5.343,4.1000000000000005,,8.29998,0.4125
2021-06-03 14:00:00+03:00,30.9925,23.275,23.78,1.0995,44.895,13.290000000000001,5.487,4.1000000000000005,,8.069425,0.473
2021-06-03 15:00:00+03:00,28.8075,23.765,21.935000000000002,0.18325,53.71,13.314,5.496,4.1000000000000005,,8.069425,0.5225
2021-06-03 16:00:00+03:00,28.75,23.3975,21.73,0.18325,45.30500000000001,12.792,5.517,4.1000000000000005,,8.069425,0.5307499999999999
2021-06-03 17:00:00+03:00,28.75,23.765,21.73,0.18325,43.255,12.828,5.523,4.1000000000000005,,8.069425,0.51425
2021-06-03 18:00:00+03:00,28.5775,24.745,21.73,0.18325,45.92,13.602,5.535,4.1000000000000005,,8.069425,0.49774999999999997
2021-06-03 19:00:00+03:00,29.21,29.5225,21.73,0.18325,55.145,13.686,5.547,4.1000000000000005,,8.530535,0.46199999999999997
2021-06-03 20:00:00+03:00,29.727500000000003,32.095,21.73,0.18325,55.145,13.44,5.565,4.305000000000001,,8.29998,0.46475
2021-06-03 21:00:00+03:00,29.1525,32.9525,21.73,0.18325,48.790000000000006,12.822000000000001,5.571,4.715000000000001,,8.29998,0.56375
2021-06-03 22:00:00+03:00,29.6125,34.3,21.525000000000002,0.18325,44.48500000000001,12.66,5.595,6.355,,8.069425,0.814
2021-06-03 23:00:00+03:00,29.3825,33.565,19.885,0.18325,43.665000000000006,12.504,5.604,7.175000000000001,,6.45554,1.1495
2021-06-04 00:00:00+03:00,29.44,33.075,18.655,0.18325,43.46,10.962,5.625,7.790000000000001,,4.14999,1.6829999999999998
2021-06-04 01:00:00+03:00,29.267500000000002,32.339999999999996,17.425,0.18325,43.665000000000006,10.092,5.6370000000000005,8.200000000000001,,2.30555,2.266
2021-06-04 02:00:00+03:00,29.1525,32.9525,17.425,0.18325,43.665000000000006,9.540000000000001,5.64,8.610000000000001,,1.84444,2.3815
2021-06-04 03:00:00+03:00,29.267500000000002,32.585,17.425,0.18325,43.665000000000006,9.468,5.64,9.020000000000001,,1.84444,2.266
2021-06-04 04:00:00+03:00,29.727500000000003,32.83,17.425,0.18325,24.805000000000003,9.426,5.6370000000000005,9.020000000000001,,1.84444,2.08725
2021-06-04 05:00:00+03:00,29.6125,32.9525,17.425,0.18325,38.95,9.96,5.6370000000000005,8.200000000000001,,1.84444,1.6829999999999998
2021-06-04 06:00:00+03:00,29.785,32.9525,19.475,0.18325,51.660000000000004,11.352,5.64,6.5600000000000005,,3.22777,1.0202499999999999
2021-06-04 07:00:00+03:00,30.1875,33.6875,23.78,0.18325,63.14000000000001,12.978,5.643,5.535,,5.99443,0.43999999999999995
2021-06-04 08:00:00+03:00,30.1875,34.4225,28.290000000000003,2.38225,72.36500000000001,14.01,5.646,5.125,,8.29998,0.17325
2021-06-04 09:00:00+03:00,29.9575,35.6475,27.470000000000002,0.18325,70.31500000000001,14.316,5.646,4.715000000000001,,8.530535,0.23099999999999998
2021-06-04 10:00:00+03:00,29.6125,35.1575,27.470000000000002,0.18325,69.29,14.388,5.646,4.305000000000001,,8.530535,0.32175
2021-06-04 11:00:00+03:00,29.555,34.4225,27.470000000000002,0.18325,64.575,14.052,5.643,4.1000000000000005,,8.530535,0.429
2021-06-04 12:00:00+03:00,29.727500000000003,34.79,27.470000000000002,0.18325,63.96000000000001,13.422,5.643,4.1000000000000005,,8.530535,0.5609999999999999
2021-06-04 13:00:00+03:00,30.0725,35.525,27.470000000000002,0.18325,58.425000000000004,13.584,5.643,4.1000000000000005,,8.530535,0.7012499999999999
2021-06-04 14:00:00+03:00,32.085,34.545,26.445,0.18325,54.940000000000005,13.146,5.634,4.1000000000000005,,8.29998,0.7699999999999999
2021-06-04 15:00:00+03:00,32.085,34.6675,26.035000000000004,0.18325,54.940000000000005,13.254,5.625,4.1000000000000005,,8.530535,0.79475
2021-06-04 16:00:00+03:00,31.6825,35.1575,26.035000000000004,0.18325,49.405,12.906,5.622,4.1000000000000005,,8.29998,0.75625
2021-06-04 17:00:00+03:00,31.28,35.402499999999996,26.035000000000004,0.18325,39.77,12.744,5.622,4.1000000000000005,,8.530535,0.7314999999999999
2021-06-04 18:00:00+03:00,31.6825,35.1575,22.755000000000003,0.18325,40.385000000000005,13.266,5.625,4.1000000000000005,,8.530535,0.6545
2021-06-04 19:00:00+03:00,31.9125,34.79,20.295,0.18325,48.790000000000006,13.896,5.619,4.1000000000000005,,8.530535,0.5665
2021-06-04 20:00:00+03:00,33.1775,32.707499999999996,16.605,0.18325,60.475,13.662,5.619,4.715000000000001,,8.530535,0.48674999999999996
2021-06-04 21:00:00+03:00,32.545,29.5225,6.970000000000001,0.18325,54.325,12.966000000000001,5.619,4.715000000000001,,8.530535,0.40975
2021-06-04 22:00:00+03:00,32.545,28.5425,6.5600000000000005,0.18325,41.410000000000004,12.39,5.622,6.355,,8.530535,0.45649999999999996
2021-06-04 23:00:00+03:00,32.89,31.9725,6.5600000000000005,0.18325,37.31,11.994,5.619,7.175000000000001,,8.29998,0.484
2021-06-05 00:00:00+03:00,32.6025,32.9525,6.5600000000000005,0.18325,20.09,11.022,5.622,7.790000000000001,,8.29998,0.5609999999999999
2021-06-05 01:00:00+03:00,32.545,33.565,6.5600000000000005,0.18325,20.295,9.936,5.625,8.200000000000001,,8.530535,0.583
2021-06-05 02:00:00+03:00,32.9475,34.055,6.5600000000000005,0.18325,20.09,10.008000000000001,5.625,8.610000000000001,,8.069425,0.5582499999999999
2021-06-05 03:00:00+03:00,33.35,33.565,6.5600000000000005,0.18325,20.295,10.314,5.625,9.020000000000001,,8.29998,0.5445
2021-06-05 04:00:00+03:00,33.6375,33.81,6.5600000000000005,0.18325,20.09,10.038,5.628,9.020000000000001,,8.530535,0.616
2021-06-05 05:00:00+03:00,33.58,33.565,6.5600000000000005,0.18325,19.885,10.23,5.625,8.200000000000001,,8.29998,0.48674999999999996
2021-06-05 06:00:00+03:00,33.35,33.565,6.5600000000000005,0.18325,20.09,10.14,5.628,6.970000000000001,,8.530535,0.4125
2021-06-05 07:00:00+03:00,33.235,34.545,6.5600000000000005,0.18325,20.705000000000002,10.71,5.628,5.74,,8.530535,0.30524999999999997
2021-06-05 08:00:00+03:00,33.465,33.9325,6.5600000000000005,0.18325,20.705000000000002,11.97,5.625,4.92,,8.530535,0.132
2021-06-05 09:00:00+03:00,33.925000000000004,33.9325,6.5600000000000005,0.18325,20.705000000000002,12.624,5.628,4.305000000000001,,8.530535,0.121
2021-06-05 10:00:00+03:00,33.9825,34.9125,6.5600000000000005,0.18325,20.705000000000002,12.852,5.631,4.1000000000000005,,8.530535,0.13474999999999998
2021-06-05 11:00:00+03:00,33.695,34.055,6.765000000000001,0.18325,20.295,12.684000000000001,5.631,3.6900000000000004,,8.530535,0.154
2021-06-05 12:00:00+03:00,33.58,32.707499999999996,6.765000000000001,0.18325,20.09,12.888,5.628,3.4850000000000003,,8.530535,0.22824999999999998
2021-06-05 13:00:00+03:00,33.5225,32.585,6.765000000000001,0.18325,20.705000000000002,12.3,5.628,3.4850000000000003,,8.530535,0.308
2021-06-05 14:00:00+03:00,33.81,32.585,6.765000000000001,0.18325,20.705000000000002,12.036,5.628,3.4850000000000003,,8.530535,0.36574999999999996
2021-06-05 15:00:00+03:00,33.1775,32.83,6.765000000000001,0.18325,20.705000000000002,11.898,5.628,3.4850000000000003,,8.530535,0.484
2021-06-05 16:00:00+03:00,33.5225,29.5225,6.765000000000001,0.18325,20.705000000000002,12.234,5.634,3.4850000000000003,,8.530535,0.572
2021-06-05 17:00:00+03:00,33.752500000000005,27.439999999999998,6.765000000000001,0.18325,20.705000000000002,12.33,5.634,3.8950000000000005,,8.530535,0.5775
2021-06-05 18:00:00+03:00,33.0625,27.5625,6.765000000000001,0.18325,20.705000000000002,12.408,5.631,4.1000000000000005,,8.530535,0.5582499999999999
2021-06-05 19:00:00+03:00,29.727500000000003,26.8275,6.765000000000001,0.18325,21.32,12.342,5.634,4.1000000000000005,,8.530535,0.56375
2021-06-05 20:00:00+03:00,28.8075,24.8675,6.765000000000001,0.18325,20.91,12.282,5.634,4.305000000000001,,8.530535,0.5802499999999999
2021-06-05 21:00:00+03:00,28.405,27.5625,6.765000000000001,0.18325,20.705000000000002,12.282,5.631,4.715000000000001,,8.530535,0.54175
2021-06-05 22:00:00+03:00,27.887500000000003,31.115,6.765000000000001,0.18325,20.5,11.766,5.628,5.535,,8.530535,0.594
