,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-11-01 00:00:00+01:00,0.0,39.69,0.672,100.824,153.0,0.0,,38.73324,35.156
2021-11-01 01:00:00+01:00,0.0,39.2,0.672,100.824,145.968,0.0,,39.655460000000005,34.550999999999995
2021-11-01 02:00:00+01:00,0.0,39.2,0.648,100.632,142.272,0.0,,39.655460000000005,32.251999999999995
2021-11-01 03:00:00+01:00,0.0,39.2,0.648,100.656,130.584,0.0,,39.655460000000005,34.330999999999996
2021-11-01 04:00:00+01:00,0.0,39.2,0.648,100.512,123.864,0.0,,40.57768,35.299
2021-11-01 05:00:00+01:00,0.0,39.69,0.648,101.28,143.112,0.0,,39.655460000000005,36.19
2021-11-01 06:00:00+01:00,0.0,39.2,0.672,102.0,171.888,0.0,,37.81102,36.641
2021-11-01 07:00:00+01:00,0.0,39.2,0.648,103.032,211.512,0.0,,36.8888,36.916
2021-11-01 08:00:00+01:00,0.0,39.2,1.56,103.584,249.72,0.0,,30.43326,37.312
2021-11-01 09:00:00+01:00,0.0,39.2,1.8,103.56,248.568,0.0,,29.51104,37.015
2021-11-01 10:00:00+01:00,0.0,39.69,1.824,103.752,246.192,0.0,,35.96658,37.257
2021-11-01 11:00:00+01:00,0.0,39.2,0.984,103.992,233.904,0.0,,35.96658,37.015
2021-11-01 12:00:00+01:00,0.0,39.2,0.96,105.024,231.40800000000002,0.0,,35.044360000000005,36.641
2021-11-01 13:00:00+01:00,0.0,39.2,0.96,104.376,244.17600000000002,0.0,,35.96658,35.827
2021-11-01 14:00:00+01:00,0.0,39.2,0.96,104.592,249.192,0.0,,36.8888,35.475
2021-11-01 15:00:00+01:00,0.0,39.2,1.68,105.096,257.544,0.0,,30.43326,34.914
2021-11-01 16:00:00+01:00,0.0,39.2,1.776,105.19200000000001,261.72,0.0,,26.74438,36.113
2021-11-01 17:00:00+01:00,0.0,39.2,1.728,104.06400000000001,272.688,0.0,,27.666600000000003,37.388999999999996
2021-11-01 18:00:00+01:00,0.0,39.2,1.728,104.4,265.392,0.0,,36.8888,38.016
2021-11-01 19:00:00+01:00,0.0,39.2,1.728,103.8,237.888,0.0,,37.81102,36.751
2021-11-01 20:00:00+01:00,0.0,39.2,0.888,104.08800000000001,228.312,0.0,,37.81102,34.089
2021-11-01 21:00:00+01:00,0.0,39.2,0.912,104.4,216.672,0.0,,36.8888,36.036
2021-11-01 22:00:00+01:00,0.0,39.2,0.936,104.376,196.296,0.0,,36.8888,37.763
2021-11-01 23:00:00+01:00,0.0,39.69,0.96,103.68,186.792,0.0,,36.8888,33.847
2021-11-02 00:00:00+01:00,0.0,40.18,0.8160000000000001,102.792,178.17600000000002,0.0,,35.96658,35.222
2021-11-02 01:00:00+01:00,0.0,40.18,0.864,102.96000000000001,180.264,0.0,,38.73324,35.244
2021-11-02 02:00:00+01:00,0.0,40.18,0.888,102.768,191.304,0.0,,38.73324,34.946999999999996
2021-11-02 03:00:00+01:00,0.0,40.18,1.752,102.672,208.584,0.0,,32.2777,32.439
2021-11-02 04:00:00+01:00,0.0,40.18,4.128,102.168,231.45600000000002,0.0,,32.2777,28.842
