,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Waste,Wind Onshore
2021-02-01 01:00:00+02:00,49.392500000000005,101.92,163.18,0.18325,118.08000000000001,9.306000000000001,8.397,34.235,,1.84444,0.40149999999999997
2021-02-01 02:00:00+02:00,48.932500000000005,102.5325,165.025,0.18325,117.87500000000001,9.222,8.397,34.85,,1.84444,0.484
2021-02-01 03:00:00+02:00,48.875,102.2875,164.205,0.18325,119.31,9.396,8.397,35.67,,3.4583250000000003,0.5225
2021-02-01 04:00:00+02:00,49.737500000000004,102.7775,166.66500000000002,0.18325,121.56500000000001,9.072000000000001,8.397,36.080000000000005,,5.53332,0.572
2021-02-01 05:00:00+02:00,50.485,105.4725,176.3,0.18325,126.28000000000002,9.852,8.397,36.695,,6.686095,0.64625
2021-02-01 06:00:00+02:00,52.1525,108.78,193.52,0.18325,140.01500000000001,11.118,8.397,36.900000000000006,,6.916650000000001,0.594
2021-02-01 07:00:00+02:00,53.072500000000005,108.28999999999999,210.74,0.18325,164.205,12.528,8.397,36.900000000000006,,7.37776,0.594
2021-02-01 08:00:00+02:00,54.4525,108.4125,215.66000000000003,0.18325,176.71,14.268,8.4,36.900000000000006,,7.83887,0.5775
2021-02-01 09:00:00+02:00,53.935,110.495,215.865,0.18325,179.78500000000003,14.67,8.409,36.900000000000006,,7.83887,0.54175
2021-02-01 10:00:00+02:00,53.877500000000005,107.8,216.685,0.18325,178.965,14.766,8.397,35.055,,7.83887,0.517
2021-02-01 11:00:00+02:00,54.1075,106.085,216.48000000000002,0.18325,173.22500000000002,13.992,8.394,32.595000000000006,,7.83887,0.43174999999999997
2021-02-01 12:00:00+02:00,53.82,106.4525,212.585,0.18325,171.585,12.678,8.394,28.495,,7.83887,0.38225
2021-02-01 13:00:00+02:00,53.475,110.495,216.07000000000002,0.18325,173.02,13.434000000000001,8.394,27.880000000000003,,7.83887,0.38775
2021-02-01 14:00:00+02:00,52.612500000000004,111.5975,214.02,0.18325,171.175,12.528,8.394,29.110000000000003,,8.069425,0.37124999999999997
2021-02-01 15:00:00+02:00,48.645,111.23,214.84,0.18325,168.715,11.748000000000001,8.394,31.570000000000004,,8.069425,0.37124999999999997
2021-02-01 16:00:00+02:00,48.99,107.6775,215.865,0.18325,173.43,11.202,8.394,33.415,,7.83887,0.42624999999999996
2021-02-01 17:00:00+02:00,48.760000000000005,110.005,218.12,0.18325,178.145,12.852,8.397,35.055,,7.608315,0.48124999999999996
2021-02-01 18:00:00+02:00,48.300000000000004,106.4525,220.58,0.18325,179.99,13.308,8.397,36.080000000000005,,7.83887,0.45925
2021-02-01 19:00:00+02:00,47.725,108.28999999999999,218.735,0.18325,179.17000000000002,12.672,8.397,36.49,,7.83887,0.46475
2021-02-01 20:00:00+02:00,47.495000000000005,109.02499999999999,215.455,0.18325,177.735,12.336,8.397,36.285000000000004,,7.608315,0.40425
2021-02-01 21:00:00+02:00,46.6325,106.9425,206.23000000000002,0.18325,173.22500000000002,12.492,8.397,36.080000000000005,,7.37776,0.34925
2021-02-01 22:00:00+02:00,45.31,108.045,188.395,0.18325,152.315,12.534,8.397,36.080000000000005,,7.37776,0.286
2021-02-01 23:00:00+02:00,44.965,106.085,175.89000000000001,0.18325,136.53,11.73,8.394,35.875,,5.07221,0.26675
2021-02-02 00:00:00+02:00,44.6775,105.96249999999999,167.69000000000003,0.18325,131.20000000000002,10.638,8.397,35.875,,2.76666,0.253
2021-02-02 01:00:00+02:00,44.735,100.205,166.66500000000002,0.18325,130.38000000000002,9.612,8.397,36.695,,1.84444,0.24475
2021-02-02 02:00:00+02:00,44.6775,99.96,166.87,0.18325,133.04500000000002,9.378,8.397,37.515,,3.919435,0.23374999999999999
2021-02-02 03:00:00+02:00,45.195,99.47,166.05,0.18325,132.22500000000002,9.444,8.397,38.540000000000006,,5.53332,0.23099999999999998
2021-02-02 04:00:00+02:00,45.252500000000005,99.5925,166.46,0.18325,133.455,9.588000000000001,8.397,38.745000000000005,,5.53332,0.19249999999999998
2021-02-02 05:00:00+02:00,45.9425,101.42999999999999,172.61,0.18325,135.3,9.888,8.397,38.745000000000005,,5.53332,0.14024999999999999
2021-02-02 06:00:00+02:00,46.0,105.35,191.47000000000003,0.18325,150.26500000000001,11.064,8.397,38.540000000000006,,5.53332,0.1265
2021-02-02 07:00:00+02:00,45.7125,105.35,207.87,0.18325,173.02,10.638,8.397,38.540000000000006,,5.53332,0.10999999999999999
2021-02-02 08:00:00+02:00,46.690000000000005,106.33,213.40500000000003,0.18325,179.99,12.828,8.394,38.95,,7.608315,0.12925
2021-02-02 09:00:00+02:00,46.0,107.4325,217.71,30.60275,180.4,12.9,8.361,39.155,,8.069425,0.11549999999999999
2021-02-02 10:00:00+02:00,46.1725,107.55499999999999,219.965,30.053,182.245,13.248000000000001,8.358,38.540000000000006,,7.608315,0.13749999999999998
2021-02-02 11:00:00+02:00,46.2875,106.2075,219.35000000000002,0.18325,180.81,12.804,8.361,37.105000000000004,,8.069425,0.143
2021-02-02 12:00:00+02:00,46.345,105.96249999999999,217.09500000000003,0.18325,182.45000000000002,12.780000000000001,8.388,33.620000000000005,,8.069425,0.14575
2021-02-02 13:00:00+02:00,46.805,106.575,219.555,0.18325,177.53,12.462,8.394,31.775000000000002,,7.83887,0.176
2021-02-02 14:00:00+02:00,46.115,108.1675,220.58,0.18325,179.78500000000003,12.222,8.394,32.595000000000006,,8.069425,0.24475
2021-02-02 15:00:00+02:00,46.0,107.55499999999999,219.76000000000002,2.199,177.94000000000003,11.532,8.397,34.03,,8.069425,0.30524999999999997
2021-02-02 16:00:00+02:00,46.1725,106.2075,218.53000000000003,0.18325,176.50500000000002,11.058,8.397,36.285000000000004,,8.069425,0.44549999999999995
2021-02-02 17:00:00+02:00,46.1725,105.96249999999999,219.35000000000002,0.18325,182.45000000000002,12.336,8.397,37.720000000000006,,7.608315,0.66275
2021-02-02 18:00:00+02:00,46.115,106.33,219.76000000000002,0.18325,184.09,12.936,8.397,38.13,,7.83887,0.9102499999999999
2021-02-02 19:00:00+02:00,46.46,105.4725,218.12,0.18325,182.655,12.126,8.4,38.540000000000006,,8.069425,1.04225
2021-02-02 20:00:00+02:00,46.805,106.085,215.865,0.18325,181.835,11.586,8.397,38.745000000000005,,7.83887,1.1935
2021-02-02 21:00:00+02:00,45.425000000000004,106.085,199.26000000000002,0.18325,161.13000000000002,11.586,8.397,38.745000000000005,,7.608315,1.37225
2021-02-02 22:00:00+02:00,44.505,105.96249999999999,173.02,0.18325,143.5,11.334,8.397,37.925000000000004,,6.45554,1.5675
2021-02-02 23:00:00+02:00,44.6775,103.5125,162.77,0.18325,141.655,9.852,8.397,37.515,,6.224985,1.75725
2021-02-03 00:00:00+02:00,44.39,103.39,160.925,0.18325,139.81,9.204,8.4,37.515,,6.224985,1.7489999999999999
2021-02-03 01:00:00+02:00,44.3325,103.5125,161.13000000000002,0.18325,137.965,9.036,8.4,37.515,,6.224985,1.8837499999999998
2021-02-03 02:00:00+02:00,43.987500000000004,104.49249999999999,158.055,0.18325,137.76000000000002,9.234,8.397,37.105000000000004,,6.686095,1.9029999999999998
2021-02-03 03:00:00+02:00,44.5625,104.0025,152.52,0.18325,137.76000000000002,9.624,8.4,36.900000000000006,,6.686095,1.8067499999999999
2021-02-03 04:00:00+02:00,45.77,101.42999999999999,154.16000000000003,0.18325,137.145,9.966000000000001,8.4,36.900000000000006,,6.686095,1.79025
2021-02-03 05:00:00+02:00,46.575,104.49249999999999,160.51500000000001,0.18325,138.17000000000002,10.422,8.4,37.515,,6.686095,1.7599999999999998
2021-02-03 06:00:00+02:00,48.2425,109.02499999999999,178.76000000000002,0.18325,153.54500000000002,12.27,8.4,37.720000000000006,,6.686095,1.8424999999999998
2021-02-03 07:00:00+02:00,49.8525,108.535,201.51500000000001,0.18325,175.89000000000001,13.38,8.397,38.13,,6.686095,2.0625
2021-02-03 08:00:00+02:00,50.4275,108.535,215.455,0.18325,179.99,13.776,8.397,38.540000000000006,,6.686095,2.222
2021-02-03 09:00:00+02:00,49.335,106.6975,217.71,0.18325,179.99,13.626,8.397,38.745000000000005,,6.686095,2.288
2021-02-03 10:00:00+02:00,48.127500000000005,103.2675,218.94000000000003,0.18325,179.78500000000003,14.028,8.397,36.695,,6.916650000000001,2.19175
2021-02-03 11:00:00+02:00,47.8975,104.0025,219.555,0.18325,179.78500000000003,13.482000000000001,8.391,31.775000000000002,,7.37776,2.2192499999999997
2021-02-03 12:00:00+02:00,47.4375,105.4725,216.275,0.18325,176.71,12.0,8.394,25.42,,7.1472050000000005,2.22475
2021-02-03 13:00:00+02:00,46.805,106.2075,218.12,0.18325,178.145,11.886000000000001,8.394,26.035000000000004,,7.1472050000000005,2.343
2021-02-03 14:00:00+02:00,45.77,106.82,218.32500000000002,0.18325,178.965,11.868,8.394,31.980000000000004,,7.1472050000000005,2.69225
2021-02-03 15:00:00+02:00,45.7125,108.4125,215.04500000000002,0.18325,173.02,12.438,8.394,35.260000000000005,,6.916650000000001,3.1515
2021-02-03 16:00:00+02:00,47.38,109.1475,211.97000000000003,0.18325,168.305,12.426,8.394,37.105000000000004,,6.686095,3.5062499999999996
2021-02-03 17:00:00+02:00,47.035000000000004,106.6975,209.715,0.18325,172.20000000000002,12.858,8.397,37.925000000000004,,6.45554,3.57225
2021-02-03 18:00:00+02:00,48.07,110.25,216.07000000000002,0.18325,180.19500000000002,13.752,8.397,38.540000000000006,,6.45554,3.5639999999999996
2021-02-03 19:00:00+02:00,48.415,111.23,214.84,0.18325,179.99,13.374,8.394,39.565000000000005,,5.07221,3.3935
2021-02-03 20:00:00+02:00,49.0475,108.9025,210.33,0.18325,164.82000000000002,11.91,8.394,39.975,,2.997215,3.19
2021-02-03 21:00:00+02:00,49.0475,106.9425,193.31500000000003,0.18325,145.96,11.076,8.394,40.385000000000005,,1.84444,3.0469999999999997
2021-02-03 22:00:00+02:00,49.5075,105.22749999999999,176.91500000000002,0.18325,143.09,10.074,8.397,41.0,,1.84444,2.9259999999999997
2021-02-03 23:00:00+02:00,50.4275,104.0025,172.20000000000002,0.18325,143.5,9.726,8.397,41.205000000000005,,1.84444,2.7664999999999997
2021-02-04 00:00:00+02:00,50.945,98.1225,169.94500000000002,0.18325,142.47500000000002,9.66,8.397,41.82,,1.84444,2.69225
2021-02-04 01:00:00+02:00,50.370000000000005,97.8775,169.94500000000002,0.18325,141.45000000000002,9.216000000000001,8.4,42.025000000000006,,1.84444,2.5135
2021-02-04 02:00:00+02:00,50.025000000000006,99.715,169.94500000000002,0.18325,139.81,9.36,8.397,41.82,,1.84444,2.453
