,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2021-12-01 01:00:00+02:00,67.0,1163.0,1239.0,0.0,567.0,337.0,1418.0,0.0,2133.0
2021-12-01 01:15:00+02:00,68.0,1171.0,1154.0,0.0,588.0,387.0,1418.0,0.0,2084.0
2021-12-01 01:30:00+02:00,68.0,1199.0,1104.0,0.0,589.0,393.0,1418.0,0.0,2096.0
2021-12-01 01:45:00+02:00,68.0,1209.0,1101.0,0.0,557.0,342.0,1418.0,0.0,2188.0
2021-12-01 02:00:00+02:00,67.0,1180.0,1140.0,0.0,535.0,308.0,1419.0,0.0,2272.0
2021-12-01 02:15:00+02:00,67.0,1151.0,1125.0,0.0,517.0,279.0,1419.0,0.0,2298.0
2021-12-01 02:30:00+02:00,68.0,1160.0,1132.0,0.0,523.0,287.0,1419.0,0.0,2247.0
2021-12-01 02:45:00+02:00,67.0,1146.0,1123.0,0.0,512.0,273.0,1419.0,0.0,2293.0
2021-12-01 03:00:00+02:00,68.0,1155.0,1159.0,0.0,547.0,329.0,1419.0,0.0,2287.0
2021-12-01 03:15:00+02:00,69.0,1150.0,1152.0,0.0,542.0,318.0,1419.0,0.0,2338.0
2021-12-01 03:30:00+02:00,68.0,1126.0,1134.0,0.0,525.0,290.0,1419.0,0.0,2405.0
2021-12-01 03:45:00+02:00,68.0,1136.0,1145.0,0.0,533.0,306.0,1420.0,0.0,2358.0
2021-12-01 04:00:00+02:00,68.0,1142.0,1146.0,0.0,537.0,316.0,1419.0,0.0,2434.0
2021-12-01 04:15:00+02:00,69.0,1132.0,1141.0,0.0,531.0,308.0,1419.0,0.0,2493.0
2021-12-01 04:30:00+02:00,69.0,1126.0,1134.0,0.0,523.0,295.0,1419.0,0.0,2497.0
2021-12-01 04:45:00+02:00,68.0,1150.0,1154.0,0.0,542.0,325.0,1420.0,0.0,2512.0
2021-12-01 05:00:00+02:00,68.0,1198.0,1123.0,0.0,514.0,296.0,1419.0,0.0,2525.0
2021-12-01 05:15:00+02:00,67.0,1233.0,1143.0,0.0,533.0,332.0,1420.0,0.0,2538.0
2021-12-01 05:30:00+02:00,68.0,1255.0,1158.0,0.0,548.0,357.0,1419.0,0.0,2481.0
2021-12-01 05:45:00+02:00,69.0,1275.0,1175.0,0.0,571.0,383.0,1419.0,0.0,2468.0
2021-12-01 06:00:00+02:00,69.0,1268.0,1205.0,0.0,631.0,255.0,1419.0,0.0,2441.0
2021-12-01 06:15:00+02:00,69.0,1288.0,1233.0,0.0,651.0,258.0,1420.0,0.0,2406.0
2021-12-01 06:30:00+02:00,69.0,1305.0,1264.0,0.0,668.0,279.0,1419.0,0.0,2429.0
2021-12-01 06:45:00+02:00,68.0,1340.0,1293.0,0.0,704.0,338.0,1419.0,0.0,2383.0
2021-12-01 07:00:00+02:00,70.0,1312.0,1344.0,0.0,875.0,550.0,1419.0,0.0,2365.0
2021-12-01 07:15:00+02:00,71.0,1279.0,1361.0,0.0,940.0,570.0,1419.0,0.0,2453.0
2021-12-01 07:30:00+02:00,71.0,1290.0,1361.0,0.0,963.0,598.0,1418.0,0.0,2478.0
2021-12-01 07:45:00+02:00,71.0,1316.0,1376.0,0.0,986.0,666.0,1418.0,2.0,2499.0
2021-12-01 08:00:00+02:00,72.0,1303.0,1652.0,0.0,931.0,651.0,1418.0,10.0,2512.0
2021-12-01 08:15:00+02:00,71.0,1315.0,1767.0,0.0,963.0,707.0,1418.0,24.0,2500.0
2021-12-01 08:30:00+02:00,71.0,1327.0,1773.0,0.0,1026.0,780.0,1418.0,40.0,2508.0
2021-12-01 08:45:00+02:00,71.0,1316.0,1782.0,0.0,1020.0,827.0,1418.0,60.0,2464.0
2021-12-01 09:00:00+02:00,70.0,1287.0,1772.0,0.0,995.0,755.0,1418.0,93.0,2399.0
2021-12-01 09:15:00+02:00,69.0,1295.0,1781.0,0.0,1010.0,758.0,1417.0,130.0,2375.0
2021-12-01 09:30:00+02:00,70.0,1315.0,1789.0,0.0,1034.0,792.0,1417.0,134.0,2313.0
2021-12-01 09:45:00+02:00,70.0,1335.0,1797.0,0.0,1050.0,879.0,1417.0,183.0,2248.0
2021-12-01 10:00:00+02:00,70.0,1319.0,1789.0,0.0,1007.0,765.0,1417.0,255.0,2190.0
2021-12-01 10:15:00+02:00,70.0,1341.0,1800.0,0.0,1033.0,830.0,1417.0,308.0,2093.0
2021-12-01 10:30:00+02:00,70.0,1305.0,1780.0,0.0,1104.0,751.0,1418.0,338.0,2076.0
2021-12-01 10:45:00+02:00,70.0,1280.0,1768.0,0.0,1204.0,700.0,1418.0,391.0,2063.0
2021-12-01 11:00:00+02:00,70.0,1235.0,1744.0,0.0,1169.0,601.0,1417.0,416.0,2071.0
2021-12-01 11:15:00+02:00,69.0,1222.0,1741.0,0.0,1167.0,578.0,1417.0,429.0,2087.0
2021-12-01 11:30:00+02:00,70.0,1232.0,1750.0,0.0,1107.0,634.0,1417.0,423.0,2063.0
2021-12-01 11:45:00+02:00,71.0,1271.0,1764.0,0.0,1074.0,706.0,1417.0,436.0,1926.0
2021-12-01 12:00:00+02:00,70.0,1245.0,1728.0,0.0,1044.0,694.0,1417.0,441.0,1858.0
2021-12-01 12:15:00+02:00,69.0,1260.0,1728.0,0.0,1051.0,719.0,1417.0,435.0,1740.0
2021-12-01 12:30:00+02:00,70.0,1288.0,1743.0,0.0,1078.0,797.0,1416.0,438.0,1562.0
2021-12-01 12:45:00+02:00,70.0,1318.0,1759.0,0.0,1101.0,851.0,1416.0,420.0,1412.0
2021-12-01 13:00:00+02:00,69.0,1303.0,1782.0,0.0,1124.0,753.0,1416.0,420.0,1292.0
2021-12-01 13:15:00+02:00,68.0,1328.0,1786.0,0.0,1118.0,781.0,1416.0,420.0,1262.0
2021-12-01 13:30:00+02:00,67.0,1293.0,1773.0,0.0,1079.0,822.0,1417.0,407.0,1255.0
2021-12-01 13:45:00+02:00,68.0,1283.0,1773.0,0.0,1075.0,813.0,1417.0,378.0,1250.0
2021-12-01 14:00:00+02:00,68.0,1230.0,1748.0,0.0,1033.0,698.0,1416.0,368.0,1295.0
2021-12-01 14:15:00+02:00,67.0,1226.0,1749.0,0.0,962.0,714.0,1416.0,313.0,1290.0
2021-12-01 14:30:00+02:00,68.0,1269.0,1770.0,0.0,943.0,816.0,1417.0,265.0,1204.0
2021-12-01 14:45:00+02:00,69.0,1304.0,1778.0,0.0,968.0,878.0,1416.0,216.0,1096.0
2021-12-01 15:00:00+02:00,70.0,1263.0,1757.0,0.0,820.0,873.0,1417.0,142.0,1032.0
2021-12-01 15:15:00+02:00,70.0,1283.0,1773.0,0.0,841.0,931.0,1417.0,112.0,1017.0
2021-12-01 15:30:00+02:00,68.0,1299.0,1781.0,0.0,856.0,968.0,1417.0,95.0,956.0
2021-12-01 15:45:00+02:00,70.0,1318.0,1787.0,0.0,863.0,990.0,1416.0,60.0,909.0
2021-12-01 16:00:00+02:00,70.0,1265.0,1765.0,0.0,796.0,897.0,1417.0,30.0,816.0
2021-12-01 16:15:00+02:00,71.0,1277.0,1775.0,0.0,814.0,951.0,1418.0,10.0,737.0
2021-12-01 16:30:00+02:00,71.0,1323.0,1793.0,0.0,836.0,1001.0,1418.0,3.0,712.0
2021-12-01 16:45:00+02:00,70.0,1345.0,1796.0,0.0,851.0,1042.0,1418.0,1.0,677.0
2021-12-01 17:00:00+02:00,71.0,1362.0,1792.0,0.0,812.0,970.0,1418.0,0.0,659.0
2021-12-01 17:15:00+02:00,70.0,1370.0,1795.0,0.0,811.0,973.0,1418.0,0.0,667.0
2021-12-01 17:30:00+02:00,70.0,1369.0,1795.0,0.0,808.0,965.0,1418.0,0.0,699.0
2021-12-01 17:45:00+02:00,70.0,1362.0,1793.0,0.0,815.0,959.0,1418.0,0.0,762.0
2021-12-01 18:00:00+02:00,70.0,1284.0,1757.0,0.0,851.0,859.0,1417.0,0.0,881.0
2021-12-01 18:15:00+02:00,72.0,1250.0,1761.0,0.0,853.0,696.0,1417.0,0.0,992.0
2021-12-01 18:30:00+02:00,72.0,1267.0,1775.0,0.0,874.0,665.0,1417.0,0.0,965.0
2021-12-01 18:45:00+02:00,72.0,1261.0,1770.0,0.0,875.0,643.0,1417.0,0.0,961.0
2021-12-01 19:00:00+02:00,70.0,1293.0,1793.0,0.0,889.0,766.0,1417.0,0.0,973.0
2021-12-01 19:15:00+02:00,70.0,1331.0,1799.0,0.0,900.0,820.0,1418.0,0.0,920.0
2021-12-01 19:30:00+02:00,71.0,1328.0,1795.0,0.0,894.0,809.0,1417.0,0.0,892.0
2021-12-01 19:45:00+02:00,72.0,1322.0,1791.0,0.0,889.0,791.0,1418.0,0.0,931.0
2021-12-01 20:00:00+02:00,70.0,1326.0,1797.0,0.0,902.0,816.0,1417.0,0.0,1052.0
2021-12-01 20:15:00+02:00,71.0,1295.0,1778.0,0.0,874.0,740.0,1417.0,0.0,1105.0
2021-12-01 20:30:00+02:00,72.0,1278.0,1779.0,0.0,872.0,743.0,1417.0,0.0,1060.0
2021-12-01 20:45:00+02:00,70.0,1300.0,1791.0,0.0,893.0,793.0,1417.0,0.0,942.0
2021-12-01 21:00:00+02:00,70.0,1318.0,1800.0,0.0,891.0,827.0,1418.0,0.0,856.0
2021-12-01 21:15:00+02:00,69.0,1313.0,1792.0,0.0,876.0,805.0,1417.0,0.0,822.0
2021-12-01 21:30:00+02:00,70.0,1292.0,1779.0,0.0,859.0,759.0,1417.0,0.0,800.0
2021-12-01 21:45:00+02:00,69.0,1256.0,1761.0,0.0,829.0,681.0,1417.0,0.0,875.0
2021-12-01 22:00:00+02:00,69.0,1278.0,1743.0,0.0,860.0,714.0,1417.0,0.0,917.0
2021-12-01 22:15:00+02:00,70.0,1270.0,1712.0,0.0,810.0,641.0,1417.0,0.0,990.0
2021-12-01 22:30:00+02:00,69.0,1249.0,1651.0,0.0,773.0,574.0,1417.0,0.0,1023.0
2021-12-01 22:45:00+02:00,69.0,1248.0,1626.0,0.0,768.0,568.0,1417.0,0.0,1021.0
2021-12-01 23:00:00+02:00,65.0,1289.0,1708.0,0.0,589.0,465.0,1416.0,0.0,1103.0
2021-12-01 23:15:00+02:00,65.0,1304.0,1670.0,0.0,515.0,388.0,1417.0,0.0,1226.0
2021-12-01 23:30:00+02:00,65.0,1259.0,1625.0,0.0,489.0,344.0,1417.0,0.0,1302.0
2021-12-01 23:45:00+02:00,65.0,1249.0,1600.0,0.0,487.0,313.0,1417.0,0.0,1360.0
2021-12-02 00:00:00+02:00,65.0,1231.0,1666.0,0.0,484.0,295.0,1417.0,0.0,1406.0
2021-12-02 00:15:00+02:00,64.0,1251.0,1555.0,0.0,504.0,332.0,1417.0,0.0,1411.0
2021-12-02 00:30:00+02:00,65.0,1254.0,1487.0,0.0,502.0,337.0,1417.0,0.0,1410.0
2021-12-02 00:45:00+02:00,66.0,1287.0,1389.0,0.0,530.0,374.0,1417.0,0.0,1391.0
2021-12-02 01:00:00+02:00,64.0,1248.0,1378.0,0.0,509.0,339.0,1417.0,0.0,1392.0
2021-12-02 01:15:00+02:00,64.0,1185.0,1369.0,0.0,505.0,335.0,1417.0,0.0,1343.0
2021-12-02 01:30:00+02:00,65.0,1191.0,1397.0,0.0,529.0,369.0,1417.0,0.0,1244.0
2021-12-02 01:45:00+02:00,66.0,1212.0,1402.0,0.0,534.0,374.0,1417.0,0.0,1222.0
2021-12-02 02:00:00+02:00,64.0,1228.0,1385.0,0.0,517.0,346.0,1417.0,0.0,1393.0
2021-12-02 02:15:00+02:00,64.0,1216.0,1346.0,0.0,477.0,288.0,1417.0,0.0,1567.0
2021-12-02 02:30:00+02:00,66.0,1123.0,1350.0,0.0,485.0,299.0,1417.0,0.0,1561.0
2021-12-02 02:45:00+02:00,65.0,1011.0,1371.0,0.0,511.0,343.0,1418.0,0.0,1579.0
2021-12-02 03:00:00+02:00,65.0,991.0,1373.0,0.0,496.0,365.0,1418.0,0.0,1712.0
2021-12-02 03:15:00+02:00,66.0,944.0,1337.0,0.0,458.0,311.0,1418.0,0.0,1864.0
2021-12-02 03:30:00+02:00,66.0,941.0,1337.0,0.0,457.0,313.0,1418.0,0.0,1952.0
2021-12-02 03:45:00+02:00,65.0,942.0,1336.0,0.0,458.0,211.0,1418.0,0.0,2026.0
2021-12-02 04:00:00+02:00,66.0,945.0,1336.0,0.0,466.0,209.0,1418.0,0.0,2073.0
2021-12-02 04:15:00+02:00,65.0,941.0,1335.0,0.0,466.0,182.0,1418.0,0.0,2160.0
2021-12-02 04:30:00+02:00,66.0,966.0,1357.0,0.0,406.0,85.0,1418.0,0.0,2201.0
2021-12-02 04:45:00+02:00,66.0,956.0,1347.0,0.0,379.0,53.0,1419.0,0.0,2241.0
2021-12-02 05:00:00+02:00,66.0,1000.0,1383.0,0.0,371.0,99.0,1418.0,0.0,2215.0
2021-12-02 05:15:00+02:00,66.0,1002.0,1383.0,0.0,371.0,98.0,1418.0,0.0,2207.0
2021-12-02 05:30:00+02:00,66.0,1018.0,1388.0,0.0,479.0,99.0,1418.0,0.0,2178.0
2021-12-02 05:45:00+02:00,66.0,1026.0,1402.0,0.0,546.0,131.0,1418.0,0.0,2141.0
2021-12-02 06:00:00+02:00,65.0,1025.0,1329.0,0.0,563.0,396.0,1418.0,0.0,2076.0
2021-12-02 06:15:00+02:00,65.0,1152.0,1307.0,0.0,599.0,507.0,1417.0,0.0,1963.0
2021-12-02 06:30:00+02:00,63.0,1293.0,1553.0,0.0,597.0,507.0,1417.0,0.0,1898.0
2021-12-02 06:45:00+02:00,63.0,1330.0,1696.0,0.0,594.0,466.0,1417.0,0.0,1875.0
2021-12-02 07:00:00+02:00,65.0,1262.0,1737.0,0.0,814.0,456.0,1417.0,0.0,1772.0
2021-12-02 07:15:00+02:00,63.0,1292.0,1754.0,0.0,904.0,640.0,1417.0,0.0,1642.0
2021-12-02 07:30:00+02:00,64.0,1330.0,1763.0,0.0,936.0,736.0,1416.0,0.0,1562.0
2021-12-02 07:45:00+02:00,65.0,1320.0,1767.0,1.0,945.0,910.0,1416.0,2.0,1510.0
2021-12-02 08:00:00+02:00,66.0,1252.0,1769.0,19.0,926.0,680.0,1417.0,12.0,1431.0
2021-12-02 08:15:00+02:00,65.0,1260.0,1769.0,30.0,954.0,768.0,1417.0,36.0,1306.0
2021-12-02 08:30:00+02:00,65.0,1309.0,1770.0,39.0,990.0,858.0,1417.0,56.0,1171.0
2021-12-02 08:45:00+02:00,64.0,1351.0,1768.0,57.0,1021.0,941.0,1416.0,82.0,1074.0
2021-12-02 09:00:00+02:00,64.0,1327.0,1756.0,71.0,960.0,771.0,1417.0,121.0,1005.0
2021-12-02 09:15:00+02:00,64.0,1343.0,1728.0,78.0,971.0,826.0,1416.0,148.0,896.0
2021-12-02 09:30:00+02:00,65.0,1358.0,1704.0,87.0,975.0,913.0,1416.0,176.0,804.0
2021-12-02 09:45:00+02:00,64.0,1348.0,1721.0,93.0,975.0,960.0,1416.0,211.0,720.0
2021-12-02 10:00:00+02:00,63.0,1307.0,1750.0,97.0,949.0,891.0,1416.0,242.0,657.0
2021-12-02 10:15:00+02:00,62.0,1283.0,1755.0,109.0,952.0,906.0,1416.0,283.0,599.0
2021-12-02 10:30:00+02:00,62.0,1278.0,1754.0,116.0,954.0,915.0,1417.0,308.0,518.0
2021-12-02 10:45:00+02:00,63.0,1290.0,1755.0,116.0,962.0,938.0,1416.0,327.0,451.0
2021-12-02 11:00:00+02:00,63.0,1254.0,1752.0,116.0,939.0,829.0,1417.0,348.0,431.0
2021-12-02 11:15:00+02:00,63.0,1241.0,1751.0,117.0,936.0,815.0,1417.0,339.0,440.0
2021-12-02 11:30:00+02:00,63.0,1275.0,1749.0,117.0,972.0,795.0,1417.0,349.0,435.0
2021-12-02 11:45:00+02:00,62.0,1281.0,1744.0,117.0,968.0,781.0,1417.0,332.0,417.0
2021-12-02 12:00:00+02:00,66.0,1254.0,1741.0,117.0,905.0,766.0,1418.0,333.0,444.0
2021-12-02 12:15:00+02:00,68.0,1249.0,1739.0,116.0,899.0,759.0,1418.0,316.0,455.0
2021-12-02 12:30:00+02:00,70.0,1256.0,1721.0,117.0,903.0,773.0,1418.0,320.0,460.0
2021-12-02 12:45:00+02:00,72.0,1295.0,1721.0,117.0,933.0,700.0,1418.0,329.0,472.0
2021-12-02 13:00:00+02:00,69.0,1283.0,1728.0,117.0,800.0,709.0,1418.0,362.0,466.0
2021-12-02 13:15:00+02:00,70.0,1297.0,1736.0,117.0,803.0,756.0,1418.0,364.0,418.0
2021-12-02 13:30:00+02:00,71.0,1319.0,1746.0,117.0,821.0,803.0,1418.0,344.0,420.0
2021-12-02 13:45:00+02:00,70.0,1303.0,1747.0,116.0,805.0,755.0,1417.0,315.0,439.0
2021-12-02 14:00:00+02:00,71.0,1302.0,1742.0,117.0,808.0,730.0,1418.0,303.0,451.0
2021-12-02 14:15:00+02:00,71.0,1292.0,1740.0,117.0,793.0,702.0,1418.0,293.0,470.0
2021-12-02 14:30:00+02:00,72.0,1294.0,1743.0,117.0,798.0,725.0,1418.0,254.0,448.0
2021-12-02 14:45:00+02:00,73.0,1298.0,1743.0,116.0,798.0,733.0,1418.0,241.0,402.0
2021-12-02 15:00:00+02:00,72.0,1310.0,1749.0,116.0,800.0,777.0,1418.0,192.0,381.0
2021-12-02 15:15:00+02:00,73.0,1320.0,1749.0,117.0,801.0,797.0,1418.0,123.0,395.0
2021-12-02 15:30:00+02:00,72.0,1331.0,1753.0,117.0,805.0,812.0,1417.0,83.0,448.0
2021-12-02 15:45:00+02:00,74.0,1308.0,1755.0,117.0,793.0,775.0,1418.0,65.0,512.0
2021-12-02 16:00:00+02:00,74.0,1299.0,1756.0,116.0,818.0,797.0,1418.0,42.0,611.0
2021-12-02 16:15:00+02:00,74.0,1279.0,1790.0,117.0,814.0,762.0,1417.0,16.0,700.0
2021-12-02 16:30:00+02:00,74.0,1280.0,1805.0,117.0,813.0,773.0,1418.0,6.0,782.0
2021-12-02 16:45:00+02:00,73.0,1315.0,1805.0,116.0,842.0,780.0,1418.0,2.0,849.0
2021-12-02 17:00:00+02:00,75.0,1364.0,1806.0,116.0,844.0,856.0,1418.0,0.0,920.0
2021-12-02 17:15:00+02:00,76.0,1389.0,1808.0,117.0,852.0,859.0,1417.0,0.0,1002.0
2021-12-02 17:30:00+02:00,73.0,1382.0,1808.0,117.0,846.0,843.0,1418.0,0.0,1045.0
2021-12-02 17:45:00+02:00,74.0,1358.0,1808.0,117.0,840.0,795.0,1417.0,0.0,1059.0
2021-12-02 18:00:00+02:00,72.0,1333.0,1813.0,117.0,995.0,743.0,1418.0,0.0,1098.0
2021-12-02 18:15:00+02:00,72.0,1304.0,1813.0,117.0,970.0,673.0,1417.0,0.0,1136.0
2021-12-02 18:30:00+02:00,74.0,1288.0,1815.0,117.0,958.0,634.0,1417.0,0.0,1185.0
2021-12-02 18:45:00+02:00,74.0,1310.0,1816.0,117.0,976.0,605.0,1417.0,0.0,1226.0
2021-12-02 19:00:00+02:00,73.0,1300.0,1818.0,117.0,974.0,607.0,1417.0,0.0,1221.0
2021-12-02 19:15:00+02:00,73.0,1294.0,1818.0,117.0,976.0,586.0,1417.0,0.0,1234.0
2021-12-02 19:30:00+02:00,74.0,1297.0,1820.0,117.0,976.0,563.0,1417.0,0.0,1245.0
2021-12-02 19:45:00+02:00,72.0,1316.0,1772.0,117.0,968.0,606.0,1417.0,0.0,1208.0
2021-12-02 20:00:00+02:00,73.0,1323.0,1759.0,117.0,965.0,611.0,1417.0,0.0,1170.0
2021-12-02 20:15:00+02:00,73.0,1304.0,1755.0,117.0,956.0,590.0,1416.0,0.0,1151.0
2021-12-02 20:30:00+02:00,74.0,1313.0,1754.0,117.0,961.0,598.0,1416.0,0.0,1125.0
2021-12-02 20:45:00+02:00,74.0,1281.0,1760.0,117.0,934.0,536.0,1416.0,0.0,1097.0
2021-12-02 21:00:00+02:00,73.0,1331.0,1764.0,117.0,970.0,678.0,1415.0,0.0,1130.0
2021-12-02 21:15:00+02:00,72.0,1291.0,1765.0,118.0,921.0,554.0,1414.0,0.0,1248.0
2021-12-02 21:30:00+02:00,72.0,1239.0,1764.0,115.0,879.0,441.0,1415.0,0.0,1318.0
2021-12-02 21:45:00+02:00,73.0,1228.0,1608.0,116.0,875.0,430.0,1414.0,0.0,1332.0
2021-12-02 22:00:00+02:00,71.0,1265.0,1596.0,117.0,906.0,523.0,1416.0,0.0,1329.0
2021-12-02 22:15:00+02:00,70.0,1292.0,1545.0,112.0,923.0,554.0,1415.0,0.0,1318.0
2021-12-02 22:30:00+02:00,71.0,1251.0,1540.0,117.0,891.0,469.0,1415.0,0.0,1348.0
2021-12-02 22:45:00+02:00,73.0,1251.0,1451.0,116.0,891.0,477.0,1416.0,0.0,1317.0
2021-12-02 23:00:00+02:00,71.0,1312.0,1442.0,117.0,760.0,307.0,1418.0,0.0,1275.0
2021-12-02 23:15:00+02:00,71.0,1343.0,1452.0,116.0,757.0,309.0,1419.0,0.0,1195.0
2021-12-02 23:30:00+02:00,69.0,1343.0,1449.0,117.0,751.0,300.0,1419.0,0.0,1161.0
2021-12-02 23:45:00+02:00,71.0,1312.0,1593.0,116.0,717.0,256.0,1419.0,0.0,1127.0
2021-12-03 00:00:00+02:00,69.0,1294.0,1699.0,117.0,596.0,401.0,1419.0,0.0,1071.0
2021-12-03 00:15:00+02:00,69.0,1332.0,1753.0,116.0,618.0,443.0,1419.0,0.0,1002.0
2021-12-03 00:30:00+02:00,69.0,1329.0,1753.0,116.0,625.0,477.0,1419.0,0.0,898.0
2021-12-03 00:45:00+02:00,65.0,1287.0,1719.0,116.0,634.0,537.0,1419.0,0.0,840.0
2021-12-03 01:00:00+02:00,66.0,1329.0,1753.0,117.0,673.0,596.0,1419.0,0.0,811.0
2021-12-03 01:15:00+02:00,65.0,1337.0,1763.0,116.0,680.0,617.0,1419.0,0.0,798.0
2021-12-03 01:30:00+02:00,67.0,1318.0,1735.0,116.0,655.0,654.0,1419.0,0.0,801.0
2021-12-03 01:45:00+02:00,66.0,1266.0,1686.0,116.0,611.0,725.0,1418.0,0.0,787.0
2021-12-03 02:00:00+02:00,65.0,1253.0,1650.0,116.0,650.0,695.0,1419.0,0.0,831.0
2021-12-03 02:15:00+02:00,67.0,1239.0,1623.0,116.0,639.0,679.0,1419.0,0.0,873.0
2021-12-03 02:30:00+02:00,69.0,1233.0,1623.0,116.0,639.0,679.0,1419.0,0.0,906.0
2021-12-03 02:45:00+02:00,69.0,1225.0,1608.0,116.0,628.0,664.0,1418.0,0.0,938.0
2021-12-03 03:00:00+02:00,67.0,1233.0,1596.0,116.0,635.0,522.0,1419.0,0.0,921.0
2021-12-03 03:15:00+02:00,66.0,1266.0,1659.0,116.0,669.0,330.0,1419.0,0.0,948.0
2021-12-03 03:30:00+02:00,68.0,1287.0,1693.0,116.0,684.0,341.0,1419.0,0.0,919.0
2021-12-03 03:45:00+02:00,67.0,1302.0,1705.0,116.0,691.0,348.0,1419.0,0.0,930.0
2021-12-03 04:00:00+02:00,67.0,1280.0,1662.0,117.0,674.0,327.0,1419.0,0.0,962.0
2021-12-03 04:15:00+02:00,67.0,1287.0,1676.0,116.0,681.0,333.0,1419.0,0.0,970.0
2021-12-03 04:30:00+02:00,66.0,1275.0,1649.0,116.0,668.0,321.0,1418.0,0.0,963.0
2021-12-03 04:45:00+02:00,67.0,1286.0,1669.0,116.0,678.0,331.0,1419.0,0.0,944.0
2021-12-03 05:00:00+02:00,68.0,1270.0,1635.0,116.0,657.0,328.0,1419.0,0.0,1000.0
2021-12-03 05:15:00+02:00,70.0,1263.0,1647.0,116.0,662.0,336.0,1419.0,0.0,1029.0
2021-12-03 05:30:00+02:00,70.0,1275.0,1660.0,116.0,668.0,347.0,1419.0,0.0,1047.0
2021-12-03 05:45:00+02:00,69.0,1298.0,1697.0,116.0,688.0,379.0,1419.0,0.0,1053.0
2021-12-03 06:00:00+02:00,69.0,1268.0,1739.0,116.0,610.0,342.0,1419.0,0.0,1153.0
2021-12-03 06:15:00+02:00,67.0,1279.0,1759.0,117.0,625.0,369.0,1419.0,0.0,1271.0
2021-12-03 06:30:00+02:00,68.0,1310.0,1764.0,116.0,669.0,407.0,1419.0,0.0,1263.0
2021-12-03 06:45:00+02:00,68.0,1308.0,1770.0,116.0,676.0,538.0,1419.0,0.0,1312.0
2021-12-03 07:00:00+02:00,70.0,1256.0,1800.0,117.0,900.0,620.0,1419.0,0.0,1378.0
2021-12-03 07:15:00+02:00,71.0,1277.0,1805.0,107.0,976.0,725.0,1418.0,0.0,1439.0
2021-12-03 07:30:00+02:00,71.0,1307.0,1804.0,114.0,996.0,774.0,1417.0,0.0,1448.0
2021-12-03 07:45:00+02:00,69.0,1310.0,1807.0,117.0,999.0,777.0,1417.0,2.0,1424.0
2021-12-03 08:00:00+02:00,69.0,1267.0,1805.0,116.0,973.0,628.0,1417.0,7.0,1451.0
2021-12-03 08:15:00+02:00,69.0,1249.0,1804.0,117.0,972.0,607.0,1418.0,12.0,1469.0
2021-12-03 08:30:00+02:00,69.0,1294.0,1808.0,117.0,1000.0,694.0,1417.0,24.0,1433.0
2021-12-03 08:45:00+02:00,71.0,1270.0,1808.0,117.0,973.0,636.0,1417.0,34.0,1515.0
2021-12-03 09:00:00+02:00,71.0,1263.0,1803.0,116.0,983.0,627.0,1405.0,47.0,1557.0
2021-12-03 09:15:00+02:00,70.0,1291.0,1798.0,116.0,1007.0,691.0,1346.0,63.0,1502.0
2021-12-03 09:30:00+02:00,70.0,1319.0,1800.0,116.0,1028.0,750.0,1334.0,71.0,1394.0
2021-12-03 09:45:00+02:00,70.0,1331.0,1806.0,117.0,1033.0,768.0,1335.0,76.0,1341.0
2021-12-03 10:00:00+02:00,69.0,1342.0,1803.0,117.0,1056.0,811.0,1334.0,90.0,1357.0
2021-12-03 10:15:00+02:00,68.0,1338.0,1801.0,116.0,1040.0,841.0,1335.0,104.0,1352.0
2021-12-03 10:30:00+02:00,69.0,1339.0,1801.0,117.0,1040.0,846.0,1355.0,108.0,1308.0
2021-12-03 10:45:00+02:00,71.0,1323.0,1795.0,116.0,1020.0,860.0,1375.0,117.0,1291.0
2021-12-03 11:00:00+02:00,70.0,1304.0,1796.0,117.0,1001.0,825.0,1360.0,119.0,1253.0
2021-12-03 11:15:00+02:00,70.0,1311.0,1793.0,117.0,1019.0,833.0,1344.0,126.0,1261.0
2021-12-03 11:30:00+02:00,71.0,1303.0,1791.0,117.0,1011.0,819.0,1341.0,138.0,1205.0
2021-12-03 11:45:00+02:00,70.0,1335.0,1789.0,117.0,1032.0,829.0,1343.0,150.0,1136.0
2021-12-03 12:00:00+02:00,70.0,1344.0,1790.0,117.0,1046.0,778.0,1344.0,163.0,1089.0
2021-12-03 12:15:00+02:00,70.0,1339.0,1790.0,116.0,1046.0,790.0,1348.0,162.0,1054.0
2021-12-03 12:30:00+02:00,70.0,1335.0,1788.0,117.0,1033.0,818.0,1355.0,151.0,1054.0
2021-12-03 12:45:00+02:00,70.0,1308.0,1787.0,116.0,1018.0,770.0,1370.0,137.0,1092.0
2021-12-03 13:00:00+02:00,66.0,1314.0,1789.0,117.0,940.0,751.0,1390.0,128.0,1100.0
2021-12-03 13:15:00+02:00,66.0,1317.0,1789.0,116.0,930.0,737.0,1397.0,124.0,1188.0
2021-12-03 13:30:00+02:00,67.0,1293.0,1790.0,116.0,914.0,701.0,1394.0,112.0,1223.0
2021-12-03 13:45:00+02:00,67.0,1293.0,1790.0,116.0,914.0,701.0,1394.0,112.0,1223.0
