,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2021-12-27 18:00:00+02:00,57.0,36.0,407.0,37.0,16.0,0.0,17.0,9.0
2021-12-27 19:00:00+02:00,57.0,36.0,405.0,41.0,16.0,0.0,17.0,1.0
2021-12-27 20:00:00+02:00,57.0,36.0,5.0,26.0,16.0,0.0,17.0,0.0
2021-12-27 21:00:00+02:00,57.0,36.0,0.0,25.0,16.0,0.0,17.0,0.0
2021-12-27 22:00:00+02:00,56.0,36.0,0.0,25.0,16.0,0.0,18.0,1.0
2021-12-27 23:00:00+02:00,56.0,35.0,0.0,25.0,16.0,0.0,18.0,1.0
2021-12-28 00:00:00+02:00,56.0,35.0,0.0,25.0,16.0,0.0,18.0,2.0
2021-12-28 01:00:00+02:00,56.0,35.0,0.0,25.0,15.0,0.0,18.0,3.0
2021-12-28 02:00:00+02:00,56.0,35.0,0.0,25.0,16.0,0.0,18.0,5.0
2021-12-28 03:00:00+02:00,56.0,35.0,0.0,25.0,16.0,0.0,18.0,8.0
2021-12-28 04:00:00+02:00,56.0,35.0,0.0,25.0,16.0,0.0,18.0,11.0
2021-12-28 05:00:00+02:00,56.0,35.0,0.0,25.0,16.0,0.0,18.0,20.0
2021-12-28 06:00:00+02:00,56.0,35.0,0.0,33.0,16.0,0.0,18.0,29.0
2021-12-28 07:00:00+02:00,56.0,36.0,0.0,25.0,18.0,0.0,17.0,54.0
2021-12-28 08:00:00+02:00,57.0,36.0,0.0,25.0,18.0,10.0,17.0,82.0
2021-12-28 09:00:00+02:00,57.0,36.0,0.0,24.0,18.0,25.0,17.0,111.0
2021-12-28 10:00:00+02:00,56.0,35.0,0.0,24.0,18.0,33.0,17.0,145.0
2021-12-28 11:00:00+02:00,56.0,35.0,0.0,24.0,18.0,37.0,17.0,165.0
2021-12-28 12:00:00+02:00,56.0,35.0,0.0,24.0,18.0,36.0,17.0,184.0
2021-12-28 13:00:00+02:00,56.0,36.0,0.0,24.0,18.0,25.0,17.0,226.0
2021-12-28 14:00:00+02:00,56.0,36.0,0.0,24.0,17.0,6.0,17.0,282.0
2021-12-28 15:00:00+02:00,56.0,36.0,0.0,24.0,15.0,0.0,17.0,322.0
2021-12-28 16:00:00+02:00,56.0,36.0,0.0,25.0,13.0,0.0,17.0,338.0
2021-12-28 17:00:00+02:00,56.0,36.0,0.0,24.0,14.0,0.0,17.0,355.0
2021-12-28 18:00:00+02:00,56.0,36.0,0.0,24.0,13.0,0.0,17.0,361.0
2021-12-28 19:00:00+02:00,56.0,36.0,0.0,24.0,13.0,0.0,17.0,360.0
2021-12-28 20:00:00+02:00,56.0,36.0,0.0,25.0,13.0,0.0,17.0,351.0
2021-12-28 21:00:00+02:00,57.0,36.0,0.0,25.0,13.0,0.0,17.0,343.0
2021-12-28 22:00:00+02:00,57.0,36.0,0.0,25.0,13.0,0.0,18.0,346.0
2021-12-28 23:00:00+02:00,54.0,35.0,0.0,25.0,13.0,0.0,18.0,364.0
2021-12-29 00:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,329.0
2021-12-29 01:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,303.0
2021-12-29 02:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,291.0
2021-12-29 03:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,289.0
2021-12-29 04:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,301.0
2021-12-29 05:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,304.0
2021-12-29 06:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,273.0
2021-12-29 07:00:00+02:00,56.0,36.0,0.0,24.0,14.0,0.0,18.0,275.0
2021-12-29 08:00:00+02:00,55.0,36.0,0.0,24.0,14.0,14.0,17.0,277.0
2021-12-29 09:00:00+02:00,55.0,36.0,0.0,24.0,14.0,35.0,17.0,264.0
2021-12-29 10:00:00+02:00,56.0,35.0,172.0,24.0,14.0,48.0,17.0,230.0
2021-12-29 11:00:00+02:00,56.0,35.0,172.0,24.0,14.0,51.0,17.0,197.0
2021-12-29 12:00:00+02:00,56.0,35.0,172.0,24.0,14.0,44.0,17.0,168.0
2021-12-29 13:00:00+02:00,56.0,36.0,182.0,24.0,15.0,27.0,17.0,149.0
2021-12-29 14:00:00+02:00,56.0,36.0,195.0,24.0,15.0,6.0,17.0,127.0
2021-12-29 15:00:00+02:00,56.0,36.0,172.0,24.0,14.0,0.0,17.0,109.0
2021-12-29 16:00:00+02:00,57.0,36.0,205.0,24.0,15.0,0.0,17.0,95.0
2021-12-29 17:00:00+02:00,57.0,36.0,198.0,24.0,14.0,0.0,17.0,87.0
2021-12-29 18:00:00+02:00,56.0,36.0,204.0,24.0,14.0,0.0,17.0,87.0
2021-12-29 19:00:00+02:00,56.0,36.0,201.0,24.0,13.0,0.0,17.0,67.0
2021-12-29 20:00:00+02:00,57.0,36.0,127.0,24.0,13.0,0.0,17.0,56.0
2021-12-29 21:00:00+02:00,57.0,36.0,247.0,24.0,13.0,0.0,17.0,54.0
2021-12-29 22:00:00+02:00,57.0,36.0,0.0,24.0,13.0,0.0,18.0,50.0
2021-12-29 23:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,47.0
2021-12-30 00:00:00+02:00,57.0,35.0,0.0,24.0,13.0,0.0,18.0,56.0
2021-12-30 01:00:00+02:00,56.0,35.0,53.0,24.0,13.0,0.0,18.0,56.0
2021-12-30 02:00:00+02:00,56.0,35.0,1.0,24.0,13.0,0.0,18.0,48.0
2021-12-30 03:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,52.0
2021-12-30 04:00:00+02:00,56.0,35.0,0.0,24.0,13.0,0.0,18.0,59.0
2021-12-30 05:00:00+02:00,57.0,35.0,0.0,24.0,13.0,0.0,18.0,43.0
2021-12-30 06:00:00+02:00,57.0,35.0,78.0,24.0,14.0,0.0,18.0,34.0
2021-12-30 07:00:00+02:00,57.0,36.0,1.0,24.0,16.0,0.0,18.0,28.0
2021-12-30 08:00:00+02:00,57.0,37.0,124.0,24.0,17.0,1.0,17.0,40.0
2021-12-30 09:00:00+02:00,57.0,35.0,61.0,24.0,16.0,2.0,17.0,46.0
2021-12-30 10:00:00+02:00,57.0,35.0,107.0,24.0,16.0,4.0,17.0,42.0
2021-12-30 11:00:00+02:00,57.0,35.0,191.0,24.0,15.0,4.0,17.0,41.0
2021-12-30 12:00:00+02:00,57.0,35.0,119.0,24.0,15.0,3.0,17.0,36.0
2021-12-30 13:00:00+02:00,57.0,35.0,124.0,24.0,15.0,1.0,17.0,40.0
2021-12-30 14:00:00+02:00,57.0,35.0,71.0,24.0,15.0,0.0,17.0,51.0
2021-12-30 15:00:00+02:00,57.0,35.0,77.0,24.0,14.0,0.0,17.0,61.0
2021-12-30 16:00:00+02:00,57.0,36.0,140.0,24.0,13.0,0.0,17.0,78.0
2021-12-30 17:00:00+02:00,57.0,36.0,154.0,24.0,14.0,0.0,17.0,101.0
2021-12-30 18:00:00+02:00,57.0,36.0,192.0,24.0,14.0,0.0,17.0,121.0
2021-12-30 19:00:00+02:00,57.0,36.0,192.0,24.0,14.0,0.0,17.0,135.0
2021-12-30 20:00:00+02:00,57.0,36.0,113.0,24.0,13.0,0.0,17.0,154.0
2021-12-30 21:00:00+02:00,57.0,36.0,101.0,24.0,13.0,0.0,17.0,159.0
2021-12-30 22:00:00+02:00,56.0,36.0,48.0,24.0,14.0,0.0,18.0,182.0
2021-12-30 23:00:00+02:00,56.0,36.0,1.0,24.0,14.0,0.0,18.0,170.0
2021-12-31 00:00:00+02:00,56.0,36.0,0.0,24.0,14.0,0.0,18.0,212.0
2021-12-31 01:00:00+02:00,54.0,36.0,0.0,24.0,14.0,0.0,18.0,222.0
2021-12-31 02:00:00+02:00,52.0,36.0,0.0,24.0,14.0,0.0,18.0,236.0
2021-12-31 03:00:00+02:00,55.0,36.0,0.0,24.0,14.0,0.0,18.0,215.0
2021-12-31 04:00:00+02:00,56.0,36.0,0.0,24.0,14.0,0.0,18.0,250.0
2021-12-31 05:00:00+02:00,56.0,36.0,0.0,24.0,14.0,0.0,18.0,273.0
2021-12-31 06:00:00+02:00,56.0,36.0,0.0,24.0,14.0,0.0,18.0,271.0
2021-12-31 07:00:00+02:00,54.0,37.0,0.0,24.0,14.0,0.0,18.0,249.0
2021-12-31 08:00:00+02:00,56.0,37.0,0.0,24.0,14.0,0.0,18.0,280.0
2021-12-31 09:00:00+02:00,56.0,37.0,0.0,24.0,14.0,1.0,18.0,242.0
2021-12-31 10:00:00+02:00,55.0,37.0,0.0,24.0,14.0,2.0,18.0,245.0
2021-12-31 11:00:00+02:00,56.0,37.0,0.0,24.0,14.0,2.0,18.0,238.0
2021-12-31 12:00:00+02:00,54.0,36.0,0.0,24.0,13.0,2.0,18.0,176.0
2021-12-31 13:00:00+02:00,54.0,36.0,0.0,24.0,13.0,2.0,18.0,162.0
2021-12-31 14:00:00+02:00,55.0,36.0,0.0,24.0,13.0,0.0,18.0,169.0
2021-12-31 15:00:00+02:00,53.0,36.0,0.0,24.0,13.0,0.0,18.0,145.0
2021-12-31 16:00:00+02:00,56.0,36.0,0.0,24.0,13.0,0.0,18.0,169.0
2021-12-31 17:00:00+02:00,56.0,37.0,0.0,24.0,13.0,0.0,18.0,133.0
2021-12-31 18:00:00+02:00,57.0,37.0,0.0,24.0,13.0,0.0,18.0,134.0
2021-12-31 19:00:00+02:00,56.0,37.0,0.0,24.0,13.0,0.0,18.0,154.0
2021-12-31 20:00:00+02:00,56.0,37.0,0.0,24.0,13.0,0.0,18.0,143.0
2021-12-31 21:00:00+02:00,56.0,37.0,0.0,24.0,13.0,0.0,18.0,159.0
2021-12-31 22:00:00+02:00,56.0,37.0,0.0,24.0,14.0,0.0,18.0,154.0
2021-12-31 23:00:00+02:00,55.0,37.0,0.0,24.0,14.0,0.0,18.0,138.0
