,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-12-01 00:00:00+01:00,145.0,326.0,1104.0,0.0,,1.0,17.0,10.0,1462.0,72.0,11.0,0.0,11.0,203.0
2021-12-01 00:15:00+01:00,141.0,343.0,1152.0,0.0,,1.0,17.0,10.0,1458.0,72.0,11.0,0.0,11.0,211.0
2021-12-01 00:30:00+01:00,142.0,327.0,1080.0,0.0,,1.0,17.0,10.0,1456.0,72.0,11.0,0.0,11.0,210.0
2021-12-01 00:45:00+01:00,143.0,331.0,1074.0,0.0,,1.0,17.0,10.0,1456.0,72.0,11.0,0.0,12.0,220.0
2021-12-01 01:00:00+01:00,140.0,344.0,1045.0,0.0,,1.0,17.0,10.0,1457.0,72.0,10.0,0.0,11.0,225.0
2021-12-01 01:15:00+01:00,140.0,348.0,1027.0,0.0,,1.0,17.0,10.0,1455.0,72.0,10.0,0.0,11.0,215.0
2021-12-01 01:30:00+01:00,134.0,333.0,1027.0,0.0,,1.0,17.0,10.0,1455.0,72.0,10.0,0.0,12.0,197.0
2021-12-01 01:45:00+01:00,134.0,323.0,1014.0,1.0,,1.0,17.0,10.0,1454.0,72.0,10.0,0.0,12.0,185.0
2021-12-01 02:00:00+01:00,126.0,332.0,1024.0,0.0,,1.0,17.0,10.0,1458.0,71.0,9.0,0.0,10.0,187.0
2021-12-01 02:15:00+01:00,122.0,344.0,1027.0,0.0,,1.0,17.0,10.0,1457.0,71.0,9.0,0.0,11.0,182.0
2021-12-01 02:30:00+01:00,119.0,335.0,1024.0,0.0,,1.0,17.0,10.0,1456.0,71.0,9.0,0.0,11.0,181.0
2021-12-01 02:45:00+01:00,120.0,303.0,1022.0,1.0,,1.0,17.0,10.0,1454.0,71.0,9.0,0.0,11.0,189.0
2021-12-01 03:00:00+01:00,121.0,316.0,1031.0,0.0,,1.0,17.0,10.0,1456.0,72.0,9.0,0.0,12.0,194.0
2021-12-01 03:15:00+01:00,121.0,310.0,1025.0,0.0,,1.0,17.0,10.0,1455.0,72.0,9.0,0.0,10.0,193.0
2021-12-01 03:30:00+01:00,121.0,305.0,1020.0,0.0,,1.0,17.0,10.0,1458.0,72.0,9.0,0.0,13.0,178.0
2021-12-01 03:45:00+01:00,119.0,297.0,1036.0,0.0,,1.0,17.0,10.0,1457.0,72.0,9.0,0.0,12.0,165.0
2021-12-01 04:00:00+01:00,120.0,292.0,1011.0,0.0,,1.0,17.0,10.0,1457.0,71.0,9.0,0.0,11.0,171.0
2021-12-01 04:15:00+01:00,120.0,314.0,1006.0,0.0,,1.0,17.0,10.0,1458.0,71.0,9.0,0.0,11.0,194.0
2021-12-01 04:30:00+01:00,120.0,337.0,1017.0,0.0,0.0,1.0,17.0,10.0,1458.0,71.0,9.0,0.0,11.0,203.0
2021-12-01 04:45:00+01:00,121.0,345.0,1033.0,0.0,0.0,1.0,17.0,10.0,1455.0,71.0,9.0,0.0,11.0,170.0
2021-12-01 05:00:00+01:00,122.0,337.0,1012.0,1.0,0.0,1.0,17.0,10.0,1457.0,71.0,9.0,0.0,12.0,115.0
2021-12-01 05:15:00+01:00,126.0,326.0,1060.0,0.0,0.0,1.0,17.0,10.0,1457.0,71.0,9.0,0.0,11.0,67.0
2021-12-01 05:30:00+01:00,131.0,344.0,1123.0,0.0,0.0,1.0,17.0,10.0,1457.0,71.0,10.0,0.0,13.0,57.0
2021-12-01 05:45:00+01:00,134.0,353.0,1243.0,0.0,0.0,1.0,17.0,10.0,1456.0,71.0,10.0,0.0,13.0,54.0
2021-12-01 06:00:00+01:00,139.0,333.0,1356.0,0.0,0.0,1.0,17.0,6.0,1455.0,72.0,10.0,0.0,12.0,47.0
2021-12-01 06:15:00+01:00,140.0,324.0,1437.0,0.0,0.0,1.0,17.0,4.0,1458.0,72.0,10.0,0.0,11.0,44.0
2021-12-01 06:30:00+01:00,134.0,345.0,1590.0,0.0,0.0,1.0,17.0,9.0,1457.0,72.0,10.0,0.0,12.0,40.0
2021-12-01 06:45:00+01:00,131.0,359.0,1670.0,0.0,0.0,1.0,17.0,5.0,1456.0,72.0,11.0,0.0,10.0,33.0
2021-12-01 07:00:00+01:00,127.0,340.0,1553.0,0.0,,1.0,17.0,4.0,1455.0,73.0,11.0,3.0,12.0,25.0
2021-12-01 07:15:00+01:00,129.0,329.0,1531.0,0.0,,1.0,17.0,4.0,1458.0,73.0,11.0,17.0,12.0,22.0
2021-12-01 07:30:00+01:00,131.0,350.0,1578.0,0.0,,1.0,17.0,4.0,1459.0,73.0,11.0,45.0,11.0,19.0
2021-12-01 07:45:00+01:00,135.0,366.0,1596.0,0.0,,1.0,17.0,4.0,1460.0,73.0,11.0,81.0,12.0,21.0
2021-12-01 08:00:00+01:00,136.0,345.0,1609.0,0.0,,1.0,17.0,4.0,1457.0,76.0,11.0,115.0,13.0,26.0
2021-12-01 08:15:00+01:00,135.0,341.0,1628.0,0.0,,1.0,17.0,4.0,1460.0,76.0,11.0,163.0,13.0,36.0
2021-12-01 08:30:00+01:00,132.0,356.0,1626.0,0.0,,1.0,17.0,4.0,1462.0,76.0,11.0,216.0,11.0,34.0
2021-12-01 08:45:00+01:00,132.0,368.0,1614.0,0.0,,1.0,17.0,4.0,1461.0,76.0,11.0,270.0,13.0,26.0
2021-12-01 09:00:00+01:00,133.0,359.0,1624.0,0.0,,1.0,16.0,4.0,1460.0,75.0,11.0,322.0,12.0,13.0
