,Hydro Water Reservoir,Nuclear,Other,Wind Onshore
2021-05-01 00:00:00+02:00,7270.0,6831.0,914.0,2668.0
2021-05-01 01:00:00+02:00,7086.0,6830.0,873.0,2634.0
2021-05-01 02:00:00+02:00,6918.0,6831.0,866.0,2492.0
2021-05-01 03:00:00+02:00,6957.0,6832.0,801.0,2511.0
2021-05-01 04:00:00+02:00,7141.0,6832.0,815.0,2455.0
2021-05-01 05:00:00+02:00,7402.0,6835.0,837.0,2153.0
2021-05-01 06:00:00+02:00,7999.0,6836.0,893.0,1651.0
2021-05-01 07:00:00+02:00,8600.0,6834.0,971.0,1270.0
2021-05-01 08:00:00+02:00,8972.0,6832.0,1064.0,990.0
2021-05-01 09:00:00+02:00,9118.0,6830.0,1145.0,956.0
2021-05-01 10:00:00+02:00,9156.0,6830.0,1228.0,1004.0
2021-05-01 11:00:00+02:00,9122.0,6829.0,1277.0,1100.0
2021-05-01 12:00:00+02:00,8839.0,6826.0,1287.0,1120.0
2021-05-01 13:00:00+02:00,8762.0,6824.0,1252.0,1120.0
2021-05-01 14:00:00+02:00,8540.0,6821.0,1207.0,1162.0
2021-05-01 15:00:00+02:00,8472.0,6813.0,1169.0,1195.0
2021-05-01 16:00:00+02:00,8912.0,6793.0,1104.0,1258.0
2021-05-01 17:00:00+02:00,9330.0,6766.0,1024.0,1254.0
2021-05-01 18:00:00+02:00,9555.0,6788.0,984.0,1106.0
2021-05-01 19:00:00+02:00,9541.0,6807.0,921.0,953.0
2021-05-01 20:00:00+02:00,9521.0,6604.0,891.0,922.0
2021-05-01 21:00:00+02:00,9526.0,6505.0,878.0,1146.0
2021-05-01 22:00:00+02:00,9247.0,6504.0,873.0,1255.0
2021-05-01 23:00:00+02:00,8681.0,6505.0,877.0,1306.0
2021-05-02 00:00:00+02:00,8576.0,6509.0,869.0,1222.0
2021-05-02 01:00:00+02:00,8269.0,6376.0,853.0,1162.0
2021-05-02 02:00:00+02:00,8203.0,6200.0,858.0,1111.0
2021-05-02 03:00:00+02:00,8441.0,6140.0,863.0,1079.0
2021-05-02 04:00:00+02:00,8615.0,6018.0,869.0,997.0
2021-05-02 05:00:00+02:00,8767.0,5974.0,876.0,882.0
2021-05-02 06:00:00+02:00,8903.0,5927.0,913.0,741.0
2021-05-02 07:00:00+02:00,8999.0,5823.0,996.0,570.0
2021-05-02 08:00:00+02:00,8986.0,5806.0,1068.0,492.0
2021-05-02 09:00:00+02:00,8924.0,5809.0,1152.0,560.0
2021-05-02 10:00:00+02:00,8402.0,5807.0,1196.0,590.0
2021-05-02 11:00:00+02:00,8240.0,5800.0,1235.0,710.0
2021-05-02 12:00:00+02:00,7394.0,5797.0,1235.0,702.0
2021-05-02 13:00:00+02:00,6737.0,5797.0,1211.0,774.0
2021-05-02 14:00:00+02:00,6808.0,5798.0,1183.0,824.0
2021-05-02 15:00:00+02:00,6786.0,5800.0,1137.0,764.0
2021-05-02 16:00:00+02:00,6876.0,5803.0,1080.0,656.0
2021-05-02 17:00:00+02:00,7265.0,5799.0,1016.0,664.0
2021-05-02 18:00:00+02:00,8924.0,5801.0,953.0,599.0
2021-05-02 19:00:00+02:00,9556.0,5803.0,899.0,563.0
2021-05-02 20:00:00+02:00,9662.0,5805.0,866.0,551.0
2021-05-02 21:00:00+02:00,9711.0,5806.0,865.0,595.0
2021-05-02 22:00:00+02:00,9719.0,5806.0,868.0,609.0
2021-05-02 23:00:00+02:00,9438.0,5807.0,874.0,581.0
2021-05-03 00:00:00+02:00,8705.0,5811.0,868.0,532.0
2021-05-03 01:00:00+02:00,8465.0,5813.0,870.0,516.0
2021-05-03 02:00:00+02:00,8217.0,5813.0,876.0,541.0
2021-05-03 03:00:00+02:00,8235.0,5814.0,885.0,570.0
2021-05-03 04:00:00+02:00,8360.0,5814.0,926.0,566.0
2021-05-03 05:00:00+02:00,9003.0,5805.0,938.0,525.0
2021-05-03 06:00:00+02:00,9833.0,5798.0,1030.0,463.0
2021-05-03 07:00:00+02:00,10136.0,5801.0,1095.0,356.0
2021-05-03 08:00:00+02:00,10019.0,5801.0,1152.0,275.0
2021-05-03 09:00:00+02:00,9953.0,5802.0,1212.0,249.0
2021-05-03 10:00:00+02:00,9834.0,5802.0,1241.0,220.0
2021-05-03 11:00:00+02:00,9693.0,5804.0,1265.0,253.0
2021-05-03 12:00:00+02:00,9425.0,5804.0,1281.0,401.0
2021-05-03 13:00:00+02:00,9246.0,5802.0,1248.0,593.0
2021-05-03 14:00:00+02:00,9305.0,5805.0,1241.0,660.0
2021-05-03 15:00:00+02:00,9259.0,5807.0,1224.0,742.0
2021-05-03 16:00:00+02:00,9332.0,5806.0,1180.0,848.0
2021-05-03 17:00:00+02:00,9426.0,5804.0,1104.0,909.0
2021-05-03 18:00:00+02:00,9780.0,5799.0,1070.0,990.0
2021-05-03 19:00:00+02:00,9491.0,5795.0,1028.0,1081.0
2021-05-03 20:00:00+02:00,9483.0,5798.0,1008.0,1233.0
2021-05-03 21:00:00+02:00,9123.0,5798.0,990.0,1375.0
2021-05-03 22:00:00+02:00,8821.0,5801.0,967.0,1663.0
2021-05-03 23:00:00+02:00,8491.0,5803.0,950.0,1719.0
2021-05-04 00:00:00+02:00,7070.0,5804.0,928.0,1764.0
2021-05-04 01:00:00+02:00,6430.0,5807.0,914.0,1821.0
2021-05-04 02:00:00+02:00,6260.0,5807.0,916.0,1869.0
2021-05-04 03:00:00+02:00,6152.0,5809.0,920.0,1866.0
2021-05-04 04:00:00+02:00,6240.0,5811.0,927.0,2080.0
2021-05-04 05:00:00+02:00,6696.0,5809.0,951.0,2186.0
2021-05-04 06:00:00+02:00,7836.0,5809.0,1033.0,2032.0
2021-05-04 07:00:00+02:00,8808.0,5807.0,1076.0,2020.0
2021-05-04 08:00:00+02:00,8857.0,5805.0,1112.0,2034.0
2021-05-04 09:00:00+02:00,8470.0,5807.0,1146.0,2392.0
2021-05-04 10:00:00+02:00,8319.0,5810.0,1306.0,2971.0
2021-05-04 11:00:00+02:00,7980.0,5810.0,1323.0,3393.0
