,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2021-08-01 00:00:00+02:00,19.368000000000002,8.424,34.800000000000004,16.116,0.0,0.0
2021-08-01 01:00:00+02:00,17.400000000000002,8.352,30.384,11.856,0.0,0.0
2021-08-01 02:00:00+02:00,15.48,8.304,29.568,11.868,0.0,0.0
2021-08-01 03:00:00+02:00,15.048,8.304,27.672,11.88,0.0,0.0
2021-08-01 04:00:00+02:00,15.48,8.616,26.76,11.892,0.0,0.0
2021-08-01 05:00:00+02:00,15.816,8.616,28.824,11.916,0.0,0.0
2021-08-01 06:00:00+02:00,17.136,8.616,27.216,11.892,0.0,0.0
2021-08-01 07:00:00+02:00,18.528,8.592,34.752,20.412,0.533,0.0
2021-08-01 08:00:00+02:00,18.648,8.568,37.488,20.400000000000002,2.173,0.0
2021-08-01 09:00:00+02:00,20.304000000000002,8.544,39.336,20.388,5.74,0.0
2021-08-01 10:00:00+02:00,19.104,8.352,38.208,20.388,8.856,0.0
2021-08-01 11:00:00+02:00,16.368000000000002,8.184000000000001,38.136,20.376,8.241,0.0
2021-08-01 12:00:00+02:00,16.056,7.224,34.464,20.412,10.332,0.0
2021-08-01 13:00:00+02:00,11.088000000000001,7.296,34.272,20.400000000000002,20.705000000000002,0.0
2021-08-01 14:00:00+02:00,7.176,6.84,30.936,20.388,34.276,0.0
2021-08-01 15:00:00+02:00,2.904,6.744,28.104,20.400000000000002,47.437000000000005,0.0
2021-08-01 16:00:00+02:00,3.552,6.696,27.12,20.400000000000002,16.892,0.0
2021-08-01 17:00:00+02:00,8.112,6.984,35.664,20.424,15.334000000000001,0.0
2021-08-01 18:00:00+02:00,24.0,7.896,38.664,20.448,17.794,0.0
2021-08-01 19:00:00+02:00,23.112000000000002,8.208,41.376,20.436,11.029,0.0
2021-08-01 20:00:00+02:00,22.368000000000002,8.256,42.216,20.448,4.346,0.0
2021-08-01 21:00:00+02:00,21.336000000000002,8.328,48.096000000000004,20.448,0.041,0.0
2021-08-01 22:00:00+02:00,22.080000000000002,8.28,46.968,20.472,0.0,0.0
2021-08-01 23:00:00+02:00,20.832,8.376,44.832,20.484,0.0,0.0
2021-08-02 00:00:00+02:00,9.624,8.256,34.368,20.484,0.0,0.0
2021-08-02 01:00:00+02:00,5.184,7.44,32.568,20.484,0.0,0.0
2021-08-02 02:00:00+02:00,3.96,7.416,29.496000000000002,20.496,0.0,0.0
2021-08-02 03:00:00+02:00,3.0,7.44,25.104,20.508,0.0,0.0
2021-08-02 04:00:00+02:00,3.384,7.248,24.696,20.508,0.0,0.0
2021-08-02 05:00:00+02:00,4.44,7.104,31.944,20.52,0.0,0.0
2021-08-02 06:00:00+02:00,12.120000000000001,8.208,37.128,20.508,0.246,0.0
2021-08-02 07:00:00+02:00,40.32,8.304,58.584,20.52,3.321,0.0
2021-08-02 08:00:00+02:00,43.512,8.040000000000001,58.224000000000004,20.496,16.072,0.0
2021-08-02 09:00:00+02:00,39.936,8.304,54.0,20.484,33.251000000000005,0.0
2021-08-02 10:00:00+02:00,30.792,8.256,38.688,20.46,31.816000000000003,0.0
2021-08-02 11:00:00+02:00,14.64,8.304,37.104,20.424,37.269,0.0
2021-08-02 12:00:00+02:00,12.432,8.448,34.656,20.388,50.553000000000004,0.0
