date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2021-02-01 00:00:00+01:00,77.74000000000001,1426.3899999999999,77.9,168.59,43.824,151.032,73.944,574.236,0.0,212.1106,58.464999999999996
2021-02-01 01:00:00+01:00,77.97,1429.33,79.54,175.92,51.504,151.584,69.552,570.648,0.0,212.1106,56.485
2021-02-01 02:00:00+01:00,78.43,1381.8,80.36,175.18699999999998,54.6,150.38400000000001,67.68,571.6560000000001,0.0,211.18838,55.373999999999995
2021-02-01 03:00:00+01:00,78.43,1406.3,79.54,172.988,61.248000000000005,150.192,60.936,571.488,0.0,211.18838,54.098
2021-02-01 04:00:00+01:00,78.2,1519.0,79.54,172.988,65.4,150.504,62.064,572.196,0.0,212.1106,53.712999999999994
2021-02-01 05:00:00+01:00,78.66,1861.51,93.48,174.454,50.52,148.584,66.552,577.6320000000001,0.0,210.26616,52.723
2021-02-01 06:00:00+01:00,78.2,2457.35,177.94000000000003,175.92,24.48,149.304,84.60000000000001,582.42,0.0,213.03282000000002,53.492999999999995
2021-02-01 07:00:00+01:00,78.43,3135.5099999999998,270.6,175.92,19.272000000000002,158.328,92.352,582.396,0.0,213.95504,53.119
2021-02-01 08:00:00+01:00,78.66,3407.95,410.82000000000005,175.92,27.744,163.56,102.48,584.784,9.676,209.34394,53.404999999999994
2021-02-01 09:00:00+01:00,78.66,3604.44,537.9200000000001,175.18699999999998,25.872,163.56,104.496,584.976,24.272000000000002,207.4995,54.373
2021-02-01 10:00:00+01:00,79.12,3656.87,555.96,175.18699999999998,28.44,162.888,108.696,585.192,46.330000000000005,202.88840000000002,55.869
2021-02-01 11:00:00+01:00,79.35000000000001,3674.5099999999998,561.7,175.92,41.136,161.28,102.98400000000001,585.66,62.525000000000006,202.88840000000002,58.553
2021-02-01 12:00:00+01:00,79.12,3653.44,564.98,175.18699999999998,45.792,161.184,102.624,585.948,75.44,201.04396,61.677
2021-02-01 13:00:00+01:00,78.66,3638.74,567.44,175.92,36.216,164.856,102.096,585.564,79.86800000000001,202.88840000000002,65.67
2021-02-01 14:00:00+01:00,78.89,3625.5099999999998,564.1600000000001,175.18699999999998,24.432000000000002,162.984,91.632,588.372,71.914,201.96618,68.431
2021-02-01 15:00:00+01:00,79.12,3632.86,561.7,175.92,24.624,164.424,79.152,589.5360000000001,53.71,198.2773,66.539
2021-02-01 16:00:00+01:00,79.12,3740.66,560.0600000000001,175.18699999999998,19.080000000000002,166.94400000000002,83.47200000000001,589.164,29.233,192.74398000000002,62.611999999999995
