,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2021-04-01 00:00:00+02:00,180.0,1004.0,0.0,0.0,0.0,375.0,3214.0,222.0,22.0,0.0,0.0,100.0,516.0
2021-04-01 00:15:00+02:00,180.0,1014.0,0.0,0.0,0.0,426.0,3181.0,164.0,22.0,0.0,0.0,100.0,524.0
2021-04-01 00:30:00+02:00,180.0,1048.0,0.0,0.0,0.0,418.0,3156.0,168.0,22.0,0.0,0.0,100.0,512.0
2021-04-01 00:45:00+02:00,180.0,1038.0,0.0,0.0,0.0,315.0,3173.0,167.0,22.0,0.0,0.0,100.0,480.0
2021-04-01 01:00:00+02:00,180.0,1035.0,0.0,0.0,0.0,377.0,3176.0,227.0,22.0,0.0,0.0,100.0,436.0
2021-04-01 01:15:00+02:00,180.0,1025.0,0.0,0.0,0.0,398.0,3142.0,281.0,22.0,0.0,0.0,100.0,388.0
2021-04-01 01:30:00+02:00,180.0,1039.0,0.0,0.0,0.0,271.0,3134.0,294.0,22.0,0.0,0.0,100.0,332.0
2021-04-01 01:45:00+02:00,180.0,1040.0,0.0,0.0,0.0,234.0,3138.0,296.0,22.0,0.0,0.0,100.0,300.0
2021-04-01 02:00:00+02:00,180.0,897.0,0.0,0.0,0.0,333.0,3180.0,314.0,22.0,0.0,0.0,100.0,288.0
2021-04-01 02:15:00+02:00,180.0,710.0,0.0,0.0,0.0,320.0,3202.0,331.0,22.0,0.0,0.0,100.0,264.0
2021-04-01 02:30:00+02:00,180.0,710.0,0.0,0.0,0.0,300.0,3154.0,338.0,22.0,0.0,0.0,100.0,248.0
2021-04-01 02:45:00+02:00,180.0,712.0,0.0,0.0,0.0,247.0,3198.0,332.0,22.0,0.0,0.0,100.0,216.0
2021-04-01 03:00:00+02:00,180.0,696.0,0.0,0.0,0.0,282.0,3203.0,252.0,22.0,0.0,0.0,100.0,196.0
2021-04-01 03:15:00+02:00,180.0,674.0,0.0,0.0,0.0,254.0,3218.0,248.0,22.0,0.0,0.0,100.0,176.0
2021-04-01 03:30:00+02:00,180.0,666.0,0.0,0.0,0.0,231.0,3232.0,244.0,22.0,0.0,0.0,100.0,168.0
2021-04-01 03:45:00+02:00,180.0,661.0,0.0,0.0,0.0,202.0,3217.0,248.0,22.0,0.0,0.0,100.0,168.0
2021-04-01 04:00:00+02:00,180.0,624.0,0.0,0.0,0.0,232.0,3238.0,236.0,22.0,0.0,0.0,100.0,120.0
2021-04-01 04:15:00+02:00,184.0,622.0,0.0,0.0,0.0,332.0,3247.0,234.0,22.0,0.0,0.0,100.0,100.0
2021-04-01 04:30:00+02:00,184.0,640.0,0.0,0.0,0.0,325.0,3275.0,233.0,22.0,0.0,0.0,100.0,92.0
2021-04-01 04:45:00+02:00,184.0,664.0,0.0,0.0,0.0,316.0,3313.0,234.0,22.0,0.0,0.0,100.0,96.0
2021-04-01 05:00:00+02:00,184.0,724.0,0.0,0.0,0.0,291.0,3068.0,269.0,22.0,0.0,0.0,100.0,112.0
2021-04-01 05:15:00+02:00,184.0,733.0,0.0,0.0,0.0,341.0,3095.0,325.0,22.0,0.0,0.0,100.0,108.0
2021-04-01 05:30:00+02:00,184.0,740.0,0.0,0.0,0.0,416.0,3170.0,334.0,22.0,0.0,0.0,100.0,108.0
2021-04-01 05:45:00+02:00,184.0,746.0,0.0,0.0,0.0,468.0,3238.0,346.0,22.0,0.0,0.0,100.0,120.0
2021-04-01 06:00:00+02:00,184.0,862.0,0.0,0.0,0.0,853.0,3067.0,538.0,22.0,0.0,0.0,100.0,144.0
2021-04-01 06:15:00+02:00,184.0,1003.0,0.0,0.0,0.0,924.0,3178.0,551.0,22.0,0.0,0.0,100.0,156.0
2021-04-01 06:30:00+02:00,180.0,1021.0,0.0,0.0,0.0,972.0,3239.0,547.0,22.0,0.0,0.0,100.0,156.0
2021-04-01 06:45:00+02:00,180.0,1028.0,0.0,0.0,0.0,1072.0,3299.0,609.0,22.0,0.0,0.0,100.0,168.0
2021-04-01 07:00:00+02:00,180.0,988.0,0.0,0.0,0.0,1598.0,3161.0,762.0,22.0,0.0,12.0,100.0,188.0
2021-04-01 07:15:00+02:00,180.0,1008.0,0.0,0.0,0.0,1642.0,3237.0,813.0,22.0,0.0,20.0,100.0,196.0
2021-04-01 07:30:00+02:00,180.0,1008.0,0.0,0.0,0.0,1658.0,3250.0,825.0,22.0,0.0,32.0,100.0,196.0
2021-04-01 07:45:00+02:00,180.0,1080.0,0.0,0.0,0.0,1719.0,3264.0,822.0,22.0,0.0,44.0,100.0,192.0
2021-04-01 08:00:00+02:00,180.0,1141.0,0.0,0.0,0.0,1705.0,3292.0,794.0,22.0,0.0,72.0,100.0,184.0
2021-04-01 08:15:00+02:00,180.0,1137.0,0.0,0.0,0.0,1650.0,3282.0,816.0,22.0,0.0,96.0,100.0,196.0
2021-04-01 08:30:00+02:00,180.0,1184.0,0.0,0.0,0.0,1606.0,3211.0,764.0,22.0,0.0,124.0,100.0,188.0
2021-04-01 08:45:00+02:00,180.0,1211.0,0.0,0.0,0.0,1564.0,3247.0,760.0,22.0,0.0,152.0,100.0,196.0
2021-04-01 09:00:00+02:00,180.0,1195.0,0.0,0.0,0.0,928.0,3453.0,560.0,22.0,0.0,180.0,100.0,196.0
2021-04-01 09:15:00+02:00,180.0,1195.0,0.0,0.0,0.0,909.0,3455.0,496.0,22.0,0.0,212.0,100.0,176.0
2021-04-01 09:30:00+02:00,180.0,1190.0,0.0,0.0,0.0,902.0,3428.0,486.0,22.0,0.0,240.0,100.0,176.0
2021-04-01 09:45:00+02:00,180.0,1207.0,0.0,0.0,0.0,820.0,3380.0,561.0,22.0,0.0,272.0,100.0,168.0
2021-04-01 10:00:00+02:00,180.0,1329.0,0.0,0.0,0.0,643.0,3452.0,457.0,22.0,0.0,300.0,100.0,172.0
2021-04-01 10:15:00+02:00,180.0,1327.0,0.0,0.0,0.0,491.0,3496.0,442.0,22.0,0.0,328.0,100.0,184.0
2021-04-01 10:30:00+02:00,180.0,1328.0,0.0,0.0,0.0,400.0,3521.0,440.0,22.0,0.0,356.0,100.0,216.0
2021-04-01 10:45:00+02:00,180.0,1340.0,0.0,0.0,0.0,358.0,3498.0,380.0,22.0,0.0,384.0,100.0,252.0
2021-04-01 11:00:00+02:00,180.0,1252.0,0.0,0.0,0.0,219.0,3559.0,337.0,22.0,0.0,404.0,100.0,276.0
2021-04-01 11:15:00+02:00,180.0,1222.0,0.0,0.0,0.0,213.0,3579.0,339.0,22.0,0.0,424.0,100.0,308.0
2021-04-01 11:30:00+02:00,180.0,1190.0,0.0,0.0,0.0,195.0,3529.0,320.0,22.0,0.0,440.0,100.0,340.0
2021-04-01 11:45:00+02:00,180.0,1181.0,0.0,0.0,0.0,147.0,3547.0,272.0,22.0,0.0,460.0,100.0,372.0
2021-04-01 12:00:00+02:00,180.0,1168.0,0.0,0.0,0.0,118.0,3545.0,307.0,22.0,0.0,472.0,100.0,496.0
2021-04-01 12:15:00+02:00,180.0,1184.0,0.0,0.0,0.0,0.0,3547.0,274.0,22.0,0.0,480.0,100.0,572.0
2021-04-01 12:30:00+02:00,180.0,1160.0,0.0,0.0,0.0,0.0,3543.0,315.0,22.0,0.0,492.0,100.0,632.0
2021-04-01 12:45:00+02:00,180.0,1175.0,0.0,0.0,0.0,0.0,3545.0,287.0,22.0,0.0,500.0,100.0,672.0
2021-04-01 13:00:00+02:00,176.0,1078.0,0.0,0.0,0.0,0.0,3484.0,302.0,22.0,0.0,508.0,100.0,808.0
2021-04-01 13:15:00+02:00,176.0,1072.0,0.0,0.0,0.0,0.0,3480.0,306.0,22.0,0.0,512.0,100.0,948.0
2021-04-01 13:30:00+02:00,176.0,1074.0,0.0,0.0,0.0,0.0,3506.0,281.0,22.0,0.0,520.0,100.0,1004.0
2021-04-01 13:45:00+02:00,176.0,1082.0,0.0,0.0,0.0,0.0,3482.0,293.0,22.0,0.0,524.0,100.0,1068.0
2021-04-01 14:00:00+02:00,176.0,1024.0,0.0,0.0,0.0,0.0,3496.0,272.0,22.0,0.0,520.0,100.0,1124.0
2021-04-01 14:15:00+02:00,176.0,970.0,0.0,0.0,0.0,0.0,3517.0,275.0,22.0,0.0,516.0,100.0,1016.0
2021-04-01 14:30:00+02:00,176.0,924.0,0.0,0.0,0.0,0.0,3530.0,298.0,22.0,0.0,512.0,100.0,1016.0
2021-04-01 14:45:00+02:00,176.0,956.0,0.0,0.0,0.0,0.0,3510.0,277.0,22.0,0.0,508.0,100.0,1076.0
2021-04-01 15:00:00+02:00,176.0,962.0,0.0,0.0,0.0,0.0,3508.0,284.0,22.0,0.0,484.0,100.0,1096.0
2021-04-01 15:15:00+02:00,176.0,956.0,0.0,0.0,0.0,0.0,3523.0,280.0,22.0,0.0,464.0,100.0,1096.0
2021-04-01 15:30:00+02:00,176.0,950.0,0.0,0.0,0.0,0.0,3500.0,269.0,22.0,0.0,440.0,100.0,1128.0
2021-04-01 15:45:00+02:00,176.0,950.0,0.0,0.0,0.0,0.0,3505.0,242.0,22.0,0.0,416.0,100.0,1068.0
2021-04-01 16:00:00+02:00,176.0,950.0,0.0,0.0,0.0,0.0,3463.0,297.0,22.0,0.0,388.0,100.0,1044.0
