,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-05-01 00:00:00+02:00,4850.0,12971.0,7161.0,4298.0,378.0,22.0,1561.0,1637.0,182.0,6716.0,369.0,163.0,0.0,864.0,59.0,2171.0
2021-05-01 00:15:00+02:00,4858.0,12976.0,6800.0,4239.0,378.0,22.0,1271.0,1637.0,202.0,6715.0,369.0,163.0,0.0,870.0,74.0,2172.0
2021-05-01 00:30:00+02:00,4807.0,12934.0,6554.0,4218.0,378.0,22.0,701.0,1640.0,59.0,6711.0,369.0,163.0,0.0,869.0,78.0,2202.0
2021-05-01 00:45:00+02:00,4875.0,12964.0,6335.0,4201.0,378.0,22.0,470.0,1644.0,97.0,6697.0,369.0,163.0,0.0,875.0,77.0,2177.0
2021-05-01 01:00:00+02:00,4837.0,12932.0,6209.0,4089.0,378.0,22.0,1286.0,1643.0,245.0,6699.0,369.0,163.0,0.0,874.0,79.0,2195.0
2021-05-01 01:15:00+02:00,4836.0,12899.0,6027.0,4042.0,379.0,22.0,731.0,1643.0,79.0,6697.0,362.0,163.0,0.0,878.0,78.0,2231.0
2021-05-01 01:30:00+02:00,4850.0,12907.0,5786.0,4012.0,380.0,22.0,831.0,1643.0,97.0,6697.0,363.0,163.0,0.0,873.0,65.0,2181.0
2021-05-01 01:45:00+02:00,4859.0,12849.0,5599.0,3960.0,378.0,22.0,759.0,1644.0,96.0,6696.0,363.0,163.0,0.0,870.0,65.0,2126.0
2021-05-01 02:00:00+02:00,4855.0,12776.0,5526.0,3886.0,378.0,22.0,998.0,1642.0,101.0,6695.0,363.0,163.0,0.0,874.0,67.0,2086.0
2021-05-01 02:15:00+02:00,4846.0,12537.0,5501.0,3888.0,378.0,22.0,708.0,1643.0,131.0,6696.0,363.0,163.0,0.0,872.0,60.0,2041.0
2021-05-01 02:30:00+02:00,4861.0,12183.0,5502.0,3901.0,378.0,22.0,678.0,1647.0,123.0,6697.0,363.0,163.0,0.0,876.0,54.0,2038.0
2021-05-01 02:45:00+02:00,4852.0,11880.0,5507.0,3915.0,378.0,22.0,474.0,1645.0,185.0,6696.0,363.0,163.0,0.0,867.0,55.0,2059.0
2021-05-01 03:00:00+02:00,4869.0,11486.0,5486.0,3904.0,378.0,22.0,427.0,1645.0,150.0,6696.0,363.0,163.0,0.0,871.0,52.0,2099.0
2021-05-01 03:15:00+02:00,4855.0,11386.0,5301.0,3899.0,378.0,22.0,347.0,1655.0,105.0,6699.0,363.0,163.0,0.0,857.0,49.0,2171.0
2021-05-01 03:30:00+02:00,4837.0,11205.0,5098.0,3896.0,378.0,22.0,325.0,1654.0,156.0,6697.0,363.0,163.0,0.0,863.0,75.0,2207.0
2021-05-01 03:45:00+02:00,4842.0,10753.0,4864.0,3859.0,378.0,22.0,365.0,1661.0,141.0,6695.0,363.0,163.0,0.0,858.0,115.0,2255.0
2021-05-01 04:00:00+02:00,4844.0,9637.0,4608.0,3682.0,378.0,22.0,308.0,1669.0,144.0,6699.0,363.0,163.0,0.0,868.0,145.0,2321.0
2021-05-01 04:15:00+02:00,4824.0,9574.0,4612.0,3612.0,378.0,22.0,196.0,1671.0,88.0,6700.0,363.0,163.0,0.0,874.0,205.0,2409.0
2021-05-01 04:30:00+02:00,4804.0,9509.0,4611.0,3585.0,378.0,22.0,137.0,1669.0,129.0,6700.0,363.0,163.0,0.0,868.0,274.0,2433.0
2021-05-01 04:45:00+02:00,4753.0,9409.0,4634.0,3554.0,378.0,22.0,118.0,1665.0,111.0,6698.0,363.0,163.0,0.0,868.0,317.0,2466.0
2021-05-01 05:00:00+02:00,4804.0,9238.0,4608.0,3457.0,378.0,22.0,221.0,1667.0,158.0,6700.0,364.0,164.0,0.0,869.0,330.0,2503.0
2021-05-01 05:15:00+02:00,4808.0,9171.0,4613.0,3288.0,378.0,22.0,131.0,1666.0,75.0,6701.0,364.0,164.0,2.0,870.0,331.0,2481.0
2021-05-01 05:30:00+02:00,4825.0,9106.0,4631.0,3231.0,378.0,22.0,112.0,1666.0,126.0,6704.0,364.0,164.0,6.0,862.0,301.0,2530.0
2021-05-01 05:45:00+02:00,4812.0,9002.0,4550.0,3139.0,378.0,22.0,84.0,1667.0,34.0,6715.0,363.0,164.0,66.0,870.0,313.0,2580.0
2021-05-01 06:00:00+02:00,4816.0,9028.0,4588.0,3073.0,378.0,22.0,111.0,1671.0,89.0,6716.0,364.0,164.0,193.0,871.0,355.0,2616.0
2021-05-01 06:15:00+02:00,4799.0,9010.0,4572.0,3067.0,378.0,22.0,128.0,1662.0,99.0,6709.0,364.0,164.0,329.0,872.0,398.0,2699.0
2021-05-01 06:30:00+02:00,4801.0,9020.0,4573.0,3000.0,378.0,22.0,127.0,1662.0,91.0,6703.0,364.0,164.0,685.0,871.0,425.0,2765.0
2021-05-01 06:45:00+02:00,4818.0,9017.0,4574.0,2953.0,378.0,22.0,127.0,1666.0,115.0,6706.0,363.0,164.0,1225.0,873.0,415.0,2804.0
2021-05-01 07:00:00+02:00,4834.0,9067.0,4531.0,2990.0,378.0,22.0,232.0,1674.0,161.0,6714.0,363.0,164.0,1872.0,868.0,383.0,2734.0
2021-05-01 07:15:00+02:00,4835.0,9089.0,4626.0,3079.0,378.0,22.0,304.0,1676.0,98.0,6730.0,363.0,164.0,2572.0,871.0,367.0,2495.0
2021-05-01 07:30:00+02:00,4834.0,9120.0,4637.0,2957.0,378.0,22.0,398.0,1675.0,77.0,6729.0,363.0,163.0,3382.0,868.0,397.0,2332.0
2021-05-01 07:45:00+02:00,4841.0,9134.0,4655.0,3060.0,378.0,22.0,420.0,1673.0,108.0,6734.0,363.0,163.0,4248.0,868.0,379.0,2115.0
2021-05-01 08:00:00+02:00,4851.0,9267.0,4702.0,3269.0,378.0,22.0,267.0,1671.0,50.0,6733.0,363.0,163.0,5214.0,868.0,353.0,1918.0
2021-05-01 08:15:00+02:00,4850.0,9240.0,4678.0,3220.0,378.0,22.0,231.0,1670.0,70.0,6734.0,363.0,163.0,6242.0,873.0,314.0,1728.0
2021-05-01 08:30:00+02:00,4857.0,9235.0,4701.0,3177.0,378.0,22.0,194.0,1671.0,51.0,6733.0,363.0,163.0,7287.0,864.0,309.0,1605.0
2021-05-01 08:45:00+02:00,4864.0,9172.0,4605.0,3174.0,378.0,22.0,123.0,1671.0,33.0,6734.0,363.0,163.0,8370.0,863.0,286.0,1500.0
2021-05-01 09:00:00+02:00,4880.0,9183.0,4540.0,3207.0,378.0,22.0,256.0,1673.0,113.0,6733.0,362.0,163.0,9506.0,869.0,302.0,1458.0
2021-05-01 09:15:00+02:00,4863.0,9180.0,4596.0,3224.0,378.0,22.0,142.0,1668.0,95.0,6733.0,362.0,163.0,10669.0,867.0,334.0,1492.0
2021-05-01 09:30:00+02:00,4892.0,9173.0,4600.0,3142.0,378.0,22.0,108.0,1668.0,45.0,6733.0,367.0,163.0,11868.0,869.0,404.0,1512.0
2021-05-01 09:45:00+02:00,4896.0,8975.0,4568.0,3104.0,378.0,22.0,127.0,1665.0,82.0,6732.0,367.0,163.0,12950.0,874.0,473.0,1527.0
2021-05-01 10:00:00+02:00,4896.0,8973.0,4370.0,2956.0,378.0,22.0,186.0,1664.0,98.0,6732.0,366.0,163.0,14178.0,866.0,557.0,1512.0
2021-05-01 10:15:00+02:00,4894.0,8883.0,4239.0,2860.0,378.0,22.0,152.0,1663.0,73.0,6729.0,366.0,163.0,15011.0,866.0,593.0,1464.0
2021-05-01 10:30:00+02:00,4881.0,8799.0,4246.0,2857.0,378.0,22.0,126.0,1665.0,61.0,6732.0,366.0,163.0,16129.0,865.0,570.0,1494.0
2021-05-01 10:45:00+02:00,4901.0,8727.0,4186.0,2799.0,378.0,22.0,120.0,1670.0,53.0,6735.0,366.0,163.0,16856.0,865.0,522.0,1485.0
2021-05-01 11:00:00+02:00,4898.0,8748.0,4233.0,2687.0,378.0,22.0,121.0,1671.0,75.0,6726.0,365.0,163.0,17432.0,865.0,445.0,1478.0
2021-05-01 11:15:00+02:00,4909.0,8743.0,4216.0,2620.0,378.0,22.0,96.0,1670.0,77.0,6731.0,365.0,163.0,17578.0,870.0,392.0,1504.0
2021-05-01 11:30:00+02:00,4921.0,8728.0,4247.0,2614.0,378.0,22.0,73.0,1671.0,123.0,6726.0,365.0,163.0,17343.0,872.0,382.0,1464.0
2021-05-01 11:45:00+02:00,4941.0,8733.0,4272.0,2636.0,378.0,22.0,69.0,1671.0,64.0,6723.0,364.0,163.0,17512.0,869.0,372.0,1391.0
2021-05-01 12:00:00+02:00,4933.0,8739.0,4192.0,2693.0,378.0,22.0,137.0,1669.0,62.0,6728.0,364.0,163.0,17671.0,867.0,345.0,1364.0
2021-05-01 12:15:00+02:00,4922.0,8710.0,4215.0,2634.0,378.0,22.0,179.0,1667.0,39.0,6732.0,364.0,163.0,17529.0,867.0,327.0,1396.0
2021-05-01 12:30:00+02:00,4928.0,8725.0,4225.0,2491.0,378.0,22.0,219.0,1667.0,47.0,6730.0,364.0,163.0,17414.0,861.0,311.0,1467.0
2021-05-01 12:45:00+02:00,4928.0,8656.0,4141.0,2506.0,378.0,22.0,158.0,1667.0,35.0,6724.0,362.0,162.0,17211.0,865.0,295.0,1439.0
2021-05-01 13:00:00+02:00,4926.0,8368.0,4036.0,2660.0,378.0,22.0,130.0,1665.0,28.0,6715.0,359.0,158.0,16972.0,867.0,298.0,1418.0
2021-05-01 13:15:00+02:00,4912.0,8137.0,4096.0,2641.0,378.0,22.0,74.0,1663.0,21.0,6689.0,359.0,158.0,17012.0,864.0,302.0,1489.0
2021-05-01 13:30:00+02:00,4911.0,8072.0,4107.0,2568.0,378.0,22.0,140.0,1662.0,23.0,6655.0,359.0,159.0,16662.0,861.0,312.0,1571.0
2021-05-01 13:45:00+02:00,4924.0,7898.0,4094.0,2467.0,379.0,22.0,229.0,1660.0,33.0,6705.0,359.0,159.0,16443.0,867.0,302.0,1639.0
2021-05-01 14:00:00+02:00,4938.0,7937.0,4000.0,2394.0,381.0,22.0,268.0,1659.0,88.0,6712.0,359.0,159.0,16052.0,868.0,304.0,1655.0
