,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Waste,Wind Onshore
2021-06-01 01:00:00+03:00,579.0,326.0,134.0,1.0,237.0,1871.0,1880.0,51.0,11.0,36.0,1234.0
2021-06-01 02:00:00+03:00,578.0,333.0,133.0,1.0,240.0,1791.0,1880.0,54.0,12.0,36.0,1171.0
2021-06-01 03:00:00+03:00,572.0,329.0,133.0,1.0,243.0,1766.0,1880.0,56.0,13.0,36.0,1021.0
2021-06-01 04:00:00+03:00,563.0,327.0,131.0,1.0,243.0,1765.0,1880.0,56.0,12.0,36.0,829.0
2021-06-01 05:00:00+03:00,560.0,317.0,132.0,1.0,251.0,1786.0,1880.0,48.0,13.0,36.0,602.0
2021-06-01 06:00:00+03:00,565.0,316.0,138.0,1.0,328.0,1963.0,1879.0,43.0,12.0,36.0,351.0
2021-06-01 07:00:00+03:00,571.0,355.0,162.0,1.0,379.0,2259.0,1878.0,41.0,12.0,36.0,104.0
2021-06-01 08:00:00+03:00,561.0,365.0,173.0,1.0,382.0,2327.0,1877.0,39.0,13.0,36.0,54.0
2021-06-01 09:00:00+03:00,559.0,379.0,179.0,1.0,387.0,2357.0,1877.0,36.0,13.0,37.0,75.0
2021-06-01 10:00:00+03:00,557.0,372.0,171.0,11.0,362.0,2291.0,1877.0,33.0,7.0,36.0,126.0
2021-06-01 11:00:00+03:00,547.0,369.0,167.0,0.0,363.0,2236.0,1878.0,32.0,8.0,35.0,179.0
2021-06-01 12:00:00+03:00,553.0,349.0,165.0,0.0,355.0,2254.0,1878.0,29.0,11.0,37.0,229.0
2021-06-01 13:00:00+03:00,559.0,332.0,159.0,0.0,342.0,2250.0,1877.0,29.0,12.0,37.0,255.0
2021-06-01 14:00:00+03:00,558.0,299.0,161.0,1.0,330.0,2273.0,1876.0,26.0,12.0,36.0,253.0
2021-06-01 15:00:00+03:00,551.0,306.0,165.0,1.0,322.0,2359.0,1876.0,28.0,12.0,36.0,270.0
2021-06-01 16:00:00+03:00,547.0,309.0,148.0,1.0,277.0,2319.0,1875.0,27.0,12.0,36.0,249.0
2021-06-01 17:00:00+03:00,547.0,295.0,139.0,1.0,236.0,2272.0,1876.0,26.0,12.0,36.0,232.0
2021-06-01 18:00:00+03:00,542.0,302.0,139.0,1.0,284.0,2325.0,1875.0,26.0,11.0,36.0,232.0
2021-06-01 19:00:00+03:00,552.0,307.0,145.0,1.0,320.0,2370.0,1875.0,29.0,12.0,36.0,205.0
2021-06-01 20:00:00+03:00,558.0,306.0,157.0,1.0,322.0,2375.0,1875.0,30.0,13.0,35.0,168.0
2021-06-01 21:00:00+03:00,550.0,301.0,137.0,1.0,292.0,2248.0,1875.0,31.0,13.0,36.0,149.0
2021-06-01 22:00:00+03:00,553.0,295.0,125.0,1.0,221.0,2252.0,1876.0,37.0,12.0,36.0,167.0
2021-06-01 23:00:00+03:00,555.0,300.0,125.0,1.0,210.0,2053.0,1876.0,41.0,12.0,36.0,196.0
2021-06-02 00:00:00+03:00,544.0,288.0,132.0,1.0,210.0,1887.0,1876.0,44.0,13.0,36.0,192.0
2021-06-02 01:00:00+03:00,551.0,281.0,129.0,1.0,205.0,1765.0,1875.0,47.0,13.0,36.0,176.0
2021-06-02 02:00:00+03:00,559.0,282.0,127.0,1.0,205.0,1755.0,1877.0,49.0,11.0,36.0,179.0
2021-06-02 03:00:00+03:00,568.0,282.0,120.0,1.0,204.0,1753.0,1878.0,54.0,11.0,36.0,138.0
2021-06-02 04:00:00+03:00,570.0,287.0,125.0,1.0,205.0,1744.0,1877.0,52.0,11.0,36.0,108.0
2021-06-02 05:00:00+03:00,572.0,286.0,134.0,1.0,210.0,1753.0,1878.0,46.0,11.0,36.0,100.0
2021-06-02 06:00:00+03:00,574.0,285.0,151.0,1.0,226.0,1921.0,1878.0,38.0,12.0,36.0,69.0
2021-06-02 07:00:00+03:00,586.0,291.0,161.0,1.0,304.0,2227.0,1877.0,35.0,12.0,36.0,42.0
2021-06-02 08:00:00+03:00,562.0,292.0,174.0,1.0,345.0,2321.0,1877.0,28.0,11.0,35.0,18.0
2021-06-02 09:00:00+03:00,561.0,289.0,174.0,1.0,342.0,2263.0,1878.0,23.0,11.0,36.0,14.0
2021-06-02 10:00:00+03:00,564.0,286.0,164.0,1.0,349.0,2306.0,1878.0,23.0,12.0,36.0,21.0
2021-06-02 11:00:00+03:00,572.0,287.0,164.0,1.0,357.0,2320.0,1877.0,20.0,12.0,35.0,35.0
2021-06-02 12:00:00+03:00,577.0,289.0,162.0,1.0,352.0,2258.0,1878.0,20.0,12.0,36.0,77.0
2021-06-02 13:00:00+03:00,589.0,286.0,164.0,1.0,350.0,2196.0,1876.0,20.0,12.0,36.0,124.0
2021-06-02 14:00:00+03:00,597.0,280.0,156.0,1.0,342.0,2165.0,1875.0,20.0,11.0,35.0,162.0
2021-06-02 15:00:00+03:00,597.0,268.0,150.0,4.0,341.0,2265.0,1874.0,20.0,12.0,36.0,192.0
2021-06-02 16:00:00+03:00,587.0,268.0,138.0,1.0,299.0,2213.0,1874.0,20.0,12.0,36.0,214.0
2021-06-02 17:00:00+03:00,585.0,268.0,121.0,1.0,253.0,2164.0,1872.0,20.0,11.0,36.0,202.0
2021-06-02 18:00:00+03:00,582.0,279.0,120.0,1.0,301.0,2156.0,1872.0,20.0,12.0,36.0,174.0
2021-06-02 19:00:00+03:00,579.0,279.0,135.0,1.0,334.0,2241.0,1874.0,20.0,12.0,36.0,169.0
2021-06-02 20:00:00+03:00,586.0,289.0,126.0,1.0,337.0,2306.0,1875.0,20.0,12.0,35.0,157.0
2021-06-02 21:00:00+03:00,581.0,282.0,97.0,1.0,313.0,2153.0,1874.0,23.0,12.0,31.0,176.0
2021-06-02 22:00:00+03:00,574.0,271.0,88.0,1.0,230.0,2114.0,1874.0,30.0,13.0,32.0,216.0
2021-06-02 23:00:00+03:00,578.0,273.0,87.0,1.0,210.0,1993.0,1875.0,34.0,13.0,33.0,285.0
2021-06-03 00:00:00+03:00,583.0,275.0,83.0,1.0,212.0,1730.0,1875.0,38.0,13.0,35.0,315.0
2021-06-03 01:00:00+03:00,584.0,270.0,75.0,1.0,210.0,1721.0,1875.0,41.0,13.0,35.0,325.0
2021-06-03 02:00:00+03:00,574.0,268.0,76.0,1.0,212.0,1686.0,1875.0,42.0,12.0,35.0,320.0
2021-06-03 03:00:00+03:00,574.0,270.0,76.0,1.0,215.0,1667.0,1874.0,43.0,13.0,36.0,280.0
2021-06-03 04:00:00+03:00,572.0,269.0,76.0,1.0,215.0,1702.0,1876.0,45.0,12.0,36.0,242.0
2021-06-03 05:00:00+03:00,566.0,270.0,77.0,1.0,215.0,1780.0,1775.0,43.0,13.0,35.0,203.0
2021-06-03 06:00:00+03:00,565.0,264.0,92.0,1.0,230.0,1839.0,1504.0,37.0,12.0,37.0,200.0
2021-06-03 07:00:00+03:00,570.0,208.0,103.0,1.0,310.0,2131.0,1475.0,32.0,12.0,37.0,145.0
2021-06-03 08:00:00+03:00,565.0,187.0,137.0,1.0,345.0,2258.0,1476.0,26.0,12.0,34.0,90.0
2021-06-03 09:00:00+03:00,559.0,206.0,148.0,1.0,340.0,2175.0,1475.0,23.0,12.0,35.0,89.0
2021-06-03 10:00:00+03:00,557.0,201.0,148.0,25.0,337.0,2215.0,1476.0,23.0,12.0,35.0,104.0
2021-06-03 11:00:00+03:00,544.0,209.0,145.0,1.0,335.0,2224.0,1477.0,23.0,12.0,36.0,115.0
2021-06-03 12:00:00+03:00,542.0,207.0,139.0,1.0,171.0,2272.0,1489.0,21.0,12.0,37.0,138.0
2021-06-03 13:00:00+03:00,544.0,202.0,131.0,1.0,120.0,2259.0,1781.0,20.0,12.0,36.0,150.0
2021-06-03 14:00:00+03:00,539.0,190.0,116.0,6.0,219.0,2215.0,1829.0,20.0,12.0,35.0,172.0
