,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-05-31 23:00:00+01:00,392.0,2233.0,261.0,58.0,662.0,209.0,36.0,0.0,7.0,452.0
2021-06-01 00:00:00+01:00,397.0,2078.0,261.0,0.0,213.0,119.0,36.0,0.0,3.0,338.0
2021-06-01 01:00:00+01:00,398.0,2115.0,181.0,0.0,196.0,75.0,35.0,0.0,3.0,285.0
2021-06-01 02:00:00+01:00,398.0,1974.0,181.0,0.0,232.0,88.0,34.0,0.0,5.0,300.0
2021-06-01 03:00:00+01:00,395.0,2135.0,181.0,0.0,297.0,83.0,34.0,0.0,5.0,290.0
2021-06-01 04:00:00+01:00,392.0,2173.0,181.0,0.0,623.0,190.0,33.0,0.0,4.0,315.0
2021-06-01 05:00:00+01:00,394.0,2106.0,259.0,0.0,491.0,520.0,34.0,0.0,4.0,379.0
2021-06-01 06:00:00+01:00,395.0,2220.0,260.0,24.0,348.0,753.0,36.0,3.0,5.0,412.0
2021-06-01 07:00:00+01:00,396.0,2356.0,277.0,220.0,768.0,890.0,36.0,31.0,4.0,399.0
2021-06-01 08:00:00+01:00,387.0,2415.0,288.0,376.0,704.0,991.0,35.0,78.0,3.0,333.0
2021-06-01 09:00:00+01:00,394.0,2633.0,288.0,13.0,761.0,740.0,35.0,142.0,3.0,329.0
2021-06-01 10:00:00+01:00,392.0,2626.0,288.0,17.0,710.0,667.0,35.0,176.0,3.0,329.0
2021-06-01 11:00:00+01:00,388.0,2716.0,288.0,432.0,845.0,661.0,34.0,230.0,2.0,374.0
2021-06-01 12:00:00+01:00,387.0,2607.0,289.0,105.0,555.0,334.0,34.0,261.0,1.0,412.0
2021-06-01 13:00:00+01:00,388.0,2616.0,288.0,0.0,317.0,178.0,34.0,298.0,0.0,424.0
2021-06-01 14:00:00+01:00,390.0,2494.0,204.0,0.0,123.0,97.0,34.0,331.0,0.0,478.0
2021-06-01 15:00:00+01:00,388.0,2329.0,115.0,0.0,99.0,67.0,34.0,350.0,0.0,507.0
2021-06-01 16:00:00+01:00,389.0,2293.0,102.0,0.0,91.0,67.0,34.0,318.0,0.0,475.0
2021-06-01 17:00:00+01:00,394.0,2164.0,188.0,0.0,96.0,77.0,34.0,259.0,0.0,506.0
2021-06-01 18:00:00+01:00,398.0,2517.0,260.0,12.0,143.0,246.0,34.0,189.0,0.0,520.0
2021-06-01 19:00:00+01:00,401.0,2703.0,289.0,492.0,645.0,678.0,34.0,81.0,0.0,437.0
2021-06-01 20:00:00+01:00,400.0,2709.0,289.0,1023.0,853.0,1064.0,34.0,10.0,0.0,296.0
2021-06-01 21:00:00+01:00,396.0,2666.0,263.0,756.0,1436.0,797.0,34.0,0.0,0.0,235.0
2021-06-01 22:00:00+01:00,391.0,2553.0,276.0,52.0,934.0,585.0,34.0,0.0,0.0,214.0
2021-06-01 23:00:00+01:00,394.0,2643.0,241.0,34.0,768.0,408.0,33.0,0.0,0.0,218.0
2021-06-02 00:00:00+01:00,383.0,2529.0,181.0,34.0,402.0,289.0,33.0,0.0,2.0,215.0
2021-06-02 01:00:00+01:00,386.0,2542.0,180.0,23.0,322.0,234.0,34.0,0.0,2.0,205.0
2021-06-02 02:00:00+01:00,384.0,2557.0,180.0,0.0,223.0,191.0,34.0,0.0,2.0,264.0
2021-06-02 03:00:00+01:00,390.0,2531.0,181.0,0.0,184.0,197.0,34.0,0.0,3.0,306.0
2021-06-02 04:00:00+01:00,401.0,2628.0,180.0,0.0,327.0,256.0,33.0,0.0,4.0,296.0
2021-06-02 05:00:00+01:00,403.0,2613.0,180.0,10.0,655.0,583.0,34.0,0.0,4.0,177.0
2021-06-02 06:00:00+01:00,404.0,2543.0,260.0,332.0,837.0,880.0,33.0,12.0,4.0,107.0
2021-06-02 07:00:00+01:00,405.0,2729.0,261.0,517.0,1047.0,982.0,34.0,98.0,6.0,97.0
2021-06-02 08:00:00+01:00,405.0,2719.0,261.0,60.0,824.0,967.0,34.0,269.0,9.0,100.0
2021-06-02 09:00:00+01:00,404.0,2629.0,147.0,2.0,570.0,318.0,34.0,435.0,13.0,130.0
2021-06-02 10:00:00+01:00,403.0,2481.0,0.0,0.0,220.0,122.0,34.0,530.0,14.0,149.0
2021-06-02 11:00:00+01:00,401.0,2643.0,0.0,0.0,195.0,87.0,33.0,597.0,13.0,168.0
2021-06-02 12:00:00+01:00,405.0,2753.0,0.0,29.0,158.0,86.0,35.0,617.0,10.0,269.0
2021-06-02 13:00:00+01:00,408.0,2371.0,0.0,0.0,178.0,86.0,35.0,601.0,17.0,424.0
2021-06-02 14:00:00+01:00,409.0,2430.0,0.0,0.0,183.0,86.0,35.0,591.0,6.0,704.0
