,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-12-31 23:00:00+00:00,387.0,855.0,0.0,334.0,1283.0,390.0,33.0,0.0,0.0,3006.0
2021-01-01 00:00:00+00:00,388.0,760.0,0.0,333.0,1216.0,342.0,33.0,0.0,0.0,2837.0
2021-01-01 01:00:00+00:00,386.0,757.0,0.0,176.0,935.0,326.0,33.0,0.0,0.0,2653.0
2021-01-01 02:00:00+00:00,382.0,733.0,0.0,0.0,939.0,132.0,32.0,0.0,0.0,2469.0
2021-01-01 03:00:00+00:00,380.0,505.0,0.0,0.0,586.0,140.0,33.0,0.0,0.0,2382.0
2021-01-01 04:00:00+00:00,379.0,421.0,0.0,0.0,603.0,142.0,32.0,0.0,0.0,2241.0
2021-01-01 05:00:00+00:00,379.0,422.0,0.0,0.0,487.0,242.0,32.0,0.0,0.0,2112.0
2021-01-01 06:00:00+00:00,383.0,422.0,0.0,0.0,413.0,248.0,32.0,0.0,0.0,1966.0
2021-01-01 07:00:00+00:00,386.0,426.0,0.0,0.0,669.0,247.0,32.0,1.0,0.0,1802.0
2021-01-01 08:00:00+00:00,377.0,426.0,0.0,0.0,726.0,296.0,32.0,83.0,0.0,1608.0
2021-01-01 09:00:00+00:00,372.0,424.0,0.0,0.0,891.0,381.0,32.0,274.0,0.0,1422.0
2021-01-01 10:00:00+00:00,371.0,421.0,0.0,117.0,1034.0,381.0,31.0,427.0,0.0,1348.0
2021-01-01 11:00:00+00:00,371.0,421.0,0.0,27.0,995.0,301.0,32.0,413.0,0.0,1400.0
2021-01-01 12:00:00+00:00,374.0,421.0,0.0,127.0,1103.0,557.0,33.0,290.0,0.0,1522.0
2021-01-01 13:00:00+00:00,370.0,421.0,0.0,168.0,1109.0,832.0,32.0,279.0,0.0,1762.0
2021-01-01 14:00:00+00:00,370.0,571.0,0.0,58.0,1199.0,339.0,32.0,257.0,0.0,1877.0
2021-01-01 15:00:00+00:00,375.0,843.0,0.0,233.0,1151.0,232.0,33.0,248.0,0.0,2148.0
2021-01-01 16:00:00+00:00,376.0,1090.0,0.0,283.0,1250.0,238.0,32.0,117.0,0.0,2170.0
2021-01-01 17:00:00+00:00,374.0,1093.0,0.0,877.0,1472.0,463.0,32.0,3.0,0.0,2155.0
2021-01-01 18:00:00+00:00,378.0,1097.0,0.0,1047.0,1650.0,506.0,32.0,0.0,0.0,2297.0
2021-01-01 19:00:00+00:00,379.0,859.0,0.0,1096.0,1768.0,387.0,32.0,0.0,0.0,2317.0
2021-01-01 20:00:00+00:00,381.0,827.0,0.0,1027.0,1900.0,437.0,31.0,0.0,0.0,2247.0
2021-01-01 21:00:00+00:00,382.0,1027.0,0.0,1021.0,1849.0,276.0,31.0,0.0,0.0,2066.0
2021-01-01 22:00:00+00:00,382.0,793.0,0.0,708.0,1483.0,242.0,33.0,0.0,0.0,1940.0
2021-01-01 23:00:00+00:00,382.0,763.0,0.0,204.0,743.0,195.0,33.0,0.0,0.0,1825.0
2021-01-02 00:00:00+00:00,384.0,649.0,0.0,0.0,497.0,184.0,34.0,0.0,0.0,1878.0
2021-01-02 01:00:00+00:00,392.0,583.0,0.0,0.0,441.0,173.0,35.0,0.0,0.0,1815.0
2021-01-02 02:00:00+00:00,392.0,427.0,0.0,0.0,396.0,171.0,33.0,0.0,0.0,1795.0
2021-01-02 03:00:00+00:00,393.0,427.0,0.0,0.0,422.0,187.0,32.0,0.0,0.0,1681.0
2021-01-02 04:00:00+00:00,391.0,427.0,0.0,0.0,307.0,210.0,33.0,0.0,0.0,1746.0
2021-01-02 05:00:00+00:00,391.0,489.0,0.0,0.0,387.0,244.0,31.0,0.0,0.0,1705.0
2021-01-02 06:00:00+00:00,397.0,709.0,0.0,0.0,358.0,263.0,31.0,0.0,0.0,1627.0
2021-01-02 07:00:00+00:00,392.0,991.0,0.0,0.0,637.0,288.0,30.0,1.0,0.0,1511.0
2021-01-02 08:00:00+00:00,393.0,1040.0,0.0,0.0,992.0,312.0,31.0,82.0,0.0,1371.0
2021-01-02 09:00:00+00:00,392.0,1094.0,0.0,0.0,1042.0,303.0,31.0,285.0,0.0,1194.0
