,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-01-01 00:00:00+01:00,142.0,290.0,788.0,,0.0,0.0,15.0,8.0,1939.0,79.0,15.0,0.0,16.0,39.0
2021-01-01 00:15:00+01:00,137.0,297.0,751.0,,0.0,0.0,15.0,8.0,1938.0,79.0,15.0,0.0,16.0,39.0
2021-01-01 00:30:00+01:00,138.0,288.0,703.0,,0.0,0.0,15.0,8.0,1939.0,79.0,15.0,0.0,16.0,38.0
2021-01-01 00:45:00+01:00,138.0,285.0,621.0,,0.0,0.0,15.0,8.0,1938.0,79.0,14.0,0.0,17.0,45.0
2021-01-01 01:00:00+01:00,136.0,306.0,712.0,,0.0,0.0,15.0,8.0,1939.0,80.0,14.0,0.0,16.0,51.0
2021-01-01 01:15:00+01:00,136.0,323.0,733.0,,0.0,0.0,15.0,8.0,1939.0,80.0,14.0,0.0,17.0,50.0
2021-01-01 01:30:00+01:00,132.0,315.0,719.0,,0.0,0.0,15.0,8.0,1940.0,80.0,12.0,0.0,16.0,48.0
2021-01-01 01:45:00+01:00,127.0,302.0,703.0,,0.0,0.0,15.0,8.0,1939.0,80.0,12.0,0.0,16.0,48.0
2021-01-01 02:00:00+01:00,124.0,320.0,709.0,,,0.0,15.0,8.0,1940.0,78.0,11.0,0.0,15.0,44.0
2021-01-01 02:15:00+01:00,115.0,310.0,708.0,,,0.0,15.0,8.0,1940.0,78.0,11.0,0.0,17.0,43.0
2021-01-01 02:30:00+01:00,109.0,275.0,642.0,,,0.0,15.0,8.0,1941.0,78.0,11.0,0.0,16.0,40.0
2021-01-01 02:45:00+01:00,107.0,262.0,581.0,,,0.0,15.0,8.0,1941.0,78.0,11.0,0.0,15.0,35.0
2021-01-01 03:00:00+01:00,109.0,276.0,696.0,,,0.0,15.0,8.0,1941.0,80.0,11.0,0.0,16.0,32.0
2021-01-01 03:15:00+01:00,109.0,268.0,672.0,,,0.0,15.0,8.0,1939.0,80.0,11.0,0.0,16.0,28.0
2021-01-01 03:30:00+01:00,107.0,265.0,646.0,,,0.0,15.0,8.0,1938.0,80.0,11.0,0.0,16.0,22.0
2021-01-01 03:45:00+01:00,109.0,263.0,650.0,,,0.0,15.0,8.0,1939.0,80.0,11.0,0.0,16.0,21.0
2021-01-01 04:00:00+01:00,109.0,262.0,719.0,,,0.0,15.0,8.0,1938.0,79.0,11.0,0.0,16.0,20.0
2021-01-01 04:15:00+01:00,108.0,271.0,730.0,,,0.0,15.0,8.0,1939.0,79.0,11.0,0.0,17.0,18.0
2021-01-01 04:30:00+01:00,109.0,267.0,714.0,,0.0,0.0,15.0,8.0,1938.0,79.0,11.0,0.0,15.0,15.0
2021-01-01 04:45:00+01:00,110.0,270.0,708.0,,0.0,0.0,15.0,8.0,1938.0,79.0,10.0,0.0,16.0,15.0
2021-01-01 05:00:00+01:00,109.0,262.0,717.0,,0.0,0.0,15.0,8.0,1937.0,78.0,10.0,0.0,16.0,16.0
2021-01-01 05:15:00+01:00,110.0,266.0,731.0,,,0.0,15.0,8.0,1937.0,78.0,10.0,0.0,16.0,20.0
2021-01-01 05:30:00+01:00,108.0,273.0,730.0,,0.0,0.0,15.0,8.0,1937.0,78.0,10.0,0.0,17.0,19.0
2021-01-01 05:45:00+01:00,115.0,279.0,728.0,,0.0,0.0,15.0,8.0,1936.0,78.0,11.0,0.0,17.0,25.0
2021-01-01 06:00:00+01:00,118.0,264.0,721.0,,0.0,0.0,15.0,8.0,1937.0,79.0,11.0,0.0,17.0,27.0
2021-01-01 06:15:00+01:00,126.0,272.0,743.0,,0.0,0.0,15.0,8.0,1938.0,79.0,12.0,0.0,17.0,26.0
2021-01-01 06:30:00+01:00,133.0,280.0,744.0,,0.0,0.0,15.0,8.0,1938.0,79.0,13.0,0.0,15.0,27.0
2021-01-01 06:45:00+01:00,145.0,284.0,744.0,,0.0,0.0,15.0,8.0,1939.0,79.0,13.0,0.0,14.0,27.0
2021-01-01 07:00:00+01:00,144.0,281.0,744.0,,0.0,0.0,15.0,8.0,1939.0,78.0,13.0,0.0,13.0,26.0
