,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-12-31 23:00:00+00:00,88.78,418.95,0.0,8.016,30.792,9.36,27.880000000000003,0.0,0.0,33.065999999999995
2021-01-01 00:00:00+00:00,89.01,372.4,0.0,7.992,29.184,8.208,27.880000000000003,0.0,0.0,31.206999999999997
2021-01-01 01:00:00+00:00,88.55,370.93,0.0,4.224,22.44,7.824,27.060000000000002,0.0,0.0,29.183
2021-01-01 02:00:00+00:00,87.63000000000001,359.17,0.0,0.0,22.536,3.168,27.060000000000002,0.0,0.0,27.159
2021-01-01 03:00:00+00:00,87.17,247.45,0.0,0.0,14.064,3.36,27.060000000000002,0.0,0.0,26.201999999999998
2021-01-01 04:00:00+00:00,86.94,206.29,0.0,0.0,14.472,3.408,26.240000000000002,0.0,0.0,24.651
2021-01-01 05:00:00+00:00,86.94,206.78,0.0,0.0,11.688,5.808,26.240000000000002,0.0,0.0,23.232
2021-01-01 06:00:00+00:00,87.86,206.78,0.0,0.0,9.912,5.952,27.060000000000002,0.0,0.0,21.625999999999998
2021-01-01 07:00:00+00:00,88.78,208.74,0.0,0.0,16.056,5.928,26.240000000000002,0.041,0.0,19.822
2021-01-01 08:00:00+00:00,86.48,208.74,0.0,0.0,17.424,7.104,27.060000000000002,3.403,0.0,17.688
2021-01-01 09:00:00+00:00,85.56,207.76,0.0,0.0,21.384,9.144,27.060000000000002,11.234,0.0,15.642
2021-01-01 10:00:00+00:00,85.33,206.29,0.0,2.8080000000000003,24.816,9.144,26.240000000000002,17.507,0.0,14.828
2021-01-01 11:00:00+00:00,85.33,206.29,0.0,0.648,23.88,7.224,26.240000000000002,16.933,0.0,15.399999999999999
2021-01-01 12:00:00+00:00,85.79,206.29,0.0,3.048,26.472,13.368,27.880000000000003,11.89,0.0,16.741999999999997
2021-01-01 13:00:00+00:00,84.87,206.29,0.0,4.032,26.616,19.968,27.060000000000002,11.439,0.0,19.381999999999998
2021-01-01 14:00:00+00:00,85.10000000000001,279.79,0.0,1.3920000000000001,28.776,8.136000000000001,27.060000000000002,10.537,0.0,20.647
2021-01-01 15:00:00+00:00,86.25,413.07,0.0,5.5920000000000005,27.624000000000002,5.5680000000000005,27.880000000000003,10.168000000000001,0.0,23.628
2021-01-01 16:00:00+00:00,86.25,534.1,0.0,6.792,30.0,5.712,27.060000000000002,4.797000000000001,0.0,23.869999999999997
2021-01-01 17:00:00+00:00,85.79,535.5699999999999,0.0,21.048000000000002,35.328,11.112,26.240000000000002,0.123,0.0,23.705
2021-01-01 18:00:00+00:00,86.94,537.53,0.0,25.128,39.6,12.144,26.240000000000002,0.0,0.0,25.267
2021-01-01 19:00:00+00:00,86.94,420.90999999999997,0.0,26.304000000000002,42.432,9.288,27.060000000000002,0.0,0.0,25.487
2021-01-01 20:00:00+00:00,87.63000000000001,405.23,0.0,24.648,45.6,10.488,25.42,0.0,0.0,24.717
2021-01-01 21:00:00+00:00,87.63000000000001,503.23,0.0,24.504,44.376,6.6240000000000006,25.42,0.0,0.0,22.726
2021-01-01 22:00:00+00:00,87.63000000000001,388.57,0.0,16.992,35.592,5.808,27.060000000000002,0.0,0.0,21.34
2021-01-01 23:00:00+00:00,87.63000000000001,373.87,0.0,4.896,17.832,4.68,27.880000000000003,0.0,0.0,20.075
2021-01-02 00:00:00+00:00,88.09,318.01,0.0,0.0,11.928,4.416,28.700000000000003,0.0,0.0,20.657999999999998
2021-01-02 01:00:00+00:00,89.93,285.67,0.0,0.0,10.584,4.152,29.520000000000003,0.0,0.0,19.965
2021-01-02 02:00:00+00:00,90.16000000000001,209.23,0.0,0.0,9.504,4.104,27.880000000000003,0.0,0.0,19.744999999999997
2021-01-02 03:00:00+00:00,90.16000000000001,209.23,0.0,0.0,10.128,4.488,27.060000000000002,0.0,0.0,18.491
2021-01-02 04:00:00+00:00,89.93,209.23,0.0,0.0,7.368,5.04,27.060000000000002,0.0,0.0,19.206
2021-01-02 05:00:00+00:00,89.93,239.60999999999999,0.0,0.0,9.288,5.856,26.240000000000002,0.0,0.0,18.755
2021-01-02 06:00:00+00:00,91.08,347.40999999999997,0.0,0.0,8.592,6.312,26.240000000000002,0.0,0.0,17.897
2021-01-02 07:00:00+00:00,90.16000000000001,485.59,0.0,0.0,15.288,6.912,24.6,0.041,0.0,16.621
2021-01-02 08:00:00+00:00,90.16000000000001,509.59999999999997,0.0,0.0,23.808,7.488,25.42,3.362,0.0,15.081
2021-01-02 09:00:00+00:00,90.16000000000001,536.06,0.0,0.0,25.008,7.272,25.42,11.685,0.0,13.133999999999999
2021-01-02 10:00:00+00:00,89.47,563.5,0.0,0.0,24.504,7.416,26.240000000000002,18.573,0.0,10.054
2021-01-02 11:00:00+00:00,88.32000000000001,561.54,0.0,0.0,21.888,4.056,25.42,21.443,0.0,8.184
2021-01-02 12:00:00+00:00,88.32000000000001,570.85,0.0,0.0,25.32,6.72,25.42,20.91,0.0,6.6
2021-01-02 13:00:00+00:00,89.47,551.25,0.0,4.416,25.32,7.056,25.42,20.5,0.0,6.127
2021-01-02 14:00:00+00:00,89.7,546.84,0.0,0.192,22.968,6.864,25.42,18.122,0.0,6.93
2021-01-02 15:00:00+00:00,88.55,546.84,0.0,0.0,25.656,7.272,25.42,13.489,0.0,7.457999999999999
2021-01-02 16:00:00+00:00,87.17,547.33,0.0,1.176,26.16,9.120000000000001,25.42,5.617,0.0,7.678
2021-01-02 17:00:00+00:00,89.24000000000001,549.29,0.0,25.608,34.368,11.928,25.42,0.164,0.0,8.041
2021-01-02 18:00:00+00:00,89.01,567.91,0.0,33.624,40.248,12.912,25.42,0.0,0.0,10.988999999999999
2021-01-02 19:00:00+00:00,90.39,579.18,0.0,28.104,38.616,12.768,24.6,0.0,0.0,12.649999999999999
2021-01-02 20:00:00+00:00,91.77000000000001,580.65,0.0,17.232,37.416000000000004,9.768,24.6,0.0,0.0,13.343
2021-01-02 21:00:00+00:00,91.31,554.68,0.0,3.552,34.68,8.64,24.6,0.0,0.0,15.036999999999999
2021-01-02 22:00:00+00:00,90.85000000000001,524.79,0.0,0.528,32.976,8.616,26.240000000000002,0.0,0.0,15.818
