,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2021-02-01 00:00:00+01:00,172.04000000000002,191.1,3803.87,1180.8000000000002,63.771,24.662,1.56,70.488,9.792,1398.92,0.0,29.51104,32.196999999999996
2021-02-01 01:00:00+01:00,170.89000000000001,192.07999999999998,3777.9,1165.22,63.038,24.586,0.0,65.64,8.4,1330.8600000000001,0.0,29.51104,32.559999999999995
2021-02-01 02:00:00+01:00,171.35,192.07999999999998,3938.62,1159.48,63.038,24.586,0.0,64.728,8.712,1341.5200000000002,0.0,27.666600000000003,30.976
2021-02-01 03:00:00+01:00,172.73000000000002,192.57,3833.7599999999998,1178.3400000000001,62.305,24.586,0.0,63.552,8.76,1325.94,0.0,25.82216,30.084999999999997
2021-02-01 04:00:00+01:00,172.73000000000002,191.59,3718.12,1161.94,63.038,24.586,0.0,64.008,8.64,1360.38,0.0,25.82216,29.578999999999997
2021-02-01 05:00:00+01:00,172.96,191.59,4127.2699999999995,1180.8000000000002,63.038,24.586,0.0,66.696,9.768,1480.1000000000001,0.0,26.74438,28.941
2021-02-01 06:00:00+01:00,170.20000000000002,191.59,5751.13,1494.8600000000001,64.504,24.624,0.336,85.56,12.192,1774.4800000000002,0.0,25.82216,25.442999999999998
2021-02-01 07:00:00+01:00,169.74,191.1,7475.93,1798.2600000000002,63.771,24.624,0.336,115.008,23.568,2085.26,4.5920000000000005,26.74438,23.529
2021-02-01 08:00:00+01:00,172.04000000000002,190.60999999999999,7768.46,2016.38,64.504,24.624,54.456,128.568,30.168,2249.26,44.198,26.74438,21.076
2021-02-01 09:00:00+01:00,169.74,189.63,7930.16,2070.5,64.504,24.471999999999998,39.792,132.216,30.72,2279.6000000000004,109.429,27.666600000000003,21.648
2021-02-01 10:00:00+01:00,167.21,190.60999999999999,7681.73,1881.0800000000002,64.504,24.471999999999998,16.368000000000002,127.152,28.488,2266.48,153.50400000000002,26.74438,23.43
2021-02-01 11:00:00+01:00,166.06,189.63,7619.01,1941.7600000000002,64.504,24.586,1.6320000000000001,121.584,28.392,2228.76,177.735,25.82216,27.224999999999998
2021-02-01 12:00:00+01:00,169.05,190.60999999999999,7589.61,1922.9,72.567,24.548,1.6320000000000001,110.88,24.648,2262.38,160.228,23.055500000000002,33.077
