,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2021-11-01 00:00:00+01:00,67.16,324.87,0.0,,0.672,58.74,361.62,0.0,218.56614000000002,25.536,12.793
2021-11-01 01:00:00+01:00,67.85000000000001,369.46,0.0,,0.744,58.74,347.68,0.0,221.33280000000002,25.86,11.572
2021-11-01 02:00:00+01:00,66.93,409.64,0.0,,0.744,58.752,355.06,0.0,218.56614000000002,25.644000000000002,11.462
2021-11-01 03:00:00+01:00,65.78,410.13,0.0,,0.768,58.752,355.88000000000005,0.0,219.48836,25.776,12.979999999999999
2021-11-01 04:00:00+01:00,66.24000000000001,406.7,0.0,,0.792,58.752,361.62,0.0,219.48836,25.644000000000002,14.101999999999999
2021-11-01 05:00:00+01:00,66.24000000000001,395.43,0.0,,0.792,58.776,364.90000000000003,0.0,220.41058,24.900000000000002,14.255999999999998
2021-11-01 06:00:00+01:00,66.7,404.74,0.0,,0.8160000000000001,58.776,394.42,0.0,221.33280000000002,25.632,15.036999999999999
2021-11-01 07:00:00+01:00,65.78,393.96,0.0,,0.8160000000000001,58.776,426.40000000000003,0.369,219.48836,25.824,14.959999999999999
2021-11-01 08:00:00+01:00,66.01,401.31,0.0,,0.8160000000000001,58.788000000000004,457.56000000000006,10.373000000000001,215.79948000000002,25.872,13.540999999999999
2021-11-01 09:00:00+01:00,66.01,387.09999999999997,0.0,,0.84,58.764,489.54,36.367000000000004,215.79948000000002,25.968,13.574
2021-11-01 10:00:00+01:00,65.55,373.87,0.0,,0.864,58.788000000000004,453.46000000000004,56.580000000000005,217.64392,25.92,14.718
2021-11-01 11:00:00+01:00,65.55,409.64,0.0,,0.864,58.788000000000004,464.12000000000006,62.484,217.64392,25.956,14.289
2021-11-01 12:00:00+01:00,66.24000000000001,396.40999999999997,0.0,,0.864,58.764,498.56000000000006,60.065000000000005,219.48836,25.92,14.641
2021-11-01 13:00:00+01:00,67.39,378.77,0.0,,0.888,58.74,473.14000000000004,51.045,217.64392,25.824,14.530999999999999
2021-11-01 14:00:00+01:00,67.39,385.14,0.0,,0.888,58.752,487.90000000000003,35.711,220.41058,25.524,14.079999999999998
2021-11-01 15:00:00+01:00,67.39,381.21999999999997,0.0,,0.912,58.752,485.44000000000005,19.352,218.56614000000002,25.416,10.879
2021-11-01 16:00:00+01:00,67.39,434.14,0.0,,0.912,58.764,461.66,6.396,219.48836,23.112000000000002,8.161999999999999
2021-11-01 17:00:00+01:00,67.62,512.05,0.0,,0.864,58.788000000000004,563.34,0.123,221.33280000000002,22.308,7.601
2021-11-01 18:00:00+01:00,68.54,478.73,0.0,,0.792,58.812000000000005,570.72,0.0,222.25502,24.672,7.6339999999999995
2021-11-01 19:00:00+01:00,66.47,465.01,0.0,,0.768,58.824,522.34,0.0,222.25502,24.372,6.489999999999999
2021-11-01 20:00:00+01:00,64.63000000000001,447.37,0.0,,0.744,58.86,451.00000000000006,0.0,222.25502,23.112000000000002,6.215
2021-11-01 21:00:00+01:00,65.32000000000001,521.36,0.0,,0.8160000000000001,58.86,463.3,0.0,221.33280000000002,21.924,6.039
2021-11-01 22:00:00+01:00,65.55,493.43,0.0,,0.8160000000000001,58.884,523.1600000000001,0.0,221.33280000000002,18.288,5.709
2021-11-01 23:00:00+01:00,66.24000000000001,473.34,0.0,,0.8160000000000001,58.944,489.54,0.0,226.86612000000002,21.168,5.851999999999999
2021-11-02 00:00:00+01:00,67.39,607.11,0.0,,0.792,58.980000000000004,408.36,0.0,228.71056000000002,17.448,5.665
2021-11-02 01:00:00+01:00,66.93,560.0699999999999,0.0,,0.792,58.992000000000004,393.6,0.0,229.63278,15.384,5.598999999999999
2021-11-02 02:00:00+01:00,67.85000000000001,625.24,0.0,,0.768,59.004,400.16,0.0,227.78834,11.532,4.7299999999999995
2021-11-02 03:00:00+01:00,67.39,652.68,0.0,,0.768,59.004,399.34000000000003,0.0,226.86612000000002,10.572000000000001,5.06
2021-11-02 04:00:00+01:00,67.62,741.37,0.0,,0.768,59.004,411.64000000000004,0.0,224.09946000000002,4.344,5.433999999999999
2021-11-02 05:00:00+01:00,66.93,981.96,0.0,,0.768,59.016,502.66,0.0,219.48836,3.7680000000000002,5.39
2021-11-02 06:00:00+01:00,67.85000000000001,1279.8799999999999,0.0,,0.768,59.016,560.88,0.0,221.33280000000002,2.592,4.9719999999999995
2021-11-02 07:00:00+01:00,67.16,1731.66,0.0,,0.744,59.004,556.7800000000001,0.082,224.09946000000002,1.956,4.0809999999999995
2021-11-02 08:00:00+01:00,66.24000000000001,1997.73,11.728,,0.72,59.016,599.4200000000001,3.649,213.03282000000002,0.108,3.2119999999999997
2021-11-02 09:00:00+01:00,66.47,2052.61,21.99,,0.5760000000000001,59.004,644.5200000000001,10.824,221.33280000000002,0.468,2.893
2021-11-02 10:00:00+01:00,66.01,2117.7799999999997,0.0,,0.552,58.980000000000004,616.6400000000001,16.810000000000002,215.79948000000002,1.236,2.5629999999999997
2021-11-02 11:00:00+01:00,66.47,2100.63,0.0,,0.504,58.992000000000004,654.36,27.511000000000003,220.41058,1.98,2.86
2021-11-02 12:00:00+01:00,66.93,2079.56,0.0,,0.552,58.968,661.74,34.686,219.48836,2.1,3.311
2021-11-02 13:00:00+01:00,66.93,2183.44,0.0,0.264,0.6,58.968,667.48,32.636,220.41058,1.776,2.6399999999999997
2021-11-02 14:00:00+01:00,66.7,2143.2599999999998,0.0,0.456,0.624,58.992000000000004,656.0,30.791,210.26616,1.6440000000000001,2.772
2021-11-02 15:00:00+01:00,67.39,2102.59,0.0,,0.672,59.016,674.86,22.509,216.7217,1.692,2.299
2021-11-02 16:00:00+01:00,61.870000000000005,2209.9,0.0,0.096,0.744,59.028,689.62,6.765000000000001,224.09946000000002,1.596,0.9019999999999999
2021-11-02 17:00:00+01:00,69.0,2151.1,0.0,0.216,0.768,58.944,683.88,0.164,225.02168,1.608,1.331
2021-11-02 18:00:00+01:00,69.0,2206.96,0.0,,0.768,58.956,685.5200000000001,0.0,229.63278,1.188,2.497
2021-11-02 19:00:00+01:00,68.77,2192.75,0.0,0.504,0.72,58.992000000000004,679.7800000000001,0.0,229.63278,0.216,2.9699999999999998
2021-11-02 20:00:00+01:00,69.0,2129.05,0.0,,0.672,58.980000000000004,637.1400000000001,0.0,228.71056000000002,0.216,2.673
2021-11-02 21:00:00+01:00,67.16,1939.9099999999999,0.0,,0.672,59.016,661.74,0.0,228.71056000000002,1.92,2.6839999999999997
2021-11-02 22:00:00+01:00,66.47,1523.8999999999999,0.0,,0.672,58.980000000000004,569.9000000000001,0.0,227.78834,0.852,1.408
2021-11-02 23:00:00+01:00,66.7,1347.01,0.0,0.384,0.648,58.992000000000004,590.4000000000001,0.0,225.9439,,0.594
2021-11-03 00:00:00+01:00,67.39,1189.23,0.0,,0.6,59.016,524.8000000000001,0.0,225.9439,0.06,0.638
2021-11-03 01:00:00+01:00,67.85000000000001,1153.95,0.0,,0.528,59.016,531.36,0.0,223.17724,0.048,0.6819999999999999
2021-11-03 02:00:00+01:00,68.31,1102.5,0.0,,0.528,59.004,505.12000000000006,0.0,225.9439,0.048,0.957
2021-11-03 03:00:00+01:00,68.54,1069.67,0.0,,0.552,59.028,502.66,0.0,225.02168,0.168,1.5839999999999999
2021-11-03 04:00:00+01:00,68.08,1072.12,0.0,,0.5760000000000001,59.028,540.38,0.0,225.02168,0.708,1.265
2021-11-03 05:00:00+01:00,68.31,1218.1399999999999,0.0,,0.672,59.028,559.24,0.0,228.71056000000002,0.18,0.8029999999999999
