,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2021-11-01 00:00:00+01:00,54.050000000000004,1755.6200000000001,32.83,750.68,4704.34,161.26,0.0,3.24,0.0,0.0,48.212999999999994
2021-11-01 01:00:00+01:00,53.59,1721.18,33.32,742.35,4669.900000000001,161.26,0.0,3.24,0.0,0.0,48.114
2021-11-01 02:00:00+01:00,53.59,1685.1000000000001,32.339999999999996,729.61,4643.660000000001,161.26,0.0,3.24,0.0,0.0,48.894999999999996
2021-11-01 03:00:00+01:00,53.82,1767.1000000000001,32.83,748.72,4522.3,161.26,0.0,3.24,0.0,0.0,47.817
2021-11-01 04:00:00+01:00,53.82,1796.6200000000001,33.32,756.56,4551.820000000001,161.993,0.0,3.24,0.0,0.0,47.355
2021-11-01 05:00:00+01:00,54.050000000000004,1858.94,32.83,769.79,4631.360000000001,161.993,0.0,3.2640000000000002,0.0,0.0,46.474999999999994
2021-11-01 06:00:00+01:00,54.050000000000004,1958.9800000000002,33.81,786.9399999999999,4686.3,161.993,0.0,3.2880000000000003,0.0,0.738,47.102
2021-11-01 07:00:00+01:00,54.28,1950.7800000000002,33.32,796.74,4805.200000000001,161.26,0.0,3.2640000000000002,0.0,7.5440000000000005,45.528999999999996
2021-11-01 08:00:00+01:00,56.580000000000005,1898.3000000000002,33.32,819.28,5014.3,161.26,0.432,3.408,0.0,30.996000000000002,37.829
2021-11-01 09:00:00+01:00,56.81,2149.2200000000003,32.339999999999996,740.39,5047.1,160.527,0.07200000000000001,3.504,0.0,55.719,28.435
2021-11-01 10:00:00+01:00,56.81,1958.9800000000002,32.83,642.88,5022.5,160.527,0.0,3.504,0.0,72.611,23.188
2021-11-01 11:00:00+01:00,56.81,2241.88,31.849999999999998,646.8,5079.080000000001,160.527,0.0,3.408,0.0,79.70400000000001,19.788999999999998
2021-11-01 12:00:00+01:00,57.04,2447.7000000000003,31.849999999999998,711.97,5096.3,160.527,0.0,3.336,0.0,74.37400000000001,17.808999999999997
2021-11-01 13:00:00+01:00,56.81,2595.3,31.849999999999998,726.67,5373.46,160.527,0.0,3.3120000000000003,0.0,60.475,14.113
2021-11-01 14:00:00+01:00,56.81,2769.1400000000003,31.36,783.51,5882.68,160.527,1.224,3.336,0.0,40.836,11.814
2021-11-01 15:00:00+01:00,56.35,2849.5,30.87,817.3199999999999,6243.4800000000005,160.527,2.2800000000000002,3.336,0.0,17.015,12.473999999999998
2021-11-01 16:00:00+01:00,56.580000000000005,2988.9,31.36,866.3199999999999,6614.9400000000005,160.527,5.136,3.408,0.0,1.6400000000000001,15.751999999999999
2021-11-01 17:00:00+01:00,57.27,3140.6000000000004,31.36,798.6999999999999,6662.500000000001,160.527,1.224,3.696,0.912,0.0,19.107
