,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2021-07-31 23:00:00+01:00,90.39,135.73,0.0,2.7600000000000002,3.528,0.744,21.32,0.0,0.0,25.025
2021-08-01 00:00:00+01:00,89.24000000000001,136.22,0.0,1.704,3.216,0.0,21.32,0.0,0.0,23.110999999999997
2021-08-01 01:00:00+01:00,91.08,137.69,0.0,1.056,3.552,0.0,20.5,0.0,0.0,20.328
2021-08-01 02:00:00+01:00,90.39,138.18,0.0,0.0,3.648,0.0,20.5,0.0,0.0,21.020999999999997
2021-08-01 03:00:00+01:00,90.39,138.67,0.0,0.0,4.776,0.0,18.860000000000003,0.0,0.0,20.933
2021-08-01 04:00:00+01:00,89.24000000000001,138.67,0.0,0.0,2.88,0.0,18.860000000000003,0.0,0.0,19.569
2021-08-01 05:00:00+01:00,89.24000000000001,140.63,0.0,0.0,6.168,0.0,19.68,0.0,0.0,18.81
2021-08-01 06:00:00+01:00,89.7,140.63,0.0,0.0,7.104,0.28800000000000003,19.68,0.082,0.0,16.698
2021-08-01 07:00:00+01:00,90.62,143.07999999999998,0.0,0.0,9.576,0.84,20.5,3.075,0.024,13.596
2021-08-01 08:00:00+01:00,90.85000000000001,141.60999999999999,0.0,0.0,13.752,0.192,20.5,11.726,0.036000000000000004,9.767999999999999
2021-08-01 09:00:00+01:00,90.39,140.63,0.0,0.0,16.296,0.192,20.5,20.705000000000002,0.07200000000000001,6.478999999999999
2021-08-01 10:00:00+01:00,89.93,140.63,0.0,0.0,8.352,0.12,19.68,26.404,0.096,5.401
2021-08-01 11:00:00+01:00,89.7,140.63,0.0,1.704,11.592,1.3920000000000001,20.5,30.381,0.132,5.885
2021-08-01 12:00:00+01:00,88.55,139.65,0.0,2.328,11.304,0.024,19.68,31.98,0.12,6.138
2021-08-01 13:00:00+01:00,88.78,139.65,0.0,0.456,8.736,0.096,19.68,32.308,0.168,7.710999999999999
2021-08-01 14:00:00+01:00,88.78,139.65,0.0,0.0,2.736,0.0,20.5,31.488,0.168,10.174999999999999
2021-08-01 15:00:00+01:00,89.7,140.14,0.0,1.68,2.52,0.0,20.5,30.463,0.228,12.155
2021-08-01 16:00:00+01:00,89.47,167.57999999999998,0.0,1.224,2.352,0.0,20.5,27.470000000000002,0.28800000000000003,13.684
2021-08-01 17:00:00+01:00,89.7,238.63,0.0,1.464,5.04,0.36,20.5,21.033,0.3,13.266
2021-08-01 18:00:00+01:00,90.39,373.87,0.0,7.5120000000000005,5.64,2.064,20.5,12.628,0.24,12.892
2021-08-01 19:00:00+01:00,90.39,442.96,0.0,17.688,6.696,4.992,20.5,4.633,0.168,12.319999999999999
2021-08-01 20:00:00+01:00,90.39,544.88,0.0,36.336,14.184000000000001,17.712,20.5,0.451,0.07200000000000001,9.767999999999999
2021-08-01 21:00:00+01:00,90.16000000000001,640.43,0.0,35.976,18.72,22.728,21.32,0.0,0.012,7.81
2021-08-01 22:00:00+01:00,90.16000000000001,649.25,0.0,29.976,18.024,12.36,20.5,0.0,0.024,5.544
2021-08-01 23:00:00+01:00,90.16000000000001,637.0,0.0,15.336,19.032,2.832,20.5,0.0,0.012,4.3229999999999995
2021-08-02 00:00:00+01:00,88.78,623.28,0.0,0.192,14.016,2.7600000000000002,21.32,0.0,0.0,4.301
2021-08-02 01:00:00+01:00,89.7,622.79,0.0,0.0,11.64,2.7600000000000002,21.32,0.0,0.0,4.213
2021-08-02 02:00:00+01:00,88.55,645.8199999999999,0.0,0.0,10.128,2.7600000000000002,19.68,0.0,0.012,3.553
2021-08-02 03:00:00+01:00,87.17,605.15,0.0,0.0,6.24,2.7600000000000002,18.860000000000003,0.0,0.048,2.992
2021-08-02 04:00:00+01:00,86.48,629.16,0.0,1.2,10.92,4.488,18.860000000000003,0.0,0.048,3.113
2021-08-02 05:00:00+01:00,86.94,703.15,0.0,8.88,17.52,5.688,19.68,0.0,0.06,3.102
2021-08-02 06:00:00+01:00,87.4,832.51,0.0,14.256,19.68,6.456,19.68,0.041,0.084,3.9709999999999996
2021-08-02 07:00:00+01:00,85.56,1037.82,0.0,16.416,27.216,9.48,18.860000000000003,1.3940000000000001,0.168,3.4979999999999998
2021-08-02 08:00:00+01:00,81.88000000000001,1108.3799999999999,0.0,13.824,25.344,7.008,19.68,5.207,0.216,2.662
2021-08-02 09:00:00+01:00,86.25,1163.75,0.0,12.192,23.136,5.5200000000000005,20.5,10.742,0.156,2.09
2021-08-02 10:00:00+01:00,86.94,1199.03,0.0,6.888,21.84,4.464,22.14,15.58,0.07200000000000001,1.5619999999999998
2021-08-02 11:00:00+01:00,85.56,1174.04,0.0,13.224,22.008,4.344,19.68,21.566000000000003,0.156,1.2429999999999999
2021-08-02 12:00:00+01:00,84.87,1110.34,0.0,11.16,21.864,4.224,18.040000000000003,24.436,0.216,1.1989999999999998
2021-08-02 13:00:00+01:00,84.64,1127.0,0.0,3.936,19.512,2.088,16.400000000000002,29.151,0.20400000000000001,1.518
2021-08-02 14:00:00+01:00,84.41,993.72,0.0,3.984,15.528,2.064,15.580000000000002,29.766000000000002,0.20400000000000001,3.0469999999999997
2021-08-02 15:00:00+01:00,84.64,979.51,0.0,3.936,13.512,2.112,16.400000000000002,27.921000000000003,0.216,4.8069999999999995
2021-08-02 16:00:00+01:00,84.64,1006.9499999999999,0.0,3.384,6.24,4.872,16.400000000000002,26.281000000000002,0.24,7.050999999999999
2021-08-02 17:00:00+01:00,84.41,987.84,0.0,0.72,3.456,4.488,16.400000000000002,21.484,0.3,11.241999999999999
2021-08-02 18:00:00+01:00,84.64,1046.15,0.0,1.536,13.68,7.68,16.400000000000002,14.801,0.216,14.178999999999998
2021-08-02 19:00:00+01:00,84.87,1034.8799999999999,0.0,10.248,16.824,11.424,16.400000000000002,5.207,0.20400000000000001,15.213
