,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-08-01 00:00:00+02:00,105.57000000000001,0.0,0.0,2682.2599999999998,277.98,73.3,0.0,0.0,0.0,28.032,16.944,51.24,0.0,84.012,50.02,,25.133000000000003,263.75492,0.0,89.562
2021-08-01 01:00:00+02:00,105.57000000000001,0.0,0.0,2667.07,249.28000000000003,73.3,0.0,0.0,0.0,30.36,16.848,53.424,0.0,84.084,48.38,,25.01,258.2216,0.0,80.113
2021-08-01 02:00:00+02:00,106.95,0.0,0.0,2449.02,249.28000000000003,73.3,0.0,0.0,0.0,14.688,16.752,44.688,0.0,84.084,49.2,,24.108,257.29938,0.0,72.71
2021-08-01 03:00:00+02:00,105.11,0.0,0.0,2409.33,249.28000000000003,73.3,0.0,0.0,0.0,8.832,16.68,37.104,0.0,84.096,49.2,,22.181,252.68828000000002,0.0,67.331
2021-08-01 04:00:00+02:00,106.72,0.0,0.0,2354.94,249.28000000000003,74.033,0.0,0.0,0.0,9.792,16.68,37.728,0.0,84.096,47.56,,16.154,251.76606,0.0,62.809999999999995
2021-08-01 05:00:00+02:00,105.80000000000001,0.0,0.0,2494.59,249.28000000000003,74.033,0.0,0.0,0.0,9.816,17.04,47.376,0.0,84.096,48.38,,11.234,251.76606,0.0,57.419999999999995
2021-08-01 06:00:00+02:00,106.72,0.0,0.0,2380.91,249.28000000000003,72.567,0.0,0.0,0.0,5.424,17.04,53.88,0.0,84.12,48.38,,5.248,250.84384,0.0,52.36
2021-08-01 07:00:00+02:00,108.56,0.0,0.0,2372.09,249.28000000000003,72.567,0.0,0.0,0.0,5.448,16.944,54.24,0.0,84.096,48.38,,15.293000000000001,248.9994,0.0,47.872
2021-08-01 08:00:00+02:00,109.48,0.0,0.0,2477.44,250.10000000000002,74.033,0.0,0.0,0.0,9.528,17.328,42.432,0.0,84.048,49.2,,93.76700000000001,249.92162000000002,0.0,41.821999999999996
2021-08-01 09:00:00+02:00,106.95,0.0,0.0,2001.1599999999999,267.32,73.3,0.0,0.0,0.0,5.712,17.616,28.992,0.0,84.036,49.2,,229.559,249.92162000000002,0.0,40.348
2021-08-01 10:00:00+02:00,99.36,0.0,0.0,1881.11,264.04,73.3,0.0,0.0,0.0,22.56,17.616,23.16,0.0,84.024,49.2,,349.156,252.68828000000002,0.0,36.068999999999996
2021-08-01 11:00:00+02:00,99.59,0.0,0.0,1821.82,299.3,79.164,0.0,0.0,0.0,17.28,17.352,29.136,0.0,83.988,47.56,,407.089,256.37716,0.0,32.879
2021-08-01 12:00:00+02:00,104.42,0.0,0.0,1791.44,268.14000000000004,80.63,0.0,0.0,0.0,19.464,16.728,20.928,0.0,83.964,47.56,,434.846,255.45494000000002,0.0,29.974999999999998
2021-08-01 13:00:00+02:00,108.79,0.0,0.0,1871.8,307.5,79.164,0.0,0.0,0.0,18.816,16.872,25.776,0.0,83.94,46.74,,438.249,257.29938,0.0,28.776
2021-08-01 14:00:00+02:00,107.41000000000001,0.0,0.0,1894.34,314.06,79.164,0.0,0.0,0.0,17.544,17.184,35.448,0.0,83.928,47.56,,422.01300000000003,254.53272,0.0,30.546999999999997
2021-08-01 15:00:00+02:00,107.18,0.0,0.0,1859.06,277.16,74.766,0.0,0.0,0.0,18.336000000000002,17.088,29.424,0.0,83.916,48.38,,406.802,257.29938,0.0,32.361999999999995
2021-08-01 16:00:00+02:00,106.26,0.0,0.0,1820.35,273.06,75.499,0.0,0.0,0.0,25.848,16.584,28.2,0.0,83.892,47.56,,380.808,260.06604,0.0,34.815
2021-08-01 17:00:00+02:00,107.18,0.0,0.0,1952.1599999999999,314.88,76.232,0.0,0.0,0.0,23.592,16.56,32.88,0.0,83.868,46.74,,323.572,260.06604,0.0,36.025
2021-08-01 18:00:00+02:00,108.10000000000001,0.0,0.0,1992.83,278.8,73.3,0.0,0.0,0.0,8.352,17.400000000000002,39.312,0.0,83.892,48.38,,272.937,263.75492,0.0,37.411
2021-08-01 19:00:00+02:00,105.34,0.0,0.0,1994.3,258.3,76.965,0.0,0.0,0.0,0.432,17.568,49.824,0.0,83.868,48.38,,208.07500000000002,269.28824000000003,0.0,39.93
2021-08-01 20:00:00+02:00,108.10000000000001,0.0,0.0,2456.86,262.40000000000003,88.693,0.0,0.0,0.0,0.024,19.752,92.304,0.0,83.88,48.38,,94.50500000000001,273.89934,0.0,39.391
2021-08-01 21:00:00+02:00,107.18,0.0,0.0,2712.15,306.68,88.693,0.0,0.0,0.0,0.6960000000000001,20.184,124.272,0.0,83.904,48.38,,34.686,272.97712,0.0,35.134
2021-08-01 22:00:00+02:00,108.56,0.0,0.0,3006.15,338.66,88.693,0.0,0.0,0.0,0.0,19.536,123.96000000000001,0.0,83.928,48.38,,27.921000000000003,269.28824000000003,0.0,33.242
2021-08-01 23:00:00+02:00,108.33,0.0,0.0,2873.36,333.74,91.625,0.0,0.0,0.0,0.0,18.84,101.496,0.0,83.952,48.38,,26.527,267.4438,0.0,35.254999999999995
2021-08-02 00:00:00+02:00,111.09,0.0,0.0,3235.47,300.12,103.353,0.0,0.0,0.0,0.0,18.12,76.488,0.0,83.988,45.92,,23.821,267.4438,0.0,33.649
2021-08-02 01:00:00+02:00,110.17,0.0,0.0,3339.35,274.70000000000005,103.353,0.0,0.0,0.0,0.0,16.92,65.424,0.0,84.012,45.1,,21.443,264.67714,0.0,32.086999999999996
2021-08-02 02:00:00+02:00,110.63000000000001,0.0,0.0,3204.6,255.84000000000003,103.353,0.0,0.0,0.0,0.28800000000000003,16.752,52.536,0.0,84.06,45.92,,17.343,266.52158000000003,0.0,30.558
2021-08-02 03:00:00+02:00,109.94,0.0,0.0,3115.42,252.56000000000003,103.353,0.0,0.0,0.0,3.2640000000000002,16.776,51.144,0.0,84.048,44.28,,11.316,270.21046,0.0,29.314999999999998
2021-08-02 04:00:00+02:00,108.56,0.0,0.0,3207.54,252.56000000000003,102.62,0.0,0.0,0.0,1.272,17.28,52.848,0.0,84.012,44.28,,7.503,268.36602,0.0,27.125999999999998
2021-08-02 05:00:00+02:00,111.09,0.0,0.0,3292.31,259.94,102.62,0.0,0.0,0.0,0.432,17.664,56.184000000000005,0.0,84.048,45.1,,6.0680000000000005,263.75492,0.0,25.619
