,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2021-03-01 00:00:00+01:00,82.8,1975.68,475.6,132.673,7.5600000000000005,125.712,61.656,470.784,0.0,235.1661,61.556
2021-03-01 01:00:00+01:00,82.8,1839.46,432.96000000000004,120.212,6.0,124.896,39.504,470.16,0.0,233.32166,59.532
2021-03-01 02:00:00+01:00,82.8,1903.6499999999999,383.76000000000005,120.212,7.848,124.152,28.92,470.016,0.0,232.39944,56.485
2021-03-01 03:00:00+01:00,83.03,1933.05,358.34000000000003,120.212,1.104,121.08,28.464000000000002,468.264,0.0,234.24388000000002,53.119
2021-03-01 04:00:00+01:00,82.8,2154.04,358.34000000000003,120.212,4.6080000000000005,119.568,24.504,468.684,0.0,232.39944,49.104
2021-03-01 05:00:00+01:00,83.03,2601.9,368.18,120.212,1.416,124.296,44.64,469.824,0.0,229.63278,47.035999999999994
2021-03-01 06:00:00+01:00,83.03,3201.17,396.06,122.411,21.12,141.936,98.08800000000001,471.88800000000003,0.0,219.48836,46.276999999999994
2021-03-01 07:00:00+01:00,82.8,3480.96,499.38000000000005,122.411,58.368,148.392,119.88,472.524,9.553,220.41058,47.641
2021-03-01 08:00:00+01:00,83.03,3601.5,536.2800000000001,121.678,62.256,154.8,121.56,474.048,48.462,222.25502,49.059999999999995
2021-03-01 09:00:00+01:00,83.03,3566.22,535.46,122.411,48.24,152.136,120.816,474.324,129.806,221.33280000000002,39.226
2021-03-01 10:00:00+01:00,83.03,3493.7,528.08,122.411,19.68,153.40800000000002,96.528,473.25600000000003,200.36700000000002,208.42172000000002,27.697999999999997
2021-03-01 11:00:00+01:00,82.8,3364.83,458.38000000000005,123.14399999999999,9.672,149.112,64.104,472.728,246.287,225.02168,24.717
2021-03-01 12:00:00+01:00,82.34,3374.63,362.44000000000005,123.14399999999999,12.408,143.16,53.184000000000005,471.732,269.452,227.78834,23.551
2021-03-01 13:00:00+01:00,82.34,3313.38,351.78000000000003,122.411,8.328,132.576,57.168,471.156,265.926,227.78834,23.517999999999997
2021-03-01 14:00:00+01:00,82.57000000000001,3143.35,355.06,123.14399999999999,0.936,128.832,42.24,470.42400000000004,239.56300000000002,226.86612000000002,24.75
2021-03-01 15:00:00+01:00,82.57000000000001,3335.92,364.90000000000003,122.411,3.408,132.048,46.512,470.208,188.149,228.71056000000002,27.346
2021-03-01 16:00:00+01:00,82.34,3373.16,337.02000000000004,122.411,6.984,140.088,50.496,469.512,115.497,229.63278,28.192999999999998
