,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-09-01 00:00:00+02:00,45.57,16.32,15.48,205.89600000000002,0.0,,5.53332,11.561
2021-09-01 01:00:00+02:00,45.57,16.080000000000002,15.552,203.448,0.0,,4.6111,11.308
2021-09-01 02:00:00+02:00,45.57,16.152,15.648,195.552,0.0,,4.6111,14.982
2021-09-01 03:00:00+02:00,45.57,15.96,15.528,191.304,0.0,,6.45554,15.146999999999998
2021-09-01 04:00:00+02:00,45.57,16.272000000000002,15.528,207.48000000000002,0.0,,4.6111,15.18
2021-09-01 05:00:00+02:00,45.08,19.92,15.744,230.304,0.0,,3.68888,15.729999999999999
2021-09-01 06:00:00+02:00,45.08,21.024,16.080000000000002,270.456,0.0,,3.68888,15.454999999999998
2021-09-01 07:00:00+02:00,45.08,21.936,16.656,306.648,0.0,,3.68888,14.970999999999998
2021-09-01 08:00:00+02:00,46.55,22.008,16.8,316.368,0.0,,3.68888,13.838
2021-09-01 09:00:00+02:00,45.57,21.984,16.848,312.696,0.0,,3.68888,13.716999999999999
2021-09-01 10:00:00+02:00,45.57,21.912,17.088,292.944,0.0,,3.68888,13.376
2021-09-01 11:00:00+02:00,46.06,21.936,17.28,280.368,0.0,,3.68888,14.058
2021-09-01 12:00:00+02:00,46.06,20.232,17.136,263.952,0.0,,4.6111,14.542
2021-09-01 13:00:00+02:00,48.51,21.192,17.16,242.376,0.0,,6.45554,15.213
2021-09-01 14:00:00+02:00,45.08,20.664,17.184,233.592,0.0,,6.45554,14.795
2021-09-01 15:00:00+02:00,45.57,20.832,17.184,240.50400000000002,0.0,,6.45554,15.774
2021-09-01 16:00:00+02:00,44.1,21.096,17.136,253.08,0.0,,5.53332,16.467
2021-09-01 17:00:00+02:00,44.1,21.792,17.376,270.624,0.0,,6.45554,16.72
2021-09-01 18:00:00+02:00,45.08,22.032,17.52,276.48,0.0,,6.45554,16.643
2021-09-01 19:00:00+02:00,45.57,22.104,17.712,271.848,0.0,,6.45554,16.093
2021-09-01 20:00:00+02:00,45.08,22.008,17.472,273.336,0.0,,7.37776,15.223999999999998
2021-09-01 21:00:00+02:00,44.1,21.84,17.568,270.81600000000003,0.0,,9.2222,15.267999999999999
2021-09-01 22:00:00+02:00,44.589999999999996,20.616,17.52,257.32800000000003,0.0,,10.14442,14.563999999999998
2021-09-01 23:00:00+02:00,45.08,18.48,17.472,242.064,0.0,,8.29998,16.730999999999998
2021-09-02 00:00:00+02:00,46.55,17.256,17.016000000000002,229.15200000000002,0.0,,11.06664,17.314
2021-09-02 01:00:00+02:00,46.55,19.536,16.752,218.568,0.0,,7.37776,16.038
2021-09-02 02:00:00+02:00,46.55,19.416,16.848,204.96,0.0,,7.37776,15.763
2021-09-02 03:00:00+02:00,48.019999999999996,19.536,16.608,203.88,0.0,,7.37776,17.567
2021-09-02 04:00:00+02:00,48.019999999999996,19.416,16.584,217.776,0.0,,5.53332,17.072
2021-09-02 05:00:00+02:00,47.04,19.872,16.632,246.648,0.0,,6.45554,16.621
2021-09-02 06:00:00+02:00,48.51,20.28,17.496,291.288,0.0,,7.37776,15.741
2021-09-02 07:00:00+02:00,49.0,21.696,17.568,319.416,0.0,,8.29998,15.267999999999999
2021-09-02 08:00:00+02:00,48.51,21.768,17.352,329.88,0.0,,8.29998,14.629999999999999
2021-09-02 09:00:00+02:00,47.53,21.432000000000002,17.544,325.248,0.0,,7.37776,14.409999999999998
2021-09-02 10:00:00+02:00,47.53,21.216,17.688,316.512,0.0,,6.45554,14.607999999999999
2021-09-02 11:00:00+02:00,49.49,20.88,17.856,299.736,0.0,,6.45554,14.453999999999999
2021-09-02 12:00:00+02:00,49.98,23.136,17.616,302.76,0.0,,6.45554,14.597
2021-09-02 13:00:00+02:00,49.49,22.776,17.664,287.784,0.0,,6.45554,15.476999999999999
2021-09-02 14:00:00+02:00,50.47,20.424,17.832,263.736,0.0,,8.29998,16.566
2021-09-02 15:00:00+02:00,50.47,20.400000000000002,17.64,266.30400000000003,0.0,,6.45554,17.721
2021-09-02 16:00:00+02:00,50.47,20.64,17.688,268.944,0.0,,6.45554,18.227
2021-09-02 17:00:00+02:00,50.47,21.048000000000002,18.096,284.04,0.0,,7.37776,19.041
