,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-08-01 00:00:00+02:00,44.589999999999996,13.656,21.552,216.552,0.0,,28.588820000000002,15.047999999999998
2021-08-01 01:00:00+02:00,45.57,13.608,21.336000000000002,193.992,0.0,,32.2777,13.331999999999999
2021-08-01 02:00:00+02:00,44.589999999999996,13.56,21.288,194.088,0.0,,31.35548,12.726999999999999
2021-08-01 03:00:00+02:00,44.589999999999996,14.616,21.216,193.104,0.0,,29.51104,11.835999999999999
2021-08-01 04:00:00+02:00,44.589999999999996,14.616,21.240000000000002,195.24,0.0,,33.19992,11.219999999999999
2021-08-01 05:00:00+02:00,44.589999999999996,14.232000000000001,21.192,198.40800000000002,0.0,,31.35548,10.549
2021-08-01 06:00:00+02:00,45.57,14.040000000000001,21.168,198.168,0.0,,31.35548,9.427
2021-08-01 07:00:00+02:00,46.06,17.664,21.192,208.272,0.0,,34.12214,9.976999999999999
2021-08-01 08:00:00+02:00,46.06,21.48,20.952,223.22400000000002,0.0,,33.19992,9.998999999999999
2021-08-01 09:00:00+02:00,47.04,21.96,21.384,233.568,0.0,,33.19992,8.854999999999999
2021-08-01 10:00:00+02:00,46.06,21.216,21.408,241.68,0.0,,24.89994,9.306
2021-08-01 11:00:00+02:00,46.06,21.528,21.48,241.008,0.0,,24.89994,8.822
2021-08-01 12:00:00+02:00,46.06,22.248,21.552,241.368,0.0,,26.74438,8.426
2021-08-01 13:00:00+02:00,46.55,21.384,21.264,222.504,0.0,,32.2777,8.745
2021-08-01 14:00:00+02:00,47.04,15.864,21.336000000000002,205.94400000000002,0.0,,35.044360000000005,9.295
2021-08-01 15:00:00+02:00,46.55,11.064,21.36,201.864,0.0,,33.19992,10.427999999999999
2021-08-01 16:00:00+02:00,46.55,13.464,21.816,213.288,0.0,,31.35548,11.395999999999999
2021-08-01 17:00:00+02:00,47.04,18.144000000000002,21.864,237.768,0.0,,24.89994,10.054
2021-08-01 18:00:00+02:00,46.55,20.592,21.504,265.68,0.0,,25.82216,9.383
2021-08-01 19:00:00+02:00,46.06,21.888,21.768,289.68,0.0,,26.74438,8.591
2021-08-01 20:00:00+02:00,46.06,20.88,21.744,284.928,0.0,,29.51104,8.293999999999999
2021-08-01 21:00:00+02:00,45.57,20.88,21.744,284.688,0.0,,27.666600000000003,7.8759999999999994
2021-08-01 22:00:00+02:00,45.08,20.448,21.696,279.528,0.0,,27.666600000000003,7.9639999999999995
2021-08-01 23:00:00+02:00,43.61,19.968,21.696,260.64,0.0,,24.89994,7.534999999999999
2021-08-02 00:00:00+02:00,37.24,21.096,21.528,250.96800000000002,0.0,,27.666600000000003,6.798
2021-08-02 01:00:00+02:00,37.24,21.384,21.576,218.376,0.0,,30.43326,6.215
2021-08-02 02:00:00+02:00,37.24,19.848,21.48,207.43200000000002,0.0,,31.35548,7.095
2021-08-02 03:00:00+02:00,37.24,13.608,21.384,192.38400000000001,0.0,,26.74438,7.733
2021-08-02 04:00:00+02:00,37.24,14.88,21.36,198.288,0.0,,28.588820000000002,8.491999999999999
2021-08-02 05:00:00+02:00,37.24,20.616,21.432000000000002,228.672,0.0,,30.43326,7.898
2021-08-02 06:00:00+02:00,37.24,23.568,21.240000000000002,247.296,0.0,,28.588820000000002,8.591
