,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2021-03-01 00:00:00+01:00,10.58,178.7275,0.0,0.0,0.0,0.9,15.69,0.714,4.510000000000001,,0.0,23.055500000000002,2.101
2021-03-01 00:15:00+01:00,10.58,177.38,0.0,0.0,0.0,0.8160000000000001,15.276,1.158,4.510000000000001,,0.0,23.055500000000002,2.189
2021-03-01 00:30:00+01:00,10.58,179.095,0.0,0.0,0.0,0.7020000000000001,15.252,1.1460000000000001,4.510000000000001,,0.0,23.055500000000002,2.2439999999999998
2021-03-01 00:45:00+01:00,10.58,176.0325,0.0,0.0,0.0,0.42,14.952,0.924,4.510000000000001,,0.0,23.055500000000002,2.1999999999999997
2021-03-01 01:00:00+01:00,10.58,174.195,0.0,0.0,0.0,0.678,14.916,1.044,4.510000000000001,,0.0,23.055500000000002,2.255
2021-03-01 01:15:00+01:00,10.58,174.93,0.0,0.0,0.0,0.618,14.832,0.9480000000000001,4.510000000000001,,0.0,23.055500000000002,2.2439999999999998
2021-03-01 01:30:00+01:00,10.58,174.195,0.0,0.0,0.0,0.63,14.814,1.092,4.510000000000001,,0.0,23.055500000000002,2.255
2021-03-01 01:45:00+01:00,10.58,172.97,0.0,0.0,0.0,0.558,14.652000000000001,0.924,4.510000000000001,,0.0,23.055500000000002,2.3209999999999997
2021-03-01 02:00:00+01:00,10.58,173.0925,0.0,0.0,0.0,0.5760000000000001,14.88,0.996,4.510000000000001,,0.0,23.055500000000002,2.2769999999999997
2021-03-01 02:15:00+01:00,10.58,172.97,0.0,0.0,0.0,0.78,14.676,1.1400000000000001,4.510000000000001,,0.0,23.055500000000002,2.3539999999999996
2021-03-01 02:30:00+01:00,10.58,171.745,0.0,0.0,0.0,0.792,14.436,1.11,4.510000000000001,,0.0,23.055500000000002,2.376
2021-03-01 02:45:00+01:00,10.58,171.5,0.0,0.0,0.0,0.792,14.364,1.188,4.510000000000001,,0.0,23.055500000000002,2.3539999999999996
2021-03-01 03:00:00+01:00,10.58,171.01,0.0,0.0,0.0,0.8280000000000001,14.274000000000001,1.176,4.510000000000001,,0.0,23.055500000000002,2.2329999999999997
2021-03-01 03:15:00+01:00,10.58,169.4175,0.0,0.0,0.0,0.792,14.046000000000001,1.038,4.510000000000001,,0.0,23.055500000000002,2.409
2021-03-01 03:30:00+01:00,10.58,169.4175,0.0,0.0,0.0,0.72,14.076,1.08,4.510000000000001,,0.0,23.055500000000002,2.662
2021-03-01 03:45:00+01:00,10.58,170.765,0.0,0.0,0.0,0.588,14.172,0.972,4.510000000000001,,0.0,23.055500000000002,2.739
2021-03-01 04:00:00+01:00,10.58,168.56,0.0,0.0,0.0,0.042,14.172,1.212,4.510000000000001,,0.0,23.055500000000002,2.915
2021-03-01 04:15:00+01:00,10.58,166.9675,0.0,0.0,0.0,0.0,14.112,0.984,4.510000000000001,,0.0,23.055500000000002,2.937
2021-03-01 04:30:00+01:00,10.58,172.3575,0.0,0.0,0.0,0.012,14.274000000000001,1.188,4.510000000000001,,0.0,23.055500000000002,2.8819999999999997
2021-03-01 04:45:00+01:00,10.58,188.7725,0.0,0.0,0.0,0.0,14.370000000000001,1.248,4.510000000000001,,0.0,23.055500000000002,2.8049999999999997
2021-03-01 05:00:00+01:00,10.58,189.63,0.0,0.0,0.0,0.8280000000000001,13.83,1.428,4.510000000000001,,0.0,23.055500000000002,2.673
