,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2021-12-30 23:00:00+01:00,90.0,102.0,210.0,54.0,59.0,,464.0,2.0,1984.0,193.0,58.0,1.0,1.0
2021-12-31 00:00:00+01:00,89.0,103.0,207.0,53.0,60.0,,459.0,2.0,1983.0,191.0,58.0,0.0,1.0
2021-12-31 01:00:00+01:00,89.0,103.0,208.0,52.0,56.0,,487.0,2.0,1983.0,192.0,57.0,1.0,1.0
2021-12-31 02:00:00+01:00,88.0,103.0,210.0,53.0,54.0,,486.0,3.0,1984.0,192.0,57.0,1.0,1.0
2021-12-31 03:00:00+01:00,88.0,102.0,194.0,53.0,53.0,,482.0,2.0,1986.0,187.0,57.0,1.0,1.0
2021-12-31 04:00:00+01:00,88.0,104.0,196.0,53.0,53.0,,496.0,2.0,1981.0,187.0,57.0,0.0,1.0
2021-12-31 05:00:00+01:00,90.0,105.0,200.0,53.0,53.0,,507.0,2.0,1980.0,188.0,57.0,0.0,1.0
2021-12-31 06:00:00+01:00,89.0,106.0,196.0,58.0,52.0,,564.0,2.0,1980.0,190.0,57.0,1.0,1.0
2021-12-31 07:00:00+01:00,92.0,108.0,204.0,58.0,51.0,0.0,656.0,0.0,1977.0,191.0,57.0,1.0,1.0
2021-12-31 08:00:00+01:00,87.0,108.0,202.0,58.0,51.0,91.0,704.0,19.0,1976.0,190.0,57.0,6.0,1.0
2021-12-31 09:00:00+01:00,83.0,108.0,209.0,54.0,51.0,211.0,741.0,97.0,1972.0,191.0,57.0,25.0,1.0
2021-12-31 10:00:00+01:00,84.0,108.0,207.0,51.0,51.0,197.0,758.0,27.0,1971.0,190.0,56.0,60.0,1.0
2021-12-31 11:00:00+01:00,85.0,108.0,204.0,54.0,52.0,80.0,762.0,29.0,1971.0,189.0,57.0,91.0,1.0
2021-12-31 12:00:00+01:00,82.0,107.0,196.0,57.0,51.0,70.0,704.0,18.0,1968.0,190.0,56.0,92.0,1.0
2021-12-31 13:00:00+01:00,82.0,108.0,200.0,55.0,51.0,75.0,743.0,65.0,1962.0,191.0,55.0,81.0,1.0
2021-12-31 14:00:00+01:00,83.0,108.0,201.0,48.0,51.0,78.0,701.0,58.0,1957.0,191.0,55.0,44.0,1.0
2021-12-31 15:00:00+01:00,83.0,107.0,202.0,58.0,50.0,75.0,684.0,50.0,1950.0,192.0,56.0,11.0,1.0
2021-12-31 16:00:00+01:00,82.0,108.0,208.0,58.0,50.0,178.0,695.0,19.0,1945.0,191.0,56.0,1.0,1.0
2021-12-31 17:00:00+01:00,82.0,107.0,211.0,55.0,50.0,187.0,698.0,78.0,1948.0,192.0,56.0,0.0,0.0
2021-12-31 18:00:00+01:00,82.0,107.0,208.0,56.0,50.0,169.0,697.0,27.0,1951.0,191.0,57.0,0.0,0.0
2021-12-31 19:00:00+01:00,82.0,107.0,207.0,57.0,51.0,73.0,680.0,24.0,1956.0,191.0,58.0,0.0,0.0
2021-12-31 20:00:00+01:00,82.0,105.0,190.0,55.0,51.0,,649.0,0.0,1964.0,184.0,57.0,0.0,0.0
2021-12-31 21:00:00+01:00,81.0,106.0,197.0,53.0,52.0,,631.0,0.0,1963.0,189.0,57.0,0.0,0.0
2021-12-31 22:00:00+01:00,85.0,104.0,202.0,49.0,52.0,,617.0,0.0,1962.0,190.0,56.0,1.0,1.0
